@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
3.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,27.59,921.04,0.05,39.0,0.17,51.17,159.41,13.0,26.0,9.0,8.0,14.0,N
3.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,27.19,3440.82,0.1,72.0,0.09,191.16,305.85,25.0,47.0,10.0,9.0,17.0,N
14.0,25.0,0.0,9.0,13.0,3.0,1.0,92.0,49.52,17204.0,0.31,190.0,0.05,955.78,923.02,61.0,129.0,18.0,11.0,117.0,N
1.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,26.33,1924.95,0.08,53.0,0.12,106.94,225.14,19.0,34.0,10.0,9.0,15.0,N
4.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,20.03,1471.49,0.06,42.0,0.12,81.75,171.67,12.0,30.0,7.0,10.0,14.0,N
1.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,20.83,1482.98,0.06,43.0,0.12,82.39,175.76,15.0,28.0,8.0,9.0,12.0,N
3.0,11.0,0.0,0.0,6.0,2.0,1.0,37.0,30.69,2614.85,0.09,61.0,0.11,145.27,283.28,20.0,41.0,13.0,12.0,42.0,N
4.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,25.93,1873.56,0.07,51.0,0.12,104.09,220.42,17.0,34.0,10.0,10.0,16.0,N
2.0,5.0,0.0,0.0,3.0,2.0,1.0,10.0,22.3,1356.56,0.06,39.0,0.13,75.36,173.92,13.0,26.0,10.0,12.0,14.0,N
8.0,5.0,0.0,2.0,3.0,3.0,1.0,51.0,60.46,31985.08,0.46,249.0,0.04,1776.95,1390.66,92.0,157.0,32.0,16.0,63.0,N
1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,10.44,127.89,0.01,11.0,0.29,7.11,36.54,3.0,8.0,3.0,7.0,6.0,N
2.0,5.0,0.0,0.0,3.0,2.0,3.0,9.0,24.67,1015.92,0.05,35.0,0.16,56.44,158.32,14.0,21.0,12.0,11.0,13.0,N
12.0,23.0,0.0,9.0,12.0,3.0,1.0,84.0,46.17,15155.04,0.28,174.0,0.06,841.95,836.48,56.0,118.0,17.0,11.0,107.0,N
1.0,23.0,2.0,0.0,18.0,12.0,1.0,81.0,45.38,36943.68,0.43,225.0,0.04,2052.42,1294.85,83.0,142.0,32.0,22.0,86.0,N
1.0,3.0,0.0,4.0,2.0,2.0,1.0,21.0,35.04,4846.9,0.14,81.0,0.09,269.27,412.08,38.0,43.0,21.0,13.0,28.0,N
3.0,3.0,1.0,0.0,2.0,1.0,1.0,17.0,27.54,2823.12,0.09,58.0,0.1,156.84,278.83,27.0,31.0,16.0,12.0,23.0,Y
4.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,13.22,685.32,0.03,25.0,0.14,38.07,95.18,8.0,17.0,5.0,9.0,13.0,N
6.0,9.0,0.0,0.0,5.0,4.0,1.0,24.0,25.89,10025.91,0.17,101.0,0.05,557.0,509.48,29.0,72.0,14.0,19.0,32.0,N
3.0,9.0,0.0,4.0,5.0,2.0,3.0,11.0,13.31,2104.1,0.06,37.0,0.08,116.89,167.37,11.0,26.0,7.0,16.0,20.0,N
4.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,19.1,1092.25,0.05,34.0,0.13,60.68,144.43,11.0,23.0,8.0,11.0,16.0,N
2.0,5.0,0.0,0.0,3.0,2.0,3.0,21.0,30.08,6107.61,0.14,80.0,0.07,339.31,428.6,33.0,47.0,22.0,19.0,23.0,N
7.0,7.0,0.0,4.0,4.0,4.0,1.0,40.0,58.62,18184.77,0.34,188.0,0.06,1010.26,1032.47,78.0,110.0,31.0,14.0,54.0,N
5.0,3.0,0.0,0.0,2.0,2.0,1.0,14.0,18.73,1517.0,0.06,39.0,0.11,84.28,168.56,12.0,27.0,8.0,12.0,22.0,Y
4.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,23.84,1816.0,0.07,46.0,0.11,100.89,208.08,16.0,30.0,11.0,12.0,17.0,Y
4.0,3.0,0.0,0.0,2.0,2.0,1.0,12.0,21.8,1765.93,0.07,44.0,0.11,98.11,196.21,15.0,29.0,10.0,12.0,18.0,Y
5.0,5.0,0.0,0.0,3.0,3.0,1.0,28.0,37.73,10101.99,0.21,116.0,0.06,561.22,617.34,40.0,76.0,22.0,18.0,35.0,Y
8.0,7.0,1.0,1.0,4.0,4.0,4.0,27.0,73.64,8563.83,0.26,140.0,0.09,475.77,794.14,57.0,83.0,37.0,14.0,40.0,N
5.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,18.87,943.59,0.04,32.0,0.14,52.42,133.44,9.0,23.0,7.0,11.0,17.0,N
5.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,18.87,943.59,0.04,32.0,0.14,52.42,133.44,9.0,23.0,7.0,11.0,18.0,N
12.0,7.0,0.0,4.0,4.0,3.0,4.0,39.0,18.23,57087.35,0.34,210.0,0.02,3171.52,1020.18,79.0,131.0,12.0,17.0,57.0,N
5.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,21.34,1220.75,0.05,38.0,0.13,67.82,161.42,11.0,27.0,8.0,11.0,18.0,Y
5.0,3.0,0.0,2.0,2.0,2.0,1.0,10.0,21.22,1140.99,0.05,36.0,0.14,63.39,155.59,12.0,24.0,9.0,11.0,19.0,Y
5.0,3.0,0.0,2.0,2.0,2.0,1.0,10.0,24.33,908.58,0.05,35.0,0.16,50.48,148.68,11.0,24.0,9.0,10.0,19.0,Y
4.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,17.58,632.92,0.04,27.0,0.17,35.16,105.49,8.0,19.0,6.0,9.0,12.0,Y
1.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,17.52,1192.58,0.05,37.0,0.12,66.25,144.55,11.0,26.0,6.0,9.0,11.0,N
4.0,5.0,0.0,0.0,3.0,3.0,1.0,14.0,23.44,1426.13,0.06,41.0,0.13,79.23,182.84,13.0,28.0,10.0,12.0,20.0,Y
8.0,27.0,11.0,6.0,14.0,10.0,10.0,83.0,71.77,53438.87,0.65,324.0,0.04,2968.83,1958.38,135.0,189.0,47.0,19.0,110.0,N
6.0,21.0,0.0,5.0,11.0,8.0,6.0,82.0,48.69,126648.13,0.83,440.0,0.02,7036.01,2483.3,153.0,287.0,30.0,20.0,96.0,Y
5.0,5.0,0.0,0.0,3.0,3.0,1.0,21.0,18.05,4707.38,0.1,60.0,0.06,261.51,291.48,17.0,43.0,10.0,19.0,29.0,N
4.0,9.0,0.0,0.0,5.0,3.0,1.0,25.0,21.96,5539.63,0.12,68.0,0.06,307.76,348.79,30.0,38.0,17.0,18.0,31.0,N
8.0,1.0,1.0,6.0,1.0,1.0,1.0,23.0,38.21,9589.66,0.2,120.0,0.06,532.76,605.33,43.0,77.0,19.0,14.0,41.0,N
2.0,7.0,0.0,0.0,4.0,3.0,1.0,8.0,21.13,1188.43,0.05,38.0,0.13,66.02,158.46,15.0,23.0,9.0,9.0,12.0,N
11.0,9.0,0.0,0.0,5.0,3.0,3.0,31.0,29.35,20226.4,0.26,142.0,0.04,1123.69,770.53,55.0,87.0,22.0,21.0,44.0,Y
8.0,13.0,0.0,1.0,7.0,2.0,1.0,36.0,29.13,38635.41,0.35,191.0,0.03,2146.41,1060.93,76.0,115.0,24.0,23.0,47.0,Y
3.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,37.82,1000.35,0.06,43.0,0.19,55.58,194.51,16.0,27.0,14.0,9.0,14.0,N
4.0,5.0,0.0,0.0,3.0,3.0,1.0,14.0,23.44,1426.13,0.06,41.0,0.13,79.23,182.84,13.0,28.0,10.0,12.0,20.0,N
4.0,9.0,0.0,2.0,5.0,4.0,1.0,29.0,24.26,5217.58,0.12,74.0,0.07,289.87,355.74,22.0,52.0,12.0,16.0,37.0,N
7.0,7.0,0.0,0.0,4.0,2.0,1.0,15.0,27.06,3715.65,0.11,64.0,0.09,206.42,317.07,25.0,39.0,16.0,15.0,24.0,N
2.0,5.0,0.0,0.0,3.0,2.0,1.0,8.0,13.7,671.36,0.03,23.0,0.14,37.3,95.91,7.0,16.0,6.0,12.0,12.0,N
6.0,3.0,0.0,3.0,2.0,2.0,1.0,21.0,34.47,8000.74,0.18,106.0,0.07,444.49,525.14,37.0,69.0,17.0,14.0,33.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,N
4.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,26.65,959.47,0.05,37.0,0.17,53.3,159.91,12.0,25.0,10.0,10.0,16.0,N
5.0,3.0,0.0,0.0,2.0,2.0,1.0,21.0,45.27,3804.17,0.14,83.0,0.11,211.34,415.0,35.0,48.0,21.0,11.0,29.0,N
6.0,3.0,0.0,0.0,2.0,2.0,1.0,24.0,44.16,11416.05,0.24,142.0,0.06,634.23,710.0,47.0,95.0,19.0,13.0,33.0,N
5.0,1.0,0.0,0.0,1.0,1.0,1.0,16.0,38.04,5825.33,0.16,99.0,0.08,323.63,470.73,36.0,63.0,16.0,11.0,24.0,N
4.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,39.1,4174.83,0.13,87.0,0.1,231.93,404.02,31.0,56.0,15.0,10.0,23.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,13.84,124.54,0.01,12.0,0.33,6.92,41.51,5.0,7.0,5.0,6.0,5.0,N
3.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,19.35,533.29,0.03,26.0,0.19,29.63,101.58,7.0,19.0,6.0,9.0,14.0,Y
8.0,3.0,0.0,0.0,2.0,2.0,1.0,13.0,24.49,1666.88,0.07,46.0,0.12,92.6,202.05,15.0,31.0,10.0,11.0,24.0,Y
4.0,3.0,0.0,0.0,2.0,2.0,1.0,12.0,23.96,1630.65,0.07,45.0,0.12,90.59,197.65,15.0,30.0,10.0,11.0,18.0,Y
4.0,5.0,0.0,0.0,3.0,2.0,3.0,11.0,23.96,1420.48,0.06,42.0,0.13,78.92,184.48,14.0,28.0,10.0,11.0,17.0,Y
1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,18.56,296.92,0.02,19.0,0.25,16.5,74.23,7.0,12.0,7.0,8.0,10.0,N
4.0,9.0,1.0,4.0,5.0,4.0,5.0,17.0,23.17,5339.03,0.12,71.0,0.07,296.61,351.75,25.0,46.0,14.0,17.0,28.0,N
4.0,3.0,0.0,0.0,2.0,2.0,1.0,12.0,20.88,1984.71,0.07,45.0,0.1,110.26,203.56,15.0,30.0,10.0,13.0,19.0,N
4.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,19.0,1674.76,0.06,40.0,0.11,93.04,178.38,13.0,27.0,9.0,13.0,17.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,34.82,208.05,0.03,23.0,0.41,11.56,85.11,11.0,12.0,9.0,4.0,6.0,N
3.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,41.07,1054.29,0.07,46.0,0.2,58.57,208.08,19.0,27.0,15.0,8.0,14.0,N
5.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,48.34,1740.29,0.1,61.0,0.17,96.68,290.05,24.0,37.0,18.0,9.0,22.0,N
4.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,21.34,1220.75,0.05,38.0,0.13,67.82,161.42,11.0,27.0,8.0,11.0,17.0,Y
4.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,23.64,4469.18,0.11,74.0,0.07,248.29,325.03,25.0,49.0,10.0,11.0,18.0,N
5.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,27.16,1858.58,0.07,49.0,0.12,103.25,224.66,14.0,35.0,11.0,13.0,22.0,N
10.0,13.0,0.0,3.0,7.0,4.0,1.0,37.0,40.82,20360.13,0.3,166.0,0.04,1131.12,911.65,67.0,99.0,27.0,18.0,53.0,N
7.0,9.0,0.0,13.0,5.0,3.0,5.0,35.0,44.17,13839.54,0.26,140.0,0.06,768.86,781.89,59.0,81.0,30.0,18.0,57.0,N
13.0,27.0,0.0,0.0,14.0,13.0,5.0,73.0,60.57,40946.89,0.52,270.0,0.04,2274.83,1574.88,104.0,166.0,38.0,19.0,88.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,N
5.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,42.49,4095.87,0.14,82.0,0.1,227.55,417.17,36.0,46.0,22.0,12.0,23.0,N
5.0,1.0,0.0,0.0,1.0,1.0,1.0,13.0,21.22,1782.8,0.06,45.0,0.11,99.04,194.49,15.0,30.0,9.0,11.0,18.0,N
7.0,9.0,0.0,1.0,5.0,5.0,1.0,99.0,163.64,66687.57,1.1,492.0,0.05,3704.86,3303.41,209.0,283.0,88.0,17.0,107.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,N
12.0,23.0,0.0,0.0,12.0,8.0,1.0,56.0,52.36,22637.44,0.36,196.0,0.05,1257.64,1088.7,67.0,129.0,29.0,18.0,70.0,N
5.0,5.0,0.0,0.0,3.0,2.0,1.0,12.0,25.7,2297.48,0.08,53.0,0.11,127.64,243.0,16.0,37.0,11.0,13.0,19.0,N
3.0,6.0,0.0,1.0,4.0,3.0,1.0,25.0,27.8,3518.46,0.1,62.0,0.09,195.47,312.75,27.0,35.0,18.0,15.0,31.0,N
3.0,23.0,0.0,0.0,12.0,6.0,10.0,30.0,19.97,10215.69,0.15,95.0,0.04,567.54,451.71,42.0,53.0,13.0,14.0,35.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,38.07,219.3,0.03,24.0,0.42,12.18,91.38,12.0,12.0,10.0,4.0,8.0,N
1.0,3.0,0.0,3.0,2.0,2.0,1.0,7.0,15.0,135.0,0.02,15.0,0.33,7.5,45.0,6.0,9.0,4.0,4.0,13.0,N
3.0,31.0,0.0,0.0,16.0,8.0,14.0,40.0,22.03,16657.48,0.2,126.0,0.04,925.42,605.73,55.0,71.0,14.0,14.0,45.0,N
1.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,47.58,547.68,0.05,38.0,0.29,30.43,161.42,19.0,19.0,14.0,5.0,13.0,N
4.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,18.34,1247.96,0.05,35.0,0.12,69.33,151.27,11.0,24.0,8.0,12.0,15.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,N
5.0,9.0,0.0,4.0,5.0,1.0,1.0,20.0,46.67,4065.39,0.15,83.0,0.11,225.86,435.58,32.0,51.0,24.0,14.0,33.0,N
6.0,7.0,0.0,3.0,4.0,4.0,1.0,31.0,57.87,13798.14,0.3,160.0,0.06,766.56,893.59,75.0,85.0,34.0,14.0,42.0,Y
2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,20.19,517.32,0.03,25.0,0.2,28.74,102.19,9.0,16.0,8.0,9.0,9.0,N
4.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,35.89,4104.31,0.13,79.0,0.09,228.02,383.78,35.0,44.0,18.0,11.0,20.0,N
2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,22.57,539.55,0.04,27.0,0.2,29.97,110.36,11.0,16.0,9.0,8.0,9.0,N
4.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,45.73,5753.72,0.17,100.0,0.09,319.65,512.92,43.0,57.0,23.0,12.0,23.0,N
6.0,3.0,0.0,0.0,2.0,2.0,1.0,18.0,56.92,3661.56,0.15,89.0,0.12,203.42,456.51,35.0,54.0,24.0,11.0,26.0,N
1.0,19.0,0.0,5.0,10.0,2.0,9.0,13.0,19.67,3197.29,0.08,54.0,0.08,177.63,250.77,17.0,37.0,10.0,15.0,21.0,N
3.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,19.93,124.57,0.02,15.0,0.4,6.92,49.83,5.0,10.0,5.0,5.0,10.0,N
5.0,5.0,0.0,1.0,3.0,2.0,1.0,7.0,22.81,2740.19,0.08,52.0,0.09,152.23,249.98,19.0,33.0,13.0,15.0,15.0,N
14.0,21.0,1.0,0.0,11.0,4.0,7.0,48.0,12.31,39395.07,0.23,167.0,0.02,2188.61,696.38,72.0,95.0,7.0,11.0,66.0,N
38.0,21.0,1.0,0.0,11.0,4.0,7.0,35.0,7.32,22132.54,0.13,103.0,0.02,1229.59,402.41,40.0,63.0,4.0,11.0,78.0,N
3.0,21.0,0.0,0.0,11.0,10.0,3.0,64.0,37.8,27018.54,0.34,215.0,0.04,1501.03,1010.59,101.0,114.0,17.0,9.0,69.0,Y
13.0,17.0,0.0,0.0,9.0,8.0,3.0,56.0,35.37,74695.41,0.54,312.0,0.02,4149.74,1625.35,151.0,161.0,23.0,14.0,73.0,N
40.0,37.0,12.0,39.0,19.0,6.0,16.0,70.0,25.79,71083.18,0.45,258.0,0.02,3949.07,1353.97,105.0,153.0,19.0,19.0,163.0,N
6.0,5.0,0.0,1.0,3.0,3.0,1.0,17.0,14.61,8935.73,0.12,76.0,0.04,496.43,361.37,34.0,42.0,11.0,16.0,28.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,9.83,39.3,0.01,7.0,0.5,2.18,19.65,3.0,4.0,3.0,4.0,4.0,N
4.0,15.0,1.0,4.0,8.0,4.0,7.0,24.0,16.78,8197.6,0.12,82.0,0.05,455.42,370.93,34.0,48.0,10.0,13.0,37.0,N
4.0,15.0,1.0,4.0,8.0,4.0,7.0,24.0,16.78,8197.6,0.12,82.0,0.05,455.42,370.93,34.0,48.0,10.0,13.0,38.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,9.83,39.3,0.01,7.0,0.5,2.18,19.65,3.0,4.0,3.0,4.0,4.0,N
3.0,17.0,4.0,8.0,9.0,1.0,7.0,29.0,15.74,20397.92,0.19,129.0,0.03,1133.22,566.61,54.0,75.0,9.0,12.0,46.0,N
7.0,1.0,0.0,6.0,1.0,1.0,1.0,15.0,52.82,1069.68,0.08,55.0,0.22,59.43,237.71,27.0,28.0,15.0,5.0,30.0,N
3.0,5.0,0.0,0.0,3.0,2.0,1.0,12.0,15.72,1901.65,0.06,40.0,0.09,105.65,172.88,18.0,22.0,9.0,11.0,17.0,N
0.0,3.0,0.0,0.0,2.0,2.0,1.0,5.0,10.8,67.5,0.01,9.0,0.4,3.75,27.0,3.0,6.0,3.0,5.0,7.0,N
1.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,15.43,1542.87,0.05,37.0,0.1,85.72,154.29,10.0,27.0,6.0,12.0,14.0,N
1.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,16.35,1978.33,0.06,44.0,0.09,109.91,179.85,12.0,32.0,6.0,11.0,14.0,N
1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,15.23,308.4,0.02,18.0,0.22,17.13,68.53,5.0,13.0,5.0,9.0,7.0,N
0.0,3.0,1.0,0.0,2.0,1.0,1.0,11.0,7.83,2728.41,0.05,44.0,0.05,151.58,146.16,16.0,28.0,3.0,7.0,14.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,9.0,81.0,0.01,9.0,0.33,4.5,27.0,2.0,7.0,2.0,6.0,4.0,N
1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,13.79,31.02,0.01,8.0,0.67,1.72,20.68,3.0,5.0,3.0,3.0,6.0,N
1.0,11.0,3.0,0.0,6.0,3.0,1.0,21.0,13.2,11884.29,0.13,95.0,0.03,660.24,396.14,30.0,65.0,6.0,12.0,27.0,N
1.0,7.0,0.0,1.0,4.0,1.0,4.0,6.0,16.23,1543.67,0.05,35.0,0.1,85.76,158.32,15.0,20.0,10.0,13.0,10.0,N
1.0,55.0,0.0,0.0,28.0,13.0,27.0,78.0,105.8,49460.57,0.76,349.0,0.05,2747.81,2287.55,160.0,189.0,74.0,20.0,79.0,N
13.0,13.0,0.0,13.0,8.0,7.0,1.0,61.0,53.05,25007.13,0.38,195.0,0.05,1389.29,1151.84,75.0,120.0,38.0,22.0,89.0,N
3.0,27.0,0.0,0.0,14.0,1.0,1.0,55.0,80.2,10815.53,0.31,175.0,0.09,600.86,931.34,80.0,95.0,31.0,9.0,60.0,N
1.0,5.0,0.0,7.0,3.0,3.0,1.0,12.0,21.05,770.63,0.04,29.0,0.17,42.81,127.38,11.0,18.0,10.0,11.0,20.0,N
1.0,11.0,0.0,12.0,6.0,5.0,5.0,19.0,21.23,2746.84,0.08,52.0,0.09,152.6,241.48,21.0,31.0,12.0,13.0,32.0,N
12.0,33.0,0.0,0.0,17.0,9.0,7.0,81.0,43.05,75941.82,0.6,295.0,0.02,4218.99,1808.14,112.0,183.0,40.0,30.0,95.0,N
24.0,30.0,0.0,0.0,17.0,13.0,3.0,131.0,55.15,251971.0,1.24,588.0,0.01,13998.39,3727.83,207.0,381.0,49.0,32.0,157.0,Y
0.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,16.48,103.02,0.01,13.0,0.4,5.72,41.21,4.0,9.0,4.0,5.0,11.0,N
3.0,7.0,0.0,1.0,4.0,4.0,1.0,26.0,29.78,6467.44,0.15,87.0,0.07,359.3,438.86,40.0,47.0,19.0,14.0,32.0,N
11.0,27.0,0.0,21.0,14.0,1.0,1.0,88.0,18.92,244094.1,0.72,447.0,0.01,13560.78,2148.89,147.0,300.0,11.0,17.0,122.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,25.43,207.57,0.02,21.0,0.35,11.53,72.65,10.0,11.0,7.0,4.0,5.0,N
10.0,11.0,1.0,14.0,6.0,5.0,1.0,41.0,49.28,22990.73,0.35,200.0,0.05,1277.26,1064.39,72.0,128.0,25.0,15.0,68.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,7.74,17.41,0.0,5.0,0.67,0.97,11.61,2.0,3.0,2.0,3.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,10.57,95.1,0.01,10.0,0.33,5.28,31.7,3.0,7.0,3.0,6.0,5.0,N
0.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,Y
2.0,7.0,0.0,1.0,4.0,2.0,3.0,10.0,16.47,1236.75,0.05,32.0,0.12,68.71,142.7,12.0,20.0,9.0,13.0,15.0,N
3.0,11.0,0.0,6.0,6.0,1.0,5.0,20.0,15.59,6235.55,0.1,68.0,0.05,346.42,311.78,24.0,44.0,9.0,15.0,31.0,N
4.0,7.0,0.0,0.0,4.0,2.0,1.0,15.0,28.52,3039.39,0.1,60.0,0.1,168.85,294.41,27.0,33.0,17.0,13.0,21.0,N
0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,11.07,99.66,0.01,10.0,0.33,5.54,33.22,4.0,6.0,4.0,6.0,5.0,N
1.0,5.0,0.0,0.0,3.0,2.0,1.0,6.0,10.88,431.75,0.02,18.0,0.16,23.99,68.53,7.0,11.0,5.0,9.0,9.0,N
0.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,16.61,103.78,0.01,12.0,0.4,5.77,41.51,6.0,6.0,6.0,5.0,4.0,N
0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,N
4.0,5.0,0.0,0.0,3.0,3.0,1.0,16.0,26.16,3937.78,0.11,70.0,0.08,218.77,320.95,29.0,41.0,13.0,11.0,22.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,7.74,17.41,0.0,5.0,0.67,0.97,11.61,2.0,3.0,2.0,3.0,4.0,N
1.0,7.0,0.0,0.0,4.0,3.0,1.0,6.0,15.21,509.14,0.03,22.0,0.17,28.29,88.0,9.0,13.0,7.0,9.0,9.0,N
0.0,3.0,0.0,0.0,2.0,1.0,1.0,5.0,9.88,272.43,0.02,15.0,0.19,15.14,51.89,6.0,9.0,4.0,7.0,7.0,N
6.0,11.0,0.0,0.0,6.0,6.0,6.0,27.0,20.43,25226.63,0.24,134.0,0.03,1401.48,717.91,55.0,79.0,18.0,23.0,33.0,N
2.0,5.0,0.0,4.0,3.0,3.0,1.0,21.0,48.11,7252.9,0.2,111.0,0.08,402.94,590.73,51.0,60.0,27.0,13.0,29.0,N
3.0,11.0,0.0,1.0,6.0,6.0,1.0,26.0,26.82,6035.48,0.13,82.0,0.07,335.3,402.37,30.0,52.0,15.0,15.0,32.0,N
16.0,25.0,0.0,36.0,13.0,6.0,11.0,55.0,42.08,40204.52,0.43,223.0,0.03,2233.58,1300.73,85.0,138.0,33.0,24.0,109.0,N
1.0,7.0,0.0,0.0,4.0,4.0,3.0,18.0,12.71,9037.78,0.11,76.0,0.04,502.1,338.92,20.0,56.0,6.0,16.0,21.0,N
2.0,7.0,0.0,0.0,4.0,4.0,3.0,20.0,21.35,13412.0,0.18,108.0,0.04,745.11,535.05,47.0,61.0,15.0,16.0,22.0,N
3.0,11.0,0.0,1.0,6.0,6.0,1.0,26.0,26.82,6035.48,0.13,82.0,0.07,335.3,402.37,30.0,52.0,15.0,15.0,32.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,11.52,161.94,0.01,13.0,0.27,9.0,43.19,5.0,8.0,4.0,6.0,5.0,N
1.0,3.0,0.0,0.0,2.0,2.0,1.0,7.0,13.67,875.14,0.04,28.0,0.13,48.62,109.39,14.0,14.0,7.0,8.0,10.0,N
2.0,5.0,0.0,0.0,3.0,2.0,1.0,12.0,27.12,1209.56,0.06,39.0,0.15,67.2,181.11,17.0,22.0,14.0,11.0,16.0,N
1.0,9.0,0.0,0.0,5.0,3.0,5.0,11.0,14.77,3702.36,0.08,51.0,0.06,205.69,233.83,19.0,32.0,9.0,15.0,14.0,N
5.0,5.0,0.0,4.0,3.0,3.0,1.0,19.0,31.08,4759.28,0.13,80.0,0.08,264.4,384.59,33.0,47.0,16.0,12.0,30.0,N
3.0,3.0,1.0,1.0,2.0,2.0,1.0,20.0,17.95,4532.26,0.1,66.0,0.06,251.79,285.25,26.0,40.0,9.0,11.0,28.0,N
3.0,7.0,2.0,0.0,4.0,2.0,1.0,18.0,25.78,8614.57,0.16,97.0,0.05,478.59,471.22,45.0,52.0,16.0,13.0,25.0,N
