@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute PERCENT_COMMENTS numeric
@attribute Defective {Y,N}

@data
1.0,3.0,2.0,0.33,0.5,1.0,10.58,7.2,548.26,0.03,20.0,0.14,30.46,0.5,1.0,5.0,8.0,5.0,9.0,0.0,N
1.0,5.0,3.0,0.3,0.67,3.0,22.75,11.0,2752.77,0.08,51.0,0.09,152.93,1.0,2.0,9.0,22.0,15.0,15.0,0.0,N
1.0,7.0,4.0,0.4,0.75,3.0,18.06,11.85,2534.72,0.07,45.0,0.08,140.82,0.75,3.0,14.0,22.0,13.0,14.0,0.0,N
1.0,7.0,4.0,0.36,0.5,3.0,24.61,12.71,3973.8,0.1,62.0,0.08,220.77,0.75,3.0,12.0,27.0,17.0,16.0,0.0,N
2.0,13.0,8.0,0.5,0.25,3.0,18.37,20.67,7844.38,0.13,74.0,0.05,435.8,0.38,4.0,17.0,31.0,15.0,20.0,0.0,N
57.0,15.0,8.0,0.19,0.38,5.0,60.44,19.68,23416.59,0.4,191.0,0.05,1300.92,0.63,6.0,38.0,89.0,52.0,23.0,16.0,N
2.0,33.0,17.0,0.47,0.41,14.0,30.56,37.08,42020.85,0.38,196.0,0.03,2334.49,0.82,16.0,53.0,89.0,30.0,25.0,5.56,N
3.0,37.0,19.0,0.38,0.63,11.0,48.52,36.22,63649.28,0.59,294.0,0.03,3536.07,0.58,18.0,71.0,135.0,41.0,22.0,8.0,N
4.0,25.0,13.0,0.27,1.0,11.0,93.54,12.79,15311.87,0.4,198.0,0.08,850.66,0.85,12.0,61.0,87.0,51.0,15.0,25.86,N
1.0,5.0,3.0,0.33,0.33,1.0,10.4,11.0,1258.94,0.04,28.0,0.09,69.94,0.33,2.0,9.0,12.0,6.0,11.0,0.0,N
2.0,13.0,7.0,0.37,0.57,7.0,36.63,17.5,11218.74,0.21,124.0,0.06,623.26,1.0,6.0,25.0,55.0,22.0,14.0,0.0,N
4.0,11.0,6.0,0.33,0.67,4.0,34.93,12.73,5658.72,0.15,86.0,0.08,314.37,0.67,5.0,22.0,40.0,22.0,14.0,0.0,N
4.0,13.0,9.0,0.3,0.44,3.0,30.24,13.18,5250.92,0.13,79.0,0.08,291.72,0.33,2.0,15.0,28.0,17.0,16.0,12.12,N
1.0,15.0,8.0,0.42,0.13,6.0,7.74,101.06,79044.51,0.26,161.0,0.01,4391.36,0.75,7.0,19.0,77.0,8.0,21.0,0.0,N
1.0,11.0,6.0,0.22,0.33,4.0,16.21,46.93,35696.56,0.25,146.0,0.02,1983.14,0.67,5.0,20.0,64.0,15.0,22.0,18.52,N
1.0,3.0,2.0,0.13,1.0,1.0,16.95,16.5,4614.93,0.09,57.0,0.06,256.39,0.5,1.0,7.0,22.0,12.0,18.0,0.0,N
11.0,13.0,7.0,0.23,0.57,1.0,49.25,15.23,11417.37,0.25,135.0,0.07,634.3,0.14,6.0,20.0,59.0,31.0,16.0,45.0,Y
6.0,3.0,2.0,0.29,1.0,1.0,18.2,6.87,860.05,0.04,30.0,0.15,47.78,0.5,1.0,6.0,11.0,8.0,10.0,73.91,N
6.0,3.0,2.0,0.08,1.0,1.0,53.06,13.85,10172.91,0.24,140.0,0.07,565.16,0.5,1.0,14.0,60.0,26.0,12.0,24.14,N
13.0,7.0,4.0,0.14,1.0,1.0,50.97,10.6,5730.99,0.18,99.0,0.09,318.39,0.25,3.0,15.0,41.0,29.0,15.0,29.41,Y
5.0,7.0,4.0,0.29,0.75,4.0,28.06,10.56,3130.06,0.1,61.0,0.09,173.89,1.0,3.0,9.0,26.0,16.0,13.0,23.53,N
7.0,7.0,4.0,0.2,0.75,1.0,25.26,12.89,4196.59,0.11,64.0,0.08,233.14,0.25,4.0,12.0,29.0,18.0,16.0,21.74,Y
7.0,13.0,7.0,0.23,0.57,1.0,41.68,16.84,11818.06,0.23,125.0,0.06,656.56,0.14,7.0,22.0,58.0,31.0,18.0,24.32,Y
3.0,5.0,3.0,0.6,0.33,1.0,14.2,12.38,2175.04,0.06,43.0,0.08,120.84,0.33,2.0,10.0,22.0,8.0,9.0,0.0,N
3.0,5.0,3.0,0.6,0.33,1.0,13.29,10.29,1406.48,0.05,35.0,0.1,78.14,0.33,2.0,10.0,18.0,7.0,8.0,0.0,N
4.0,7.0,4.0,0.4,0.25,1.0,11.6,38.5,17191.86,0.15,95.0,0.03,955.1,0.25,3.0,15.0,66.0,12.0,14.0,0.0,N
4.0,5.0,3.0,0.43,0.33,1.0,13.09,18.45,4456.41,0.08,52.0,0.05,247.58,0.33,2.0,11.0,29.0,11.0,14.0,0.0,N
3.0,5.0,3.0,0.6,0.33,1.0,14.2,12.38,2175.04,0.06,43.0,0.08,120.84,0.33,2.0,10.0,22.0,8.0,9.0,0.0,N
4.0,5.0,3.0,0.43,0.33,1.0,13.18,14.0,2582.68,0.06,42.0,0.07,143.48,0.33,2.0,11.0,21.0,9.0,12.0,0.0,N
1.0,9.0,5.0,0.29,0.4,1.0,12.24,29.56,10695.71,0.12,80.0,0.03,594.21,0.2,4.0,13.0,38.0,9.0,14.0,22.22,N
1.0,9.0,5.0,0.29,0.4,1.0,12.24,29.56,10695.71,0.12,80.0,0.03,594.21,0.2,4.0,13.0,38.0,9.0,14.0,22.22,N
50.0,22.0,15.0,0.17,0.53,7.0,48.32,49.43,118064.59,0.8,391.0,0.02,6559.14,0.47,6.0,33.0,174.0,44.0,25.0,14.13,N
50.0,22.0,15.0,0.17,0.53,7.0,48.32,49.43,118064.59,0.8,391.0,0.02,6559.14,0.47,6.0,33.0,174.0,44.0,25.0,14.13,N
25.0,3.0,2.0,0.1,0.5,1.0,46.11,14.5,9695.39,0.22,124.0,0.07,538.63,0.5,1.0,8.0,58.0,28.0,14.0,32.25,N
25.0,3.0,2.0,0.1,0.5,1.0,46.11,14.5,9695.39,0.22,124.0,0.07,538.63,0.5,1.0,8.0,58.0,28.0,14.0,32.25,N
26.0,5.0,3.0,0.07,1.0,1.0,46.77,30.69,44054.95,0.48,243.0,0.03,2447.5,0.33,2.0,14.0,114.0,39.0,21.0,8.89,Y
26.0,5.0,3.0,0.07,1.0,1.0,46.77,30.69,44054.95,0.48,243.0,0.03,2447.5,0.33,2.0,14.0,114.0,39.0,21.0,8.89,Y
28.0,7.0,4.0,0.2,0.5,3.0,40.48,11.25,5123.16,0.15,85.0,0.09,284.62,0.75,3.0,12.0,39.0,26.0,15.0,52.94,Y
28.0,7.0,4.0,0.2,0.5,3.0,40.48,11.25,5123.16,0.15,85.0,0.09,284.62,0.75,3.0,12.0,39.0,26.0,15.0,52.94,Y
16.0,25.0,14.0,0.19,0.5,5.0,62.32,19.01,22519.97,0.39,192.0,0.05,1251.11,0.36,10.0,37.0,81.0,49.0,23.0,26.14,N
16.0,25.0,14.0,0.19,0.5,5.0,62.32,19.01,22519.97,0.39,192.0,0.05,1251.11,0.36,10.0,37.0,81.0,49.0,23.0,26.14,N
2.0,5.0,3.0,0.27,0.67,1.0,21.05,7.09,1058.51,0.05,33.0,0.14,58.81,0.33,2.0,8.0,13.0,11.0,12.0,0.0,Y
2.0,5.0,3.0,0.27,0.67,1.0,21.05,7.09,1058.51,0.05,33.0,0.14,58.81,0.33,2.0,8.0,13.0,11.0,12.0,0.0,Y
2.0,5.0,3.0,0.27,0.67,1.0,21.05,7.09,1058.51,0.05,33.0,0.14,58.81,0.33,2.0,8.0,13.0,11.0,12.0,0.0,N
2.0,5.0,3.0,0.27,0.67,1.0,21.05,7.09,1058.51,0.05,33.0,0.14,58.81,0.33,2.0,8.0,13.0,11.0,12.0,0.0,N
1.0,3.0,2.0,0.4,0.5,1.0,10.75,5.0,268.87,0.02,15.0,0.2,14.94,0.5,1.0,6.0,5.0,4.0,8.0,0.0,N
1.0,3.0,2.0,0.29,0.5,1.0,8.26,12.1,1210.0,0.03,25.0,0.08,67.22,0.5,1.0,6.0,11.0,5.0,11.0,0.0,N
4.0,13.0,7.0,0.19,1.0,1.0,33.06,25.74,21902.71,0.28,161.0,0.04,1216.82,0.14,6.0,32.0,74.0,23.0,16.0,7.69,N
13.0,26.0,14.0,0.3,0.79,7.0,30.87,42.62,56084.29,0.44,221.0,0.02,3115.79,0.5,11.0,47.0,97.0,33.0,29.0,4.26,N
14.0,5.0,3.0,0.17,1.0,1.0,52.67,6.38,2143.97,0.11,65.0,0.16,119.11,0.33,2.0,11.0,29.0,25.0,11.0,22.22,Y
13.0,5.0,3.0,0.21,0.33,1.0,32.11,9.58,2947.52,0.1,61.0,0.1,163.75,0.33,2.0,11.0,26.0,19.0,14.0,28.57,N
15.0,7.0,4.0,0.18,1.0,1.0,45.88,9.11,3805.17,0.14,77.0,0.11,211.4,0.25,3.0,14.0,34.0,28.0,15.0,35.71,N
8.0,3.0,2.0,0.18,1.0,1.0,34.56,4.0,552.97,0.05,31.0,0.25,30.72,0.5,1.0,8.0,14.0,14.0,8.0,18.18,N
36.0,25.0,13.0,0.22,0.54,10.0,117.25,17.36,35353.17,0.68,316.0,0.06,1964.06,0.77,12.0,34.0,143.0,70.0,17.0,27.69,Y
13.0,7.0,4.0,0.22,0.75,3.0,31.36,10.11,3205.92,0.11,64.0,0.1,178.11,0.75,3.0,11.0,28.0,18.0,13.0,22.22,N
19.0,21.0,11.0,0.29,0.45,10.0,78.46,12.52,12301.89,0.33,165.0,0.08,683.44,0.91,10.0,25.0,72.0,46.0,16.0,28.57,Y
4.0,3.0,2.0,0.29,0.5,1.0,21.76,5.25,599.66,0.04,30.0,0.19,33.31,0.5,1.0,5.0,14.0,8.0,6.0,14.29,N
29.0,21.0,11.0,0.22,0.82,7.0,76.18,14.65,16348.21,0.37,186.0,0.07,908.23,0.64,10.0,33.0,81.0,47.0,17.0,29.63,Y
18.0,11.0,6.0,0.21,0.83,4.0,43.34,14.66,9309.11,0.21,115.0,0.07,517.16,0.67,5.0,19.0,50.0,29.0,17.0,36.11,Y
18.0,7.0,4.0,0.13,1.0,1.0,56.95,11.11,7030.54,0.21,111.0,0.09,390.59,0.25,3.0,15.0,50.0,36.0,16.0,20.0,Y
9.0,7.0,4.0,0.29,0.5,4.0,33.12,8.0,2119.78,0.09,54.0,0.13,117.77,1.0,3.0,10.0,24.0,18.0,12.0,14.29,N
8.0,3.0,2.0,0.18,1.0,1.0,28.66,6.23,1113.38,0.06,38.0,0.16,61.85,0.5,1.0,7.0,17.0,15.0,11.0,18.18,N
22.0,13.0,7.0,0.18,0.71,4.0,73.73,12.57,11641.4,0.31,155.0,0.08,646.74,0.57,6.0,22.0,68.0,46.0,17.0,22.5,N
22.0,13.0,7.0,0.16,0.86,4.0,71.6,13.86,13750.99,0.33,166.0,0.07,763.94,0.57,6.0,23.0,75.0,46.0,17.0,23.26,Y
20.0,9.0,5.0,0.21,0.8,3.0,52.95,8.87,4163.0,0.16,86.0,0.11,231.28,0.6,4.0,16.0,38.0,30.0,14.0,42.86,Y
20.0,9.0,5.0,0.12,0.8,3.0,82.63,16.32,22024.66,0.45,224.0,0.06,1223.59,0.6,4.0,20.0,100.0,49.0,16.0,31.37,N
12.0,3.0,2.0,0.13,1.0,1.0,40.12,6.05,1468.67,0.08,49.0,0.17,81.59,0.5,1.0,9.0,22.0,20.0,11.0,31.58,N
24.0,13.0,7.0,0.23,0.43,3.0,46.55,19.92,18476.3,0.31,157.0,0.05,1026.46,0.43,6.0,24.0,74.0,39.0,21.0,35.14,N
10.0,11.0,6.0,0.67,0.67,3.0,33.68,10.74,3883.05,0.12,73.0,0.09,215.72,0.5,5.0,13.0,34.0,19.0,12.0,0.0,Y
3.0,5.0,3.0,0.6,1.0,1.0,24.09,5.6,755.36,0.04,33.0,0.18,41.96,0.33,2.0,8.0,16.0,10.0,7.0,0.0,N
13.0,7.0,4.0,0.19,0.75,1.0,56.43,12.83,9294.08,0.24,138.0,0.08,516.34,0.25,3.0,13.0,63.0,27.0,11.0,33.33,N
11.0,11.0,6.0,0.38,0.33,6.0,42.25,11.54,5625.43,0.16,91.0,0.09,312.52,1.0,5.0,12.0,40.0,26.0,15.0,50.0,Y
26.0,17.0,9.0,0.3,0.67,3.0,67.59,11.15,8408.78,0.25,131.0,0.09,467.15,0.33,10.0,31.0,58.0,39.0,15.0,58.46,Y
12.0,5.0,3.0,0.16,1.0,1.0,46.1,8.61,3416.12,0.13,78.0,0.12,189.78,0.33,2.0,18.0,36.0,23.0,11.0,40.0,N
16.0,12.0,7.0,0.2,0.86,1.0,48.73,13.64,9060.53,0.22,116.0,0.07,503.36,0.14,4.0,22.0,45.0,33.0,20.0,39.58,N
12.0,3.0,2.0,0.13,1.0,1.0,61.47,4.05,1009.6,0.08,53.0,0.25,56.09,0.5,1.0,14.0,22.0,19.0,7.0,60.61,Y
10.0,11.0,6.0,0.4,0.17,4.0,21.92,17.73,6891.86,0.13,80.0,0.06,382.88,0.67,5.0,16.0,38.0,15.0,14.0,47.83,N
4.0,5.0,3.0,0.19,0.67,1.0,31.7,10.47,3476.06,0.11,67.0,0.1,193.11,0.33,2.0,10.0,29.0,18.0,13.0,12.5,N
5.0,5.0,3.0,0.19,0.67,1.0,40.79,8.29,2800.36,0.11,67.0,0.12,155.58,0.33,2.0,10.0,29.0,21.0,12.0,12.5,N
7.0,9.0,5.0,0.56,0.4,4.0,13.09,18.67,4559.75,0.08,54.0,0.05,253.32,0.8,4.0,11.0,24.0,9.0,14.0,22.22,N
1.0,9.0,5.0,0.45,0.6,1.0,16.12,14.3,3299.03,0.08,51.0,0.07,183.28,0.2,4.0,15.0,22.0,10.0,13.0,0.0,N
1.0,22.0,13.0,0.29,0.77,8.0,41.66,36.87,56634.51,0.51,256.0,0.03,3146.36,0.62,8.0,43.0,89.0,35.0,29.0,6.52,N
3.0,13.0,7.0,0.26,1.0,6.0,36.01,13.42,6486.52,0.16,95.0,0.07,360.36,0.86,6.0,22.0,34.0,19.0,15.0,18.52,N
20.0,15.0,8.0,0.22,0.63,1.0,48.97,21.05,21705.36,0.34,176.0,0.05,1205.85,0.13,7.0,25.0,80.0,38.0,20.0,27.45,Y
24.0,22.0,17.0,0.24,0.71,4.0,55.44,24.38,32939.44,0.45,215.0,0.04,1829.97,0.24,3.0,33.0,78.0,48.0,30.0,6.85,N
7.0,3.0,2.0,0.15,1.0,1.0,29.33,4.5,594.0,0.04,33.0,0.22,33.0,0.5,1.0,10.0,15.0,10.0,6.0,25.0,N
11.0,9.0,5.0,0.24,0.2,4.0,18.5,21.54,8579.94,0.13,82.0,0.05,476.66,0.8,4.0,13.0,35.0,13.0,16.0,4.55,N
13.0,9.0,5.0,0.22,0.2,5.0,28.71,23.33,15633.33,0.22,134.0,0.04,868.52,1.0,4.0,15.0,60.0,18.0,14.0,17.86,N
10.0,17.0,9.0,0.3,0.56,7.0,44.42,9.42,3946.1,0.14,83.0,0.11,219.23,0.78,8.0,24.0,29.0,20.0,13.0,9.09,N
9.0,3.0,2.0,0.11,1.0,1.0,64.0,8.03,4132.74,0.17,98.0,0.12,229.6,0.5,1.0,8.0,45.0,28.0,10.0,5.26,N
19.0,11.0,6.0,0.18,0.67,1.0,51.05,19.74,19886.3,0.34,172.0,0.05,1104.79,0.17,5.0,22.0,75.0,38.0,20.0,29.17,Y
14.0,11.0,6.0,0.3,0.67,1.0,51.1,12.22,7632.82,0.21,119.0,0.08,424.05,0.17,5.0,23.0,60.0,27.0,11.0,16.67,Y
15.0,3.0,2.0,0.1,1.0,1.0,39.6,9.45,3540.14,0.12,73.0,0.11,196.67,0.5,1.0,14.0,32.0,22.0,13.0,19.23,Y
4.0,5.0,3.0,0.27,0.67,1.0,22.64,5.73,742.59,0.04,30.0,0.17,41.25,0.33,2.0,10.0,14.0,11.0,9.0,0.0,N
27.0,29.0,15.0,0.19,0.6,14.0,104.45,30.05,94338.77,1.05,462.0,0.03,5241.04,0.93,14.0,45.0,187.0,84.0,27.0,10.99,Y
10.0,7.0,4.0,0.17,1.0,1.0,24.52,16.53,6697.28,0.14,79.0,0.06,372.07,0.25,3.0,14.0,35.0,18.0,17.0,14.81,Y
14.0,9.0,5.0,0.18,0.4,1.0,41.8,17.61,12957.24,0.25,134.0,0.06,719.85,0.2,4.0,18.0,58.0,28.0,17.0,26.32,N
7.0,5.0,3.0,0.23,1.0,1.0,27.68,4.38,529.87,0.04,31.0,0.23,29.44,0.33,1.0,14.0,10.0,8.0,7.0,0.0,N
1.0,15.0,9.0,0.27,0.44,4.0,32.72,37.94,47122.94,0.41,207.0,0.03,2617.94,0.44,5.0,28.0,86.0,34.0,30.0,17.65,N
12.0,27.0,15.0,0.36,0.4,10.0,42.04,61.97,161468.35,0.87,428.0,0.02,8970.46,0.67,11.0,46.0,157.0,38.0,30.0,11.36,N
19.0,32.0,19.0,0.24,0.42,5.0,43.01,71.26,218421.83,1.02,471.0,0.01,12134.55,0.26,12.0,57.0,208.0,54.0,37.0,16.67,N
1.0,7.0,4.0,0.4,0.75,1.0,11.9,21.72,5615.72,0.09,55.0,0.05,311.98,0.25,3.0,14.0,23.0,9.0,17.0,0.0,N
0.0,3.0,2.0,0.5,0.5,1.0,11.82,8.8,915.2,0.03,26.0,0.11,50.84,0.5,1.0,5.0,8.0,5.0,11.0,0.0,N
1.0,3.0,2.0,0.1,0.5,1.0,47.51,25.6,31133.81,0.41,227.0,0.04,1729.66,0.5,1.0,5.0,80.0,25.0,16.0,0.0,N
0.0,5.0,3.0,0.6,1.0,1.0,15.88,10.11,1623.23,0.05,36.0,0.1,90.18,0.33,2.0,9.0,14.0,9.0,13.0,0.0,N
2.0,20.0,11.0,0.46,0.18,11.0,20.28,39.0,30842.25,0.26,144.0,0.03,1713.46,1.0,8.0,29.0,57.0,19.0,26.0,4.0,N
6.0,17.0,9.0,0.33,0.22,5.0,32.25,23.09,17192.85,0.25,139.0,0.04,955.16,0.56,8.0,29.0,59.0,23.0,18.0,11.11,N
26.0,19.0,11.0,0.26,0.18,1.0,33.74,23.2,18157.82,0.26,136.0,0.04,1008.77,0.09,7.0,25.0,58.0,30.0,24.0,34.48,N
27.0,19.0,11.0,0.26,0.18,1.0,33.74,23.2,18157.82,0.26,136.0,0.04,1008.77,0.09,7.0,25.0,58.0,30.0,24.0,30.91,N
13.0,9.0,5.0,0.1,0.6,1.0,106.51,20.0,42604.83,0.71,325.0,0.05,2366.93,0.2,4.0,30.0,148.0,74.0,20.0,46.24,Y
12.0,5.0,3.0,0.1,0.33,1.0,87.22,17.4,26406.88,0.51,252.0,0.06,1467.05,0.33,2.0,21.0,116.0,50.0,15.0,46.55,N
11.0,5.0,3.0,0.1,0.33,1.0,87.22,17.4,26406.88,0.51,252.0,0.06,1467.05,0.33,2.0,21.0,116.0,50.0,15.0,46.55,N
6.0,5.0,3.0,0.23,0.33,1.0,20.6,11.31,2634.57,0.08,49.0,0.09,146.37,0.33,2.0,10.0,21.0,13.0,14.0,50.0,N
8.0,5.0,3.0,0.2,0.33,1.0,28.04,10.32,2988.73,0.1,59.0,0.1,166.04,0.33,2.0,12.0,27.0,17.0,13.0,55.88,N
7.0,7.0,4.0,0.2,0.25,3.0,19.14,14.0,3750.95,0.09,57.0,0.07,208.39,0.75,3.0,11.0,24.0,12.0,14.0,17.39,N
8.0,7.0,4.0,0.17,0.75,1.0,20.71,28.0,16240.0,0.19,116.0,0.04,902.22,0.25,3.0,13.0,56.0,16.0,16.0,28.57,N
7.0,7.0,4.0,0.18,0.75,1.0,28.85,9.71,2717.65,0.09,56.0,0.1,150.98,0.25,3.0,14.0,22.0,17.0,15.0,38.89,N
2.0,5.0,3.0,0.3,0.33,1.0,13.12,10.83,1539.78,0.05,31.0,0.09,85.54,0.33,2.0,8.0,13.0,9.0,15.0,0.0,N
5.0,3.0,2.0,0.18,1.0,1.0,24.39,5.4,711.1,0.04,31.0,0.19,39.51,0.5,1.0,9.0,12.0,10.0,9.0,56.0,N
4.0,3.0,2.0,0.2,1.0,1.0,20.51,4.57,428.64,0.03,24.0,0.22,23.81,0.5,1.0,8.0,8.0,7.0,8.0,58.33,N
57.0,23.0,14.0,0.17,0.43,1.0,38.44,40.11,61835.72,0.51,256.0,0.02,3435.32,0.07,8.0,39.0,106.0,37.0,28.0,12.77,N
14.0,11.0,6.0,0.1,0.67,1.0,182.36,5.4,5311.46,0.33,159.0,0.19,295.08,0.17,5.0,30.0,68.0,63.0,10.0,46.3,N
8.0,3.0,2.0,0.17,1.0,1.0,24.49,6.0,881.67,0.05,34.0,0.17,48.98,0.5,1.0,9.0,12.0,10.0,10.0,58.62,N
18.0,17.0,10.0,0.17,1.0,1.0,86.98,11.25,11008.93,0.33,165.0,0.09,611.61,0.1,6.0,28.0,69.0,46.0,15.0,18.84,N
2.0,3.0,2.0,0.17,0.5,1.0,20.64,5.56,637.19,0.04,27.0,0.18,35.4,0.5,1.0,7.0,10.0,9.0,10.0,0.0,N
4.0,5.0,3.0,0.25,0.33,3.0,18.86,7.33,1014.21,0.05,32.0,0.14,56.35,1.0,2.0,8.0,12.0,9.0,11.0,25.0,N
14.0,13.0,7.0,0.18,0.43,3.0,39.49,24.85,24386.04,0.33,173.0,0.04,1354.78,0.43,6.0,22.0,71.0,30.0,21.0,55.81,N
6.0,9.0,5.0,0.26,0.8,1.0,41.54,6.32,1656.83,0.09,54.0,0.16,92.05,0.2,3.0,17.0,24.0,19.0,10.0,39.29,N
2.0,7.0,4.0,0.29,0.25,4.0,15.93,7.2,825.94,0.04,31.0,0.14,45.89,1.0,3.0,9.0,9.0,5.0,8.0,33.33,Y
4.0,17.0,9.0,0.38,0.11,1.0,35.36,17.72,11106.15,0.21,129.0,0.06,617.01,0.11,8.0,28.0,58.0,18.0,11.0,0.0,Y
4.0,17.0,9.0,0.38,0.11,1.0,35.36,17.72,11106.15,0.21,129.0,0.06,617.01,0.11,8.0,28.0,58.0,18.0,11.0,0.0,Y
6.0,5.0,3.0,0.21,0.33,1.0,20.84,11.0,2521.73,0.08,50.0,0.09,140.1,0.33,2.0,9.0,22.0,12.0,12.0,0.0,N
6.0,5.0,3.0,0.21,0.33,1.0,19.1,11.92,2711.63,0.08,49.0,0.08,150.65,0.33,2.0,9.0,22.0,12.0,13.0,0.0,N
4.0,7.0,4.0,0.36,0.25,1.0,25.88,10.71,2971.35,0.09,59.0,0.09,165.07,0.25,3.0,10.0,25.0,14.0,12.0,0.0,Y
4.0,5.0,3.0,0.3,0.33,1.0,18.38,11.23,2316.45,0.07,45.0,0.09,128.69,0.33,2.0,8.0,19.0,11.0,13.0,0.0,N
4.0,5.0,3.0,0.3,0.33,1.0,18.38,11.23,2316.45,0.07,45.0,0.09,128.69,0.33,2.0,8.0,19.0,11.0,13.0,0.0,Y
4.0,7.0,4.0,0.4,0.25,1.0,22.22,11.0,2688.65,0.08,52.0,0.09,149.37,0.25,3.0,9.0,22.0,13.0,13.0,0.0,Y
4.0,5.0,3.0,0.25,0.33,3.0,21.13,11.5,2794.53,0.08,53.0,0.09,155.25,1.0,2.0,9.0,23.0,12.0,12.0,0.0,N
4.0,5.0,3.0,0.25,0.33,3.0,21.13,11.5,2794.53,0.08,53.0,0.09,155.25,1.0,2.0,9.0,23.0,12.0,12.0,0.0,N
4.0,7.0,4.0,0.44,0.25,1.0,17.28,12.09,2526.68,0.07,45.0,0.08,140.37,0.25,3.0,8.0,19.0,11.0,14.0,0.0,N
4.0,7.0,4.0,0.4,0.25,1.0,23.78,10.15,2451.96,0.08,52.0,0.1,136.22,0.25,3.0,9.0,22.0,13.0,12.0,0.0,N
4.0,7.0,4.0,0.4,0.25,1.0,22.22,11.0,2688.65,0.08,52.0,0.09,149.37,0.25,3.0,9.0,22.0,13.0,13.0,0.0,Y
15.0,13.0,7.0,0.28,0.86,1.0,38.61,14.97,8655.44,0.19,119.0,0.07,480.86,0.14,6.0,26.0,49.0,18.0,11.0,0.0,Y
1.0,36.0,21.0,0.42,0.29,9.0,35.67,65.77,154273.13,0.78,384.0,0.02,8570.73,0.43,14.0,58.0,171.0,39.0,30.0,2.0,N
0.0,3.0,2.0,0.25,0.5,1.0,16.53,7.5,930.0,0.04,31.0,0.13,51.67,0.5,1.0,8.0,15.0,8.0,8.0,0.0,N
1.0,3.0,2.0,0.25,0.5,1.0,13.56,5.33,385.81,0.02,19.0,0.19,21.43,0.5,1.0,7.0,8.0,6.0,8.0,0.0,N
3.0,5.0,3.0,0.27,0.33,1.0,12.86,14.78,2807.62,0.06,42.0,0.07,155.98,0.33,2.0,10.0,19.0,9.0,14.0,28.57,N
4.0,3.0,2.0,0.2,1.0,1.0,20.81,7.5,1170.6,0.05,35.0,0.13,65.03,0.5,1.0,7.0,15.0,11.0,11.0,18.18,N
37.0,48.0,27.0,0.23,0.04,13.0,111.77,28.44,90416.52,1.06,485.0,0.04,5023.14,0.48,20.0,68.0,157.0,69.0,25.0,29.7,N
1.0,16.0,12.0,0.26,0.08,6.0,29.35,33.5,32937.0,0.33,178.0,0.03,1829.83,0.5,3.0,24.0,67.0,23.0,23.0,10.87,N
1.0,7.0,4.0,0.57,0.25,4.0,14.12,9.63,1308.36,0.05,32.0,0.1,72.69,1.0,3.0,10.0,14.0,8.0,11.0,0.0,N
1.0,95.0,48.0,0.45,0.04,1.0,47.04,115.43,626797.86,1.81,1007.0,0.01,34822.1,0.02,47.0,192.0,515.0,29.0,13.0,2.83,N
0.0,9.0,5.0,0.45,0.2,3.0,16.86,17.14,4949.88,0.1,63.0,0.06,274.99,0.6,4.0,14.0,29.0,11.0,13.0,9.09,N
1.0,5.0,3.0,0.43,0.33,1.0,18.88,9.0,1529.25,0.06,40.0,0.11,84.96,0.33,2.0,8.0,20.0,10.0,9.0,0.0,N
1.0,11.0,6.0,0.32,0.67,6.0,21.36,16.0,5469.43,0.11,69.0,0.06,303.86,1.0,5.0,16.0,30.0,15.0,16.0,5.26,N
16.0,81.0,41.0,0.12,0.41,1.0,287.86,42.27,514310.25,4.05,1565.0,0.02,28572.79,0.02,40.0,188.0,757.0,197.0,22.0,7.43,N
18.0,235.0,118.0,0.19,0.36,27.0,362.37,83.27,2512696.67,10.06,3680.0,0.01,139594.26,0.23,117.0,391.0,1792.0,269.0,25.0,4.86,N
0.0,7.0,4.0,0.25,0.75,1.0,21.01,13.5,3829.06,0.09,59.0,0.07,212.73,0.25,3.0,17.0,27.0,14.0,14.0,15.79,N
2.0,15.0,8.0,0.33,0.25,7.0,10.04,45.0,20327.14,0.15,95.0,0.02,1129.29,0.88,7.0,21.0,45.0,9.0,18.0,0.0,N
20.0,14.0,9.0,0.19,0.22,1.0,16.23,147.53,353307.23,0.8,447.0,0.01,19628.18,0.11,4.0,22.0,209.0,17.0,24.0,44.93,N
6.0,3.0,2.0,0.08,0.5,1.0,14.23,94.77,127850.89,0.45,287.0,0.01,7102.83,0.5,1.0,6.0,139.0,11.0,15.0,3.85,N
5.0,5.0,3.0,0.18,0.33,1.0,22.02,27.0,16052.62,0.2,115.0,0.04,891.81,0.33,2.0,12.0,54.0,18.0,18.0,0.0,N
