@relation SelectedFeatures
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NUMBER_OF_LINES numeric
@attribute Defective {Y,N}

@data
7.0,5.0,14.0,34.0,12.0,4.0,6.0,2.0,4.0,18.0,1.0,0.0,4.0,0.0,0.07,217.13,3.0,6.0,16.0,54.0,N
3.0,1.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,2.0,1.0,0.02,66.44,1.0,2.0,6.0,13.0,N
3.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,2.0,1.0,0.02,65.73,1.0,2.0,7.0,13.0,N
10.0,5.0,26.0,45.0,6.0,7.0,2.0,3.0,7.0,23.0,3.0,0.0,4.0,0.0,0.15,457.69,2.0,3.0,18.0,77.0,N
5.0,21.0,26.0,100.0,8.0,3.0,4.0,2.0,3.0,29.0,1.0,0.0,3.0,0.0,0.14,434.27,2.0,4.0,28.0,131.0,N
5.0,8.0,25.0,47.0,8.0,3.0,4.0,2.0,2.0,18.0,1.0,0.0,3.0,0.0,0.2,605.41,2.0,4.0,17.0,77.0,N
5.0,14.0,35.0,67.0,8.0,3.0,4.0,2.0,2.0,26.0,1.0,0.0,3.0,0.0,0.35,1048.21,2.0,4.0,25.0,107.0,N
5.0,17.0,47.0,73.0,8.0,3.0,4.0,2.0,2.0,29.0,1.0,0.0,3.0,0.0,0.57,1701.19,2.0,4.0,28.0,125.0,N
5.0,20.0,54.0,100.0,8.0,3.0,4.0,2.0,2.0,35.0,1.0,0.0,3.0,0.0,0.53,1596.12,2.0,4.0,34.0,159.0,N
7.0,29.0,61.0,67.0,12.0,4.0,6.0,2.0,2.0,43.0,1.0,0.0,4.0,0.0,0.71,2118.44,3.0,6.0,41.0,134.0,N
12.0,1.0,31.0,66.0,12.0,8.0,6.0,2.0,1.0,26.0,1.0,0.0,6.0,0.0,0.29,868.05,3.0,6.0,20.0,105.0,N
5.0,3.0,11.0,67.0,8.0,3.0,4.0,2.0,3.0,12.0,1.0,0.0,4.0,0.0,0.06,189.99,2.0,4.0,11.0,84.0,N
3.0,0.0,8.0,0.0,4.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,2.0,1.0,0.05,155.32,1.0,2.0,8.0,14.0,N
3.0,1.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,0.06,178.81,1.0,2.0,8.0,9.0,N
15.0,1.0,17.0,2.0,28.0,8.0,14.0,2.0,8.0,51.0,1.0,0.0,1.0,1.0,0.27,806.95,7.0,14.0,45.0,24.0,N
10.0,9.0,33.0,4.0,8.0,6.0,4.0,2.0,6.0,24.0,4.0,0.0,6.0,0.0,0.19,581.44,2.0,4.0,20.0,45.0,N
3.0,1.0,5.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,2.0,0.0,0.02,58.81,1.0,2.0,6.0,9.0,N
7.0,0.0,32.0,6.0,12.0,4.0,6.0,2.0,1.0,20.0,1.0,0.0,2.0,1.0,0.52,1545.02,3.0,6.0,18.0,42.0,N
5.0,3.0,11.0,4.0,8.0,3.0,4.0,2.0,1.0,15.0,1.0,0.0,1.0,0.0,0.07,212.0,2.0,4.0,14.0,18.0,N
35.0,25.0,68.0,32.0,60.0,18.0,28.0,2.14,12.0,85.0,1.0,0.0,9.0,0.0,0.72,2167.8,16.0,30.0,69.0,111.0,N
18.0,10.0,40.0,12.0,28.0,10.0,14.0,2.0,9.0,42.0,1.0,0.0,6.0,0.0,0.26,769.78,7.0,14.0,34.0,60.0,N
5.0,3.0,10.0,0.0,8.0,3.0,4.0,2.0,3.0,12.0,1.0,0.0,4.0,0.0,0.03,76.11,2.0,4.0,11.0,16.0,N
9.0,9.0,24.0,5.0,16.0,5.0,8.0,2.0,5.0,24.0,1.0,0.0,5.0,0.0,0.16,465.0,4.0,8.0,21.0,36.0,N
23.0,18.0,85.0,16.0,18.0,16.0,8.0,2.25,14.0,75.0,4.0,0.0,5.0,1.0,0.92,2766.04,5.0,9.0,61.0,108.0,N
3.0,3.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,6.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
3.0,0.0,1.0,0.0,6.0,2.0,2.0,3.0,1.0,5.0,1.0,0.0,1.0,2.0,0.01,42.0,2.0,3.0,5.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
7.0,3.0,6.0,0.0,12.0,4.0,6.0,2.0,3.0,16.0,1.0,0.0,2.0,2.0,0.04,132.83,3.0,6.0,14.0,11.0,N
1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.01,44.97,1.0,2.0,3.0,4.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,25.27,1.0,2.0,6.0,4.0,N
3.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,30.88,1.0,2.0,6.0,7.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,25.27,1.0,2.0,6.0,4.0,N
3.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,30.88,1.0,2.0,6.0,7.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.02,62.27,1.0,2.0,6.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,5.0,N
1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.01,44.97,1.0,2.0,3.0,8.0,N
7.0,2.0,12.0,0.0,12.0,4.0,6.0,2.0,3.0,15.0,1.0,0.0,3.0,2.0,0.09,284.98,3.0,6.0,13.0,17.0,N
7.0,3.0,12.0,0.0,12.0,4.0,6.0,2.0,3.0,16.0,1.0,0.0,3.0,2.0,0.11,324.33,3.0,6.0,14.0,17.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,59.21,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0.02,65.73,1.0,2.0,8.0,5.0,N
5.0,3.0,4.0,0.0,6.0,3.0,2.0,3.0,3.0,10.0,3.0,1.0,1.0,2.0,0.03,92.0,2.0,3.0,9.0,7.0,N
5.0,3.0,4.0,0.0,6.0,3.0,2.0,3.0,3.0,10.0,3.0,1.0,1.0,3.0,0.03,98.1,2.0,3.0,9.0,8.0,N
5.0,4.0,3.0,0.0,8.0,3.0,4.0,2.0,3.0,16.0,1.0,0.0,1.0,0.0,0.04,125.64,2.0,4.0,15.0,6.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,59.21,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0.02,65.73,1.0,2.0,8.0,5.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,59.21,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0.02,65.73,1.0,2.0,8.0,5.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,59.21,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0.02,65.73,1.0,2.0,8.0,5.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,59.21,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0.02,65.73,1.0,2.0,8.0,5.0,N
1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.01,19.65,1.0,2.0,3.0,4.0,N
12.0,9.0,18.0,2.0,12.0,8.0,6.0,2.0,7.0,28.0,5.0,0.0,2.0,1.0,0.11,315.0,3.0,6.0,22.0,24.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,0.01,22.46,1.0,2.0,5.0,4.0,N
5.0,3.0,4.0,0.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,1.0,1.0,0.06,173.92,2.0,4.0,14.0,7.0,N
3.0,3.0,6.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,2.0,1.0,0.03,77.71,1.0,2.0,7.0,10.0,N
3.0,3.0,7.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,2.0,1.0,0.03,79.95,1.0,2.0,8.0,11.0,N
7.0,3.0,13.0,1.0,12.0,4.0,6.0,2.0,3.0,20.0,1.0,0.0,2.0,1.0,0.1,312.48,3.0,6.0,18.0,18.0,N
11.0,8.0,20.0,5.0,20.0,6.0,10.0,2.0,5.0,34.0,1.0,0.0,4.0,1.0,0.15,445.0,5.0,10.0,30.0,31.0,N
3.0,2.0,6.0,1.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,3.0,2.0,0.04,123.19,1.0,2.0,7.0,12.0,N
5.0,4.0,8.0,1.0,8.0,3.0,4.0,2.0,3.0,14.0,1.0,0.0,3.0,3.0,0.08,225.95,2.0,4.0,13.0,15.0,N
5.0,5.0,8.0,1.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,3.0,3.0,0.08,247.76,2.0,4.0,14.0,15.0,N
5.0,4.0,9.0,1.0,8.0,3.0,4.0,2.0,3.0,16.0,1.0,0.0,3.0,1.0,0.08,239.72,2.0,4.0,15.0,15.0,N
5.0,2.0,4.0,0.0,6.0,3.0,2.0,3.0,3.0,10.0,3.0,1.0,1.0,2.0,0.03,92.0,2.0,3.0,9.0,8.0,N
5.0,2.0,5.0,0.0,6.0,3.0,2.0,3.0,3.0,10.0,3.0,1.0,2.0,2.0,0.03,96.0,2.0,3.0,9.0,10.0,N
9.0,4.0,16.0,1.0,16.0,5.0,8.0,2.0,4.0,29.0,1.0,0.0,2.0,1.0,0.16,480.0,4.0,8.0,26.0,21.0,N
7.0,4.0,9.0,1.0,12.0,4.0,6.0,2.0,4.0,20.0,1.0,0.0,3.0,4.0,0.1,314.04,3.0,6.0,18.0,16.0,N
13.0,4.0,15.0,1.0,24.0,7.0,12.0,2.0,7.0,37.0,1.0,0.0,2.0,6.0,0.21,641.07,6.0,12.0,32.0,22.0,N
7.0,4.0,9.0,1.0,12.0,4.0,6.0,2.0,4.0,20.0,1.0,0.0,3.0,5.0,0.1,309.13,3.0,6.0,18.0,17.0,N
7.0,5.0,10.0,1.0,12.0,4.0,6.0,2.0,4.0,25.0,1.0,0.0,3.0,1.0,0.12,352.53,3.0,6.0,23.0,16.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,0.01,22.46,1.0,2.0,5.0,4.0,N
7.0,4.0,6.0,0.0,12.0,4.0,6.0,2.0,4.0,22.0,1.0,0.0,1.0,1.0,0.08,247.59,3.0,6.0,20.0,9.0,N
7.0,4.0,8.0,0.0,12.0,4.0,6.0,2.0,4.0,18.0,1.0,0.0,2.0,0.0,0.07,214.05,3.0,6.0,16.0,12.0,N
5.0,2.0,3.0,0.0,8.0,3.0,4.0,2.0,2.0,11.0,3.0,1.0,1.0,1.0,0.03,94.01,2.0,4.0,10.0,6.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,57.36,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,57.36,1.0,2.0,7.0,7.0,N
7.0,3.0,14.0,1.0,12.0,4.0,6.0,2.0,3.0,21.0,1.0,0.0,2.0,1.0,0.11,326.9,3.0,6.0,19.0,19.0,N
5.0,3.0,6.0,0.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,1.0,1.0,0.07,220.08,2.0,4.0,14.0,9.0,N
3.0,2.0,5.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,2.0,0.0,0.03,97.67,1.0,2.0,7.0,9.0,N
11.0,7.0,20.0,5.0,20.0,6.0,10.0,2.0,5.0,33.0,1.0,0.0,4.0,1.0,0.14,417.09,5.0,10.0,29.0,31.0,N
5.0,3.0,8.0,1.0,8.0,3.0,4.0,2.0,3.0,13.0,1.0,0.0,3.0,2.0,0.07,204.33,2.0,4.0,12.0,14.0,N
5.0,3.0,9.0,1.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,3.0,1.0,0.07,210.91,2.0,4.0,14.0,15.0,N
1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.01,44.97,1.0,2.0,3.0,4.0,N
3.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,30.88,1.0,2.0,6.0,7.0,N
3.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,30.88,1.0,2.0,6.0,7.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.01,44.97,1.0,2.0,3.0,8.0,N
3.0,0.0,1.0,0.0,6.0,2.0,2.0,3.0,1.0,5.0,1.0,0.0,1.0,2.0,0.01,42.0,2.0,3.0,5.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
7.0,2.0,12.0,0.0,12.0,4.0,6.0,2.0,3.0,15.0,1.0,0.0,3.0,2.0,0.09,284.98,3.0,6.0,13.0,17.0,N
7.0,3.0,12.0,0.0,12.0,4.0,6.0,2.0,3.0,16.0,1.0,0.0,3.0,2.0,0.11,324.33,3.0,6.0,14.0,17.0,N
23.0,10.0,42.0,17.0,38.0,12.0,16.0,2.38,3.0,61.0,1.0,0.0,5.0,0.0,0.54,1632.0,11.0,19.0,51.0,66.0,N
7.0,4.0,32.0,16.0,12.0,4.0,6.0,2.0,3.0,23.0,1.0,0.0,2.0,0.0,0.39,1168.28,3.0,6.0,21.0,52.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,59.21,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0.02,65.73,1.0,2.0,8.0,5.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,59.21,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0.02,65.73,1.0,2.0,8.0,5.0,N
5.0,3.0,4.0,0.0,6.0,3.0,2.0,3.0,3.0,10.0,3.0,1.0,1.0,2.0,0.03,92.0,2.0,3.0,9.0,7.0,N
5.0,3.0,4.0,0.0,6.0,3.0,2.0,3.0,3.0,10.0,3.0,1.0,1.0,3.0,0.03,98.1,2.0,3.0,9.0,8.0,N
5.0,4.0,3.0,0.0,8.0,3.0,4.0,2.0,3.0,16.0,1.0,0.0,1.0,0.0,0.04,125.64,2.0,4.0,15.0,6.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,59.21,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0.02,65.73,1.0,2.0,8.0,5.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,59.21,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0.02,65.73,1.0,2.0,8.0,5.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,59.21,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0.02,65.73,1.0,2.0,8.0,5.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,0.01,22.46,1.0,2.0,5.0,4.0,N
5.0,3.0,4.0,0.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,1.0,1.0,0.06,173.92,2.0,4.0,14.0,7.0,N
3.0,3.0,6.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,2.0,1.0,0.03,77.71,1.0,2.0,7.0,10.0,N
3.0,3.0,7.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,2.0,1.0,0.03,79.95,1.0,2.0,8.0,11.0,N
7.0,3.0,13.0,1.0,12.0,4.0,6.0,2.0,3.0,20.0,1.0,0.0,2.0,1.0,0.1,312.48,3.0,6.0,18.0,18.0,N
11.0,8.0,20.0,5.0,20.0,6.0,10.0,2.0,5.0,34.0,1.0,0.0,4.0,1.0,0.15,445.0,5.0,10.0,30.0,31.0,N
3.0,2.0,6.0,1.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,3.0,2.0,0.04,123.19,1.0,2.0,7.0,12.0,N
5.0,4.0,8.0,1.0,8.0,3.0,4.0,2.0,3.0,14.0,1.0,0.0,3.0,3.0,0.08,225.95,2.0,4.0,13.0,15.0,N
5.0,5.0,8.0,1.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,3.0,3.0,0.08,247.76,2.0,4.0,14.0,15.0,N
5.0,4.0,9.0,1.0,8.0,3.0,4.0,2.0,3.0,16.0,1.0,0.0,3.0,1.0,0.08,239.72,2.0,4.0,15.0,15.0,N
5.0,2.0,4.0,0.0,6.0,3.0,2.0,3.0,3.0,10.0,3.0,1.0,1.0,2.0,0.03,92.0,2.0,3.0,9.0,8.0,N
5.0,2.0,5.0,0.0,6.0,3.0,2.0,3.0,3.0,10.0,3.0,1.0,2.0,2.0,0.03,96.0,2.0,3.0,9.0,10.0,N
9.0,4.0,16.0,1.0,16.0,5.0,8.0,2.0,4.0,29.0,1.0,0.0,2.0,1.0,0.16,480.0,4.0,8.0,26.0,21.0,N
7.0,4.0,9.0,1.0,12.0,4.0,6.0,2.0,4.0,20.0,1.0,0.0,3.0,4.0,0.1,314.04,3.0,6.0,18.0,16.0,N
13.0,4.0,15.0,1.0,24.0,7.0,12.0,2.0,7.0,37.0,1.0,0.0,2.0,6.0,0.21,641.07,6.0,12.0,32.0,22.0,N
7.0,4.0,9.0,1.0,12.0,4.0,6.0,2.0,4.0,20.0,1.0,0.0,3.0,5.0,0.1,309.13,3.0,6.0,18.0,17.0,N
7.0,5.0,10.0,1.0,12.0,4.0,6.0,2.0,4.0,25.0,1.0,0.0,3.0,1.0,0.12,352.53,3.0,6.0,23.0,16.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,0.01,22.46,1.0,2.0,5.0,4.0,N
7.0,4.0,6.0,0.0,12.0,4.0,6.0,2.0,4.0,22.0,1.0,0.0,1.0,1.0,0.08,247.59,3.0,6.0,20.0,9.0,N
7.0,4.0,8.0,0.0,12.0,4.0,6.0,2.0,4.0,18.0,1.0,0.0,2.0,0.0,0.07,214.05,3.0,6.0,16.0,12.0,N
5.0,2.0,3.0,0.0,8.0,3.0,4.0,2.0,2.0,11.0,3.0,1.0,1.0,1.0,0.03,94.01,2.0,4.0,10.0,6.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,57.36,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,57.36,1.0,2.0,7.0,7.0,N
7.0,3.0,14.0,1.0,12.0,4.0,6.0,2.0,3.0,21.0,1.0,0.0,2.0,1.0,0.11,326.9,3.0,6.0,19.0,19.0,N
5.0,3.0,6.0,0.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,1.0,1.0,0.07,220.08,2.0,4.0,14.0,9.0,N
3.0,2.0,5.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,2.0,0.0,0.03,97.67,1.0,2.0,7.0,9.0,N
11.0,7.0,20.0,5.0,20.0,6.0,10.0,2.0,5.0,33.0,1.0,0.0,4.0,1.0,0.14,417.09,5.0,10.0,29.0,31.0,N
5.0,3.0,8.0,1.0,8.0,3.0,4.0,2.0,3.0,13.0,1.0,0.0,3.0,2.0,0.07,204.33,2.0,4.0,12.0,14.0,N
5.0,3.0,9.0,1.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,3.0,1.0,0.07,210.91,2.0,4.0,14.0,15.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,25.27,1.0,2.0,6.0,4.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,25.27,1.0,2.0,6.0,4.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.02,62.27,1.0,2.0,6.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,5.0,N
27.0,17.0,93.0,26.0,52.0,14.0,26.0,2.0,8.0,88.0,1.0,0.0,11.0,0.0,1.29,3869.64,13.0,26.0,76.0,132.0,N
11.0,17.0,49.0,12.0,20.0,6.0,10.0,2.0,6.0,54.0,6.0,1.0,7.0,1.0,0.43,1300.24,5.0,10.0,50.0,70.0,N
6.0,16.0,134.0,26.0,4.0,4.0,2.0,2.0,4.0,130.0,1.0,0.0,4.0,4.0,3.34,10021.99,1.0,2.0,128.0,169.0,N
15.0,4.0,52.0,9.0,28.0,8.0,14.0,2.0,3.0,47.0,1.0,0.0,3.0,0.0,0.79,2369.4,7.0,14.0,41.0,66.0,N
1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.01,19.65,1.0,2.0,3.0,4.0,N
12.0,9.0,18.0,2.0,12.0,8.0,6.0,2.0,7.0,28.0,5.0,0.0,2.0,1.0,0.11,315.0,3.0,6.0,22.0,24.0,N
5.0,2.0,12.0,0.0,8.0,3.0,4.0,2.0,2.0,13.0,1.0,0.0,4.0,3.0,0.07,199.69,2.0,4.0,12.0,20.0,N
