@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DECISION_COUNT numeric
@attribute EDGE_COUNT numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUMBER_OF_LINES numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,7.0,0.0,3.0,12.0,4.0,6.0,19.0,0.0,13.5,0.09,0.07,283.63,3.0,6.0,17.0,0.2,14.0,20.0,16.0,N
2.0,15.0,0.0,0.0,24.0,8.0,10.0,27.0,3.0,45.0,0.15,0.02,451.71,7.0,12.0,21.0,0.3,9.0,27.0,24.0,N
1.0,11.0,0.0,0.0,16.0,6.0,6.0,20.0,3.0,23.38,0.12,0.04,359.49,5.0,8.0,16.0,0.32,12.0,19.0,17.0,N
1.0,9.0,0.0,0.0,16.0,5.0,8.0,19.0,1.0,14.54,0.12,0.07,366.86,4.0,8.0,16.0,0.28,14.0,18.0,16.0,N
2.0,13.0,0.0,0.0,24.0,7.0,12.0,30.0,1.0,20.94,0.2,0.05,604.41,6.0,12.0,25.0,0.22,18.0,32.0,29.0,N
16.0,115.0,0.0,0.0,212.0,58.0,98.0,262.0,0.0,55.52,2.39,0.02,7184.21,57.0,106.0,206.0,0.27,83.0,216.0,199.0,N
1.0,7.0,0.0,0.0,12.0,4.0,6.0,15.0,1.0,21.0,0.09,0.05,278.63,3.0,6.0,13.0,0.22,10.0,18.0,16.0,N
2.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,0.0,2.0,0.01,0.5,33.0,1.0,2.0,7.0,0.22,4.0,9.0,6.0,N
5.0,49.0,0.0,0.0,56.0,25.0,16.0,65.0,4.0,38.62,0.41,0.03,1221.82,20.0,28.0,42.0,0.43,17.0,58.0,52.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,1.0,6.13,0.02,0.16,48.43,1.0,2.0,6.0,0.4,4.0,5.0,4.0,N
1.0,7.0,0.0,0.0,12.0,4.0,6.0,14.0,2.0,11.0,0.06,0.09,178.41,3.0,6.0,12.0,0.17,8.0,23.0,21.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,0.0,7.0,0.01,0.14,43.19,1.0,2.0,7.0,0.4,3.0,5.0,4.0,N
0.0,17.0,0.0,0.0,26.0,9.0,10.0,30.0,6.0,29.33,0.27,0.03,802.26,8.0,13.0,23.0,0.28,20.0,32.0,31.0,N
0.0,5.0,3.0,0.0,8.0,1.0,4.0,12.0,0.0,35.56,0.14,0.03,422.59,2.0,4.0,11.0,0.06,9.0,17.0,16.0,N
3.0,3.0,0.0,1.0,4.0,2.0,2.0,5.0,1.0,14.0,0.07,0.07,215.22,1.0,2.0,5.0,0.12,9.0,17.0,12.0,N
7.0,13.0,5.0,5.0,24.0,7.0,12.0,30.0,0.0,31.67,0.2,0.03,610.5,6.0,12.0,25.0,0.18,15.0,39.0,26.0,N
34.0,37.0,21.0,62.0,72.0,19.0,36.0,90.0,0.0,50.76,1.1,0.02,3310.02,18.0,36.0,73.0,0.08,70.0,225.0,128.0,Y
23.0,5.0,11.0,27.0,8.0,3.0,4.0,25.0,0.0,33.59,0.49,0.03,1470.82,2.0,4.0,24.0,0.03,38.0,99.0,48.0,Y
9.0,9.0,2.0,7.0,16.0,5.0,8.0,20.0,0.0,23.63,0.15,0.04,463.64,4.0,8.0,17.0,0.13,16.0,38.0,21.0,N
31.0,17.0,11.0,44.0,30.0,9.0,14.0,44.0,0.0,27.68,0.7,0.04,2089.21,8.0,15.0,37.0,0.05,66.0,167.0,91.0,Y
3.0,7.0,0.0,0.0,12.0,4.0,6.0,14.0,3.0,27.3,0.15,0.04,454.95,3.0,6.0,12.0,0.24,15.0,17.0,13.0,N
1.0,5.0,0.0,0.0,8.0,3.0,4.0,13.0,2.0,12.38,0.06,0.08,178.41,2.0,4.0,12.0,0.21,8.0,14.0,12.0,N
4.0,25.0,0.0,0.0,48.0,13.0,24.0,71.0,0.0,18.78,0.4,0.05,1195.93,12.0,24.0,60.0,0.37,36.0,35.0,30.0,N
5.0,29.0,0.0,0.0,56.0,15.0,28.0,66.0,0.0,17.3,0.57,0.06,1722.24,14.0,28.0,53.0,0.23,67.0,65.0,37.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,0.0,6.29,0.03,0.16,100.08,1.0,2.0,7.0,0.2,7.0,10.0,8.0,N
1.0,17.0,0.0,0.0,30.0,9.0,14.0,36.0,0.0,25.85,0.22,0.04,674.04,8.0,15.0,29.0,0.43,20.0,21.0,19.0,N
2.0,3.0,1.0,3.0,4.0,2.0,2.0,5.0,0.0,4.67,0.02,0.21,64.73,1.0,2.0,5.0,0.29,6.0,7.0,6.0,N
1.0,3.0,1.0,0.0,4.0,2.0,2.0,5.0,0.0,4.67,0.02,0.21,64.73,1.0,2.0,5.0,0.29,6.0,7.0,5.0,N
16.0,110.0,6.0,3.0,196.0,57.0,92.0,247.0,0.0,59.64,2.31,0.02,6928.42,52.0,98.0,192.0,0.35,122.0,161.0,141.0,N
1.0,5.0,0.0,0.0,8.0,3.0,4.0,10.0,0.0,10.21,0.04,0.1,121.01,2.0,4.0,9.0,0.3,7.0,10.0,8.0,N
2.0,9.0,0.0,0.0,16.0,5.0,8.0,18.0,0.0,21.0,0.05,0.05,152.0,4.0,8.0,15.0,0.36,4.0,14.0,11.0,N
3.0,5.0,0.0,4.0,6.0,3.0,2.0,8.0,0.0,7.78,0.05,0.13,152.93,2.0,3.0,7.0,0.15,9.0,20.0,12.0,N
14.0,9.0,2.0,5.0,16.0,5.0,8.0,22.0,0.0,11.67,0.11,0.09,320.63,4.0,8.0,19.0,0.13,15.0,39.0,19.0,N
5.0,3.0,1.0,2.0,4.0,2.0,2.0,9.0,0.0,14.72,0.19,0.07,573.26,1.0,2.0,9.0,0.08,25.0,25.0,17.0,N
4.0,7.0,0.0,1.0,12.0,4.0,6.0,13.0,0.0,5.5,0.04,0.18,108.0,3.0,6.0,11.0,0.27,8.0,15.0,9.0,N
7.0,7.0,1.0,5.0,10.0,4.0,4.0,13.0,0.0,14.73,0.15,0.07,457.69,3.0,5.0,11.0,0.06,22.0,69.0,15.0,Y
19.0,13.0,0.0,8.0,22.0,7.0,10.0,24.0,0.0,16.96,0.21,0.06,642.91,6.0,11.0,19.0,0.12,25.0,60.0,32.0,N
31.0,18.0,9.0,8.0,24.0,11.0,12.0,48.0,0.0,22.5,0.6,0.04,1785.97,6.0,12.0,39.0,0.1,68.0,109.0,69.0,N
8.0,7.0,1.0,6.0,10.0,4.0,4.0,13.0,0.0,14.73,0.15,0.07,457.69,3.0,5.0,11.0,0.07,22.0,54.0,15.0,Y
9.0,9.0,2.0,8.0,10.0,5.0,4.0,18.0,0.0,20.26,0.22,0.05,650.3,3.0,5.0,15.0,0.07,29.0,74.0,23.0,Y
0.0,3.0,1.0,0.0,4.0,2.0,2.0,7.0,0.0,5.83,0.03,0.17,88.0,1.0,2.0,7.0,0.25,6.0,8.0,7.0,N
4.0,3.0,1.0,1.0,4.0,2.0,2.0,8.0,0.0,7.5,0.07,0.13,201.91,1.0,2.0,8.0,0.11,16.0,18.0,12.0,N
4.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,0.0,7.86,0.03,0.13,85.84,1.0,2.0,7.0,0.2,7.0,10.0,5.0,N
2.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,0.0,9.43,0.03,0.11,101.95,1.0,2.0,7.0,0.25,7.0,8.0,5.0,N
10.0,12.0,3.0,1.0,4.0,9.0,2.0,28.0,0.0,21.31,0.39,0.05,1166.73,1.0,2.0,21.0,0.15,44.0,61.0,49.0,Y
13.0,11.0,1.0,5.0,16.0,6.0,6.0,25.0,0.0,9.92,0.15,0.1,446.07,5.0,8.0,21.0,0.14,24.0,42.0,23.0,N
2.0,3.0,0.0,0.0,4.0,2.0,2.0,5.0,0.0,8.13,0.04,0.12,114.2,1.0,2.0,5.0,0.25,8.0,8.0,5.0,N
11.0,11.0,2.0,6.0,20.0,6.0,10.0,27.0,1.0,30.72,0.37,0.03,1116.0,5.0,10.0,23.0,0.12,36.0,50.0,32.0,Y
5.0,3.0,0.0,2.0,4.0,2.0,2.0,9.0,1.0,11.7,0.11,0.09,331.71,1.0,2.0,9.0,0.1,15.0,21.0,13.0,N
6.0,5.0,0.0,0.0,8.0,3.0,4.0,15.0,2.0,16.43,0.22,0.06,651.41,2.0,4.0,14.0,0.11,21.0,28.0,21.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,1.0,5.25,0.02,0.19,70.32,1.0,2.0,7.0,0.2,6.0,10.0,8.0,N
3.0,7.0,0.0,0.0,10.0,4.0,4.0,12.0,1.0,13.71,0.05,0.07,148.68,3.0,5.0,10.0,0.29,7.0,14.0,10.0,N
9.0,13.0,3.0,1.0,24.0,7.0,12.0,30.0,3.0,14.1,0.2,0.07,603.18,6.0,12.0,25.0,0.17,30.0,42.0,31.0,Y
32.0,24.0,1.0,8.0,14.0,19.0,6.0,58.0,1.0,45.39,0.63,0.02,1881.71,4.0,7.0,41.0,0.16,42.0,122.0,81.0,N
3.0,3.0,0.0,0.0,4.0,2.0,2.0,8.0,1.0,6.19,0.04,0.16,118.54,1.0,2.0,8.0,0.13,8.0,16.0,12.0,N
5.0,5.0,1.0,1.0,8.0,3.0,4.0,14.0,0.0,11.0,0.06,0.09,174.17,2.0,4.0,13.0,0.14,8.0,22.0,15.0,N
10.0,5.0,0.0,5.0,8.0,3.0,4.0,11.0,0.0,12.2,0.2,0.08,591.3,2.0,4.0,10.0,0.08,20.0,38.0,22.0,N
8.0,11.0,0.0,4.0,18.0,6.0,8.0,23.0,2.0,9.14,0.2,0.11,609.54,5.0,9.0,19.0,0.13,36.0,46.0,33.0,N
8.0,13.0,2.0,9.0,22.0,7.0,10.0,28.0,2.0,41.68,0.32,0.02,948.29,6.0,11.0,23.0,0.15,19.0,46.0,28.0,N
1.0,7.0,0.0,0.0,10.0,4.0,4.0,12.0,2.0,14.4,0.04,0.07,126.71,3.0,5.0,10.0,0.4,5.0,10.0,8.0,N
23.0,13.0,2.0,25.0,22.0,7.0,10.0,31.0,1.0,27.98,0.32,0.04,956.56,6.0,11.0,26.0,0.08,30.0,84.0,35.0,N
2.0,5.0,0.0,0.0,8.0,3.0,4.0,13.0,1.0,18.67,0.14,0.05,416.15,2.0,4.0,12.0,0.19,15.0,16.0,13.0,N
10.0,13.0,2.0,5.0,22.0,7.0,10.0,22.0,3.0,16.19,0.22,0.06,650.74,6.0,11.0,17.0,0.21,21.0,34.0,18.0,N
7.0,3.0,0.0,1.0,4.0,2.0,2.0,8.0,0.0,10.08,0.08,0.1,226.18,1.0,2.0,8.0,0.09,12.0,23.0,14.0,N
24.0,7.0,2.0,12.0,12.0,4.0,6.0,22.0,2.0,28.98,0.29,0.03,882.42,3.0,6.0,20.0,0.06,25.0,70.0,33.0,N
5.0,7.0,0.0,0.0,10.0,4.0,4.0,12.0,2.0,10.4,0.06,0.1,185.47,3.0,5.0,10.0,0.21,10.0,19.0,13.0,N
13.0,11.0,3.0,5.0,20.0,6.0,10.0,25.0,0.0,16.07,0.23,0.06,691.12,5.0,10.0,21.0,0.12,27.0,49.0,30.0,N
3.0,5.0,0.0,0.0,8.0,3.0,4.0,13.0,2.0,10.84,0.24,0.09,727.12,2.0,4.0,12.0,0.13,31.0,23.0,19.0,N
26.0,25.0,1.0,34.0,44.0,13.0,20.0,60.0,5.0,26.83,0.81,0.04,2441.67,12.0,22.0,49.0,0.1,66.0,130.0,69.0,N
9.0,15.0,0.0,8.0,28.0,8.0,14.0,29.0,4.0,14.29,0.26,0.07,775.26,7.0,14.0,23.0,0.12,34.0,69.0,51.0,N
3.0,3.0,2.0,3.0,4.0,2.0,2.0,10.0,1.0,14.03,0.16,0.07,485.0,1.0,2.0,10.0,0.1,19.0,20.0,13.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,0.0,8.33,0.03,0.12,104.0,1.0,2.0,6.0,0.2,6.0,10.0,8.0,N
3.0,3.0,1.0,2.0,4.0,2.0,2.0,6.0,2.0,7.33,0.06,0.14,183.62,1.0,2.0,6.0,0.11,9.0,18.0,12.0,N
3.0,5.0,1.0,1.0,8.0,3.0,4.0,12.0,4.0,16.37,0.19,0.06,557.41,2.0,4.0,11.0,0.11,21.0,28.0,23.0,N
4.0,5.0,0.0,1.0,8.0,3.0,4.0,12.0,4.0,12.29,0.18,0.08,554.88,2.0,4.0,11.0,0.09,21.0,33.0,27.0,N
15.0,25.0,2.0,21.0,46.0,13.0,22.0,61.0,4.0,27.36,0.96,0.04,2889.94,12.0,23.0,50.0,0.11,71.0,120.0,83.0,N
35.0,15.0,2.0,18.0,26.0,8.0,12.0,41.0,3.0,24.68,0.52,0.04,1558.98,7.0,13.0,35.0,0.07,47.0,108.0,54.0,N
4.0,7.0,0.0,0.0,12.0,4.0,6.0,14.0,3.0,10.71,0.09,0.09,276.9,3.0,6.0,12.0,0.15,14.0,26.0,21.0,N
10.0,9.0,2.0,0.0,14.0,5.0,6.0,17.0,3.0,20.5,0.14,0.05,432.66,4.0,7.0,14.0,0.16,14.0,32.0,21.0,N
3.0,9.0,0.0,0.0,16.0,5.0,8.0,20.0,3.0,14.08,0.15,0.07,455.79,4.0,8.0,17.0,0.23,18.0,22.0,18.0,N
5.0,7.0,0.0,1.0,10.0,4.0,4.0,13.0,2.0,15.75,0.12,0.06,371.38,3.0,5.0,11.0,0.21,16.0,19.0,12.0,N
7.0,7.0,0.0,0.0,12.0,4.0,6.0,16.0,2.0,16.67,0.12,0.06,360.55,3.0,6.0,14.0,0.18,12.0,22.0,14.0,N
25.0,13.0,0.0,19.0,12.0,9.0,6.0,38.0,0.0,22.33,0.44,0.04,1330.1,3.0,6.0,31.0,0.09,52.0,102.0,57.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,0.0,4.0,0.02,0.25,53.89,1.0,2.0,6.0,0.15,3.0,13.0,11.0,N
2.0,5.0,1.0,3.0,8.0,3.0,4.0,12.0,1.0,12.5,0.07,0.08,218.72,2.0,4.0,11.0,0.15,12.0,20.0,14.0,Y
5.0,3.0,2.0,7.0,4.0,2.0,2.0,13.0,0.0,6.9,0.09,0.14,275.1,1.0,2.0,13.0,0.07,15.0,28.0,15.0,N
24.0,7.0,11.0,29.0,12.0,4.0,6.0,28.0,0.0,19.73,0.44,0.05,1312.19,3.0,6.0,26.0,0.04,39.0,106.0,52.0,N
49.0,21.0,14.0,71.0,40.0,11.0,20.0,63.0,0.0,28.77,0.64,0.03,1917.93,10.0,20.0,54.0,0.06,63.0,195.0,74.0,Y
2.0,15.0,3.0,0.0,20.0,9.0,10.0,33.0,0.0,23.8,0.16,0.04,470.0,5.0,10.0,26.0,0.2,15.0,44.0,21.0,N
9.0,5.0,0.0,1.0,8.0,3.0,4.0,14.0,0.0,9.84,0.11,0.1,338.58,2.0,4.0,13.0,0.12,19.0,25.0,14.0,N
2.0,7.0,0.0,0.0,12.0,4.0,6.0,14.0,0.0,19.0,0.07,0.05,197.65,3.0,6.0,12.0,0.33,7.0,12.0,9.0,N
3.0,13.0,0.0,0.0,24.0,7.0,12.0,32.0,0.0,21.05,0.19,0.05,574.48,6.0,12.0,27.0,0.33,19.0,21.0,17.0,N
1.0,7.0,0.0,0.0,12.0,4.0,6.0,16.0,0.0,13.18,0.13,0.08,375.46,3.0,6.0,14.0,0.31,14.0,13.0,11.0,N
3.0,9.0,0.0,0.0,16.0,5.0,8.0,21.0,0.0,23.86,0.12,0.04,361.93,4.0,8.0,18.0,0.33,11.0,15.0,11.0,N
3.0,11.0,0.0,0.0,20.0,6.0,10.0,24.0,0.0,16.82,0.11,0.06,325.03,5.0,10.0,20.0,0.3,11.0,20.0,16.0,N
2.0,11.0,1.0,0.0,16.0,6.0,6.0,19.0,0.0,13.18,0.14,0.08,416.15,5.0,8.0,15.0,0.22,17.0,27.0,24.0,N
2.0,3.0,0.0,0.0,4.0,2.0,2.0,5.0,0.0,12.5,0.11,0.08,320.95,1.0,2.0,5.0,0.11,12.0,19.0,16.0,N
2.0,3.0,0.0,0.0,4.0,2.0,2.0,5.0,0.0,12.86,0.13,0.08,394.84,1.0,2.0,5.0,0.1,14.0,21.0,18.0,N
2.0,5.0,0.0,0.0,8.0,3.0,4.0,10.0,0.0,8.33,0.05,0.12,152.93,2.0,4.0,9.0,0.2,9.0,15.0,12.0,N
2.0,5.0,0.0,0.0,8.0,3.0,4.0,10.0,0.0,8.33,0.05,0.12,152.93,2.0,4.0,9.0,0.21,9.0,14.0,11.0,N
1.0,11.0,0.0,0.0,20.0,6.0,10.0,23.0,0.0,25.29,0.2,0.04,604.3,5.0,10.0,19.0,0.24,17.0,25.0,23.0,N
4.0,11.0,0.0,0.0,20.0,6.0,10.0,21.0,2.0,13.93,0.18,0.07,541.74,5.0,10.0,17.0,0.14,28.0,42.0,37.0,N
7.0,7.0,0.0,3.0,4.0,5.0,2.0,14.0,1.0,13.04,0.18,0.08,542.63,1.0,2.0,11.0,0.11,27.0,45.0,34.0,N
7.0,7.0,0.0,3.0,4.0,5.0,2.0,16.0,1.0,14.07,0.21,0.07,631.56,1.0,2.0,13.0,0.11,29.0,47.0,36.0,N
2.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,1.0,7.44,0.08,0.13,245.18,1.0,2.0,7.0,0.09,17.0,23.0,20.0,N
2.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,1.0,7.76,0.08,0.13,254.79,1.0,2.0,7.0,0.09,17.0,23.0,20.0,N
3.0,5.0,0.0,0.0,6.0,3.0,2.0,8.0,1.0,8.67,0.06,0.12,181.11,2.0,3.0,7.0,0.17,12.0,18.0,14.0,N
30.0,36.0,1.0,6.0,32.0,27.0,16.0,78.0,1.0,42.84,0.9,0.02,2707.18,8.0,16.0,53.0,0.17,80.0,160.0,123.0,N
10.0,3.0,2.0,0.0,4.0,2.0,2.0,9.0,0.0,14.63,0.32,0.07,955.4,1.0,2.0,9.0,0.05,32.0,39.0,28.0,N
14.0,17.0,8.0,6.0,24.0,9.0,10.0,33.0,0.0,12.0,0.21,0.08,618.64,7.0,12.0,26.0,0.16,30.0,57.0,36.0,N
8.0,3.0,0.0,3.0,4.0,2.0,2.0,7.0,1.0,14.48,0.17,0.07,515.74,1.0,2.0,7.0,0.06,21.0,33.0,21.0,N
11.0,11.0,1.0,27.0,20.0,6.0,10.0,22.0,1.0,22.17,0.35,0.05,1052.21,5.0,10.0,18.0,0.07,36.0,83.0,44.0,N
19.0,15.0,2.0,38.0,28.0,8.0,14.0,36.0,0.0,37.19,0.52,0.03,1565.82,7.0,14.0,30.0,0.07,40.0,122.0,64.0,N
12.0,12.0,2.0,12.0,16.0,7.0,8.0,26.0,1.0,20.71,0.3,0.05,894.33,4.0,8.0,21.0,0.09,34.0,79.0,54.0,N
6.0,7.0,1.0,12.0,12.0,4.0,6.0,17.0,1.0,13.54,0.19,0.07,556.86,3.0,6.0,15.0,0.08,27.0,51.0,32.0,N
27.0,39.0,2.0,35.0,62.0,20.0,24.0,66.0,2.0,23.83,0.73,0.04,2198.44,19.0,33.0,48.0,0.13,69.0,152.0,89.0,N
13.0,21.0,3.0,33.0,36.0,11.0,16.0,39.0,1.0,28.21,0.59,0.04,1774.41,10.0,18.0,30.0,0.1,53.0,114.0,67.0,N
19.0,15.0,2.0,35.0,28.0,8.0,14.0,36.0,0.0,40.3,0.55,0.02,1662.21,7.0,14.0,30.0,0.07,40.0,119.0,64.0,N
16.0,9.0,5.0,22.0,16.0,5.0,8.0,22.0,1.0,14.05,0.29,0.07,858.87,4.0,8.0,19.0,0.06,41.0,81.0,42.0,N
32.0,61.0,4.0,60.0,98.0,31.0,38.0,108.0,1.0,42.69,1.26,0.02,3775.22,30.0,50.0,79.0,0.14,80.0,223.0,130.0,N
3.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,2.0,12.0,0.04,0.08,105.49,1.0,2.0,6.0,0.14,5.0,14.0,10.0,N
39.0,41.0,2.0,62.0,80.0,21.0,40.0,98.0,3.0,33.3,0.95,0.03,2850.62,20.0,40.0,79.0,0.08,73.0,254.0,152.0,Y
2.0,3.0,0.0,3.0,4.0,2.0,2.0,6.0,0.0,4.0,0.03,0.25,94.01,1.0,2.0,6.0,0.11,9.0,18.0,12.0,N
2.0,9.0,1.0,3.0,16.0,5.0,8.0,23.0,0.0,23.38,0.11,0.04,320.63,4.0,8.0,20.0,0.31,12.0,16.0,10.0,N
0.0,5.0,0.0,0.0,8.0,3.0,4.0,15.0,0.0,12.0,0.07,0.08,214.05,2.0,4.0,14.0,0.33,11.0,9.0,8.0,N
0.0,7.0,0.0,0.0,12.0,4.0,6.0,13.0,2.0,18.56,0.08,0.05,242.13,3.0,6.0,11.0,0.27,8.0,15.0,14.0,N
0.0,7.0,0.0,0.0,12.0,4.0,6.0,15.0,0.0,20.67,0.11,0.05,317.29,3.0,6.0,13.0,0.31,12.0,13.0,12.0,N
4.0,11.0,0.0,0.0,18.0,6.0,8.0,21.0,0.0,23.33,0.14,0.04,408.94,5.0,9.0,17.0,0.25,12.0,24.0,19.0,N
0.0,13.0,0.0,1.0,28.0,7.0,12.0,25.0,1.0,26.81,0.1,0.04,303.07,8.0,14.0,20.0,0.54,8.0,13.0,11.0,N
1.0,7.0,0.0,1.0,12.0,4.0,6.0,14.0,1.0,23.27,0.11,0.04,332.84,3.0,6.0,12.0,0.25,11.0,16.0,13.0,N
1.0,13.0,0.0,0.0,22.0,7.0,10.0,24.0,0.0,14.55,0.14,0.07,430.33,6.0,11.0,19.0,0.44,22.0,16.0,14.0,N
7.0,7.0,1.0,0.0,12.0,4.0,6.0,16.0,2.0,40.13,0.4,0.02,1197.09,3.0,6.0,14.0,0.1,24.0,39.0,31.0,N
7.0,11.0,1.0,0.0,20.0,6.0,10.0,23.0,5.0,45.0,0.48,0.02,1448.23,5.0,10.0,19.0,0.14,22.0,43.0,35.0,N
0.0,7.0,0.0,0.0,12.0,4.0,6.0,12.0,2.0,9.63,0.05,0.1,135.93,3.0,6.0,10.0,0.57,8.0,7.0,6.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,8.0,2.0,6.67,0.03,0.15,76.15,1.0,2.0,8.0,0.29,6.0,7.0,6.0,N
0.0,7.0,0.0,0.0,12.0,4.0,6.0,15.0,0.0,20.67,0.11,0.05,317.29,3.0,6.0,13.0,0.31,12.0,13.0,12.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,0.0,9.0,0.02,0.11,68.11,1.0,2.0,6.0,0.29,4.0,7.0,6.0,N
0.0,5.0,0.0,0.0,8.0,3.0,4.0,12.0,1.0,13.33,0.06,0.08,180.09,2.0,4.0,11.0,0.38,9.0,8.0,7.0,N
0.0,3.0,0.0,1.0,4.0,2.0,2.0,6.0,5.0,8.33,0.05,0.12,140.18,1.0,2.0,6.0,0.25,9.0,8.0,6.0,N
0.0,9.0,0.0,1.0,16.0,5.0,8.0,17.0,2.0,19.25,0.08,0.05,250.63,4.0,8.0,14.0,0.5,8.0,10.0,8.0,N
0.0,5.0,0.0,0.0,8.0,3.0,4.0,15.0,0.0,11.5,0.07,0.09,203.13,2.0,4.0,14.0,0.33,10.0,9.0,8.0,N
3.0,3.0,0.0,2.0,4.0,2.0,2.0,53.0,0.0,28.52,0.96,0.04,2867.19,1.0,2.0,53.0,0.04,54.0,48.0,42.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,2.0,6.0,0.01,0.17,39.0,1.0,2.0,6.0,0.29,2.0,7.0,6.0,N
0.0,5.0,0.0,0.0,8.0,3.0,4.0,15.0,0.0,11.5,0.07,0.09,203.13,2.0,4.0,14.0,0.38,10.0,8.0,7.0,N
2.0,5.0,1.0,1.0,8.0,3.0,4.0,15.0,0.0,11.7,0.13,0.09,395.0,2.0,4.0,14.0,0.16,20.0,19.0,15.0,N
0.0,5.0,1.0,0.0,8.0,3.0,4.0,12.0,0.0,5.73,0.04,0.17,129.66,2.0,4.0,11.0,0.3,11.0,10.0,9.0,N
0.0,5.0,1.0,0.0,8.0,3.0,4.0,13.0,1.0,27.0,0.09,0.04,263.54,2.0,4.0,12.0,0.21,7.0,14.0,13.0,N
0.0,9.0,0.0,0.0,16.0,5.0,8.0,17.0,2.0,17.14,0.1,0.06,288.85,4.0,8.0,14.0,0.42,11.0,12.0,11.0,N
2.0,3.0,0.0,0.0,4.0,2.0,2.0,9.0,6.0,15.0,0.09,0.07,272.28,1.0,2.0,9.0,0.12,10.0,17.0,14.0,N
0.0,7.0,0.0,0.0,12.0,4.0,6.0,13.0,2.0,11.15,0.09,0.09,284.98,3.0,6.0,11.0,0.22,13.0,18.0,17.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,0.0,5.25,0.01,0.19,44.97,1.0,2.0,7.0,0.4,4.0,5.0,4.0,N
0.0,5.0,0.0,0.0,6.0,3.0,2.0,9.0,0.0,6.5,0.04,0.15,125.1,2.0,3.0,8.0,0.43,9.0,7.0,6.0,N
1.0,13.0,0.0,1.0,24.0,7.0,12.0,25.0,3.0,39.75,0.17,0.03,515.47,6.0,12.0,20.0,0.35,10.0,20.0,17.0,N
0.0,5.0,0.0,0.0,8.0,3.0,4.0,9.0,2.0,9.0,0.06,0.11,169.92,2.0,4.0,8.0,0.43,10.0,7.0,6.0,N
0.0,5.0,0.0,0.0,8.0,3.0,4.0,12.0,1.0,12.6,0.07,0.08,196.21,2.0,4.0,11.0,0.38,10.0,8.0,7.0,N
0.0,3.0,0.0,1.0,4.0,2.0,2.0,6.0,5.0,8.33,0.05,0.12,140.18,1.0,2.0,6.0,0.22,9.0,9.0,7.0,N
0.0,7.0,0.0,0.0,12.0,4.0,6.0,15.0,0.0,20.67,0.11,0.05,317.29,3.0,6.0,13.0,0.31,12.0,13.0,12.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,9.0,3.0,11.0,0.06,0.09,184.0,1.0,2.0,9.0,0.15,8.0,13.0,12.0,N
0.0,5.0,1.0,0.0,8.0,3.0,4.0,14.0,0.0,11.09,0.09,0.09,284.6,2.0,4.0,13.0,0.23,17.0,13.0,12.0,N
0.0,5.0,0.0,0.0,8.0,3.0,4.0,14.0,0.0,11.38,0.09,0.09,279.69,2.0,4.0,13.0,0.33,16.0,9.0,8.0,N
0.0,11.0,0.0,0.0,18.0,6.0,8.0,20.0,1.0,18.31,0.1,0.05,309.13,5.0,9.0,16.0,0.4,13.0,15.0,14.0,N
0.0,15.0,0.0,0.0,22.0,8.0,8.0,24.0,6.0,43.21,0.22,0.02,660.69,7.0,11.0,18.0,0.32,12.0,25.0,24.0,N
3.0,15.0,0.0,0.0,26.0,8.0,12.0,31.0,0.0,27.6,0.23,0.04,697.17,7.0,13.0,25.0,0.36,21.0,22.0,18.0,N
1.0,16.0,0.0,0.0,20.0,10.0,10.0,42.0,0.0,30.94,0.2,0.03,605.41,5.0,10.0,34.0,0.4,16.0,25.0,23.0,N
