@relation CustomJM1
@attribute LOC_TOTAL numeric
@attribute LOC_COMMENTS numeric
@attribute LOC_BLANK numeric
@attribute HALSTEAD_CONTENT numeric
@attribute LOC_EXECUTABLE numeric
@attribute NUM_OPERATORS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute BRANCH_COUNT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute label {Y,N}

@data
51.0,0.0,3.0,32.35,46.0,68.0,11.0,0.17,21.0,7740.16,N
94.0,0.0,17.0,42.27,75.0,241.0,5.0,0.67,9.0,96152.47,N
53.0,6.0,4.0,34.17,39.0,59.0,7.0,0.16,13.0,6721.76,N
40.0,1.0,11.0,29.49,26.0,89.0,5.0,0.21,9.0,13673.67,N
7.0,0.0,0.0,11.52,5.0,8.0,2.0,0.01,3.0,161.94,N
56.0,10.0,7.0,34.48,37.0,78.0,15.0,0.22,29.0,12479.45,N
30.0,0.0,7.0,33.43,20.0,52.0,3.0,0.15,5.0,6287.07,N
19.0,0.0,2.0,30.77,15.0,42.0,3.0,0.12,5.0,3893.96,N
14.0,0.0,3.0,30.28,9.0,44.0,3.0,0.13,5.0,4898.57,N
14.0,0.0,3.0,15.54,9.0,24.0,4.0,0.07,7.0,2707.77,N
5.0,0.0,0.0,13.88,3.0,10.0,1.0,0.02,1.0,222.03,N
11.0,0.0,0.0,16.14,9.0,10.0,2.0,0.02,3.0,197.65,Y
18.0,0.0,0.0,16.47,16.0,19.0,3.0,0.03,5.0,454.05,N
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
88.0,7.0,21.0,71.94,58.0,196.0,5.0,0.74,9.0,68936.13,N
126.0,1.0,6.0,32.68,115.0,204.0,32.0,0.65,63.0,116160.08,Y
45.0,11.0,9.0,51.68,22.0,46.0,2.0,0.14,3.0,3307.46,N
29.0,4.0,5.0,65.68,18.0,44.0,1.0,0.14,1.0,2497.5,N
66.0,0.0,11.0,59.83,53.0,204.0,8.0,0.61,15.0,55903.67,N
38.0,0.0,1.0,45.1,35.0,86.0,4.0,0.27,7.0,14247.85,N
15.0,0.0,2.0,28.36,13.0,19.0,2.0,0.05,3.0,806.76,Y
25.0,8.0,4.0,14.43,10.0,21.0,2.0,0.04,3.0,1244.1,N
15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
49.0,3.0,5.0,18.66,34.0,81.0,14.0,0.22,27.0,23802.06,N
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
4.0,0.0,0.0,6.2,2.0,5.0,1.0,0.01,1.0,38.77,N
17.0,0.0,1.0,43.07,13.0,32.0,2.0,0.09,3.0,1718.19,N
28.0,0.0,4.0,17.63,22.0,82.0,5.0,0.22,9.0,25460.0,N
7.0,0.0,2.0,6.97,3.0,5.0,1.0,0.0,1.0,27.86,Y
8.0,0.0,1.0,12.06,5.0,16.0,1.0,0.03,1.0,549.52,N
20.0,0.0,7.0,23.79,11.0,19.0,2.0,0.05,3.0,830.55,N
80.0,17.0,7.0,38.71,54.0,131.0,19.0,0.43,37.0,42835.03,N
5.0,0.0,0.0,16.14,3.0,9.0,1.0,0.02,1.0,145.3,N
35.0,3.0,3.0,32.78,27.0,51.0,8.0,0.17,15.0,8315.43,N
12.0,0.0,1.0,18.99,9.0,23.0,3.0,0.07,5.0,2201.88,N
9.0,0.0,1.0,10.53,6.0,11.0,2.0,0.02,3.0,333.04,N
31.0,2.0,3.0,44.84,24.0,44.0,4.0,0.13,7.0,3631.96,N
50.0,4.0,3.0,23.91,40.0,152.0,11.0,0.41,21.0,62335.54,Y
72.0,13.0,16.0,28.35,41.0,68.0,6.0,0.17,11.0,9185.7,N
13.0,0.0,1.0,9.45,10.0,16.0,3.0,0.03,5.0,1144.0,N
11.0,0.0,4.0,12.12,4.0,14.0,1.0,0.03,1.0,528.0,N
28.0,0.0,4.0,38.97,24.0,45.0,4.0,0.12,7.0,3325.26,N
33.0,0.0,2.0,27.24,29.0,41.0,3.0,0.14,4.0,6128.96,N
51.0,1.0,14.0,77.52,34.0,60.0,5.0,0.19,9.0,4360.46,Y
16.0,0.0,3.0,13.09,11.0,37.0,3.0,0.08,5.0,4342.61,N
82.0,25.0,10.0,90.41,45.0,82.0,9.0,0.23,17.0,5170.55,N
18.0,0.0,5.0,17.05,11.0,28.0,2.0,0.06,3.0,1902.15,Y
24.0,0.0,3.0,20.73,19.0,57.0,7.0,0.18,13.0,14527.94,N
14.0,0.0,3.0,23.57,8.0,23.0,2.0,0.05,3.0,1154.99,N
13.0,2.0,0.0,17.03,9.0,11.0,3.0,0.02,5.0,272.46,N
5.0,1.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
18.0,0.0,2.0,21.33,14.0,6.0,1.0,0.02,1.0,192.0,Y
9.0,0.0,1.0,25.66,5.0,20.0,2.0,0.05,3.0,841.6,N
13.0,0.0,3.0,14.22,8.0,29.0,4.0,0.06,7.0,2350.76,N
13.0,0.0,1.0,32.7,9.0,23.0,1.0,0.07,1.0,1177.29,N
30.0,2.0,3.0,16.37,23.0,50.0,8.0,0.14,15.0,10653.55,N
123.0,14.0,14.0,65.34,92.0,193.0,13.0,0.64,25.0,56329.42,N
25.0,0.0,5.0,36.89,18.0,33.0,3.0,0.09,5.0,2152.36,N
27.0,0.0,1.0,17.26,21.0,76.0,6.0,0.17,11.0,14847.96,N
60.0,0.0,7.0,45.97,51.0,122.0,4.0,0.42,7.0,34022.4,N
8.0,0.0,0.0,13.69,8.0,12.0,2.0,0.03,3.0,565.71,N
62.0,5.0,9.0,30.05,46.0,105.0,10.0,0.28,18.0,24149.97,N
4.0,0.0,0.0,5.8,2.0,4.0,1.0,0.0,1.0,23.22,N
5.0,0.0,0.0,25.16,3.0,9.0,1.0,0.02,1.0,157.27,N
22.0,0.0,3.0,36.57,17.0,39.0,3.0,0.11,5.0,3072.67,N
10.0,0.0,0.0,21.68,8.0,16.0,2.0,0.04,3.0,542.09,N
74.0,6.0,6.0,44.25,53.0,94.0,7.0,0.32,13.0,21295.68,Y
30.0,2.0,2.0,33.77,23.0,44.0,3.0,0.12,5.0,4125.77,N
42.0,3.0,8.0,11.31,28.0,115.0,2.0,0.25,3.0,48284.58,N
10.0,0.0,1.0,11.38,7.0,11.0,2.0,0.02,3.0,451.71,N
56.0,6.0,1.0,44.86,47.0,89.0,6.0,0.27,11.0,15077.27,N
33.0,9.0,3.0,40.95,19.0,24.0,2.0,0.07,3.0,983.3,Y
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
24.0,5.0,2.0,39.63,14.0,28.0,4.0,0.07,7.0,1253.84,Y
22.0,4.0,4.0,26.41,10.0,38.0,3.0,0.09,5.0,2911.92,N
15.0,0.0,3.0,18.32,9.0,62.0,10.0,0.14,19.0,9525.53,Y
15.0,0.0,0.0,41.18,13.0,25.0,7.0,0.07,13.0,1089.13,N
27.0,0.0,4.0,20.98,21.0,44.0,6.0,0.12,11.0,6063.94,Y
4.0,0.0,0.0,5.99,2.0,5.0,1.0,0.01,1.0,84.22,Y
58.0,6.0,2.0,71.92,50.0,125.0,6.0,0.45,11.0,24806.45,N
20.0,0.0,3.0,11.32,13.0,35.0,6.0,0.09,11.0,6187.36,N
6.0,0.0,1.0,13.02,3.0,9.0,3.0,0.02,5.0,263.72,N
4.0,0.0,0.0,12.68,2.0,6.0,1.0,0.01,1.0,79.25,N
5.0,0.0,0.0,8.45,3.0,10.0,1.0,0.02,1.0,304.31,N
26.0,0.0,3.0,36.79,21.0,45.0,4.0,0.14,7.0,4791.59,N
85.0,0.0,5.0,48.84,78.0,199.0,11.0,0.64,21.0,74739.06,Y
53.0,4.0,8.0,55.9,33.0,85.0,3.0,0.28,5.0,12492.89,Y
9.0,0.0,2.0,21.33,5.0,9.0,1.0,0.02,1.0,174.13,N
4.0,0.0,0.0,9.51,2.0,6.0,1.0,0.01,1.0,85.59,N
53.0,7.0,8.0,36.3,36.0,58.0,4.0,0.18,7.0,8012.03,Y
10.0,0.0,2.0,16.5,4.0,17.0,1.0,0.03,1.0,593.95,N
23.0,0.0,4.0,28.63,17.0,22.0,3.0,0.06,5.0,1111.43,Y
16.0,0.0,0.0,27.93,13.0,45.0,3.0,0.1,5.0,3379.12,N
62.0,8.0,11.0,32.07,40.0,79.0,11.0,0.22,15.0,13919.8,N
26.0,3.0,5.0,12.01,16.0,49.0,6.0,0.12,11.0,9952.78,N
4.0,0.0,0.0,12.68,2.0,6.0,1.0,0.01,1.0,79.25,N
24.0,0.0,4.0,51.57,18.0,43.0,3.0,0.14,5.0,3234.72,N
76.0,10.0,13.0,22.59,47.0,103.0,6.0,0.31,11.0,38187.42,N
54.0,13.0,11.0,39.83,28.0,83.0,5.0,0.27,9.0,16169.62,Y
5.0,0.0,1.0,7.86,2.0,5.0,1.0,0.01,1.0,49.13,N
29.0,0.0,3.0,24.9,24.0,73.0,10.0,0.2,19.0,14945.0,Y
15.0,0.0,4.0,22.93,9.0,33.0,2.0,0.08,3.0,2528.5,N
16.0,0.0,2.0,25.3,12.0,29.0,3.0,0.09,5.0,2822.18,N
250.0,60.0,49.0,84.71,139.0,648.0,19.0,2.0,37.0,427818.05,N
11.0,0.0,3.0,22.46,6.0,29.0,1.0,0.07,1.0,1739.36,N
22.0,0.0,4.0,19.76,16.0,40.0,5.0,0.13,9.0,7634.85,N
4.0,0.0,0.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,N
26.0,0.0,3.0,29.48,21.0,48.0,4.0,0.14,7.0,5900.54,N
5.0,0.0,1.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,N
240.0,21.0,47.0,246.94,170.0,752.0,2.0,3.04,3.0,336181.92,N
5.0,0.0,0.0,6.46,3.0,6.0,1.0,0.01,1.0,103.4,N
5.0,0.0,0.0,9.05,3.0,5.0,1.0,0.01,1.0,36.19,N
108.0,24.0,36.0,515.21,46.0,91.0,1.0,0.38,1.0,2499.34,Y
22.0,0.0,5.0,34.29,15.0,34.0,2.0,0.1,3.0,2426.3,N
8.0,0.0,2.0,17.79,4.0,8.0,1.0,0.02,1.0,151.35,Y
12.0,1.0,2.0,26.86,7.0,13.0,2.0,0.03,3.0,329.04,Y
5.0,1.0,0.0,7.86,4.0,5.0,1.0,0.01,1.0,49.13,N
4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
57.0,1.0,5.0,51.68,49.0,117.0,4.0,0.4,7.0,27413.4,N
56.0,3.0,11.0,40.7,39.0,125.0,3.0,0.34,5.0,26118.31,N
24.0,0.0,3.0,28.25,14.0,49.0,5.0,0.12,9.0,4629.2,N
34.0,0.0,5.0,25.76,27.0,69.0,7.0,0.19,13.0,13041.92,N
66.0,17.0,10.0,54.99,37.0,76.0,8.0,0.26,15.0,11035.79,N
133.0,6.0,26.0,53.9,99.0,249.0,16.0,0.8,31.0,107055.81,Y
63.0,6.0,9.0,50.87,45.0,90.0,8.0,0.29,15.0,14758.72,N
5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
42.0,8.0,5.0,34.78,27.0,72.0,1.0,0.15,1.0,6183.75,N
35.0,2.0,5.0,53.22,25.0,80.0,8.0,0.26,15.0,11646.29,N
27.0,0.0,4.0,21.98,21.0,39.0,6.0,0.1,11.0,4486.3,Y
5.0,0.0,0.0,11.95,3.0,8.0,1.0,0.02,1.0,210.8,N
19.0,0.0,3.0,21.61,14.0,24.0,3.0,0.06,5.0,1383.02,N
41.0,11.0,2.0,22.53,28.0,59.0,7.0,0.18,13.0,13279.76,N
11.0,0.0,2.0,20.33,7.0,15.0,2.0,0.04,3.0,695.81,Y
11.0,0.0,1.0,13.46,8.0,19.0,2.0,0.04,3.0,1172.67,N
52.0,0.0,6.0,73.36,44.0,90.0,7.0,0.32,13.0,12890.28,Y
7.0,0.0,0.0,10.97,5.0,13.0,2.0,0.02,3.0,428.33,N
110.0,22.0,20.0,99.75,64.0,229.0,5.0,0.79,9.0,56362.31,N
17.0,0.0,0.0,31.65,15.0,17.0,4.0,0.04,7.0,351.62,Y
56.0,19.0,3.0,29.59,32.0,54.0,10.0,0.15,19.0,6868.56,N
48.0,0.0,2.0,28.87,44.0,132.0,25.0,0.4,49.0,49054.44,N
165.0,2.0,26.0,89.2,135.0,377.0,16.0,1.56,31.0,244180.95,Y
6.0,0.0,0.0,18.13,4.0,11.0,1.0,0.03,1.0,333.04,N
4.0,0.0,0.0,6.55,2.0,6.0,1.0,0.01,1.0,58.95,N
4.0,0.0,0.0,7.75,2.0,4.0,1.0,0.01,1.0,31.02,N
7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
93.0,0.0,22.0,18.33,69.0,187.0,6.0,0.44,11.0,97131.51,N
7.0,0.0,0.0,26.54,5.0,14.0,2.0,0.03,3.0,393.42,N
8.0,0.0,0.0,23.93,6.0,15.0,1.0,0.03,1.0,293.17,N
36.0,0.0,7.0,32.54,27.0,63.0,4.0,0.17,7.0,7999.96,N
123.0,23.0,21.0,130.72,71.0,323.0,4.0,1.12,7.0,86326.6,N
33.0,8.0,6.0,22.31,17.0,30.0,3.0,0.09,5.0,3573.99,Y
29.0,1.0,4.0,22.88,22.0,26.0,3.0,0.07,4.0,2091.9,N
11.0,0.0,0.0,17.79,9.0,20.0,2.0,0.04,3.0,1000.78,N
24.0,0.0,1.0,40.08,18.0,44.0,3.0,0.12,5.0,3440.31,N
21.0,0.0,0.0,70.56,19.0,41.0,1.0,0.12,1.0,1954.64,N
22.0,0.0,3.0,22.79,16.0,37.0,5.0,0.11,9.0,5127.59,N
34.0,0.0,7.0,15.99,25.0,73.0,8.0,0.17,15.0,15528.69,N
27.0,2.0,3.0,35.07,20.0,39.0,2.0,0.12,3.0,3907.31,N
27.0,5.0,4.0,67.2,16.0,95.0,1.0,0.29,1.0,11640.91,N
4.0,0.0,0.0,15.0,2.0,6.0,1.0,0.01,1.0,60.0,Y
54.0,2.0,10.0,34.74,38.0,76.0,6.0,0.22,8.0,12294.54,Y
95.0,10.0,6.0,35.96,70.0,200.0,17.0,0.61,33.0,94089.63,Y
15.0,0.0,1.0,14.53,12.0,37.0,8.0,0.08,15.0,4448.28,N
34.0,0.0,8.0,35.0,24.0,60.0,7.0,0.19,13.0,9580.34,N
8.0,0.0,0.0,18.47,6.0,15.0,3.0,0.04,5.0,905.26,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
18.0,3.0,4.0,15.11,8.0,22.0,3.0,0.06,5.0,1941.4,N
41.0,3.0,4.0,50.51,32.0,120.0,4.0,0.41,7.0,29548.21,Y
18.0,0.0,2.0,19.25,16.0,22.0,5.0,0.06,9.0,1736.95,N
17.0,0.0,11.0,10.8,3.0,6.0,1.0,0.01,1.0,67.5,N
11.0,0.0,1.0,11.64,10.0,27.0,2.0,0.06,3.0,3250.71,N
107.0,11.0,22.0,118.79,72.0,253.0,1.0,0.86,1.0,56161.17,N
57.0,4.0,15.0,23.95,31.0,85.0,8.0,0.23,15.0,19411.73,N
76.0,0.0,16.0,46.08,58.0,120.0,10.0,0.41,19.0,33181.37,Y
60.0,0.0,10.0,31.1,48.0,103.0,4.0,0.28,7.0,22113.51,N
22.0,1.0,1.0,14.25,17.0,38.0,4.0,0.09,7.0,5448.79,N
89.0,7.0,10.0,71.15,70.0,213.0,17.0,0.69,33.0,59789.22,N
6.0,1.0,0.0,9.23,5.0,13.0,1.0,0.03,1.0,747.43,N
11.0,0.0,1.0,16.73,8.0,12.0,2.0,0.03,3.0,338.78,N
30.0,0.0,1.0,28.77,27.0,69.0,7.0,0.21,13.0,14057.46,N
21.0,0.0,1.0,32.04,18.0,33.0,4.0,0.09,5.0,2085.42,N
23.0,0.0,2.0,20.53,19.0,22.0,4.0,0.05,7.0,1313.87,N
48.0,0.0,14.0,44.69,32.0,102.0,4.0,0.27,7.0,14589.43,N
11.0,1.0,2.0,27.41,5.0,11.0,1.0,0.03,1.0,255.94,N
14.0,0.0,2.0,19.68,9.0,35.0,3.0,0.09,5.0,3772.81,N
98.0,0.0,9.0,40.24,78.0,153.0,19.0,0.48,37.0,51032.11,Y
15.0,2.0,0.0,20.35,11.0,18.0,2.0,0.04,3.0,643.78,N
21.0,0.0,2.0,17.17,17.0,29.0,4.0,0.08,7.0,3365.15,N
21.0,0.0,3.0,25.68,16.0,25.0,4.0,0.08,7.0,2046.86,N
4.0,0.0,0.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,N
34.0,2.0,4.0,31.55,24.0,49.0,3.0,0.14,5.0,5835.81,N
66.0,9.0,7.0,67.52,50.0,137.0,7.0,0.5,13.0,33590.35,N
20.0,0.0,2.0,20.63,16.0,31.0,3.0,0.08,5.0,3028.63,N
22.0,0.0,6.0,22.93,14.0,30.0,3.0,0.07,5.0,1971.45,N
28.0,0.0,1.0,22.91,24.0,47.0,4.0,0.13,7.0,6619.73,N
43.0,1.0,5.0,22.2,35.0,64.0,11.0,0.18,21.0,12524.14,N
11.0,0.0,0.0,15.09,9.0,15.0,2.0,0.03,3.0,513.33,N
22.0,0.0,2.0,39.19,16.0,38.0,4.0,0.1,7.0,2343.81,N
12.0,1.0,2.0,11.33,7.0,17.0,3.0,0.04,5.0,1076.85,N
8.0,0.0,0.0,33.18,3.0,299.0,9.0,0.61,17.0,100375.0,N
21.0,0.0,2.0,19.12,17.0,24.0,4.0,0.06,7.0,1510.37,N
5.0,0.0,0.0,25.16,3.0,9.0,1.0,0.02,1.0,157.27,N
20.0,0.0,5.0,31.53,13.0,42.0,1.0,0.1,1.0,2731.23,N
23.0,8.0,2.0,20.55,13.0,30.0,5.0,0.07,9.0,2137.85,N
15.0,1.0,3.0,22.84,9.0,15.0,2.0,0.03,3.0,462.59,Y
56.0,0.0,9.0,71.14,45.0,135.0,5.0,0.48,9.0,28722.62,Y
143.0,12.0,18.0,88.72,102.0,322.0,16.0,1.02,31.0,104538.99,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
6.0,0.0,0.0,16.21,4.0,7.0,1.0,0.01,1.0,82.12,N
14.0,0.0,0.0,49.26,12.0,34.0,6.0,0.1,11.0,1907.08,Y
5.0,0.0,1.0,7.86,2.0,5.0,1.0,0.01,1.0,49.13,Y
48.0,1.0,1.0,38.48,43.0,89.0,11.0,0.26,16.0,15988.59,Y
60.0,2.0,4.0,60.3,51.0,93.0,13.0,0.28,25.0,11920.88,Y
49.0,2.0,4.0,23.1,41.0,169.0,2.0,0.4,3.0,62158.27,Y
6.0,0.0,1.0,16.5,3.0,7.0,1.0,0.01,1.0,66.0,N
36.0,1.0,5.0,24.81,27.0,46.0,7.0,0.14,13.0,6729.82,N
17.0,0.0,0.0,20.82,15.0,35.0,7.0,0.08,13.0,2519.68,N
13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
21.0,0.0,4.0,18.37,15.0,24.0,2.0,0.07,3.0,2377.07,N
33.0,4.0,9.0,50.51,18.0,41.0,2.0,0.12,3.0,2681.27,N
12.0,2.0,1.0,24.42,7.0,17.0,1.0,0.04,1.0,610.57,N
36.0,8.0,5.0,20.33,21.0,36.0,4.0,0.1,7.0,4229.55,N
51.0,12.0,5.0,40.97,34.0,62.0,5.0,0.21,9.0,9959.36,Y
230.0,93.0,26.0,126.22,107.0,266.0,4.0,0.98,7.0,69110.62,N
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
8.0,0.0,1.0,15.56,5.0,17.0,5.0,0.04,9.0,875.19,N
84.0,0.0,14.0,42.26,67.0,321.0,22.0,0.9,42.0,172435.02,Y
106.0,8.0,24.0,65.86,72.0,174.0,8.0,0.63,15.0,54439.88,N
9.0,0.0,1.0,26.15,6.0,16.0,1.0,0.04,1.0,490.97,N
10.0,0.0,1.0,33.25,7.0,107.0,6.0,0.26,11.0,18041.8,Y
9.0,0.0,1.0,20.3,6.0,14.0,1.0,0.03,1.0,470.05,N
51.0,0.0,2.0,39.92,47.0,118.0,14.0,0.39,27.0,33873.85,N
7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
19.0,0.0,2.0,38.72,15.0,29.0,2.0,0.09,3.0,1897.2,N
33.0,2.0,2.0,24.61,27.0,39.0,6.0,0.11,11.0,4733.0,N
42.0,8.0,6.0,62.67,26.0,48.0,2.0,0.15,3.0,3032.83,N
5.0,0.0,1.0,8.0,2.0,6.0,1.0,0.01,1.0,72.0,Y
32.0,4.0,4.0,18.93,21.0,36.0,4.0,0.09,7.0,4131.68,N
28.0,0.0,5.0,47.89,19.0,56.0,1.0,0.14,1.0,3654.32,N
41.0,6.0,8.0,38.21,23.0,77.0,1.0,0.2,1.0,9589.66,N
17.0,0.0,4.0,19.77,11.0,26.0,2.0,0.06,3.0,1484.6,Y
37.0,4.0,6.0,70.03,25.0,72.0,5.0,0.25,9.0,7911.0,N
11.0,0.0,0.0,17.85,9.0,17.0,4.0,0.03,7.0,507.65,N
4.0,0.0,0.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,N
28.0,1.0,5.0,33.95,20.0,38.0,3.0,0.12,5.0,3672.32,N
4.0,0.0,0.0,13.84,2.0,7.0,1.0,0.01,1.0,124.54,N
36.0,0.0,11.0,25.63,23.0,50.0,3.0,0.14,5.0,6560.0,N
7.0,0.0,1.0,21.35,4.0,11.0,1.0,0.02,1.0,181.62,N
71.0,0.0,15.0,47.68,54.0,105.0,17.0,0.36,33.0,24736.11,Y
18.0,0.0,0.0,19.8,16.0,73.0,1.0,0.12,1.0,6413.79,N
49.0,11.0,21.0,15.95,15.0,20.0,3.0,0.05,5.0,1172.07,Y
19.0,0.0,3.0,19.38,14.0,30.0,2.0,0.07,3.0,1986.51,N
24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Y
67.0,6.0,8.0,47.26,50.0,112.0,7.0,0.36,13.0,24061.01,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
16.0,0.0,3.0,15.24,11.0,23.0,4.0,0.06,7.0,1788.14,N
27.0,2.0,6.0,20.34,17.0,40.0,3.0,0.09,5.0,3597.82,N
27.0,0.0,2.0,21.64,23.0,47.0,6.0,0.14,11.0,8228.86,N
16.0,0.0,0.0,30.14,14.0,19.0,5.0,0.04,9.0,369.2,N
41.0,0.0,4.0,27.41,33.0,104.0,6.0,0.27,11.0,24040.0,N
258.0,21.0,41.0,142.53,194.0,492.0,14.0,1.9,27.0,228045.0,N
33.0,0.0,6.0,27.24,25.0,55.0,5.0,0.18,9.0,10748.47,Y
27.0,8.0,3.0,35.93,14.0,26.0,1.0,0.07,1.0,1148.47,N
6.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
12.0,2.0,1.0,10.88,5.0,11.0,2.0,0.02,3.0,431.75,N
15.0,0.0,3.0,8.22,9.0,18.0,4.0,0.04,7.0,1498.68,N
6.0,0.0,1.0,13.02,3.0,9.0,3.0,0.02,5.0,263.72,N
17.0,0.0,1.0,36.34,14.0,33.0,4.0,0.1,7.0,2523.86,N
12.0,0.0,2.0,7.93,8.0,13.0,2.0,0.03,3.0,1161.6,N
11.0,0.0,1.0,13.4,7.0,11.0,3.0,0.02,5.0,369.2,N
32.0,2.0,5.0,43.61,21.0,36.0,4.0,0.11,7.0,2619.3,N
46.0,1.0,9.0,56.72,33.0,134.0,4.0,0.41,7.0,26742.14,Y
4.0,0.0,0.0,12.68,2.0,6.0,1.0,0.01,1.0,79.25,N
123.0,0.0,17.0,62.64,103.0,225.0,26.0,0.83,51.0,98194.91,N
118.0,10.0,13.0,78.88,93.0,267.0,21.0,0.9,40.0,93190.81,N
29.0,0.0,6.0,40.37,21.0,38.0,1.0,0.08,1.0,1453.36,N
20.0,0.0,4.0,16.54,14.0,87.0,3.0,0.21,5.0,23264.66,N
5.0,0.0,0.0,9.51,3.0,10.0,1.0,0.02,1.0,237.74,N
176.0,23.0,24.0,54.33,127.0,432.0,12.0,1.34,21.0,295281.24,N
14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
40.0,5.0,4.0,48.6,28.0,129.0,19.0,0.34,37.0,21187.18,N
23.0,0.0,1.0,34.22,20.0,36.0,4.0,0.09,7.0,1906.47,N
26.0,0.0,5.0,10.79,19.0,29.0,6.0,0.07,11.0,4502.83,N
25.0,3.0,6.0,21.24,13.0,33.0,2.0,0.08,3.0,2676.78,N
31.0,5.0,3.0,22.07,21.0,45.0,3.0,0.12,5.0,5648.67,N
4.0,0.0,0.0,14.0,2.0,10.0,2.0,0.02,3.0,370.29,N
15.0,0.0,0.0,17.84,13.0,24.0,3.0,0.04,5.0,959.19,N
73.0,7.0,6.0,52.35,55.0,117.0,9.0,0.4,17.0,27337.42,N
99.0,13.0,18.0,49.72,65.0,168.0,6.0,0.56,8.0,56176.88,N
10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
17.0,0.0,1.0,25.11,14.0,29.0,5.0,0.08,9.0,2033.51,Y
5.0,0.0,0.0,16.84,3.0,5.0,1.0,0.01,1.0,37.9,Y
8.0,0.0,1.0,15.44,5.0,15.0,2.0,0.03,3.0,652.46,N
17.0,0.0,3.0,35.81,12.0,20.0,2.0,0.06,3.0,825.1,N
9.0,0.0,0.0,13.03,7.0,17.0,4.0,0.03,7.0,833.99,N
7.0,0.0,1.0,13.45,4.0,8.0,1.0,0.02,1.0,174.36,N
24.0,0.0,3.0,30.21,19.0,48.0,2.0,0.13,3.0,5288.35,N
24.0,0.0,4.0,37.2,18.0,40.0,4.0,0.13,7.0,3978.11,N
4.0,0.0,0.0,13.84,2.0,7.0,1.0,0.01,1.0,124.54,N
20.0,2.0,4.0,11.12,10.0,24.0,2.0,0.05,3.0,1879.21,N
4.0,0.0,0.0,6.2,2.0,5.0,1.0,0.01,1.0,38.77,N
75.0,7.0,30.0,28.15,36.0,57.0,6.0,0.17,11.0,9037.87,N
18.0,0.0,3.0,9.52,13.0,35.0,4.0,0.1,7.0,8565.02,N
44.0,0.0,2.0,32.72,40.0,121.0,6.0,0.37,11.0,37937.06,N
28.0,1.0,1.0,66.85,23.0,44.0,2.0,0.13,3.0,2316.26,N
18.0,0.0,1.0,46.14,14.0,28.0,2.0,0.08,3.0,1383.64,N
17.0,0.0,2.0,19.95,13.0,29.0,3.0,0.06,5.0,1758.5,Y
14.0,0.0,2.0,21.66,10.0,21.0,2.0,0.06,3.0,1449.81,N
10.0,0.0,1.0,8.93,7.0,10.0,2.0,0.02,3.0,585.95,N
91.0,19.0,24.0,113.29,46.0,133.0,2.0,0.54,3.0,23292.68,Y
40.0,5.0,9.0,60.15,23.0,72.0,1.0,0.22,1.0,6961.67,N
82.0,0.0,16.0,58.55,64.0,103.0,14.0,0.33,27.0,16295.07,N
4.0,0.0,0.0,8.72,2.0,7.0,2.0,0.01,3.0,139.48,N
19.0,0.0,4.0,15.74,13.0,29.0,4.0,0.07,7.0,2751.33,N
12.0,0.0,0.0,37.09,10.0,20.0,2.0,0.06,3.0,751.09,N
43.0,3.0,11.0,78.8,26.0,74.0,1.0,0.23,1.0,5817.75,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
97.0,16.0,5.0,49.31,74.0,152.0,24.0,0.48,47.0,42515.95,Y
83.0,4.0,10.0,61.98,67.0,170.0,5.0,0.45,9.0,29999.94,N
47.0,1.0,7.0,14.2,37.0,67.0,11.0,0.19,21.0,22058.39,N
58.0,2.0,5.0,67.78,49.0,100.0,7.0,0.35,13.0,16230.05,N
