@relation CustomCM1
@attribute LOC_TOTAL numeric
@attribute LOC_COMMENTS numeric
@attribute LOC_BLANK numeric
@attribute HALSTEAD_CONTENT numeric
@attribute LOC_EXECUTABLE numeric
@attribute NUM_OPERATORS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute BRANCH_COUNT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute Defective {Y,N}

@data
20.0,0.0,0.0,52.46,12.0,37.0,1.0,0.1,1.0,1619.04,N
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,N
51.0,3.0,2.0,35.44,44.0,93.0,13.0,0.24,25.0,14362.87,N
2.0,0.0,0.0,12.68,0.0,6.0,1.0,0.01,1.0,79.25,N
6.0,0.0,0.0,10.8,4.0,6.0,1.0,0.01,1.0,67.5,N
7.0,0.0,0.0,16.73,3.0,8.0,1.0,0.02,1.0,150.57,N
2.0,0.0,0.0,22.33,0.0,12.0,1.0,0.03,1.0,273.48,N
2.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
6.0,0.0,0.0,9.51,4.0,6.0,1.0,0.01,1.0,85.59,N
15.0,0.0,1.0,14.28,9.0,15.0,2.0,0.03,3.0,634.56,N
9.0,0.0,1.0,9.6,4.0,5.0,1.0,0.01,1.0,60.0,N
61.0,3.0,6.0,40.5,48.0,94.0,8.0,0.25,15.0,14289.29,N
3.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
16.0,1.0,2.0,29.28,9.0,24.0,1.0,0.06,1.0,1054.16,N
9.0,1.0,2.0,10.8,4.0,6.0,1.0,0.01,1.0,67.5,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
30.0,1.0,2.0,84.67,23.0,59.0,1.0,0.16,1.0,2655.37,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,9.05,0.0,5.0,1.0,0.01,1.0,36.19,N
4.0,0.0,0.0,7.75,0.0,4.0,1.0,0.01,1.0,31.02,N
91.0,1.0,20.0,58.98,64.0,107.0,8.0,0.36,15.0,19426.48,N
19.0,1.0,1.0,17.3,13.0,22.0,3.0,0.05,5.0,1142.0,N
16.0,0.0,2.0,14.45,12.0,17.0,2.0,0.03,3.0,592.07,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
17.0,0.0,1.0,17.63,14.0,22.0,4.0,0.05,7.0,1049.14,Y
16.0,0.0,0.0,29.29,14.0,33.0,2.0,0.08,3.0,1835.8,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
16.0,0.0,0.0,15.56,13.0,15.0,2.0,0.03,3.0,642.86,N
21.0,1.0,3.0,15.71,15.0,25.0,2.0,0.05,3.0,1320.0,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
25.0,0.0,8.0,24.93,15.0,29.0,3.0,0.07,5.0,1890.85,Y
44.0,2.0,3.0,33.95,34.0,68.0,8.0,0.2,15.0,11072.86,N
4.0,0.0,0.0,5.8,2.0,4.0,1.0,0.0,1.0,23.22,N
4.0,0.0,0.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,N
2.0,0.0,0.0,5.8,0.0,4.0,1.0,0.0,1.0,23.22,N
7.0,0.0,0.0,11.86,4.0,8.0,1.0,0.01,1.0,145.3,N
13.0,3.0,0.0,17.95,8.0,15.0,2.0,0.03,3.0,390.89,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
7.0,0.0,1.0,14.08,4.0,14.0,3.0,0.03,5.0,441.67,N
2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,N
30.0,0.0,2.0,37.72,24.0,47.0,4.0,0.12,7.0,3425.73,N
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
13.0,0.0,3.0,20.76,8.0,12.0,1.0,0.02,1.0,230.63,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
5.0,0.0,0.0,9.0,3.0,7.0,1.0,0.01,1.0,81.0,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
29.0,0.0,0.0,101.02,24.0,64.0,1.0,0.17,1.0,2425.5,Y
2.0,0.0,0.0,19.58,0.0,11.0,1.0,0.02,1.0,239.86,N
18.0,1.0,0.0,20.17,15.0,24.0,3.0,0.06,5.0,1584.94,N
12.0,0.0,0.0,14.28,8.0,15.0,2.0,0.03,3.0,634.56,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
9.0,0.0,0.0,13.11,7.0,22.0,2.0,0.05,3.0,1966.61,N
57.0,0.0,8.0,46.95,47.0,80.0,10.0,0.2,19.0,7935.0,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
5.0,0.0,0.0,9.0,2.0,7.0,1.0,0.01,1.0,81.0,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
79.0,16.0,5.0,37.85,56.0,96.0,7.0,0.28,13.0,19161.04,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,Y
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
25.0,0.0,1.0,26.23,20.0,36.0,3.0,0.08,5.0,2389.82,N
1.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
7.0,0.0,0.0,11.7,5.0,9.0,1.0,0.01,1.0,130.0,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
119.0,26.0,6.0,52.25,85.0,190.0,14.0,0.54,27.0,49320.73,Y
22.0,17.0,1.0,7.75,2.0,4.0,1.0,0.01,1.0,31.02,N
15.0,0.0,0.0,51.49,13.0,37.0,2.0,0.09,3.0,1507.89,N
22.0,0.0,1.0,20.93,19.0,37.0,3.0,0.08,5.0,2688.1,N
40.0,11.0,4.0,34.05,23.0,38.0,4.0,0.09,7.0,2297.39,N
6.0,1.0,0.0,13.29,3.0,8.0,1.0,0.01,1.0,119.59,Y
32.0,0.0,3.0,65.97,20.0,68.0,3.0,0.21,5.0,5829.1,N
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
6.0,0.0,0.0,12.68,1.0,6.0,1.0,0.01,1.0,79.25,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
4.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
5.0,0.0,0.0,15.11,3.0,10.0,2.0,0.02,3.0,306.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,8.72,0.0,7.0,2.0,0.01,3.0,139.48,N
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
1.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
27.0,0.0,3.0,37.35,22.0,75.0,6.0,0.23,11.0,13013.89,Y
3.0,0.0,0.0,11.09,0.0,13.0,1.0,0.01,1.0,177.52,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
33.0,0.0,4.0,50.04,27.0,71.0,4.0,0.2,7.0,7254.53,N
18.0,1.0,2.0,40.53,11.0,32.0,1.0,0.08,1.0,1551.63,N
27.0,5.0,4.0,27.8,16.0,31.0,2.0,0.07,3.0,1679.66,N
4.0,0.0,0.0,7.75,2.0,4.0,1.0,0.01,1.0,31.02,N
21.0,0.0,6.0,19.94,13.0,51.0,5.0,0.14,9.0,8794.04,Y
36.0,1.0,1.0,79.66,29.0,109.0,9.0,0.3,17.0,10307.52,N
2.0,0.0,0.0,5.8,0.0,4.0,1.0,0.0,1.0,23.22,N
23.0,1.0,3.0,45.35,13.0,36.0,1.0,0.1,1.0,1916.22,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
12.0,0.0,2.0,18.03,8.0,12.0,1.0,0.02,1.0,220.91,N
23.0,0.0,1.0,37.05,19.0,66.0,8.0,0.18,15.0,8017.24,Y
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
15.0,0.0,1.0,13.14,12.0,30.0,4.0,0.07,7.0,3632.76,N
25.0,1.0,3.0,101.6,16.0,43.0,1.0,0.14,1.0,1848.73,N
6.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
9.0,0.0,1.0,23.87,6.0,25.0,2.0,0.06,3.0,1425.51,Y
41.0,1.0,1.0,56.16,37.0,89.0,5.0,0.23,8.0,8293.01,N
19.0,1.0,3.0,29.32,13.0,29.0,2.0,0.06,3.0,1200.94,N
87.0,5.0,4.0,52.56,73.0,134.0,9.0,0.4,16.0,26954.95,N
22.0,1.0,2.0,35.82,16.0,34.0,2.0,0.08,3.0,1791.33,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
5.0,0.0,0.0,12.18,2.0,7.0,1.0,0.01,1.0,109.62,N
10.0,0.0,0.0,15.23,8.0,11.0,2.0,0.03,3.0,460.69,N
205.0,9.0,16.0,64.47,171.0,297.0,26.0,1.06,51.0,156823.6,Y
51.0,2.0,2.0,27.12,45.0,85.0,6.0,0.22,10.0,16398.39,N
8.0,1.0,1.0,11.86,4.0,10.0,1.0,0.02,1.0,227.03,N
19.0,0.0,0.0,16.67,17.0,25.0,2.0,0.05,5.0,1584.53,Y
17.0,0.0,3.0,14.45,12.0,17.0,2.0,0.03,3.0,592.07,N
8.0,0.0,0.0,27.41,6.0,12.0,1.0,0.03,1.0,304.59,N
4.0,0.0,0.0,5.8,2.0,4.0,1.0,0.0,1.0,23.22,N
16.0,1.0,2.0,29.28,9.0,24.0,1.0,0.06,1.0,1054.16,N
22.0,3.0,2.0,30.86,14.0,24.0,2.0,0.05,3.0,672.0,N
3.0,0.0,0.0,6.67,2.0,2.0,1.0,0.0,1.0,15.0,N
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
15.0,1.0,1.0,22.24,9.0,20.0,1.0,0.04,1.0,800.63,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
70.0,0.0,16.0,60.88,52.0,252.0,20.0,0.84,39.0,104852.1,N
84.0,4.0,13.0,51.83,65.0,154.0,11.0,0.5,21.0,43431.19,Y
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
5.0,0.0,0.0,7.86,0.0,5.0,1.0,0.01,1.0,49.13,N
24.0,0.0,3.0,14.98,19.0,31.0,4.0,0.09,7.0,4564.69,Y
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
28.0,0.0,1.0,23.68,22.0,32.0,4.0,0.09,7.0,3090.09,N
5.0,0.0,0.0,11.58,3.0,7.0,1.0,0.01,1.0,82.35,N
6.0,0.0,0.0,12.68,1.0,6.0,1.0,0.01,1.0,79.25,N
5.0,0.0,0.0,7.49,3.0,7.0,1.0,0.01,1.0,105.28,Y
14.0,0.0,1.0,28.0,8.0,11.0,1.0,0.03,1.0,252.0,N
33.0,1.0,3.0,44.35,27.0,59.0,4.0,0.15,7.0,4365.26,N
6.0,0.0,0.0,17.17,4.0,7.0,1.0,0.01,1.0,98.9,N
58.0,2.0,3.0,48.4,46.0,121.0,3.0,0.34,5.0,21346.25,Y
28.0,0.0,1.0,45.45,25.0,74.0,11.0,0.2,21.0,8196.42,N
65.0,1.0,8.0,61.43,49.0,99.0,7.0,0.31,13.0,13822.78,N
8.0,0.0,0.0,5.07,6.0,9.0,2.0,0.01,3.0,388.32,N
15.0,0.0,0.0,24.31,12.0,29.0,2.0,0.06,3.0,1555.89,N
52.0,3.0,2.0,41.29,43.0,83.0,6.0,0.22,11.0,10902.2,Y
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
12.0,0.0,0.0,21.02,7.0,18.0,2.0,0.04,3.0,813.86,N
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
78.0,6.0,6.0,49.46,57.0,114.0,10.0,0.27,19.0,13466.32,N
63.0,0.0,0.0,51.9,57.0,95.0,8.0,0.27,14.0,12497.82,N
12.0,0.0,1.0,13.4,9.0,15.0,2.0,0.04,3.0,936.0,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
8.0,0.0,0.0,17.92,6.0,12.0,1.0,0.02,1.0,286.8,N
7.0,0.0,0.0,8.3,5.0,11.0,2.0,0.02,3.0,369.01,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
56.0,5.0,14.0,71.67,33.0,56.0,3.0,0.18,5.0,4031.36,Y
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
64.0,2.0,2.0,52.58,58.0,118.0,11.0,0.32,21.0,17326.76,Y
44.0,2.0,2.0,37.74,38.0,87.0,3.0,0.2,5.0,9661.93,Y
41.0,0.0,3.0,80.38,36.0,101.0,2.0,0.27,6.0,7927.7,N
2.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
16.0,0.0,1.0,11.29,9.0,17.0,2.0,0.03,3.0,914.21,N
9.0,0.0,0.0,16.32,6.0,13.0,1.0,0.03,1.0,355.35,N
46.0,2.0,5.0,51.81,37.0,89.0,8.0,0.26,15.0,11436.73,Y
288.0,9.0,15.0,116.45,262.0,509.0,45.0,1.74,89.0,234743.54,Y
16.0,0.0,1.0,9.94,11.0,25.0,2.0,0.05,3.0,1880.19,Y
2.0,0.0,0.0,19.58,0.0,11.0,1.0,0.02,1.0,239.86,N
30.0,5.0,2.0,20.8,21.0,36.0,3.0,0.07,5.0,2348.19,N
13.0,0.0,3.0,13.44,8.0,18.0,3.0,0.04,5.0,933.33,Y
4.0,0.0,0.0,7.75,2.0,4.0,1.0,0.01,1.0,31.02,N
150.0,13.0,34.0,54.02,92.0,195.0,17.0,0.63,33.0,66460.03,N
9.0,0.0,1.0,17.44,5.0,14.0,1.0,0.03,1.0,379.91,N
1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.01,1.0,0.0,N
3.0,0.0,0.0,8.0,2.0,2.0,1.0,0.0,1.0,8.0,N
19.0,0.0,1.0,11.7,16.0,23.0,4.0,0.05,7.0,2080.0,N
58.0,14.0,6.0,64.62,36.0,69.0,5.0,0.23,9.0,7260.94,N
15.0,0.0,1.0,28.0,8.0,11.0,1.0,0.03,1.0,252.0,N
5.0,0.0,0.0,17.43,4.0,6.0,1.0,0.01,1.0,69.74,N
47.0,1.0,5.0,34.05,39.0,82.0,7.0,0.24,13.0,15107.52,N
25.0,0.0,1.0,29.72,21.0,46.0,3.0,0.11,5.0,3595.9,N
26.0,0.0,1.0,29.72,21.0,46.0,3.0,0.11,5.0,3595.9,Y
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
4.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
8.0,0.0,0.0,26.63,7.0,11.0,1.0,0.02,1.0,166.42,N
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
12.0,0.0,0.0,21.02,6.0,18.0,2.0,0.04,3.0,813.86,N
14.0,0.0,1.0,28.0,8.0,11.0,1.0,0.03,1.0,252.0,N
21.0,0.0,4.0,20.22,15.0,36.0,1.0,0.07,1.0,2139.43,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
19.0,1.0,2.0,33.6,11.0,24.0,2.0,0.06,3.0,1078.92,N
16.0,0.0,0.0,29.64,12.0,18.0,1.0,0.05,1.0,645.41,N
30.0,2.0,2.0,29.77,24.0,56.0,2.0,0.12,3.0,4075.46,N
20.0,0.0,3.0,15.21,15.0,26.0,4.0,0.06,7.0,2036.57,N
23.0,0.0,0.0,30.44,19.0,27.0,2.0,0.07,3.0,1301.39,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
107.0,19.0,0.0,39.84,80.0,136.0,18.0,0.41,35.0,38405.82,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
2.0,0.0,0.0,19.58,0.0,11.0,1.0,0.02,1.0,239.86,N
12.0,0.0,0.0,13.21,7.0,4.0,1.0,0.01,1.0,76.08,N
18.0,1.0,3.0,28.94,10.0,25.0,1.0,0.06,1.0,1176.04,N
32.0,0.0,2.0,68.24,25.0,101.0,4.0,0.28,7.0,10369.98,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
4.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
49.0,0.0,3.0,45.58,44.0,54.0,7.0,0.18,13.0,6755.1,Y
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
84.0,0.0,10.0,53.35,72.0,141.0,15.0,0.45,29.0,34029.33,Y
9.0,2.0,1.0,12.4,4.0,9.0,1.0,0.02,1.0,174.4,N
14.0,0.0,1.0,15.86,9.0,9.0,1.0,0.02,1.0,194.27,N
16.0,0.0,0.0,39.43,10.0,29.0,1.0,0.07,1.0,1162.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
3.0,0.0,0.0,8.0,2.0,2.0,1.0,0.0,1.0,8.0,Y
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
3.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
7.0,0.0,1.0,11.86,4.0,10.0,1.0,0.02,1.0,227.03,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
8.0,0.0,0.0,23.69,5.0,16.0,1.0,0.04,1.0,479.73,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
5.0,0.0,0.0,5.33,3.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
7.0,0.0,0.0,12.85,5.0,9.0,2.0,0.01,3.0,157.4,N
8.0,0.0,0.0,9.32,6.0,11.0,2.0,0.02,3.0,424.63,Y
6.0,2.0,0.0,7.75,2.0,4.0,1.0,0.01,1.0,31.02,N
19.0,4.0,0.0,15.22,6.0,12.0,1.0,0.02,1.0,213.97,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
7.0,0.0,0.0,17.75,5.0,10.0,1.0,0.01,1.0,110.95,Y
210.0,11.0,17.0,115.99,179.0,398.0,25.0,1.27,49.0,125808.33,N
50.0,2.0,6.0,57.62,36.0,78.0,4.0,0.26,7.0,10946.73,N
5.0,0.0,0.0,18.09,2.0,3.0,1.0,0.01,1.0,18.09,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
4.0,0.0,0.0,7.86,2.0,5.0,1.0,0.01,1.0,49.13,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
66.0,4.0,5.0,45.08,55.0,117.0,12.0,0.31,23.0,18860.59,Y
8.0,0.0,1.0,7.3,5.0,9.0,3.0,0.01,5.0,182.48,Y
1.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
24.0,1.0,3.0,32.45,17.0,32.0,2.0,0.07,3.0,1390.23,N
50.0,2.0,5.0,40.21,41.0,88.0,6.0,0.27,11.0,16084.69,Y
2.0,0.0,0.0,18.09,1.0,3.0,1.0,0.01,1.0,18.09,N
48.0,2.0,1.0,44.97,42.0,99.0,7.0,0.27,13.0,14278.39,Y
63.0,4.0,7.0,58.5,50.0,134.0,9.0,0.36,17.0,20176.5,N
8.0,0.0,2.0,13.5,4.0,5.0,1.0,0.01,1.0,54.0,N
23.0,0.0,1.0,17.03,20.0,31.0,3.0,0.06,5.0,1731.04,N
31.0,3.0,2.0,27.57,24.0,53.0,4.0,0.15,7.0,7345.59,N
9.0,0.0,2.0,18.08,4.0,11.0,1.0,0.02,1.0,289.36,N
7.0,0.0,1.0,8.72,4.0,7.0,1.0,0.01,1.0,139.48,N
2.0,0.0,0.0,5.8,0.0,4.0,1.0,0.0,1.0,23.22,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
10.0,0.0,1.0,9.6,4.0,5.0,1.0,0.01,1.0,60.0,N
11.0,0.0,1.0,16.8,8.0,22.0,4.0,0.05,7.0,1605.84,Y
2.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
6.0,0.0,0.0,12.68,1.0,6.0,1.0,0.01,1.0,79.25,N
4.0,0.0,0.0,7.86,2.0,5.0,1.0,0.01,1.0,49.13,N
7.0,0.0,0.0,23.25,5.0,15.0,1.0,0.02,1.0,209.28,N
23.0,0.0,0.0,59.23,13.0,41.0,1.0,0.11,1.0,1857.56,Y
19.0,0.0,1.0,14.75,16.0,19.0,3.0,0.04,5.0,944.22,Y
38.0,0.0,2.0,35.44,34.0,57.0,5.0,0.15,9.0,5989.62,Y
15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,12.06,0.0,4.0,1.0,0.01,1.0,27.14,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
74.0,10.0,11.0,52.0,45.0,77.0,6.0,0.25,11.0,10932.56,Y
2.0,0.0,0.0,16.92,0.0,10.0,1.0,0.02,1.0,207.22,N
2.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
16.0,0.0,1.0,35.32,13.0,24.0,2.0,0.06,3.0,1040.96,Y
2.0,0.0,0.0,15.95,0.0,7.0,1.0,0.01,1.0,99.66,N
14.0,0.0,1.0,13.92,11.0,19.0,3.0,0.04,4.0,966.67,N
14.0,1.0,2.0,18.89,8.0,16.0,1.0,0.04,1.0,597.79,N
39.0,1.0,5.0,70.66,31.0,94.0,2.0,0.27,3.0,9507.73,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
29.0,0.0,1.0,42.3,22.0,47.0,4.0,0.13,7.0,3426.62,N
35.0,0.0,3.0,19.69,28.0,54.0,5.0,0.14,9.0,8891.64,Y
11.0,3.0,0.0,15.22,6.0,12.0,1.0,0.02,1.0,213.97,N
2.0,0.0,0.0,5.8,0.0,4.0,1.0,0.0,1.0,23.22,N
34.0,0.0,13.0,18.77,19.0,43.0,4.0,0.1,7.0,4738.27,Y
20.0,1.0,2.0,16.82,13.0,23.0,3.0,0.05,5.0,1287.66,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
34.0,2.0,1.0,107.09,30.0,54.0,1.0,0.16,1.0,2021.62,N
2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,N
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
68.0,1.0,4.0,57.43,58.0,101.0,7.0,0.32,12.0,15553.76,N
5.0,0.0,0.0,7.11,3.0,7.0,1.0,0.01,1.0,113.74,N
78.0,1.0,1.0,165.42,71.0,200.0,6.0,0.6,10.0,19613.39,Y
102.0,3.0,6.0,65.81,85.0,193.0,13.0,0.63,25.0,54815.82,N
2.0,0.0,0.0,6.2,0.0,5.0,1.0,0.01,1.0,38.77,N
4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
13.0,0.0,5.0,15.24,6.0,9.0,1.0,0.02,1.0,243.78,N
3.0,0.0,0.0,18.09,2.0,3.0,1.0,0.01,1.0,18.09,N
43.0,2.0,4.0,50.53,35.0,74.0,3.0,0.19,5.0,6423.73,Y
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
14.0,0.0,2.0,19.91,10.0,25.0,3.0,0.07,5.0,1957.73,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
20.0,1.0,2.0,16.82,13.0,23.0,3.0,0.05,5.0,1287.66,N
5.0,0.0,0.0,11.58,3.0,7.0,1.0,0.01,1.0,82.35,N
2.0,0.0,0.0,6.2,0.0,5.0,1.0,0.01,1.0,38.77,Y
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
97.0,10.0,13.0,41.39,70.0,126.0,11.0,0.42,21.0,38352.97,Y
18.0,0.0,2.0,19.71,14.0,22.0,2.0,0.04,3.0,814.57,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
41.0,1.0,2.0,49.31,36.0,68.0,5.0,0.17,8.0,5461.03,N
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
2.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
6.0,0.0,0.0,12.68,1.0,6.0,1.0,0.01,1.0,79.25,N
44.0,0.0,3.0,42.08,38.0,61.0,4.0,0.17,7.0,6060.0,N
15.0,1.0,2.0,23.2,7.0,19.0,1.0,0.04,1.0,580.0,N
31.0,0.0,1.0,44.45,25.0,55.0,4.0,0.14,7.0,3989.43,N
54.0,0.0,2.0,53.36,48.0,70.0,5.0,0.2,9.0,7081.52,N
6.0,0.0,0.0,9.51,3.0,1.0,1.0,0.0,1.0,2.38,N
3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,N
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
41.0,0.0,2.0,31.0,35.0,68.0,6.0,0.19,11.0,10553.84,Y
33.0,1.0,1.0,55.71,24.0,30.0,1.0,0.11,1.0,1895.83,Y
