@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,8.15,3.5,99.85,0.29,5.55,2.0,7.0,2.0,7.0,4.0,N
0.0,0.0,2.0,2.0,2.0,1.0,8.0,25.9,3.43,304.49,0.29,16.92,8.0,16.0,7.0,6.0,12.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,3.0,10.8,2.5,67.5,0.4,3.75,3.0,6.0,3.0,5.0,5.0,N
0.0,0.0,0.0,1.0,1.0,1.0,3.0,16.84,1.5,37.9,0.67,2.11,4.0,5.0,4.0,3.0,5.0,N
5.0,0.0,16.0,7.0,5.0,4.0,56.0,37.85,22.5,19161.04,0.04,1064.5,50.0,96.0,30.0,27.0,79.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.4,2.73,2.0,5.0,2.0,5.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,6.2,2.5,38.77,0.4,2.15,1.0,5.0,1.0,5.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.4,2.73,2.0,5.0,2.0,5.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.4,2.73,2.0,5.0,2.0,5.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.4,2.73,2.0,5.0,2.0,5.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.4,2.73,2.0,5.0,2.0,5.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.4,2.73,2.0,5.0,2.0,5.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.4,2.73,2.0,5.0,2.0,5.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,3.0,9.36,4.17,162.5,0.24,9.03,5.0,8.0,3.0,5.0,6.0,N
0.0,0.0,0.0,1.0,1.0,1.0,3.0,9.36,4.17,162.5,0.24,9.03,5.0,8.0,3.0,5.0,6.0,N
0.0,0.0,0.0,2.0,1.0,1.0,5.0,14.1,5.25,388.55,0.19,21.59,9.0,11.0,6.0,7.0,8.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,3.0,9.36,4.17,162.5,0.24,9.03,5.0,8.0,3.0,5.0,6.0,N
0.0,0.0,0.0,1.0,1.0,1.0,3.0,9.36,4.17,162.5,0.24,9.03,5.0,8.0,3.0,5.0,6.0,N
0.0,0.0,0.0,2.0,2.0,1.0,5.0,8.3,6.67,369.01,0.15,20.5,5.0,11.0,3.0,8.0,7.0,N
0.0,0.0,3.0,2.0,2.0,1.0,7.0,19.03,3.5,233.13,0.29,12.95,6.0,12.0,6.0,7.0,12.0,N
2.0,5.0,0.0,5.0,2.0,1.0,14.0,10.11,21.0,4460.32,0.05,247.8,15.0,35.0,5.0,14.0,23.0,N
0.0,0.0,3.0,2.0,2.0,1.0,8.0,17.95,4.67,390.89,0.21,21.72,7.0,15.0,6.0,8.0,13.0,N
8.0,0.0,3.0,7.0,1.0,1.0,28.0,26.69,13.22,4665.3,0.08,259.18,17.0,61.0,9.0,14.0,41.0,N
0.0,2.0,1.0,2.0,2.0,1.0,5.0,19.03,3.5,233.13,0.29,12.95,6.0,12.0,6.0,7.0,10.0,N
0.0,2.0,1.0,2.0,2.0,1.0,5.0,19.03,3.5,233.13,0.29,12.95,6.0,12.0,6.0,7.0,10.0,N
0.0,2.0,1.0,2.0,2.0,1.0,5.0,20.31,3.0,182.83,0.33,10.16,6.0,11.0,6.0,6.0,10.0,N
0.0,1.0,1.0,2.0,2.0,1.0,6.0,20.31,3.0,182.83,0.33,10.16,6.0,11.0,6.0,6.0,10.0,N
0.0,0.0,2.0,1.0,1.0,1.0,2.0,7.75,2.0,31.02,0.5,1.72,2.0,4.0,2.0,4.0,6.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.8,2.0,23.22,0.5,1.29,1.0,4.0,1.0,4.0,4.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.75,2.0,31.02,0.5,1.72,2.0,4.0,2.0,4.0,4.0,N
1.0,0.0,0.0,2.0,2.0,1.0,11.0,16.14,7.5,908.35,0.13,50.46,10.0,21.0,6.0,9.0,14.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,4.0,N
0.0,0.0,0.0,2.0,2.0,1.0,5.0,6.67,4.5,135.0,0.22,7.5,3.0,7.0,2.0,6.0,7.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,1.0,N
0.0,0.0,1.0,2.0,2.0,1.0,11.0,17.59,6.87,831.38,0.15,46.19,11.0,18.0,8.0,10.0,14.0,Y
0.0,0.0,0.0,2.0,2.0,1.0,6.0,11.07,4.38,211.89,0.23,11.77,5.0,9.0,4.0,7.0,8.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
4.0,0.0,11.0,4.0,4.0,1.0,23.0,34.05,8.21,2297.39,0.12,127.63,23.0,38.0,14.0,10.0,40.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,N
6.0,0.0,1.0,4.0,4.0,1.0,28.0,28.43,12.13,4184.99,0.08,232.5,26.0,45.0,15.0,14.0,37.0,N
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
21.0,3.0,19.0,17.0,6.0,1.0,98.0,77.31,26.47,54152.01,0.04,3008.45,137.0,208.0,44.0,17.0,143.0,N
0.0,0.0,0.0,1.0,1.0,1.0,3.0,18.09,1.0,18.09,1.0,1.01,4.0,3.0,4.0,2.0,6.0,N
0.0,0.0,0.0,1.0,1.0,1.0,3.0,9.51,0.5,2.38,2.0,0.13,2.0,1.0,2.0,1.0,5.0,N
14.0,0.0,5.0,3.0,2.0,1.0,33.0,71.67,7.5,4031.36,0.13,223.96,45.0,56.0,30.0,10.0,56.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,4.0,19.0,18.0,12.0,11.0,80.0,39.84,31.05,38405.82,0.03,2133.66,77.0,136.0,31.0,25.0,107.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
13.0,0.0,10.0,3.0,2.0,1.0,28.0,51.12,9.0,4141.1,0.11,230.06,36.0,53.0,24.0,12.0,53.0,N
3.0,0.0,2.0,5.0,3.0,1.0,27.0,34.19,10.94,4092.71,0.09,227.37,31.0,46.0,17.0,12.0,34.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.8,2.0,23.22,0.5,1.29,1.0,4.0,1.0,4.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
4.0,0.0,2.0,3.0,3.0,1.0,29.0,34.34,14.4,7120.92,0.07,395.61,36.0,68.0,15.0,12.0,39.0,N
8.0,0.0,9.0,5.0,5.0,3.0,33.0,33.74,12.4,5188.53,0.08,288.25,31.0,57.0,15.0,12.0,52.0,N
3.0,0.0,0.0,4.0,1.0,1.0,15.0,15.21,11.57,2036.57,0.09,113.14,18.0,26.0,7.0,9.0,20.0,N
4.0,0.0,0.0,2.0,2.0,1.0,21.0,27.14,9.17,2280.63,0.11,126.7,20.0,35.0,12.0,11.0,30.0,Y
3.0,0.0,2.0,4.0,3.0,1.0,18.0,33.65,8.8,2605.92,0.11,144.77,24.0,39.0,15.0,11.0,25.0,N
6.0,0.0,2.0,4.0,3.0,1.0,18.0,33.65,8.8,2605.92,0.11,144.77,24.0,39.0,15.0,11.0,28.0,N
6.0,0.0,2.0,4.0,3.0,1.0,18.0,33.65,8.8,2605.92,0.11,144.77,24.0,39.0,15.0,11.0,28.0,N
23.0,0.0,17.0,28.0,27.0,18.0,173.0,143.73,23.29,77990.66,0.04,4332.81,176.0,345.0,68.0,18.0,217.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,3.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,5.0,N
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,N
0.0,0.0,0.0,4.0,3.0,3.0,30.0,48.26,11.5,6382.12,0.09,354.56,46.0,59.0,26.0,13.0,32.0,N
1.0,0.0,0.0,2.0,1.0,1.0,9.0,18.26,10.05,1842.32,0.1,102.35,17.0,23.0,11.0,13.0,13.0,N
7.0,0.0,3.0,7.0,7.0,1.0,57.0,66.4,13.81,12667.99,0.07,703.78,68.0,99.0,32.0,13.0,73.0,N
1.0,0.0,0.0,2.0,2.0,1.0,9.0,13.18,5.25,363.24,0.19,20.18,6.0,14.0,4.0,7.0,16.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,8.54,4.67,186.03,0.21,10.33,4.0,8.0,3.0,7.0,2.0,N
24.0,0.0,6.0,27.0,18.0,22.0,113.0,60.0,46.67,130658.97,0.02,7258.83,168.0,270.0,54.0,30.0,150.0,Y
13.0,11.0,6.0,34.0,29.0,26.0,251.0,193.06,41.02,324803.51,0.02,18044.64,428.0,678.0,120.0,23.0,283.0,N
2.0,3.0,1.0,3.0,2.0,1.0,10.0,14.51,7.0,711.05,0.14,39.5,7.0,19.0,5.0,10.0,18.0,N
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,4.0,N
3.0,0.0,0.0,2.0,2.0,1.0,15.0,25.29,7.33,1360.08,0.14,75.56,16.0,25.0,12.0,11.0,21.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,6.0,23.22,0.5,5.8,2.0,0.32,4.0,1.0,4.0,1.0,9.0,N
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
1.0,0.0,0.0,2.0,2.0,1.0,7.0,21.83,7.2,1131.65,0.14,62.87,16.0,21.0,10.0,9.0,10.0,N
0.0,0.0,0.0,2.0,1.0,1.0,7.0,13.11,12.25,1966.61,0.08,109.26,14.0,22.0,8.0,14.0,9.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.2,2.5,38.77,0.4,2.15,1.0,5.0,1.0,5.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,3.0,11.63,2.0,46.53,0.5,2.58,4.0,5.0,3.0,3.0,5.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,N
6.0,0.0,0.0,3.0,3.0,1.0,17.0,25.92,9.43,2304.56,0.11,128.03,22.0,30.0,14.0,12.0,26.0,N
3.0,0.0,0.0,3.0,3.0,1.0,30.0,36.87,9.88,3600.62,0.1,200.03,28.0,47.0,17.0,12.0,35.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,N
0.0,0.0,1.0,1.0,1.0,1.0,10.0,33.18,4.04,541.07,0.25,30.06,15.0,16.0,13.0,7.0,13.0,N
9.0,5.0,4.0,17.0,15.0,10.0,111.0,74.25,33.78,84710.46,0.03,4706.14,152.0,247.0,54.0,24.0,131.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,1.0,N
2.0,3.0,0.0,8.0,8.0,1.0,45.0,62.43,23.08,33247.47,0.04,1847.08,100.0,147.0,39.0,18.0,52.0,Y
2.0,0.0,0.0,3.0,3.0,1.0,29.0,28.84,15.17,6634.95,0.07,368.61,35.0,56.0,15.0,13.0,33.0,N
2.0,0.0,0.0,6.0,6.0,3.0,35.0,31.0,18.45,10553.84,0.05,586.32,41.0,68.0,20.0,18.0,41.0,Y
2.0,0.0,0.0,6.0,6.0,3.0,37.0,30.92,19.35,11576.4,0.05,643.13,43.0,71.0,20.0,18.0,44.0,N
2.0,0.0,0.0,3.0,3.0,1.0,26.0,29.12,12.43,4498.32,0.08,249.91,29.0,48.0,14.0,12.0,30.0,Y
1.0,0.0,0.0,2.0,2.0,1.0,9.0,13.4,8.36,936.0,0.12,52.0,13.0,15.0,7.0,9.0,12.0,N
1.0,0.0,0.0,2.0,2.0,1.0,11.0,8.95,14.3,1830.4,0.07,101.69,13.0,19.0,5.0,11.0,14.0,N
3.0,0.0,1.0,3.0,3.0,1.0,30.0,36.87,9.88,3600.62,0.1,200.03,28.0,47.0,17.0,12.0,36.0,N
1.0,0.0,0.0,2.0,2.0,1.0,9.0,13.18,5.25,363.24,0.19,20.18,6.0,14.0,4.0,7.0,16.0,N
20.0,0.0,1.0,8.0,8.0,1.0,64.0,58.98,18.15,19426.48,0.06,1079.25,79.0,107.0,37.0,17.0,91.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,2.0,N
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
1.0,0.0,0.0,2.0,2.0,1.0,6.0,6.0,6.0,216.0,0.17,12.0,4.0,8.0,2.0,6.0,9.0,N
0.0,1.0,0.0,3.0,1.0,1.0,6.0,12.27,7.5,690.0,0.13,38.33,9.0,14.0,6.0,10.0,9.0,N
1.0,0.0,0.0,3.0,3.0,3.0,9.0,15.86,6.0,571.1,0.17,31.73,9.0,16.0,6.0,8.0,12.0,N
3.0,0.0,2.0,1.0,1.0,1.0,8.0,29.02,3.5,355.53,0.29,19.75,8.0,18.0,8.0,7.0,15.0,Y
12.0,3.0,5.0,7.0,6.0,1.0,61.0,79.31,16.55,21710.74,0.06,1206.15,104.0,120.0,44.0,14.0,83.0,N
11.0,3.0,2.0,7.0,4.0,1.0,61.0,79.11,16.07,20425.58,0.06,1134.75,101.0,116.0,44.0,14.0,79.0,N
1.0,0.0,0.0,1.0,1.0,1.0,12.0,19.13,8.5,1382.33,0.12,76.8,17.0,22.0,9.0,9.0,15.0,Y
10.0,3.0,20.0,19.0,11.0,6.0,85.0,89.18,22.41,44799.75,0.04,2488.87,130.0,188.0,58.0,20.0,120.0,N
12.0,6.0,20.0,20.0,12.0,7.0,91.0,93.92,22.95,49471.62,0.04,2748.42,140.0,200.0,61.0,20.0,131.0,N
2.0,0.0,1.0,3.0,2.0,1.0,12.0,28.38,7.2,1471.15,0.14,81.73,18.0,31.0,10.0,8.0,17.0,N
0.0,0.0,0.0,1.0,1.0,1.0,7.0,31.28,3.43,367.69,0.29,20.43,12.0,19.0,7.0,4.0,9.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,7.0,54.91,2.31,292.41,0.43,16.25,15.0,16.0,13.0,4.0,9.0,N
0.0,0.0,0.0,1.0,1.0,1.0,7.0,32.29,2.57,213.55,0.39,11.86,12.0,13.0,7.0,3.0,9.0,N
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N
0.0,0.0,0.0,2.0,2.0,1.0,5.0,10.75,5.0,268.87,0.2,14.94,5.0,10.0,4.0,8.0,7.0,N
2.0,0.0,0.0,3.0,2.0,1.0,10.0,19.91,9.92,1957.73,0.1,108.76,17.0,25.0,12.0,14.0,14.0,N
2.0,0.0,0.0,3.0,2.0,1.0,9.0,18.49,9.55,1684.45,0.1,93.58,15.0,23.0,11.0,14.0,13.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,6.0,27.41,3.33,304.59,0.3,16.92,12.0,12.0,9.0,5.0,8.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.2,2.5,38.77,0.4,2.15,1.0,5.0,1.0,5.0,2.0,N
0.0,0.0,0.0,2.0,2.0,1.0,7.0,12.8,4.2,225.85,0.24,12.55,6.0,9.0,5.0,7.0,9.0,N
1.0,0.0,2.0,3.0,3.0,1.0,11.0,15.65,7.31,836.91,0.14,46.49,13.0,15.0,8.0,9.0,16.0,N
0.0,0.0,0.0,2.0,2.0,1.0,7.0,12.33,4.8,284.19,0.21,15.79,6.0,10.0,5.0,8.0,9.0,N
9.0,0.0,5.0,4.0,2.0,1.0,36.0,38.05,12.5,5945.41,0.08,330.3,35.0,57.0,21.0,15.0,54.0,N
0.0,0.0,0.0,2.0,2.0,1.0,4.0,15.2,5.0,380.0,0.2,21.11,6.0,13.0,6.0,10.0,6.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,8.0,22.21,6.0,799.54,0.17,44.42,12.0,23.0,7.0,7.0,10.0,N
1.0,0.0,0.0,3.0,1.0,1.0,11.0,13.92,8.33,966.67,0.12,53.7,10.0,19.0,6.0,10.0,14.0,N
0.0,0.0,0.0,4.0,4.0,1.0,18.0,29.53,7.14,1506.49,0.14,83.69,20.0,26.0,14.0,10.0,20.0,N
0.0,3.0,0.0,1.0,1.0,1.0,6.0,29.98,4.44,592.26,0.23,32.9,16.0,19.0,9.0,5.0,11.0,N
0.0,1.0,0.0,3.0,3.0,1.0,9.0,14.41,11.0,1743.03,0.09,96.83,14.0,24.0,7.0,11.0,12.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,4.0,N
1.0,0.0,0.0,3.0,1.0,1.0,15.0,15.63,7.5,879.05,0.13,48.84,10.0,20.0,6.0,9.0,18.0,N
0.0,0.0,0.0,4.0,1.0,1.0,18.0,19.5,8.13,1287.46,0.12,71.53,13.0,25.0,8.0,10.0,20.0,N
0.0,1.0,0.0,3.0,3.0,1.0,9.0,14.41,11.0,1743.03,0.09,96.83,14.0,24.0,7.0,11.0,12.0,N
1.0,0.0,0.0,4.0,1.0,1.0,13.0,17.59,8.94,1404.74,0.11,78.04,13.0,24.0,8.0,11.0,16.0,N
0.0,0.0,0.0,2.0,2.0,1.0,4.0,15.2,5.0,380.0,0.2,21.11,6.0,13.0,6.0,10.0,6.0,N
0.0,0.0,0.0,2.0,2.0,1.0,4.0,15.2,5.0,380.0,0.2,21.11,6.0,13.0,6.0,10.0,6.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,2.0,N
1.0,0.0,0.0,1.0,1.0,1.0,7.0,32.29,2.57,213.55,0.39,11.86,12.0,13.0,7.0,3.0,10.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.8,2.0,23.22,0.5,1.29,1.0,4.0,1.0,4.0,4.0,N
7.0,0.0,10.0,5.0,2.0,1.0,39.0,51.09,16.0,13079.79,0.06,726.66,60.0,88.0,30.0,16.0,61.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.75,1.0,4.75,1.0,0.26,1.0,2.0,1.0,2.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.75,1.0,4.75,1.0,0.26,1.0,2.0,1.0,2.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,16.84,1.5,37.9,0.67,2.11,4.0,5.0,4.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,3.0,8.0,3.0,72.0,0.33,4.0,2.0,6.0,2.0,6.0,5.0,Y
1.0,0.0,0.0,2.0,1.0,1.0,7.0,9.56,6.0,344.16,0.17,19.12,6.0,10.0,4.0,8.0,10.0,N
1.0,0.0,0.0,2.0,2.0,1.0,6.0,9.9,3.33,110.0,0.3,6.11,4.0,7.0,3.0,5.0,9.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,N
