@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1.0,13.0,2.0,0.0,2.0,0.26,0.0,4.0,0.57,0.83,2.0,27.6,14618.65,0.04,812.15,0.86,0.0,15.0,18.0,31.0,6.9,27.0,N
2.0,13.0,3.0,0.0,1.0,0.58,0.0,7.0,1.0,0.5,2.0,27.82,11216.64,0.04,623.15,0.57,0.0,11.0,18.0,16.0,7.69,12.0,N
12.0,55.0,12.0,2.0,3.0,0.4,0.0,15.0,0.44,0.48,2.0,59.29,173747.07,0.02,9652.62,0.5,0.0,58.0,38.0,102.0,5.62,86.0,N
3.0,37.0,4.0,0.0,4.0,0.43,0.0,7.0,0.35,0.58,2.0,65.0,109570.84,0.02,6087.27,0.6,0.0,27.0,30.0,55.0,7.84,47.0,N
5.0,19.0,2.0,0.0,0.0,0.5,0.0,6.0,0.6,0.0,2.0,22.95,13151.27,0.04,730.63,0.1,0.0,20.0,17.0,26.0,0.0,20.0,N
0.0,1.0,1.0,0.0,0.0,0.33,0.0,1.0,1.0,0.0,0.0,2.0,46.53,0.5,2.58,1.0,0.0,3.0,3.0,5.0,0.0,3.0,N
5.0,67.0,16.0,1.0,1.0,0.37,0.0,30.0,0.88,0.48,2.0,42.88,141975.76,0.02,7887.54,0.5,0.0,51.0,18.0,98.0,2.17,91.0,N
9.0,59.0,13.0,0.0,5.0,0.4,0.0,22.0,0.65,0.42,2.0,61.67,172104.21,0.02,9561.34,0.44,0.0,47.0,31.0,99.0,5.62,84.0,N
3.0,19.0,12.0,0.0,5.0,0.25,0.0,8.0,0.8,0.22,2.0,39.03,69340.63,0.03,3852.26,0.3,0.0,46.0,27.0,49.0,11.11,40.0,N
6.0,45.0,11.0,2.0,5.0,0.35,0.0,19.0,0.83,0.82,2.0,45.94,95998.42,0.02,5333.25,0.83,0.0,40.0,25.0,78.0,9.86,66.0,N
10.0,49.0,12.0,2.0,4.0,0.18,0.0,22.0,0.88,0.75,2.0,55.46,250956.7,0.02,13942.04,0.76,0.0,62.0,23.0,156.0,4.14,141.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.5,38.77,0.4,2.15,1.0,0.0,1.0,5.0,1.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,N
5.0,33.0,2.0,7.0,6.0,0.27,2.23,7.0,0.41,0.5,1.0,67.83,158152.05,0.01,8786.22,0.53,16.0,30.0,22.0,75.0,19.12,62.0,N
23.0,11.0,5.0,1.0,7.0,0.18,2.0,5.0,0.63,0.0,1.0,24.87,20623.58,0.04,1145.75,0.13,2.0,23.0,22.0,77.0,15.38,45.0,N
6.0,37.0,2.0,6.0,4.0,0.23,2.5,2.0,0.11,0.94,1.0,40.44,62131.34,0.02,3451.74,0.95,18.0,31.0,23.0,93.0,11.76,81.0,N
3.0,4.0,3.0,0.0,1.0,0.15,0.0,3.0,1.0,0.0,1.0,10.27,2942.64,0.1,163.48,0.33,0.0,15.0,14.0,26.0,4.76,20.0,N
23.0,18.0,7.0,6.0,11.0,0.22,2.75,7.0,0.7,0.67,0.0,18.86,15752.04,0.05,875.11,0.7,7.0,35.0,24.0,81.0,30.36,45.0,N
3.0,5.0,0.0,0.0,0.0,0.33,2.0,1.0,0.33,0.0,3.0,13.75,1798.48,0.07,99.92,0.33,2.0,6.0,11.0,14.0,0.0,9.0,N
14.0,11.0,1.0,4.0,16.0,0.15,2.0,3.0,0.5,0.0,0.0,64.29,72605.36,0.02,4033.63,0.17,5.0,14.0,20.0,73.0,35.09,41.0,N
53.0,27.0,2.0,12.0,22.0,0.17,2.44,8.0,0.57,0.54,0.0,62.4,165551.69,0.02,9197.32,0.57,13.0,35.0,24.0,161.0,32.08,84.0,N
14.0,13.0,3.0,3.0,19.0,0.23,2.0,4.0,0.57,0.67,0.0,44.1,24032.81,0.02,1335.16,0.71,6.0,10.0,21.0,65.0,44.9,30.0,N
19.0,13.0,3.0,4.0,21.0,0.23,2.0,4.0,0.57,0.67,0.0,40.09,22050.0,0.02,1225.0,0.71,6.0,11.0,21.0,72.0,49.02,30.0,N
24.0,43.0,2.0,18.0,38.0,0.18,2.62,10.0,0.45,0.62,4.0,45.5,111805.63,0.02,6211.42,0.64,21.0,39.0,21.0,184.0,35.67,119.0,N
19.0,13.0,3.0,5.0,19.0,0.23,2.0,4.0,0.57,0.67,0.0,40.09,22050.0,0.02,1225.0,0.71,6.0,11.0,21.0,70.0,48.98,30.0,N
21.0,10.0,1.0,1.0,7.0,0.2,0.0,2.0,0.22,0.0,1.0,24.1,18942.67,0.04,1052.37,0.11,0.0,21.0,23.0,75.0,15.38,45.0,N
5.0,7.0,0.0,4.0,0.0,0.44,2.5,1.0,0.25,0.0,2.0,20.4,3001.83,0.05,166.77,0.25,3.0,5.0,12.0,16.0,44.44,9.0,N
29.0,39.0,1.0,7.0,28.0,0.32,2.58,2.0,0.1,0.63,0.0,77.43,149562.2,0.01,8309.01,0.65,19.0,23.0,26.0,121.0,38.89,62.0,N
33.0,31.0,2.0,9.0,30.0,0.21,2.25,4.0,0.25,0.13,0.0,81.12,194483.67,0.01,10804.65,0.19,15.0,25.0,24.0,140.0,37.14,75.0,N
39.0,69.0,1.0,25.0,44.0,0.29,2.36,2.0,0.06,0.06,0.0,79.2,200997.63,0.01,11166.53,0.09,34.0,25.0,24.0,205.0,42.07,120.0,N
16.0,1.0,1.0,0.0,10.0,0.08,0.0,1.0,1.0,0.0,0.0,13.64,4873.11,0.07,270.73,1.0,0.0,11.0,12.0,41.0,43.48,13.0,N
6.0,7.0,3.0,3.0,5.0,0.57,2.0,4.0,1.0,0.0,0.0,5.4,467.02,0.19,25.95,0.25,3.0,5.0,6.0,20.0,66.67,7.0,N
48.0,64.0,1.0,16.0,11.0,0.19,2.56,13.0,0.37,0.62,2.0,83.85,343824.52,0.01,19101.36,0.63,28.0,49.0,33.0,241.0,14.14,180.0,N
48.0,5.0,7.0,2.0,26.0,0.06,3.0,2.0,0.67,1.0,0.0,19.96,31849.29,0.05,1769.4,1.0,2.0,46.0,17.0,128.0,35.9,52.0,N
8.0,5.0,0.0,1.0,8.0,0.5,4.0,1.0,0.33,0.0,0.0,11.0,1483.75,0.09,82.43,0.33,3.0,6.0,11.0,24.0,64.29,6.0,N
9.0,3.0,0.0,1.0,7.0,0.4,3.0,1.0,0.5,0.0,0.0,8.0,750.12,0.13,41.67,0.5,2.0,5.0,10.0,23.0,66.67,5.0,N
10.0,27.0,0.0,4.0,7.0,0.5,4.25,1.0,0.07,1.0,0.0,26.38,16434.72,0.04,913.04,1.0,13.0,13.0,14.0,56.0,31.43,28.0,N
1.0,9.0,3.0,0.0,0.0,0.24,0.0,3.0,0.6,1.0,2.0,21.47,12211.91,0.05,678.44,1.0,0.0,19.0,17.0,23.0,0.0,21.0,N
1.0,5.0,3.0,0.0,0.0,0.25,0.0,3.0,1.0,0.0,2.0,14.0,4284.74,0.07,238.04,0.33,0.0,15.0,14.0,14.0,0.0,12.0,N
1.0,3.0,1.0,0.0,0.0,0.25,0.0,2.0,1.0,0.0,2.0,9.6,1369.94,0.1,76.11,0.5,0.0,10.0,12.0,10.0,0.0,8.0,N
2.0,13.0,8.0,2.0,0.0,0.21,0.0,8.0,1.0,0.57,1.0,21.11,15596.05,0.05,866.45,0.63,0.0,27.0,20.0,42.0,5.13,39.0,N
5.0,15.0,5.0,0.0,3.0,0.21,0.0,8.0,1.0,0.0,3.0,25.54,23410.95,0.04,1300.61,0.13,0.0,26.0,16.0,48.0,7.14,39.0,N
3.0,19.0,8.0,0.0,0.0,0.29,2.14,6.0,0.6,0.0,0.0,14.41,12073.37,0.07,670.74,0.1,8.0,34.0,14.0,40.0,0.0,35.0,N
1.0,19.0,10.0,0.0,0.0,0.3,0.0,9.0,0.69,0.17,1.0,20.72,21334.26,0.05,1185.24,0.23,0.0,38.0,21.0,45.0,0.0,43.0,N
2.0,5.0,2.0,0.0,0.0,0.5,2.0,2.0,0.67,0.0,0.0,8.25,1180.25,0.12,65.57,0.33,2.0,6.0,11.0,14.0,0.0,6.0,N
12.0,25.0,5.0,0.0,0.0,0.04,2.0,1.0,1.0,0.0,0.0,32.5,26888.89,0.03,1493.83,1.0,12.0,12.0,15.0,46.0,0.0,28.0,N
3.0,7.0,2.0,0.0,0.0,0.5,2.0,3.0,0.75,0.0,0.0,10.83,2080.0,0.09,115.56,0.25,3.0,6.0,10.0,17.0,0.0,8.0,N
1.0,3.0,0.0,4.0,0.0,0.18,2.0,1.0,0.5,0.0,5.0,8.18,1697.34,0.12,94.3,0.5,1.0,11.0,9.0,18.0,36.36,11.0,N
0.0,1.0,0.0,0.0,0.0,0.1,0.0,1.0,1.0,0.0,3.0,33.75,19031.2,0.03,1057.29,1.0,0.0,6.0,5.0,14.0,0.0,10.0,N
1.0,3.0,0.0,0.0,0.0,0.5,2.0,1.0,0.5,0.0,4.0,6.42,498.63,0.16,27.7,0.5,1.0,6.0,7.0,10.0,0.0,4.0,N
0.0,1.0,2.0,0.0,0.0,0.2,0.0,1.0,1.0,0.0,3.0,8.25,1413.48,0.12,78.53,1.0,0.0,8.0,6.0,9.0,0.0,5.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.0,N
17.0,12.0,1.0,19.0,5.0,0.15,2.0,5.0,0.63,0.0,2.0,122.91,285104.16,0.01,15839.12,0.13,3.0,17.0,21.0,80.0,40.68,54.0,N
1.0,1.0,0.0,0.0,0.0,0.13,0.0,1.0,1.0,0.0,3.0,16.12,5279.85,0.06,293.32,1.0,0.0,8.0,6.0,13.0,0.0,8.0,N
18.0,12.0,1.0,19.0,5.0,0.15,2.0,5.0,0.63,0.0,2.0,124.37,278423.08,0.01,15467.95,0.13,3.0,16.0,20.0,81.0,40.68,54.0,N
0.0,3.0,0.0,2.0,0.0,0.29,2.0,1.0,0.5,0.0,3.0,9.0,1008.0,0.11,56.0,0.5,1.0,7.0,9.0,11.0,28.57,7.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,N
3.0,7.0,2.0,2.0,3.0,0.33,2.5,3.0,0.75,1.0,5.0,15.0,4723.94,0.07,262.44,1.0,3.0,13.0,13.0,22.0,33.33,12.0,N
6.0,13.0,2.0,6.0,3.0,0.18,3.0,1.0,0.14,1.0,5.0,54.95,97999.22,0.02,5444.4,1.0,6.0,19.0,12.0,52.0,21.43,39.0,N
5.0,15.0,2.0,7.0,3.0,0.21,3.33,1.0,0.13,1.0,4.0,53.67,78353.33,0.02,4352.96,1.0,7.0,18.0,14.0,50.0,24.39,38.0,N
8.0,52.0,13.0,0.0,11.0,0.45,0.0,17.0,0.61,0.78,2.0,44.69,92128.28,0.02,5118.24,0.79,0.0,48.0,30.0,82.0,15.07,62.0,N
1.0,7.0,4.0,0.0,0.0,0.33,0.0,3.0,0.75,0.67,2.0,11.92,2766.96,0.08,153.72,0.75,0.0,12.0,13.0,14.0,0.0,12.0,N
0.0,5.0,1.0,0.0,0.0,0.18,2.0,1.0,0.33,0.0,3.0,11.25,2157.94,0.09,119.89,0.33,2.0,8.0,10.0,21.0,0.0,17.0,Y
2.0,3.0,1.0,0.0,0.0,0.29,2.0,1.0,0.5,0.0,2.0,10.71,1313.83,0.09,72.99,0.5,1.0,7.0,10.0,12.0,0.0,7.0,N
0.0,3.0,0.0,0.0,0.0,0.4,2.0,1.0,0.5,0.0,2.0,5.0,154.4,0.2,8.58,0.5,1.0,2.0,5.0,8.0,0.0,5.0,N
2.0,23.0,0.0,6.0,0.0,0.27,2.22,1.0,0.08,0.45,7.0,35.11,38303.42,0.03,2127.97,0.5,11.0,23.0,17.0,55.0,13.33,45.0,N
1.0,1.0,0.0,0.0,1.0,0.05,0.0,1.0,1.0,0.0,3.0,91.87,171052.56,0.01,9502.92,1.0,0.0,8.0,6.0,27.0,4.76,20.0,N
1.0,5.0,0.0,0.0,1.0,0.3,2.0,1.0,0.33,0.0,3.0,8.8,1541.2,0.11,85.62,0.33,2.0,10.0,8.0,17.0,9.09,10.0,N
1.0,5.0,0.0,0.0,1.0,0.3,2.0,1.0,0.33,0.0,3.0,8.8,1541.2,0.11,85.62,0.33,2.0,10.0,8.0,17.0,9.09,10.0,N
2.0,13.0,0.0,0.0,1.0,0.41,2.0,1.0,0.14,0.0,3.0,19.0,8375.9,0.05,465.33,0.14,6.0,12.0,8.0,25.0,5.56,17.0,N
1.0,1.0,0.0,0.0,1.0,0.13,0.0,1.0,1.0,0.0,3.0,24.0,11696.19,0.04,649.79,1.0,0.0,8.0,6.0,15.0,11.11,8.0,N
4.0,11.0,2.0,12.0,0.0,0.18,2.0,2.0,0.33,0.4,3.0,29.14,15444.09,0.03,858.0,0.5,5.0,14.0,16.0,42.0,35.29,34.0,Y
0.0,3.0,0.0,2.0,0.0,0.29,2.0,1.0,0.5,0.0,3.0,9.0,1008.0,0.11,56.0,0.5,1.0,7.0,9.0,11.0,28.57,7.0,N
0.0,3.0,0.0,0.0,0.0,0.4,2.0,1.0,0.5,0.0,2.0,9.1,848.2,0.11,47.12,0.5,1.0,5.0,7.0,9.0,0.0,5.0,N
0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,2.0,4.0,186.42,0.25,10.36,1.0,0.0,4.0,8.0,4.0,0.0,2.0,N
2.0,1.0,0.0,0.0,2.0,0.05,0.0,1.0,1.0,0.0,2.0,35.67,34375.18,0.03,1909.73,1.0,0.0,12.0,8.0,28.0,8.7,21.0,N
1.0,7.0,2.0,0.0,3.0,0.36,2.5,3.0,0.75,1.0,5.0,14.5,4634.63,0.07,257.48,1.0,3.0,13.0,13.0,19.0,21.43,11.0,N
9.0,11.0,3.0,3.0,10.0,0.29,2.67,4.0,0.67,1.0,5.0,75.6,111737.37,0.01,6207.63,1.0,5.0,15.0,18.0,44.0,41.94,21.0,N
11.0,23.0,3.0,5.0,6.0,0.36,2.57,6.0,0.5,1.0,4.0,89.3,147650.89,0.01,8202.83,1.0,11.0,15.0,19.0,54.0,28.21,33.0,N
1.0,3.0,0.0,0.0,0.0,0.25,2.0,1.0,0.5,0.0,3.0,36.9,25706.76,0.03,1428.15,0.5,1.0,10.0,9.0,13.0,0.0,8.0,N
1.0,7.0,1.0,0.0,0.0,0.31,2.0,1.0,0.25,0.0,4.0,20.53,8379.04,0.05,465.5,0.25,3.0,15.0,14.0,19.0,0.0,13.0,N
5.0,5.0,3.0,2.0,1.0,0.15,2.0,1.0,0.33,0.0,4.0,45.18,61231.14,0.02,3401.73,0.33,2.0,17.0,12.0,31.0,14.29,20.0,N
6.0,1.0,1.0,0.0,2.0,0.13,0.0,1.0,1.0,0.0,0.0,8.64,1934.62,0.12,107.48,1.0,0.0,11.0,10.0,18.0,20.0,8.0,N
19.0,9.0,4.0,2.0,5.0,0.11,2.0,5.0,1.0,0.0,0.0,33.07,46402.42,0.03,2577.91,0.2,4.0,27.0,19.0,72.0,13.73,46.0,N
20.0,15.0,3.0,8.0,11.0,0.18,2.0,3.0,0.38,0.0,0.0,25.65,21826.86,0.04,1212.6,0.13,7.0,20.0,19.0,77.0,34.55,44.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,N
2.0,3.0,1.0,0.0,0.0,0.29,2.0,2.0,1.0,0.0,2.0,7.2,559.51,0.14,31.08,0.5,1.0,5.0,8.0,11.0,0.0,7.0,N
13.0,5.0,1.0,0.0,12.0,0.09,2.0,1.0,0.33,0.0,0.0,23.57,17284.19,0.04,960.23,0.33,2.0,14.0,12.0,62.0,25.53,35.0,N
3.0,3.0,0.0,0.0,0.0,0.33,2.0,1.0,0.5,0.0,0.0,6.0,318.91,0.17,17.72,0.5,1.0,4.0,6.0,11.0,0.0,6.0,N
9.0,5.0,1.0,1.0,4.0,0.21,2.0,2.0,0.67,0.0,0.0,15.0,4147.27,0.07,230.4,0.33,2.0,10.0,12.0,29.0,27.78,14.0,N
8.0,3.0,0.0,0.0,2.0,0.07,2.0,1.0,0.5,0.0,0.0,22.9,24004.59,0.04,1333.59,0.5,1.0,21.0,13.0,40.0,6.67,28.0,N
8.0,3.0,0.0,0.0,0.0,0.13,2.0,1.0,0.5,0.0,0.0,28.7,10288.84,0.03,571.6,0.5,1.0,5.0,7.0,25.0,0.0,15.0,N
6.0,3.0,0.0,0.0,0.0,0.18,2.0,1.0,0.5,0.0,0.0,20.3,5094.23,0.05,283.01,0.5,1.0,5.0,7.0,19.0,0.0,11.0,N
6.0,3.0,0.0,0.0,1.0,0.18,2.0,1.0,0.5,0.0,0.0,14.0,2459.28,0.07,136.63,0.5,1.0,5.0,7.0,20.0,8.33,11.0,N
6.0,5.0,0.0,1.0,2.0,0.15,2.0,1.0,0.33,0.0,0.0,27.43,12644.93,0.04,702.5,0.33,2.0,7.0,8.0,30.0,13.64,20.0,N
22.0,7.0,16.0,3.0,15.0,0.11,2.0,3.0,0.75,0.0,0.0,11.02,7893.16,0.09,438.51,0.25,4.0,32.0,15.0,75.0,35.29,36.0,N
29.0,24.0,20.0,2.0,0.0,0.29,0.0,22.0,1.0,0.0,0.0,21.77,28758.99,0.05,1597.72,0.05,0.0,47.0,33.0,107.0,2.63,76.0,N
25.0,29.0,3.0,2.0,11.0,0.23,2.27,3.0,0.2,0.5,0.0,65.26,141466.74,0.02,7859.26,0.53,14.0,23.0,19.0,103.0,17.11,65.0,N
21.0,19.0,3.0,6.0,10.0,0.2,2.29,5.0,0.5,0.22,0.0,46.75,53191.17,0.02,2955.06,0.3,9.0,20.0,22.0,83.0,26.67,50.0,N
32.0,37.0,12.0,6.0,21.0,0.21,2.64,10.0,0.53,0.67,0.0,50.0,126600.0,0.02,7033.33,0.68,18.0,39.0,25.0,145.0,24.32,90.0,N
10.0,4.0,4.0,1.0,2.0,0.16,0.0,3.0,1.0,0.0,0.0,13.13,3931.7,0.08,218.43,0.33,0.0,12.0,15.0,33.0,14.29,19.0,N
15.0,3.0,4.0,1.0,2.0,0.22,2.0,2.0,1.0,0.0,0.0,4.5,428.33,0.22,23.8,0.5,1.0,7.0,7.0,28.0,27.27,9.0,N
3.0,1.0,0.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.0,3.0,126.0,0.33,7.0,1.0,0.0,4.0,4.0,9.0,0.0,4.0,N
13.0,3.0,2.0,0.0,11.0,0.06,2.0,1.0,0.5,0.0,0.0,18.35,13195.42,0.05,733.08,0.5,1.0,17.0,12.0,58.0,25.58,32.0,N
12.0,13.0,4.0,2.0,3.0,0.35,3.5,4.0,0.57,1.0,0.0,11.25,4199.46,0.09,233.3,1.0,5.0,18.0,15.0,64.0,21.74,20.0,N
13.0,11.0,1.0,4.0,8.0,0.21,2.0,2.0,0.33,0.0,0.0,37.23,30894.1,0.03,1716.34,0.17,5.0,11.0,13.0,52.0,32.43,29.0,N
16.0,13.0,1.0,6.0,11.0,0.25,2.5,3.0,0.43,0.83,0.0,38.25,25897.75,0.03,1438.76,0.86,6.0,14.0,21.0,57.0,43.59,28.0,N
16.0,13.0,3.0,0.0,10.0,0.18,2.0,4.0,0.57,0.0,0.0,34.0,33832.75,0.03,1879.6,0.14,6.0,18.0,17.0,68.0,20.0,40.0,N
33.0,33.0,6.0,6.0,23.0,0.24,2.23,9.0,0.53,0.25,0.0,58.76,132943.06,0.02,7385.73,0.29,16.0,29.0,24.0,128.0,31.18,70.0,N
33.0,29.0,7.0,9.0,20.0,0.25,2.17,8.0,0.53,0.14,0.0,44.83,70169.94,0.02,3898.33,0.2,14.0,29.0,25.0,115.0,36.25,60.0,N
24.0,19.0,1.0,2.0,20.0,0.16,2.29,5.0,0.5,0.56,0.0,47.92,89204.84,0.02,4955.82,0.6,9.0,24.0,20.0,107.0,27.16,61.0,N
13.0,13.0,1.0,4.0,8.0,0.23,2.0,3.0,0.43,0.0,0.0,40.18,38646.97,0.02,2147.05,0.14,6.0,14.0,15.0,54.0,30.77,31.0,N
18.0,19.0,2.0,3.0,9.0,0.32,2.5,5.0,0.5,0.67,0.0,31.57,22836.01,0.03,1268.67,0.7,9.0,14.0,17.0,60.0,30.0,31.0,N
9.0,9.0,2.0,1.0,4.0,0.24,2.33,4.0,0.8,0.5,0.0,19.73,10069.57,0.05,559.42,0.6,4.0,15.0,16.0,36.0,20.0,21.0,N
34.0,39.0,3.0,10.0,27.0,0.27,2.73,5.0,0.25,0.89,0.0,129.11,412246.14,0.01,22902.56,0.9,19.0,19.0,22.0,136.0,37.0,73.0,N
15.0,15.0,2.0,2.0,12.0,0.32,2.75,3.0,0.38,0.57,0.0,33.85,21000.2,0.03,1166.68,0.63,7.0,13.0,20.0,54.0,37.84,25.0,N
7.0,7.0,1.0,2.0,3.0,0.33,2.5,2.0,0.5,0.0,0.0,24.0,6324.94,0.04,351.39,0.25,3.0,7.0,14.0,24.0,33.33,12.0,N
7.0,5.0,1.0,2.0,2.0,0.27,2.0,2.0,0.67,0.0,0.0,19.25,4012.87,0.05,222.94,0.33,2.0,6.0,11.0,22.0,30.77,11.0,N
13.0,15.0,3.0,1.0,5.0,0.21,2.4,6.0,0.75,0.57,0.0,32.11,35212.66,0.03,1956.26,0.63,7.0,21.0,19.0,58.0,13.95,38.0,N
11.0,9.0,1.0,2.0,6.0,0.19,2.33,3.0,0.6,0.75,0.0,28.77,16657.75,0.03,925.43,0.8,4.0,13.0,17.0,45.0,25.0,26.0,N
4.0,3.0,0.0,1.0,1.0,0.33,2.0,1.0,0.5,0.0,0.0,6.67,369.01,0.15,20.5,0.5,1.0,3.0,8.0,13.0,28.57,6.0,N
17.0,13.0,2.0,5.0,8.0,0.23,2.2,3.0,0.43,0.83,0.0,44.8,39374.15,0.02,2187.45,0.86,6.0,15.0,21.0,57.0,34.21,30.0,N
10.0,9.0,2.0,1.0,6.0,0.28,3.0,3.0,0.6,1.0,0.0,20.31,8977.55,0.05,498.75,1.0,4.0,13.0,16.0,36.0,29.17,18.0,N
18.0,15.0,4.0,2.0,6.0,0.17,2.17,7.0,0.88,0.29,0.0,36.96,47727.54,0.03,2651.53,0.38,7.0,23.0,20.0,72.0,15.38,46.0,N
18.0,17.0,5.0,6.0,11.0,0.24,2.0,6.0,0.67,0.0,0.0,45.5,55737.5,0.02,3096.53,0.11,8.0,16.0,16.0,69.0,34.69,38.0,N
9.0,7.0,3.0,3.0,6.0,0.33,2.0,4.0,1.0,0.0,0.0,10.0,1480.0,0.1,82.22,0.25,3.0,6.0,10.0,29.0,50.0,12.0,N
6.0,3.0,2.0,1.0,1.0,0.07,2.0,1.0,1.0,0.0,0.0,21.0,8756.84,0.05,486.49,1.0,1.0,9.0,9.0,23.0,13.33,14.0,N
24.0,15.0,4.0,7.0,14.0,0.13,2.17,7.0,0.88,0.43,0.0,38.14,47779.28,0.03,2654.4,0.5,7.0,21.0,18.0,100.0,28.38,60.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,N
2.0,3.0,0.0,1.0,3.0,0.29,2.0,1.0,0.5,0.0,0.0,6.67,415.13,0.15,23.06,0.5,1.0,3.0,8.0,14.0,40.0,7.0,N
14.0,11.0,4.0,6.0,12.0,0.25,2.0,6.0,1.0,0.0,0.0,18.67,9430.96,0.05,523.94,0.17,5.0,15.0,14.0,52.0,50.0,24.0,N
14.0,10.0,1.0,2.0,3.0,0.24,3.0,2.0,0.29,0.33,0.0,15.75,7159.08,0.06,397.73,0.43,2.0,18.0,21.0,48.0,15.63,29.0,N
14.0,11.0,1.0,2.0,11.0,0.24,2.0,2.0,0.33,0.0,0.0,41.17,30592.16,0.02,1699.56,0.17,5.0,12.0,19.0,52.0,36.11,25.0,N
6.0,5.0,1.0,0.0,1.0,0.27,3.0,2.0,0.67,1.0,0.0,9.55,1817.44,0.1,100.97,1.0,2.0,11.0,14.0,20.0,8.33,11.0,N
9.0,7.0,2.0,0.0,3.0,0.25,2.5,3.0,0.75,0.67,0.0,16.39,6334.65,0.06,351.92,0.75,3.0,14.0,17.0,30.0,15.79,16.0,N
4.0,1.0,0.0,0.0,2.0,0.17,0.0,1.0,1.0,0.0,0.0,8.57,1237.97,0.12,68.78,1.0,0.0,7.0,12.0,14.0,25.0,6.0,N
10.0,15.0,2.0,3.0,9.0,0.32,2.4,4.0,0.5,0.0,0.0,41.67,27127.69,0.02,1507.09,0.13,7.0,9.0,15.0,46.0,35.29,25.0,N
9.0,1.0,0.0,4.0,4.0,0.05,0.0,1.0,1.0,0.0,0.0,17.0,11388.28,0.06,632.68,1.0,0.0,12.0,8.0,34.0,34.78,19.0,N
7.0,9.0,2.0,3.0,4.0,0.19,2.0,4.0,0.8,0.0,0.0,25.6,10709.48,0.04,594.97,0.2,4.0,10.0,16.0,39.0,23.33,26.0,N
4.0,7.0,3.0,0.0,1.0,0.27,2.0,4.0,1.0,0.0,0.0,11.25,3115.18,0.09,173.07,0.25,3.0,14.0,15.0,22.0,6.25,15.0,N
19.0,27.0,3.0,3.0,17.0,0.44,2.86,5.0,0.36,0.38,0.0,33.19,27014.43,0.03,1500.8,0.43,13.0,16.0,18.0,70.0,40.82,32.0,N
9.0,5.0,2.0,2.0,6.0,0.21,2.0,2.0,0.67,1.0,0.0,15.33,4643.9,0.07,257.99,1.0,2.0,12.0,16.0,31.0,40.0,14.0,N
3.0,3.0,1.0,0.0,0.0,0.29,2.0,1.0,0.5,0.0,3.0,9.33,1450.57,0.11,80.59,0.5,1.0,6.0,7.0,12.0,0.0,7.0,N
5.0,1.0,0.0,0.0,1.0,0.17,0.0,1.0,1.0,0.0,2.0,6.0,616.79,0.17,34.27,1.0,0.0,6.0,8.0,14.0,14.29,6.0,N
6.0,3.0,0.0,0.0,2.0,0.18,2.0,1.0,0.5,0.0,1.0,11.67,2006.67,0.09,111.48,0.5,1.0,6.0,10.0,21.0,15.38,11.0,N
6.0,3.0,0.0,0.0,4.0,0.22,2.0,1.0,0.5,0.0,1.0,9.17,1311.39,0.11,72.86,0.5,1.0,6.0,11.0,21.0,30.77,9.0,N
