@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute label {Y,N}

@data
6.0,9.0,0.0,0.0,5.0,1.0,28.0,28.31,26.0,19136.87,0.04,1063.16,736.03,82.0,17.0,13.0,36.0,N
0.0,3.0,0.0,0.0,2.0,1.0,9.0,12.27,9.0,993.72,0.11,55.21,110.41,19.0,5.0,9.0,11.0,N
0.0,3.0,0.0,0.0,2.0,1.0,9.0,9.25,10.0,925.11,0.1,51.39,92.51,19.0,3.0,10.0,11.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,4.0,N
2.0,5.0,0.0,0.0,3.0,3.0,17.0,21.36,8.64,1593.21,0.12,88.51,184.48,23.0,11.0,10.0,21.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N
5.0,5.0,1.0,9.0,3.0,1.0,19.0,32.98,11.4,4286.02,0.09,238.11,375.97,44.0,15.0,9.0,36.0,N
5.0,11.0,0.0,5.0,6.0,1.0,27.0,21.74,36.66,29215.55,0.03,1623.09,797.01,89.0,16.0,17.0,42.0,N
1.0,11.0,1.0,9.0,10.0,1.0,42.0,20.02,38.86,30223.43,0.03,1679.08,777.81,93.0,14.0,17.0,55.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,4.0,N
0.0,3.0,0.0,0.0,2.0,1.0,10.0,19.93,2.5,124.57,0.4,6.92,49.83,10.0,5.0,5.0,12.0,N
0.0,3.0,0.0,0.0,2.0,1.0,10.0,19.93,2.5,124.57,0.4,6.92,49.83,10.0,5.0,5.0,12.0,N
0.0,3.0,0.0,0.0,2.0,1.0,10.0,17.72,3.0,159.45,0.33,8.86,53.15,10.0,5.0,5.0,12.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,9.83,2.0,39.3,0.5,2.18,19.65,4.0,3.0,4.0,4.0,N
7.0,11.0,1.0,2.0,6.0,1.0,51.0,53.8,20.85,23381.91,0.05,1298.99,1121.58,115.0,36.0,19.0,63.0,N
1.0,1.0,0.0,0.0,1.0,1.0,3.0,11.23,2.0,44.92,0.5,2.5,22.46,5.0,3.0,4.0,6.0,N
3.0,11.0,0.0,9.0,6.0,1.0,34.0,24.58,20.16,9985.8,0.05,554.77,495.42,57.0,16.0,15.0,48.0,N
0.0,1.0,0.0,0.0,1.0,1.0,9.0,76.23,2.82,607.69,0.35,33.76,215.22,25.0,17.0,4.0,11.0,N
2.0,3.0,0.0,0.0,2.0,1.0,11.0,29.35,12.8,4808.14,0.08,267.12,375.64,47.0,15.0,12.0,15.0,N
4.0,11.0,0.0,0.0,6.0,4.0,23.0,31.92,13.75,6034.36,0.07,335.24,438.86,54.0,18.0,15.0,29.0,N
4.0,7.0,0.0,0.0,4.0,1.0,16.0,20.94,8.18,1401.55,0.12,77.86,171.3,21.0,11.0,10.0,22.0,N
0.0,3.0,0.0,0.0,2.0,1.0,14.0,17.16,13.12,2955.43,0.08,164.19,225.18,33.0,8.0,10.0,16.0,N
1.0,9.0,0.0,0.0,5.0,5.0,7.0,15.83,14.77,3454.35,0.07,191.91,233.83,26.0,11.0,13.0,10.0,N
1.0,5.0,1.0,5.0,3.0,1.0,12.0,30.42,13.6,5625.98,0.07,312.55,413.68,53.0,15.0,12.0,22.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,25.16,2.5,157.27,0.4,8.74,62.91,9.0,8.0,5.0,5.0,N
2.0,3.0,0.0,0.0,2.0,1.0,9.0,16.6,11.38,2148.39,0.09,119.36,188.87,29.0,8.0,13.0,17.0,N
2.0,3.0,0.0,0.0,2.0,1.0,9.0,16.6,11.38,2148.39,0.09,119.36,188.87,29.0,8.0,13.0,17.0,N
2.0,3.0,0.0,0.0,2.0,1.0,9.0,16.6,11.38,2148.39,0.09,119.36,188.87,29.0,8.0,13.0,17.0,N
7.0,17.0,0.0,0.0,9.0,5.0,31.0,27.54,30.55,25690.9,0.03,1427.27,841.07,91.0,22.0,21.0,40.0,N
2.0,1.0,1.0,0.0,1.0,1.0,4.0,16.5,6.0,593.95,0.17,33.0,98.99,17.0,6.0,8.0,10.0,N
5.0,11.0,0.0,0.0,6.0,4.0,25.0,33.58,15.0,7554.88,0.07,419.72,503.66,61.0,19.0,15.0,32.0,N
17.0,25.0,0.0,4.0,13.0,4.0,76.0,70.0,29.62,61395.5,0.03,3410.86,2073.09,182.0,52.0,20.0,99.0,N
4.0,11.0,0.0,0.0,6.0,4.0,21.0,30.76,12.35,4694.12,0.08,260.77,380.0,48.0,17.0,15.0,27.0,N
4.0,11.0,0.0,0.0,6.0,4.0,25.0,33.92,15.0,7631.19,0.07,423.96,508.75,62.0,19.0,15.0,31.0,N
3.0,9.0,0.0,0.0,5.0,4.0,18.0,31.01,9.2,2624.7,0.11,145.82,285.29,37.0,15.0,12.0,23.0,N
4.0,9.0,0.0,0.0,5.0,4.0,18.0,28.18,12.66,4514.51,0.08,250.81,356.7,45.0,16.0,15.0,24.0,N
2.0,19.0,0.0,0.0,10.0,10.0,35.0,44.96,22.73,23233.26,0.04,1290.74,1022.04,117.0,28.0,19.0,39.0,N
2.0,8.0,0.0,0.0,5.0,1.0,23.0,24.52,13.33,4359.69,0.08,242.21,326.98,41.0,15.0,16.0,27.0,N
4.0,3.0,7.0,3.0,2.0,1.0,11.0,31.94,12.06,4641.39,0.08,257.85,385.0,46.0,18.0,14.0,27.0,N
1.0,7.0,0.0,0.0,4.0,4.0,12.0,10.77,9.9,1055.4,0.1,58.63,106.61,17.0,5.0,9.0,17.0,N
0.0,13.0,0.0,0.0,7.0,6.0,24.0,27.18,16.8,7671.72,0.06,426.21,456.65,58.0,15.0,14.0,26.0,N
1.0,3.0,0.0,0.0,2.0,1.0,10.0,17.92,4.0,286.8,0.25,15.93,71.7,12.0,6.0,6.0,13.0,N
1.0,3.0,0.0,0.0,2.0,1.0,13.0,31.07,5.88,1075.92,0.17,59.77,182.84,24.0,13.0,9.0,17.0,N
2.0,3.0,0.0,0.0,2.0,1.0,7.0,13.33,6.0,479.73,0.17,26.65,79.95,12.0,6.0,8.0,11.0,N
2.0,3.0,0.0,0.0,2.0,1.0,7.0,13.33,6.0,479.73,0.17,26.65,79.95,12.0,6.0,8.0,11.0,N
8.0,10.0,0.0,26.0,8.0,1.0,32.0,31.75,12.24,4752.41,0.08,264.02,388.42,51.0,17.0,16.0,68.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,10.8,2.5,67.5,0.4,3.75,27.0,6.0,3.0,5.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.75,2.0,31.02,0.5,1.72,15.51,4.0,2.0,4.0,4.0,N
0.0,5.0,0.0,0.0,3.0,1.0,12.0,14.5,8.67,1088.9,0.12,60.49,125.64,20.0,6.0,8.0,14.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
4.0,1.0,0.0,0.0,1.0,1.0,8.0,15.71,8.0,1005.14,0.13,55.84,125.64,21.0,6.0,8.0,18.0,N
2.0,4.0,0.0,0.0,3.0,1.0,12.0,18.76,4.67,408.66,0.21,22.7,87.57,16.0,6.0,8.0,16.0,N
0.0,3.0,0.0,0.0,2.0,1.0,11.0,16.12,6.0,580.76,0.17,32.25,96.79,15.0,6.0,6.0,13.0,N
1.0,1.0,0.0,0.0,1.0,1.0,3.0,11.23,2.0,44.92,0.5,2.5,22.46,5.0,3.0,4.0,6.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,9.83,2.0,39.3,0.5,2.18,19.65,4.0,3.0,4.0,4.0,N
36.0,21.0,2.0,3.0,11.0,1.0,152.0,97.32,45.59,202269.66,0.02,11237.2,4436.82,391.0,45.0,11.0,195.0,N
17.0,55.0,4.0,11.0,28.0,7.0,119.0,61.32,42.37,110091.46,0.02,6116.19,2598.31,235.0,54.0,26.0,153.0,N
25.0,15.0,0.0,5.0,8.0,1.0,80.0,73.04,51.02,190109.0,0.02,10561.61,3726.27,312.0,54.0,19.0,112.0,N
4.0,9.0,0.0,4.0,5.0,1.0,19.0,20.01,15.6,4869.7,0.06,270.54,312.16,44.0,10.0,12.0,29.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,10.57,3.0,95.1,0.33,5.28,31.7,7.0,3.0,6.0,5.0,N
0.0,5.0,2.0,2.0,3.0,1.0,15.0,29.39,17.5,9001.77,0.06,500.1,514.39,72.0,14.0,14.0,21.0,N
0.0,3.0,0.0,0.0,2.0,1.0,9.0,12.33,7.2,639.44,0.14,35.52,88.81,15.0,5.0,8.0,11.0,N
0.0,1.0,0.0,0.0,1.0,1.0,4.0,10.01,8.75,766.23,0.11,42.57,87.57,16.0,4.0,10.0,6.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,21.59,2.0,86.37,0.5,4.8,43.19,7.0,6.0,4.0,5.0,N
2.0,5.0,0.0,0.0,3.0,1.0,13.0,32.47,8.36,2268.24,0.12,126.01,271.41,34.0,14.0,9.0,17.0,Y
0.0,3.0,0.0,0.0,2.0,1.0,10.0,22.07,4.44,436.0,0.23,24.22,98.1,14.0,9.0,8.0,12.0,N
0.0,3.0,0.0,0.0,2.0,1.0,6.0,13.95,2.5,87.17,0.4,4.84,34.87,7.0,4.0,5.0,8.0,N
5.0,13.0,0.0,0.0,7.0,1.0,27.0,25.76,22.5,13041.92,0.04,724.55,579.64,69.0,16.0,15.0,34.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,9.6,2.5,60.0,0.4,3.33,24.0,5.0,3.0,5.0,5.0,N
3.0,7.0,0.0,0.0,4.0,1.0,25.0,23.67,16.07,6118.1,0.06,339.89,380.55,45.0,13.0,11.0,30.0,N
1.0,7.0,0.0,0.0,4.0,1.0,19.0,18.49,11.5,2445.66,0.09,135.87,212.67,28.0,9.0,9.0,22.0,N
0.0,3.0,0.0,0.0,2.0,1.0,6.0,19.46,3.5,238.4,0.29,13.24,68.11,12.0,6.0,6.0,8.0,N
2.0,23.0,0.0,15.0,12.0,7.0,40.0,52.03,17.94,16753.84,0.06,930.77,933.65,87.0,36.0,17.0,57.0,N
0.0,3.0,0.0,0.0,2.0,1.0,7.0,17.22,4.08,287.09,0.24,15.95,70.31,12.0,6.0,7.0,9.0,N
1.0,5.0,0.0,3.0,3.0,1.0,16.0,16.54,21.31,7514.32,0.05,417.46,352.58,52.0,8.0,11.0,22.0,N
0.0,7.0,0.0,5.0,6.0,1.0,33.0,45.82,24.34,27145.47,0.04,1508.08,1115.22,148.0,22.0,17.0,40.0,N
2.0,1.0,0.0,1.0,1.0,1.0,6.0,19.72,7.88,1223.17,0.13,67.95,155.32,24.0,8.0,9.0,11.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,4.0,N
1.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,5.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,16.84,1.5,37.9,0.67,2.11,25.27,5.0,4.0,3.0,5.0,N
1.0,1.0,0.0,0.0,1.0,1.0,2.0,7.75,2.0,31.02,0.5,1.72,15.51,4.0,2.0,4.0,5.0,N
11.0,5.0,1.0,6.0,3.0,1.0,29.0,39.24,17.88,12552.13,0.06,697.34,701.84,69.0,26.0,15.0,49.0,N
4.0,13.0,3.0,1.0,7.0,4.0,44.0,30.31,24.37,18002.96,0.04,1000.16,738.75,78.0,23.0,19.0,54.0,N
2.0,3.0,0.0,0.0,2.0,1.0,12.0,10.72,17.5,3283.82,0.06,182.43,187.65,35.0,4.0,14.0,16.0,N
2.0,5.0,0.0,0.0,3.0,1.0,11.0,22.55,8.18,1509.36,0.12,83.85,184.48,24.0,11.0,10.0,15.0,N
0.0,7.0,0.0,3.0,4.0,1.0,13.0,23.69,4.5,479.73,0.22,26.65,106.61,16.0,8.0,6.0,18.0,N
0.0,9.0,0.0,4.0,5.0,1.0,17.0,36.14,4.0,578.22,0.25,32.11,144.55,21.0,10.0,5.0,23.0,N
0.0,7.0,0.0,0.0,4.0,1.0,5.0,14.31,6.43,591.43,0.16,32.86,92.0,13.0,7.0,9.0,7.0,N
1.0,1.0,0.0,0.0,1.0,1.0,3.0,11.23,2.0,44.92,0.5,2.5,22.46,5.0,3.0,4.0,6.0,N
1.0,3.0,0.0,0.0,2.0,1.0,12.0,24.38,7.5,1371.28,0.13,76.18,182.84,23.0,12.0,10.0,15.0,Y
9.0,10.0,0.0,5.0,6.0,1.0,38.0,24.03,28.1,18965.73,0.04,1053.65,675.05,67.0,21.0,20.0,54.0,N
3.0,12.0,0.0,0.0,7.0,1.0,36.0,23.68,27.06,17338.29,0.04,963.24,640.76,77.0,17.0,20.0,41.0,N
4.0,6.0,0.0,0.0,4.0,1.0,20.0,27.5,13.33,4888.14,0.08,271.56,366.61,49.0,15.0,16.0,26.0,N
3.0,12.0,0.0,0.0,7.0,1.0,36.0,23.68,27.06,17338.29,0.04,963.24,640.76,77.0,17.0,20.0,41.0,N
3.0,1.0,0.0,0.0,1.0,1.0,10.0,54.5,4.5,1103.71,0.22,61.32,245.27,31.0,16.0,6.0,15.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,8.24,5.0,206.05,0.2,11.45,41.21,8.0,3.0,6.0,5.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,8.24,5.0,206.05,0.2,11.45,41.21,8.0,3.0,6.0,5.0,N
4.0,12.0,0.0,0.0,7.0,1.0,38.0,23.5,28.82,19520.13,0.03,1084.45,677.23,81.0,17.0,20.0,44.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,8.24,5.0,206.05,0.2,11.45,41.21,8.0,3.0,6.0,5.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,8.24,5.0,206.05,0.2,11.45,41.21,8.0,3.0,6.0,5.0,N
5.0,14.0,0.0,0.0,8.0,1.0,46.0,25.0,36.11,32595.46,0.03,1810.86,902.64,107.0,18.0,20.0,53.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,10.8,2.5,67.5,0.4,3.75,27.0,6.0,3.0,5.0,4.0,N
2.0,7.0,0.0,5.0,4.0,1.0,23.0,13.18,25.38,8486.86,0.04,471.49,334.46,46.0,8.0,14.0,32.0,N
1.0,7.0,0.0,1.0,4.0,1.0,11.0,23.79,6.22,920.89,0.16,51.16,148.0,21.0,9.0,7.0,15.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,10.8,2.5,67.5,0.4,3.75,27.0,6.0,3.0,5.0,4.0,N
1.0,7.0,0.0,0.0,4.0,1.0,13.0,14.26,9.6,1314.4,0.1,73.02,136.92,25.0,5.0,8.0,16.0,N
11.0,9.0,0.0,15.0,5.0,1.0,42.0,31.93,27.67,24441.84,0.04,1357.88,883.44,83.0,24.0,16.0,70.0,N
7.0,5.0,0.0,0.0,3.0,1.0,37.0,48.39,14.64,10372.23,0.07,576.24,708.49,75.0,25.0,12.0,46.0,N
5.0,13.0,0.0,1.0,7.0,5.0,26.0,36.29,17.68,11345.0,0.06,630.28,641.69,67.0,25.0,17.0,34.0,N
1.0,1.0,0.0,0.0,1.0,1.0,6.0,15.78,4.0,252.47,0.25,14.03,63.12,11.0,5.0,5.0,9.0,N
1.0,1.0,0.0,0.0,1.0,1.0,2.0,11.23,2.0,44.92,0.5,2.5,22.46,5.0,3.0,4.0,5.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,12.68,2.5,79.25,0.4,4.4,31.7,6.0,4.0,5.0,5.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,10.8,2.5,67.5,0.4,3.75,27.0,6.0,3.0,5.0,4.0,N
2.0,5.0,0.0,0.0,3.0,3.0,6.0,12.83,8.94,1025.07,0.11,56.95,114.69,14.0,8.0,11.0,10.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,21.59,2.0,86.37,0.5,4.8,43.19,7.0,6.0,4.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,10.8,2.5,67.5,0.4,3.75,27.0,6.0,3.0,5.0,4.0,N
2.0,5.0,0.0,2.0,3.0,3.0,16.0,17.34,10.05,1750.21,0.1,97.23,174.23,21.0,11.0,13.0,20.0,N
3.0,7.0,0.0,0.0,4.0,1.0,19.0,15.73,14.67,3384.38,0.07,188.02,230.75,26.0,12.0,16.0,22.0,N
7.0,5.0,0.0,4.0,3.0,1.0,24.0,32.18,27.18,23764.1,0.04,1320.23,874.44,103.0,17.0,12.0,40.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,10.8,2.5,67.5,0.4,3.75,27.0,6.0,3.0,5.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,10.8,2.5,67.5,0.4,3.75,27.0,6.0,3.0,5.0,4.0,N
2.0,3.0,0.0,0.0,2.0,1.0,7.0,15.86,4.67,345.37,0.21,19.19,74.01,12.0,6.0,7.0,11.0,N
1.0,1.0,0.0,0.0,1.0,1.0,7.0,15.78,4.0,252.47,0.25,14.03,63.12,11.0,5.0,5.0,10.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,10.8,2.5,67.5,0.4,3.75,27.0,6.0,3.0,5.0,4.0,N
2.0,7.0,0.0,1.0,4.0,1.0,18.0,25.9,7.89,1613.77,0.13,89.65,204.46,26.0,14.0,13.0,23.0,N
8.0,5.0,0.0,4.0,3.0,1.0,24.0,29.97,28.88,24986.23,0.03,1388.12,865.32,103.0,16.0,12.0,41.0,N
7.0,13.0,0.0,0.0,7.0,1.0,77.0,83.29,17.35,25062.19,0.06,1392.34,1444.83,133.0,39.0,11.0,86.0,N
2.0,5.0,0.0,0.0,3.0,3.0,15.0,42.5,7.58,2441.12,0.13,135.62,322.09,35.0,19.0,9.0,19.0,N
9.0,37.0,3.0,2.0,19.0,17.0,54.0,62.49,29.37,53894.7,0.03,2994.15,1835.12,192.0,38.0,18.0,82.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,16.84,1.5,37.9,0.67,2.11,25.27,5.0,4.0,3.0,5.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,16.84,1.5,37.9,0.67,2.11,25.27,5.0,4.0,3.0,5.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.75,2.0,31.02,0.5,1.72,15.51,4.0,2.0,4.0,4.0,N
3.0,5.0,0.0,0.0,3.0,3.0,26.0,33.95,22.88,17762.29,0.04,986.79,776.49,83.0,24.0,18.0,31.0,N
4.0,3.0,0.0,1.0,2.0,1.0,7.0,21.93,5.78,732.11,0.17,40.67,126.71,18.0,9.0,8.0,14.0,N
5.0,7.0,0.0,1.0,4.0,4.0,13.0,14.78,18.55,5081.81,0.05,282.32,274.02,33.0,11.0,17.0,21.0,N
9.0,3.0,0.0,4.0,2.0,1.0,18.0,50.51,7.29,2681.27,0.14,148.96,368.02,41.0,21.0,9.0,33.0,N
2.0,7.0,0.0,6.0,4.0,1.0,14.0,11.77,21.0,5192.34,0.05,288.46,247.25,31.0,9.0,18.0,24.0,N
2.0,1.0,1.0,0.0,1.0,1.0,5.0,19.94,6.86,937.65,0.15,52.09,136.74,23.0,7.0,8.0,10.0,N
1.0,5.0,0.0,0.0,4.0,1.0,18.0,32.04,8.07,2085.42,0.12,115.86,258.51,33.0,15.0,11.0,21.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,4.0,N
1.0,5.0,1.0,3.0,4.0,1.0,16.0,23.68,11.5,3131.24,0.09,173.96,272.28,40.0,10.0,10.0,23.0,N
3.0,14.0,0.0,2.0,8.0,1.0,32.0,46.31,12.69,7456.8,0.08,414.27,587.63,61.0,29.0,16.0,39.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.75,2.0,31.02,0.5,1.72,15.51,4.0,2.0,4.0,5.0,N
1.0,3.0,0.0,1.0,2.0,1.0,11.0,19.94,4.08,332.42,0.24,18.47,81.41,15.0,6.0,7.0,15.0,N
1.0,18.0,0.0,0.0,12.0,3.0,61.0,48.69,24.0,28044.47,0.04,1558.03,1168.52,118.0,33.0,18.0,64.0,N
1.0,21.0,0.0,0.0,11.0,1.0,76.0,122.13,11.89,17279.45,0.08,959.97,1452.7,150.0,38.0,8.0,80.0,N
6.0,5.0,0.0,0.0,3.0,3.0,11.0,47.46,10.62,5348.04,0.09,297.11,503.8,50.0,26.0,12.0,20.0,Y
0.0,5.0,0.0,0.0,3.0,1.0,6.0,15.01,7.5,844.41,0.13,46.91,112.59,15.0,8.0,10.0,8.0,N
0.0,3.0,0.0,0.0,2.0,1.0,6.0,19.19,3.86,285.46,0.26,15.86,74.01,11.0,7.0,6.0,8.0,N
2.0,7.0,0.0,0.0,4.0,4.0,17.0,36.03,9.1,2983.76,0.11,165.76,327.89,37.0,20.0,13.0,21.0,N
1.0,1.0,0.0,0.0,1.0,1.0,5.0,31.26,2.75,236.37,0.36,13.13,85.95,11.0,10.0,5.0,8.0,N
8.0,19.0,0.0,0.0,10.0,1.0,62.0,12.28,84.0,86639.21,0.01,4813.29,1031.42,152.0,6.0,9.0,72.0,N
3.0,7.0,0.0,0.0,4.0,1.0,14.0,23.46,6.4,960.75,0.16,53.38,150.12,20.0,10.0,8.0,19.0,N
1.0,1.0,0.0,0.0,1.0,1.0,10.0,20.83,8.44,1482.98,0.12,82.39,175.76,28.0,8.0,9.0,13.0,N
1.0,1.0,0.0,0.0,1.0,1.0,3.0,15.0,2.0,60.0,0.5,3.33,30.0,6.0,4.0,4.0,6.0,N
4.0,1.0,6.0,0.0,1.0,1.0,14.0,59.01,10.73,6790.24,0.09,377.24,632.99,70.0,22.0,8.0,24.0,N
0.0,3.0,1.0,1.0,2.0,1.0,6.0,16.37,6.87,774.04,0.15,43.0,112.59,16.0,8.0,10.0,10.0,Y
5.0,3.0,0.0,0.0,2.0,1.0,11.0,19.24,11.2,2413.52,0.09,134.08,215.49,31.0,10.0,14.0,18.0,N
2.0,5.0,0.0,0.0,3.0,1.0,10.0,16.95,5.5,512.65,0.18,28.48,93.21,15.0,6.0,6.0,14.0,N
2.0,3.0,0.0,0.0,2.0,1.0,11.0,31.27,5.79,1046.88,0.17,58.16,180.94,22.0,14.0,9.0,15.0,Y
3.0,19.0,2.0,0.0,10.0,1.0,84.0,24.21,93.24,210468.79,0.01,11692.71,2257.33,238.0,21.0,22.0,91.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,9.83,2.0,39.3,0.5,2.18,19.65,4.0,3.0,4.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,N
6.0,1.0,0.0,0.0,1.0,1.0,15.0,85.71,4.9,2058.0,0.2,114.33,420.0,49.0,25.0,7.0,23.0,N
5.0,11.0,1.0,0.0,6.0,1.0,34.0,41.8,15.83,10470.55,0.06,581.7,661.6,75.0,23.0,14.0,42.0,N
2.0,13.0,0.0,0.0,7.0,1.0,22.0,41.74,16.92,11954.35,0.06,664.13,706.39,76.0,26.0,16.0,26.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,9.83,2.0,39.3,0.5,2.18,19.65,4.0,3.0,4.0,4.0,N
4.0,1.0,1.0,4.0,1.0,1.0,14.0,41.92,10.5,4621.64,0.1,256.76,440.16,61.0,15.0,9.0,25.0,Y
3.0,7.0,0.0,5.0,4.0,3.0,20.0,19.91,22.1,9724.0,0.05,540.22,440.0,49.0,15.0,17.0,28.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,9.6,2.5,60.0,0.4,3.33,24.0,5.0,3.0,5.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,5.0,9.19,16.0,2351.74,0.06,130.65,146.98,25.0,4.0,8.0,7.0,N
2.0,6.0,0.0,0.0,5.0,1.0,26.0,31.53,17.1,9218.8,0.06,512.15,539.11,66.0,20.0,19.0,30.0,N
11.0,103.0,0.0,0.0,97.0,1.0,146.0,54.24,167.43,1520504.26,0.01,84472.46,9081.62,693.0,136.0,99.0,159.0,N
1.0,1.0,0.0,3.0,1.0,1.0,11.0,35.42,9.07,2911.97,0.11,161.78,321.17,37.0,15.0,8.0,17.0,N
1.0,3.0,0.0,0.0,2.0,1.0,10.0,11.64,16.71,3250.71,0.06,180.59,194.49,27.0,7.0,13.0,11.0,N
3.0,1.0,0.0,0.0,1.0,1.0,11.0,19.86,11.0,2403.63,0.09,133.54,218.51,27.0,11.0,11.0,16.0,N
9.0,9.0,2.0,1.0,5.0,5.0,17.0,26.9,13.5,4901.98,0.07,272.33,363.11,47.0,15.0,15.0,31.0,N
3.0,9.0,0.0,2.0,5.0,1.0,14.0,78.65,9.71,7409.16,0.1,411.62,763.37,79.0,34.0,11.0,21.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,13.5,2.0,54.0,0.5,3.0,27.0,5.0,4.0,4.0,4.0,N
8.0,15.0,0.0,2.0,8.0,7.0,28.0,26.4,22.69,13595.95,0.04,755.33,599.09,72.0,18.0,19.0,40.0,N
