@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute Defective {Y,N}

@data
0.0,3.0,0.0,3.0,2.0,0.75,1.0,0.0,16.0,0.0,13.5,0.07,283.63,0.25,17.0,0.2,14.0,14.0,20.0,15.79,N
2.0,1.0,0.0,0.0,2.4,0.25,7.0,0.86,24.0,3.0,45.0,0.02,451.71,0.88,21.0,0.3,9.0,18.0,27.0,0.0,N
1.0,2.0,0.0,0.0,2.67,0.5,6.0,1.0,17.0,3.0,23.38,0.04,359.49,1.0,16.0,0.32,12.0,17.0,19.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.2,1.0,0.0,16.0,1.0,14.54,0.07,366.86,0.2,16.0,0.28,14.0,11.0,18.0,0.0,N
2.0,4.0,0.0,0.0,2.0,0.29,3.0,0.33,29.0,1.0,20.94,0.05,604.41,0.43,25.0,0.22,18.0,13.0,32.0,0.0,N
16.0,5.0,0.0,0.0,2.16,0.03,1.0,0.0,199.0,0.0,55.52,0.02,7184.21,0.02,206.0,0.27,83.0,18.0,216.0,0.0,N
1.0,1.0,0.0,0.0,2.0,0.25,1.0,0.0,16.0,1.0,21.0,0.05,278.63,0.25,13.0,0.22,10.0,15.0,18.0,0.0,N
2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,0.0,2.0,0.5,33.0,0.5,7.0,0.22,4.0,4.0,9.0,0.0,N
5.0,0.0,0.0,0.0,3.5,0.04,25.0,1.0,52.0,4.0,38.62,0.03,1221.82,1.0,42.0,0.43,17.0,13.0,58.0,0.0,N
0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,4.0,1.0,6.13,0.16,48.43,0.5,6.0,0.4,4.0,7.0,5.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.25,1.0,0.0,21.0,2.0,11.0,0.09,178.41,0.25,12.0,0.17,8.0,11.0,23.0,0.0,N
0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,7.0,0.14,43.19,0.5,7.0,0.4,3.0,7.0,5.0,0.0,N
0.0,2.0,0.0,0.0,2.6,0.22,3.0,0.25,31.0,6.0,29.33,0.03,802.26,0.33,23.0,0.28,20.0,17.0,32.0,0.0,N
0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,13.0,0.0,35.56,0.03,422.59,1.0,11.0,0.06,9.0,16.0,17.0,18.75,N
3.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,12.0,1.0,14.0,0.07,215.22,0.5,5.0,0.12,9.0,12.0,17.0,7.69,N
7.0,2.0,5.0,5.0,2.0,0.43,1.0,0.0,21.0,0.0,31.67,0.03,610.5,0.14,25.0,0.18,15.0,19.0,39.0,32.25,N
34.0,4.0,21.0,62.0,2.0,0.16,1.0,0.0,107.0,0.0,50.76,0.02,3310.02,0.05,73.0,0.08,70.0,34.0,225.0,43.68,Y
23.0,4.0,11.0,27.0,2.0,0.67,1.0,0.0,37.0,0.0,33.59,0.03,1470.82,0.33,24.0,0.03,38.0,23.0,99.0,50.67,Y
9.0,1.0,2.0,7.0,2.0,0.2,1.0,0.0,19.0,0.0,23.63,0.04,463.64,0.2,17.0,0.13,16.0,21.0,38.0,32.14,N
31.0,4.0,11.0,44.0,2.14,0.22,3.0,0.25,80.0,0.0,27.68,0.04,2089.21,0.33,37.0,0.05,66.0,29.0,167.0,40.74,Y
3.0,2.0,0.0,0.0,2.0,0.75,1.0,0.0,13.0,3.0,27.3,0.04,454.95,0.25,12.0,0.24,15.0,21.0,17.0,0.0,N
1.0,4.0,0.0,0.0,2.0,0.67,1.0,0.0,12.0,2.0,12.38,0.08,178.41,0.33,12.0,0.21,8.0,11.0,14.0,0.0,N
4.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,30.0,0.0,18.78,0.05,1195.93,0.08,60.0,0.37,36.0,13.0,35.0,0.0,N
5.0,6.0,0.0,0.0,2.0,1.0,14.0,0.93,37.0,0.0,17.3,0.06,1722.24,0.93,53.0,0.23,67.0,19.0,65.0,0.0,N
1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,8.0,0.0,6.29,0.16,100.08,0.5,7.0,0.2,7.0,11.0,10.0,0.0,N
1.0,4.0,0.0,0.0,2.14,0.44,9.0,1.0,19.0,0.0,25.85,0.04,674.04,1.0,29.0,0.43,20.0,22.0,21.0,0.0,N
2.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,5.0,0.0,4.67,0.21,64.73,0.5,5.0,0.29,6.0,8.0,7.0,44.44,N
1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,4.67,0.21,64.73,0.5,5.0,0.29,6.0,8.0,7.0,20.0,N
16.0,19.0,6.0,3.0,2.13,0.75,42.0,0.73,135.0,0.0,59.64,0.02,6928.42,0.74,192.0,0.35,122.0,34.0,161.0,6.25,N
1.0,1.0,0.0,0.0,2.0,0.67,3.0,1.0,8.0,0.0,10.21,0.1,121.01,1.0,9.0,0.3,7.0,13.0,10.0,0.0,N
2.0,0.0,0.0,0.0,2.0,0.2,4.0,0.75,11.0,0.0,21.0,0.05,152.0,0.8,15.0,0.36,4.0,12.0,14.0,0.0,N
3.0,0.0,0.0,4.0,3.0,0.33,3.0,1.0,12.0,0.0,7.78,0.13,152.93,1.0,7.0,0.15,9.0,10.0,20.0,25.0,N
14.0,6.0,2.0,5.0,2.0,1.0,1.0,0.0,17.0,0.0,11.67,0.09,320.63,0.2,19.0,0.13,15.0,14.0,39.0,29.17,N
5.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,16.0,0.0,14.72,0.07,573.26,0.5,9.0,0.08,25.0,16.0,25.0,15.79,N
4.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,9.0,0.0,5.5,0.18,108.0,0.25,11.0,0.27,8.0,8.0,15.0,10.0,N
7.0,3.0,1.0,5.0,2.5,0.5,3.0,0.67,14.0,0.0,14.73,0.07,457.69,0.75,11.0,0.06,22.0,18.0,69.0,30.0,Y
19.0,2.0,0.0,8.0,2.2,0.43,1.0,0.0,32.0,0.0,16.96,0.06,642.91,0.14,19.0,0.12,25.0,16.0,60.0,20.0,N
31.0,8.0,9.0,8.0,2.0,0.64,1.0,0.0,60.0,0.0,22.5,0.04,1785.97,0.09,39.0,0.1,68.0,30.0,109.0,22.08,N
8.0,3.0,1.0,6.0,2.5,0.5,3.0,0.67,14.0,0.0,14.73,0.07,457.69,0.75,11.0,0.07,22.0,18.0,54.0,33.33,Y
9.0,4.0,2.0,8.0,2.5,0.6,4.0,0.75,21.0,0.0,20.26,0.05,650.3,0.8,15.0,0.07,29.0,25.0,74.0,32.25,Y
0.0,1.0,1.0,0.0,2.0,0.5,1.0,0.0,6.0,0.0,5.83,0.17,88.0,0.5,7.0,0.25,6.0,10.0,8.0,14.29,N
4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,11.0,0.0,7.5,0.13,201.91,0.5,8.0,0.11,16.0,12.0,18.0,15.38,N
4.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,7.86,0.13,85.84,0.5,7.0,0.2,7.0,10.0,10.0,0.0,N
2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,9.43,0.11,101.95,0.5,7.0,0.25,7.0,12.0,8.0,0.0,N
10.0,7.0,3.0,1.0,2.0,0.89,1.0,0.0,46.0,0.0,21.31,0.05,1166.73,0.11,21.0,0.15,44.0,25.0,61.0,8.0,Y
13.0,7.0,1.0,5.0,2.67,0.67,5.0,0.8,22.0,0.0,9.92,0.1,446.07,0.83,21.0,0.14,24.0,14.0,42.0,21.43,N
2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,8.13,0.12,114.2,0.5,5.0,0.25,8.0,13.0,8.0,0.0,N
11.0,4.0,2.0,6.0,2.0,0.83,1.0,0.0,30.0,1.0,30.72,0.03,1116.0,0.17,23.0,0.12,36.0,28.0,50.0,21.05,Y
5.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,13.0,1.0,11.7,0.09,331.71,0.5,9.0,0.1,15.0,13.0,21.0,13.33,N
6.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,21.0,2.0,16.43,0.06,651.41,0.33,14.0,0.11,21.0,15.0,28.0,0.0,N
1.0,1.0,0.0,0.0,2.0,0.5,1.0,0.0,8.0,1.0,5.25,0.19,70.32,0.5,7.0,0.2,6.0,9.0,10.0,0.0,N
3.0,0.0,0.0,0.0,2.5,0.25,3.0,0.67,10.0,1.0,13.71,0.07,148.68,0.75,10.0,0.29,7.0,12.0,14.0,0.0,N
9.0,3.0,3.0,1.0,2.0,0.57,4.0,0.5,28.0,3.0,14.1,0.07,603.18,0.57,25.0,0.17,30.0,18.0,42.0,12.5,Y
32.0,2.0,1.0,8.0,2.33,0.95,1.0,0.0,80.0,1.0,45.39,0.02,1881.71,0.05,41.0,0.16,42.0,31.0,122.0,10.11,N
3.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,12.0,1.0,6.19,0.16,118.54,0.5,8.0,0.13,8.0,9.0,16.0,0.0,N
5.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,14.0,0.0,11.0,0.09,174.17,0.33,13.0,0.14,8.0,11.0,22.0,12.5,N
10.0,0.0,0.0,5.0,2.0,0.33,1.0,0.0,22.0,0.0,12.2,0.08,591.3,0.33,10.0,0.08,20.0,8.0,38.0,18.52,N
8.0,2.0,0.0,4.0,2.25,0.67,5.0,0.8,33.0,2.0,9.14,0.11,609.54,0.83,19.0,0.13,36.0,14.0,46.0,10.81,N
8.0,2.0,2.0,9.0,2.2,0.29,3.0,0.33,26.0,2.0,41.68,0.02,948.29,0.43,23.0,0.15,19.0,22.0,46.0,29.73,N
1.0,0.0,0.0,0.0,2.5,0.25,3.0,0.67,8.0,2.0,14.4,0.07,126.71,0.75,10.0,0.4,5.0,12.0,10.0,0.0,N
23.0,7.0,2.0,25.0,2.2,0.86,3.0,0.33,33.0,1.0,27.98,0.04,956.56,0.43,26.0,0.08,30.0,23.0,84.0,45.0,N
2.0,1.0,0.0,0.0,2.0,0.33,1.0,0.0,13.0,1.0,18.67,0.05,416.15,0.33,12.0,0.19,15.0,16.0,16.0,0.0,N
10.0,2.0,2.0,5.0,2.2,0.43,1.0,0.0,16.0,3.0,16.19,0.06,650.74,0.14,17.0,0.21,21.0,17.0,34.0,30.43,N
7.0,2.0,0.0,1.0,2.0,0.5,1.0,0.0,14.0,0.0,10.08,0.1,226.18,0.5,8.0,0.09,12.0,11.0,23.0,6.67,N
24.0,4.0,2.0,12.0,2.0,1.0,1.0,0.0,31.0,2.0,28.98,0.03,882.42,0.25,20.0,0.06,25.0,23.0,70.0,31.11,N
5.0,0.0,0.0,0.0,2.5,0.25,4.0,1.0,13.0,2.0,10.4,0.1,185.47,1.0,10.0,0.21,10.0,13.0,19.0,0.0,N
13.0,3.0,3.0,5.0,2.0,0.5,1.0,0.0,27.0,0.0,16.07,0.06,691.12,0.17,21.0,0.12,27.0,14.0,49.0,22.86,N
3.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,19.0,2.0,10.84,0.09,727.12,0.33,12.0,0.13,31.0,12.0,23.0,0.0,N
26.0,6.0,1.0,34.0,2.2,0.62,7.0,0.5,68.0,5.0,26.83,0.04,2441.67,0.54,49.0,0.1,66.0,22.0,130.0,33.98,N
9.0,3.0,0.0,8.0,2.0,0.5,5.0,0.57,51.0,4.0,14.29,0.07,775.26,0.63,23.0,0.12,34.0,18.0,69.0,13.56,N
3.0,5.0,2.0,3.0,2.0,1.0,1.0,0.0,11.0,1.0,14.03,0.07,485.0,0.5,10.0,0.1,19.0,13.0,20.0,31.25,N
1.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,8.0,0.0,8.33,0.12,104.0,0.5,6.0,0.2,6.0,10.0,10.0,0.0,N
3.0,0.0,1.0,2.0,2.0,0.5,1.0,0.0,11.0,2.0,7.33,0.14,183.62,0.5,6.0,0.11,9.0,6.0,18.0,21.43,N
3.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,22.0,4.0,16.37,0.06,557.41,1.0,11.0,0.11,21.0,16.0,28.0,8.33,N
4.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,27.0,4.0,12.29,0.08,554.88,0.33,11.0,0.09,21.0,12.0,33.0,3.57,N
15.0,8.0,2.0,21.0,2.09,0.62,7.0,0.5,81.0,4.0,27.36,0.04,2889.94,0.54,50.0,0.11,71.0,21.0,120.0,22.12,N
35.0,10.0,2.0,18.0,2.17,0.88,4.0,0.43,52.0,3.0,24.68,0.04,1558.98,0.5,35.0,0.07,47.0,20.0,108.0,27.78,N
4.0,2.0,0.0,0.0,2.0,0.5,1.0,0.0,21.0,3.0,10.71,0.09,276.9,0.25,12.0,0.15,14.0,15.0,26.0,0.0,N
10.0,3.0,2.0,0.0,2.33,0.6,3.0,0.5,19.0,3.0,20.5,0.05,432.66,0.6,14.0,0.16,14.0,14.0,32.0,9.52,N
3.0,1.0,0.0,0.0,2.0,0.4,1.0,0.0,18.0,3.0,14.08,0.07,455.79,0.2,17.0,0.23,18.0,13.0,22.0,0.0,N
5.0,2.0,0.0,1.0,2.5,0.5,3.0,0.67,12.0,2.0,15.75,0.06,371.38,0.75,11.0,0.21,16.0,18.0,19.0,7.69,N
7.0,1.0,0.0,0.0,2.0,0.5,1.0,0.0,14.0,2.0,16.67,0.06,360.55,0.25,14.0,0.18,12.0,16.0,22.0,0.0,N
25.0,15.0,0.0,19.0,2.0,1.0,1.0,0.0,57.0,0.0,22.33,0.04,1330.1,0.11,31.0,0.09,52.0,27.0,102.0,25.0,N
1.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,11.0,0.0,4.0,0.25,53.89,0.5,6.0,0.15,3.0,6.0,13.0,0.0,N
2.0,2.0,1.0,3.0,2.0,0.33,1.0,0.0,13.0,1.0,12.5,0.08,218.72,0.33,11.0,0.15,12.0,15.0,20.0,23.53,Y
5.0,6.0,2.0,7.0,2.0,1.0,1.0,0.0,13.0,0.0,6.9,0.14,275.1,0.5,13.0,0.07,15.0,9.0,28.0,40.91,N
24.0,2.0,11.0,29.0,2.0,0.25,1.0,0.0,41.0,0.0,19.73,0.05,1312.19,0.25,26.0,0.04,39.0,19.0,106.0,49.38,N
49.0,14.0,14.0,71.0,2.0,0.73,1.0,0.0,60.0,0.0,28.77,0.03,1917.93,0.09,54.0,0.06,63.0,29.0,195.0,58.62,Y
2.0,4.0,3.0,0.0,2.0,0.78,4.0,0.38,18.0,0.0,23.8,0.04,470.0,0.44,26.0,0.2,15.0,17.0,44.0,14.29,N
9.0,3.0,0.0,1.0,2.0,0.67,1.0,0.0,14.0,0.0,9.84,0.1,338.58,0.33,13.0,0.12,19.0,11.0,25.0,6.67,N
2.0,1.0,0.0,0.0,2.0,0.5,3.0,0.67,9.0,0.0,19.0,0.05,197.65,0.75,12.0,0.33,7.0,14.0,12.0,0.0,N
3.0,5.0,0.0,0.0,2.0,0.86,6.0,0.83,17.0,0.0,21.05,0.05,574.48,0.86,27.0,0.33,19.0,16.0,21.0,0.0,N
1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,11.0,0.0,13.18,0.08,375.46,0.25,14.0,0.31,14.0,9.0,13.0,0.0,N
3.0,5.0,0.0,0.0,2.0,0.8,3.0,0.5,11.0,0.0,23.86,0.04,361.93,0.6,18.0,0.33,11.0,15.0,15.0,0.0,N
3.0,0.0,0.0,0.0,2.0,0.17,1.0,0.0,16.0,0.0,16.82,0.06,325.03,0.17,20.0,0.3,11.0,10.0,20.0,0.0,N
2.0,3.0,1.0,0.0,2.67,0.67,6.0,1.0,23.0,0.0,13.18,0.08,416.15,1.0,15.0,0.22,17.0,14.0,27.0,4.17,N
2.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,16.0,0.0,12.5,0.08,320.95,0.5,5.0,0.11,12.0,12.0,19.0,0.0,N
2.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,18.0,0.0,12.86,0.08,394.84,0.5,5.0,0.1,14.0,12.0,21.0,0.0,N
2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,8.33,0.12,152.93,0.33,9.0,0.2,9.0,10.0,15.0,0.0,N
2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,11.0,0.0,8.33,0.12,152.93,0.33,9.0,0.21,9.0,10.0,14.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.17,6.0,1.0,23.0,0.0,25.29,0.04,604.3,1.0,19.0,0.24,17.0,20.0,25.0,0.0,N
4.0,1.0,0.0,0.0,2.0,0.33,1.0,0.0,37.0,2.0,13.93,0.07,541.74,0.17,17.0,0.14,28.0,20.0,42.0,0.0,N
7.0,4.0,0.0,3.0,2.0,1.0,1.0,0.0,34.0,1.0,13.04,0.08,542.63,0.2,11.0,0.11,27.0,16.0,45.0,8.1,N
7.0,4.0,0.0,3.0,2.0,1.0,1.0,0.0,36.0,1.0,14.07,0.07,631.56,0.2,13.0,0.11,29.0,16.0,47.0,7.69,N
2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,20.0,1.0,7.44,0.13,245.18,0.5,7.0,0.09,17.0,11.0,23.0,0.0,N
2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,20.0,1.0,7.76,0.13,254.79,0.5,7.0,0.09,17.0,11.0,23.0,0.0,N
3.0,1.0,0.0,0.0,3.0,0.67,3.0,1.0,14.0,1.0,8.67,0.12,181.11,1.0,7.0,0.17,12.0,13.0,18.0,0.0,N
30.0,21.0,1.0,6.0,2.0,1.0,8.0,0.27,122.0,1.0,42.84,0.02,2707.18,0.3,53.0,0.17,80.0,46.0,160.0,5.43,N
10.0,5.0,2.0,0.0,2.0,1.0,1.0,0.0,26.0,0.0,14.63,0.07,955.4,0.5,9.0,0.05,32.0,12.0,39.0,7.14,N
14.0,7.0,8.0,6.0,2.4,0.56,5.0,0.5,28.0,0.0,12.0,0.08,618.64,0.56,26.0,0.16,30.0,16.0,57.0,33.33,N
8.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,21.0,1.0,14.48,0.07,515.74,0.5,7.0,0.06,21.0,16.0,33.0,12.5,N
11.0,1.0,1.0,27.0,2.0,0.5,1.0,0.0,43.0,1.0,22.17,0.05,1052.21,0.17,18.0,0.07,36.0,19.0,83.0,39.44,N
19.0,3.0,2.0,38.0,2.0,0.25,4.0,0.43,62.0,0.0,37.19,0.03,1565.82,0.5,30.0,0.07,40.0,25.0,122.0,39.22,N
12.0,3.0,2.0,12.0,2.0,0.86,1.0,0.0,52.0,1.0,20.71,0.05,894.33,0.14,21.0,0.09,34.0,22.0,79.0,21.21,N
6.0,4.0,1.0,12.0,2.0,1.0,1.0,0.0,31.0,1.0,13.54,0.07,556.86,0.25,15.0,0.08,27.0,17.0,51.0,29.55,N
27.0,7.0,2.0,35.0,2.58,0.5,12.0,0.58,87.0,2.0,23.83,0.04,2198.44,0.6,48.0,0.13,69.0,23.0,152.0,29.84,N
13.0,2.0,3.0,33.0,2.25,0.36,5.0,0.4,64.0,1.0,28.21,0.04,1774.41,0.45,30.0,0.1,53.0,23.0,114.0,36.0,N
19.0,3.0,2.0,35.0,2.0,0.25,4.0,0.43,62.0,0.0,40.3,0.02,1662.21,0.5,30.0,0.07,40.0,26.0,119.0,37.37,N
16.0,5.0,5.0,22.0,2.0,1.0,1.0,0.0,37.0,1.0,14.05,0.07,858.87,0.2,19.0,0.06,41.0,18.0,81.0,42.19,N
32.0,12.0,4.0,60.0,2.58,0.42,23.0,0.73,126.0,1.0,42.69,0.02,3775.22,0.74,79.0,0.14,80.0,27.0,223.0,33.68,N
3.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,10.0,2.0,12.0,0.08,105.49,0.5,6.0,0.14,5.0,10.0,14.0,0.0,N
39.0,4.0,2.0,62.0,2.0,0.24,4.0,0.15,150.0,3.0,33.3,0.03,2850.62,0.19,79.0,0.08,73.0,26.0,254.0,29.91,Y
2.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,12.0,0.0,4.0,0.25,94.01,0.5,6.0,0.11,9.0,8.0,18.0,20.0,N
2.0,2.0,1.0,3.0,2.0,0.4,1.0,0.0,9.0,0.0,23.38,0.04,320.63,0.2,20.0,0.31,12.0,17.0,16.0,30.77,N
0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,8.0,0.0,12.0,0.08,214.05,0.33,14.0,0.33,11.0,11.0,9.0,0.0,N
0.0,0.0,0.0,0.0,2.0,0.25,1.0,0.0,14.0,2.0,18.56,0.05,242.13,0.25,11.0,0.27,8.0,11.0,15.0,0.0,N
0.0,2.0,0.0,0.0,2.0,0.5,1.0,0.0,12.0,0.0,20.67,0.05,317.29,0.25,13.0,0.31,12.0,16.0,13.0,0.0,N
4.0,2.0,0.0,0.0,2.25,0.33,3.0,0.4,19.0,0.0,23.33,0.04,408.94,0.5,17.0,0.25,12.0,14.0,24.0,0.0,N
0.0,1.0,0.0,1.0,2.33,0.43,1.0,0.0,11.0,1.0,26.81,0.04,303.07,0.14,20.0,0.54,8.0,13.0,13.0,8.33,N
1.0,0.0,0.0,1.0,2.0,0.25,1.0,0.0,13.0,1.0,23.27,0.04,332.84,0.25,12.0,0.25,11.0,16.0,16.0,7.14,N
1.0,2.0,0.0,0.0,2.2,0.29,1.0,0.0,14.0,0.0,14.55,0.07,430.33,0.14,19.0,0.44,22.0,16.0,16.0,0.0,N
7.0,2.0,1.0,0.0,2.0,0.75,1.0,0.0,30.0,2.0,40.13,0.02,1197.09,0.25,14.0,0.1,24.0,18.0,39.0,3.23,N
7.0,0.0,1.0,0.0,2.0,0.17,1.0,0.0,34.0,5.0,45.0,0.02,1448.23,0.17,19.0,0.14,22.0,15.0,43.0,2.86,N
0.0,0.0,0.0,0.0,2.0,0.25,4.0,1.0,6.0,2.0,9.63,0.1,135.93,1.0,10.0,0.57,8.0,11.0,7.0,0.0,N
0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,2.0,6.67,0.15,76.15,0.5,8.0,0.29,6.0,8.0,7.0,0.0,N
0.0,2.0,0.0,0.0,2.0,0.5,1.0,0.0,12.0,0.0,20.67,0.05,317.29,0.25,13.0,0.31,12.0,16.0,13.0,0.0,N
0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,6.0,0.0,9.0,0.11,68.11,0.5,6.0,0.29,4.0,8.0,7.0,0.0,N
0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,7.0,1.0,13.33,0.08,180.09,0.33,11.0,0.38,9.0,12.0,8.0,0.0,N
0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,6.0,5.0,8.33,0.12,140.18,0.5,6.0,0.25,9.0,10.0,8.0,14.29,N
0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,8.0,2.0,19.25,0.05,250.63,0.2,14.0,0.5,8.0,11.0,10.0,11.11,N
0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,8.0,0.0,11.5,0.09,203.13,0.33,14.0,0.33,10.0,10.0,9.0,0.0,N
3.0,12.0,0.0,2.0,2.0,1.0,1.0,0.0,42.0,0.0,28.52,0.04,2867.19,0.5,53.0,0.04,54.0,14.0,48.0,4.55,N
0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,6.0,2.0,6.0,0.17,39.0,0.5,6.0,0.29,2.0,6.0,7.0,0.0,N
0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,7.0,0.0,11.5,0.09,203.13,0.33,14.0,0.38,10.0,10.0,8.0,0.0,N
2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,14.0,0.0,11.7,0.09,395.0,0.33,14.0,0.16,20.0,12.0,19.0,12.5,N
0.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,8.0,0.0,5.73,0.17,129.66,0.33,11.0,0.3,11.0,9.0,10.0,11.11,N
0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,12.0,1.0,27.0,0.04,263.54,0.33,12.0,0.21,7.0,14.0,14.0,7.69,N
0.0,0.0,0.0,0.0,2.0,0.2,3.0,0.5,11.0,2.0,17.14,0.06,288.85,0.6,14.0,0.42,11.0,13.0,12.0,0.0,N
2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,14.0,6.0,15.0,0.07,272.28,0.5,9.0,0.12,10.0,10.0,17.0,0.0,N
0.0,2.0,0.0,0.0,2.0,0.75,1.0,0.0,17.0,2.0,11.15,0.09,284.98,0.25,11.0,0.22,13.0,10.0,18.0,0.0,N
0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,5.25,0.19,44.97,0.5,7.0,0.4,4.0,7.0,5.0,0.0,N
0.0,3.0,0.0,0.0,3.0,0.67,3.0,1.0,6.0,0.0,6.5,0.15,125.1,1.0,8.0,0.43,9.0,9.0,7.0,0.0,N
1.0,1.0,0.0,1.0,2.0,0.43,1.0,0.0,17.0,3.0,39.75,0.03,515.47,0.14,20.0,0.35,10.0,15.0,20.0,5.56,N
0.0,0.0,0.0,0.0,2.0,0.33,1.0,0.0,6.0,2.0,9.0,0.11,169.92,0.33,8.0,0.43,10.0,9.0,7.0,0.0,N
0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,7.0,1.0,12.6,0.08,196.21,0.33,11.0,0.38,10.0,12.0,8.0,0.0,N
0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,7.0,5.0,8.33,0.12,140.18,0.5,6.0,0.22,9.0,10.0,9.0,12.5,N
0.0,2.0,0.0,0.0,2.0,0.5,1.0,0.0,12.0,0.0,20.67,0.05,317.29,0.25,13.0,0.31,12.0,16.0,13.0,0.0,N
0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,12.0,3.0,11.0,0.09,184.0,0.5,9.0,0.15,8.0,8.0,13.0,0.0,N
0.0,4.0,1.0,0.0,2.0,0.67,1.0,0.0,11.0,0.0,11.09,0.09,284.6,0.33,13.0,0.23,17.0,13.0,13.0,8.33,N
0.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,8.0,0.0,11.38,0.09,279.69,0.33,13.0,0.33,16.0,14.0,9.0,0.0,N
0.0,4.0,0.0,0.0,2.25,0.67,6.0,1.0,14.0,1.0,18.31,0.05,309.13,1.0,16.0,0.4,13.0,17.0,15.0,0.0,N
0.0,1.0,0.0,0.0,2.75,0.25,3.0,0.29,24.0,6.0,43.21,0.02,660.69,0.38,18.0,0.32,12.0,17.0,25.0,0.0,N
3.0,4.0,0.0,0.0,2.17,0.63,3.0,0.29,18.0,0.0,27.6,0.04,697.17,0.38,25.0,0.36,21.0,19.0,22.0,0.0,N
1.0,3.0,0.0,0.0,2.0,0.9,1.0,0.0,23.0,0.0,30.94,0.03,605.41,0.1,34.0,0.4,16.0,18.0,25.0,0.0,N
