@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,0.0,0.0,3.0,1.0,0.33,3.0,1.0,13.11,4.8,0.02,0.21,16.78,1.0,3.0,0.5,11.0,5.0,8.0,6.0,0.0,5.0,N
0.0,0.0,0.0,3.0,1.0,0.33,3.0,1.0,13.11,4.8,0.02,0.21,16.78,1.0,3.0,0.5,11.0,5.0,8.0,6.0,0.0,5.0,N
0.0,0.0,0.0,3.0,1.0,0.33,3.0,1.0,13.11,4.8,0.02,0.21,16.78,1.0,3.0,0.5,11.0,5.0,8.0,6.0,0.0,5.0,N
2.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,14.04,2.0,0.01,0.5,3.12,0.5,2.0,0.2,7.0,3.0,4.0,10.0,0.0,7.0,N
25.0,6.0,24.0,2.17,4.0,0.5,1.0,0.0,54.45,20.0,0.36,0.05,1210.08,0.13,13.0,0.1,107.0,33.0,15.0,78.0,57.69,28.0,N
19.0,3.0,12.0,2.0,3.0,1.0,1.0,0.0,28.72,14.88,0.14,0.07,353.01,0.33,4.0,0.06,47.0,20.0,17.0,49.0,51.72,17.0,N
16.0,5.0,13.0,2.17,3.0,0.38,1.0,0.0,24.73,28.0,0.23,0.04,1077.28,0.13,13.0,0.15,68.0,24.0,24.0,53.0,50.0,23.0,N
8.0,1.0,0.0,2.0,2.0,0.67,1.0,0.0,18.95,7.5,0.05,0.13,59.22,0.33,4.0,0.19,16.0,12.0,12.0,16.0,14.29,7.0,N
10.0,1.0,12.0,2.0,2.0,1.0,1.0,0.0,50.38,9.45,0.16,0.11,249.94,0.5,2.0,0.06,56.0,20.0,9.0,34.0,56.52,11.0,N
10.0,1.0,8.0,2.0,1.0,0.33,1.0,0.0,33.57,11.0,0.12,0.09,225.69,0.33,4.0,0.1,39.0,21.0,14.0,29.0,50.0,10.0,N
14.0,1.0,10.0,2.0,2.0,0.4,1.0,0.0,35.29,23.68,0.28,0.04,1099.51,0.2,8.0,0.12,82.0,25.0,16.0,43.0,39.29,18.0,N
16.0,1.0,17.0,2.0,2.0,0.33,1.0,0.0,32.61,64.33,0.7,0.02,7500.67,0.17,10.0,0.09,170.0,33.0,22.0,67.0,36.0,33.0,N
6.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,28.56,10.66,0.1,0.09,180.16,0.5,2.0,0.11,33.0,16.0,11.0,18.0,0.0,11.0,N
12.0,2.0,0.0,2.0,1.0,0.33,1.0,0.0,21.78,37.5,0.27,0.03,1701.77,0.33,4.0,0.1,83.0,18.0,18.0,31.0,11.11,18.0,Y
23.0,4.0,24.0,2.0,6.0,1.0,1.0,0.0,67.71,14.27,0.32,0.07,765.49,0.17,10.0,0.08,95.0,32.0,11.0,79.0,50.91,31.0,N
12.0,0.0,10.0,2.0,2.0,1.0,1.0,0.0,48.3,17.5,0.28,0.06,821.71,0.5,2.0,0.05,79.0,34.0,17.0,37.0,41.67,14.0,Y
16.0,1.0,7.0,2.2,1.0,0.17,1.0,0.0,23.33,29.45,0.23,0.03,1124.18,0.17,11.0,0.14,68.0,20.0,19.0,42.0,32.0,18.0,N
2.0,0.0,0.0,3.0,4.0,0.44,6.0,0.63,26.33,31.74,0.28,0.03,1473.48,0.67,14.0,0.41,81.0,23.0,20.0,22.0,0.0,19.0,N
0.0,0.0,1.0,2.0,1.0,0.5,1.0,0.0,5.18,15.0,0.03,0.07,64.76,0.5,2.0,0.25,12.0,3.0,10.0,8.0,14.29,6.0,N
1.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,42.5,16.14,0.23,0.06,616.12,0.2,8.0,0.24,69.0,26.0,14.0,21.0,0.0,19.0,N
8.0,3.0,0.0,2.06,60.0,0.82,15.0,0.19,123.47,68.57,2.82,0.01,32248.29,0.21,132.0,0.48,600.0,143.0,37.0,151.0,2.11,142.0,N
1.0,0.0,0.0,2.0,6.0,0.86,1.0,0.0,40.75,21.69,0.29,0.05,1064.93,0.14,12.0,0.3,86.0,29.0,17.0,23.0,0.0,21.0,N
1.0,0.0,0.0,2.0,1.0,0.25,1.0,0.0,21.91,10.05,0.07,0.1,122.82,0.25,6.0,0.29,31.0,11.0,13.0,14.0,0.0,12.0,N
5.0,0.0,0.0,2.08,12.0,0.71,15.0,0.88,29.26,76.36,0.74,0.01,9478.0,0.88,25.0,0.22,223.0,33.0,35.0,78.0,0.0,55.0,N
5.0,3.0,5.0,2.0,6.0,0.86,6.0,0.83,29.99,22.05,0.22,0.05,810.02,0.86,12.0,0.2,77.0,20.0,18.0,35.0,27.59,24.0,N
3.0,8.0,1.0,2.13,19.0,0.73,23.0,0.88,52.16,53.78,0.93,0.02,8380.54,0.88,34.0,0.27,258.0,59.0,38.0,96.0,10.71,83.0,N
3.0,0.0,0.0,2.43,1.0,0.07,10.0,0.69,27.2,31.11,0.28,0.03,1461.98,0.71,17.0,0.48,80.0,28.0,26.0,29.0,0.0,25.0,N
3.0,2.0,7.0,2.0,4.0,0.8,1.0,0.0,32.53,13.88,0.15,0.07,347.94,0.2,8.0,0.12,51.0,20.0,15.0,43.0,23.08,32.0,N
1.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,14.73,8.94,0.04,0.11,65.39,0.33,4.0,0.33,18.0,8.0,11.0,9.0,0.0,7.0,N
57.0,7.0,8.0,2.02,41.0,0.63,34.0,0.52,150.67,48.83,2.45,0.02,19959.29,0.52,126.0,0.26,543.0,148.0,33.0,252.0,7.73,186.0,N
7.0,3.0,5.0,2.0,5.0,0.83,1.0,0.0,33.65,18.75,0.21,0.05,657.19,0.17,10.0,0.11,67.0,24.0,18.0,53.0,17.78,40.0,N
5.0,0.0,4.0,2.0,2.0,0.33,1.0,0.0,19.95,12.41,0.08,0.08,170.69,0.17,2.0,0.18,33.0,11.0,13.0,34.0,14.29,24.0,N
0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,13.45,3.6,0.02,0.28,9.69,0.5,2.0,0.18,8.0,5.0,6.0,11.0,20.0,8.0,N
3.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,26.21,11.72,0.1,0.09,199.97,0.33,4.0,0.11,37.0,16.0,15.0,27.0,12.5,21.0,N
0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,26.06,4.0,0.03,0.25,23.17,0.5,2.0,0.15,15.0,10.0,8.0,13.0,0.0,12.0,N
0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,23.66,7.92,0.06,0.13,82.38,0.5,2.0,0.22,23.0,12.0,10.0,9.0,0.0,8.0,N
1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,13.69,6.43,0.03,0.16,31.43,0.5,2.0,0.2,12.0,7.0,9.0,10.0,0.0,8.0,N
2.0,0.0,0.0,2.2,4.0,0.31,9.0,0.67,33.99,21.89,0.25,0.05,905.01,0.69,22.0,0.42,85.0,23.0,19.0,31.0,0.0,28.0,N
3.0,0.0,1.0,2.0,1.0,0.17,1.0,0.0,27.21,20.39,0.18,0.05,628.21,0.17,4.0,0.22,62.0,22.0,23.0,27.0,4.35,22.0,N
12.0,0.0,0.0,2.0,45.0,0.82,1.0,0.0,59.49,281.13,5.57,0.0,261201.38,0.02,36.0,0.32,1349.0,108.0,68.0,174.0,0.0,154.0,N
1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,10.58,7.2,0.03,0.14,30.46,0.5,2.0,0.25,12.0,5.0,9.0,8.0,0.0,6.0,N
1.0,0.0,0.0,3.0,2.0,0.67,3.0,1.0,22.75,11.0,0.08,0.09,152.93,1.0,3.0,0.25,29.0,15.0,15.0,12.0,0.0,10.0,N
1.0,0.0,0.0,2.5,3.0,0.75,3.0,0.67,18.06,11.85,0.07,0.08,140.82,0.75,5.0,0.33,23.0,13.0,14.0,12.0,0.0,10.0,N
1.0,0.0,0.0,2.5,2.0,0.5,3.0,0.67,24.61,12.71,0.1,0.08,220.77,0.75,5.0,0.31,35.0,17.0,16.0,13.0,0.0,11.0,N
2.0,0.0,0.0,2.33,2.0,0.25,3.0,0.29,18.37,20.67,0.13,0.05,435.8,0.38,7.0,0.42,43.0,15.0,20.0,19.0,0.0,16.0,N
57.0,0.0,8.0,3.0,3.0,0.38,5.0,0.57,60.44,19.68,0.4,0.05,1300.92,0.63,9.0,0.04,102.0,52.0,23.0,211.0,16.0,42.0,N
2.0,2.0,0.0,2.23,7.0,0.41,14.0,0.81,30.56,37.08,0.38,0.03,2334.49,0.82,29.0,0.44,107.0,30.0,25.0,39.0,5.56,36.0,N
3.0,4.0,0.0,2.0,12.0,0.63,11.0,0.56,48.52,36.22,0.59,0.03,3536.07,0.58,36.0,0.35,159.0,41.0,22.0,54.0,8.0,50.0,N
4.0,5.0,10.0,2.2,13.0,1.0,11.0,0.83,93.54,12.79,0.4,0.08,850.66,0.85,22.0,0.21,111.0,51.0,15.0,63.0,25.86,48.0,N
1.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,10.4,11.0,0.04,0.09,69.94,0.33,4.0,0.27,16.0,6.0,11.0,11.0,0.0,9.0,N
2.0,0.0,0.0,2.0,4.0,0.57,7.0,1.0,36.63,17.5,0.21,0.06,623.26,1.0,12.0,0.32,69.0,22.0,14.0,22.0,0.0,19.0,N
4.0,0.0,0.0,2.25,4.0,0.67,4.0,0.6,34.93,12.73,0.15,0.08,314.37,0.67,9.0,0.13,46.0,22.0,14.0,45.0,0.0,18.0,N
4.0,1.0,3.0,3.0,4.0,0.44,3.0,0.25,30.24,13.18,0.13,0.08,291.72,0.33,3.0,0.14,51.0,17.0,16.0,64.0,12.12,30.0,N
1.0,0.0,0.0,2.75,1.0,0.13,6.0,0.71,7.74,101.06,0.26,0.01,4391.36,0.75,11.0,0.38,84.0,8.0,21.0,21.0,0.0,19.0,N
1.0,5.0,0.0,2.0,2.0,0.33,4.0,0.6,16.21,46.93,0.25,0.02,1983.14,0.67,10.0,0.21,82.0,15.0,22.0,29.0,18.52,27.0,N
1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,16.95,16.5,0.09,0.06,256.39,0.5,2.0,0.12,35.0,12.0,18.0,17.0,0.0,15.0,N
11.0,9.0,9.0,2.0,4.0,0.57,1.0,0.0,49.25,15.23,0.25,0.07,634.3,0.14,12.0,0.13,76.0,31.0,16.0,52.0,45.0,31.0,Y
6.0,1.0,16.0,2.0,2.0,1.0,1.0,0.0,18.2,6.87,0.04,0.15,47.78,0.5,2.0,0.07,19.0,8.0,10.0,30.0,73.91,7.0,N
6.0,2.0,5.0,2.0,2.0,1.0,1.0,0.0,53.06,13.85,0.24,0.07,565.16,0.5,2.0,0.06,80.0,26.0,12.0,36.0,24.14,24.0,N
13.0,5.0,5.0,2.0,4.0,1.0,1.0,0.0,50.97,10.6,0.18,0.09,318.39,0.25,6.0,0.08,58.0,29.0,15.0,48.0,29.41,29.0,Y
5.0,1.0,3.0,2.5,3.0,0.75,4.0,1.0,28.06,10.56,0.1,0.09,173.89,1.0,5.0,0.17,35.0,16.0,13.0,23.0,23.53,14.0,N
7.0,2.0,3.0,2.0,3.0,0.75,1.0,0.0,25.26,12.89,0.11,0.08,233.14,0.25,8.0,0.13,35.0,18.0,16.0,31.0,21.74,20.0,Y
7.0,3.0,6.0,2.17,4.0,0.57,1.0,0.0,41.68,16.84,0.23,0.06,656.56,0.14,13.0,0.16,67.0,31.0,18.0,45.0,24.32,31.0,Y
3.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,14.2,12.38,0.06,0.08,120.84,0.33,4.0,0.33,21.0,8.0,9.0,9.0,0.0,5.0,N
3.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,13.29,10.29,0.05,0.1,78.14,0.33,4.0,0.33,17.0,7.0,8.0,9.0,0.0,5.0,N
4.0,0.0,0.0,2.0,1.0,0.25,1.0,0.0,11.6,38.5,0.15,0.03,955.1,0.25,6.0,0.27,29.0,12.0,14.0,15.0,0.0,10.0,N
4.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,13.09,18.45,0.08,0.05,247.58,0.33,4.0,0.25,23.0,11.0,14.0,12.0,0.0,7.0,N
3.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,14.2,12.38,0.06,0.08,120.84,0.33,4.0,0.33,21.0,8.0,9.0,9.0,0.0,5.0,N
4.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,13.18,14.0,0.06,0.07,143.48,0.33,4.0,0.25,21.0,9.0,12.0,12.0,0.0,7.0,N
1.0,3.0,1.0,2.0,2.0,0.4,1.0,0.0,12.24,29.56,0.12,0.03,594.21,0.2,8.0,0.25,42.0,9.0,14.0,20.0,22.22,17.0,N
1.0,3.0,1.0,2.0,2.0,0.4,1.0,0.0,12.24,29.56,0.12,0.03,594.21,0.2,8.0,0.25,42.0,9.0,14.0,20.0,22.22,17.0,N
50.0,7.0,6.0,2.5,8.0,0.53,7.0,0.43,48.32,49.43,0.8,0.02,6559.14,0.47,10.0,0.1,217.0,44.0,25.0,143.0,14.13,86.0,N
50.0,7.0,6.0,2.5,8.0,0.53,7.0,0.43,48.32,49.43,0.8,0.02,6559.14,0.47,10.0,0.1,217.0,44.0,25.0,143.0,14.13,86.0,N
25.0,0.0,10.0,2.0,1.0,0.5,1.0,0.0,46.11,14.5,0.22,0.07,538.63,0.5,2.0,0.04,66.0,28.0,14.0,57.0,32.25,21.0,N
25.0,0.0,10.0,2.0,1.0,0.5,1.0,0.0,46.11,14.5,0.22,0.07,538.63,0.5,2.0,0.04,66.0,28.0,14.0,57.0,32.25,21.0,N
26.0,0.0,4.0,2.0,3.0,1.0,1.0,0.0,46.77,30.69,0.48,0.03,2447.5,0.33,4.0,0.04,129.0,39.0,21.0,72.0,8.89,41.0,Y
26.0,0.0,4.0,2.0,3.0,1.0,1.0,0.0,46.77,30.69,0.48,0.03,2447.5,0.33,4.0,0.04,129.0,39.0,21.0,72.0,8.89,41.0,Y
28.0,4.0,14.0,2.5,2.0,0.5,3.0,0.67,40.48,11.25,0.15,0.09,284.62,0.75,5.0,0.05,46.0,26.0,15.0,78.0,52.94,20.0,Y
28.0,4.0,14.0,2.5,2.0,0.5,3.0,0.67,40.48,11.25,0.15,0.09,284.62,0.75,5.0,0.05,46.0,26.0,15.0,78.0,52.94,20.0,Y
16.0,9.0,14.0,2.25,7.0,0.5,5.0,0.31,62.32,19.01,0.39,0.05,1251.11,0.36,18.0,0.13,111.0,49.0,23.0,105.0,26.14,74.0,N
16.0,9.0,14.0,2.25,7.0,0.5,5.0,0.31,62.32,19.01,0.39,0.05,1251.11,0.36,18.0,0.13,111.0,49.0,23.0,105.0,26.14,74.0,N
2.0,0.0,0.0,2.0,2.0,0.67,1.0,0.0,21.05,7.09,0.05,0.14,58.81,0.33,4.0,0.21,20.0,11.0,12.0,14.0,0.0,11.0,Y
2.0,0.0,0.0,2.0,2.0,0.67,1.0,0.0,21.05,7.09,0.05,0.14,58.81,0.33,4.0,0.21,20.0,11.0,12.0,14.0,0.0,11.0,Y
2.0,0.0,0.0,2.0,2.0,0.67,1.0,0.0,21.05,7.09,0.05,0.14,58.81,0.33,4.0,0.21,20.0,11.0,12.0,14.0,0.0,11.0,N
2.0,0.0,0.0,2.0,2.0,0.67,1.0,0.0,21.05,7.09,0.05,0.14,58.81,0.33,4.0,0.21,20.0,11.0,12.0,14.0,0.0,11.0,N
1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,10.75,5.0,0.02,0.2,14.94,0.5,2.0,0.29,10.0,4.0,8.0,7.0,0.0,5.0,N
1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,8.26,12.1,0.03,0.08,67.22,0.5,2.0,0.22,14.0,5.0,11.0,9.0,0.0,7.0,N
4.0,0.0,3.0,2.0,7.0,1.0,1.0,0.0,33.06,25.74,0.28,0.04,1216.82,0.14,12.0,0.16,87.0,23.0,16.0,44.0,7.69,36.0,N
13.0,1.0,1.0,2.0,11.0,0.79,7.0,0.46,30.87,42.62,0.44,0.02,3115.79,0.5,22.0,0.23,124.0,33.0,29.0,61.0,4.26,46.0,N
14.0,4.0,0.0,2.0,3.0,1.0,1.0,0.0,52.67,6.38,0.11,0.16,119.11,0.33,4.0,0.09,36.0,25.0,11.0,33.0,22.22,18.0,Y
13.0,4.0,0.0,2.0,1.0,0.33,1.0,0.0,32.11,9.58,0.1,0.1,163.75,0.33,4.0,0.11,35.0,19.0,14.0,28.0,28.57,14.0,N
15.0,4.0,6.0,2.0,4.0,1.0,1.0,0.0,45.88,9.11,0.14,0.11,211.4,0.25,6.0,0.09,43.0,28.0,15.0,44.0,35.71,22.0,N
8.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,34.56,4.0,0.05,0.25,30.72,0.5,2.0,0.1,17.0,14.0,8.0,20.0,18.18,11.0,N
36.0,12.0,6.0,3.0,7.0,0.54,10.0,0.75,117.25,17.36,0.68,0.06,1964.06,0.77,26.0,0.13,173.0,70.0,17.0,102.0,27.69,59.0,Y
13.0,4.0,0.0,2.5,3.0,0.75,3.0,0.67,31.36,10.11,0.11,0.1,178.11,0.75,5.0,0.13,36.0,18.0,13.0,32.0,22.22,18.0,N
19.0,8.0,4.0,3.5,5.0,0.45,10.0,0.9,78.46,12.52,0.33,0.08,683.44,0.91,22.0,0.18,93.0,46.0,16.0,62.0,28.57,38.0,Y
4.0,1.0,0.0,2.0,1.0,0.5,1.0,0.0,21.76,5.25,0.04,0.19,33.31,0.5,2.0,0.17,16.0,8.0,6.0,12.0,14.29,7.0,N
29.0,11.0,5.0,2.25,9.0,0.82,7.0,0.6,76.18,14.65,0.37,0.07,908.23,0.64,18.0,0.13,105.0,47.0,17.0,84.0,29.63,49.0,Y
18.0,6.0,7.0,2.25,5.0,0.83,4.0,0.6,43.34,14.66,0.21,0.07,517.16,0.67,9.0,0.11,65.0,29.0,17.0,55.0,36.11,29.0,Y
18.0,6.0,0.0,2.0,4.0,1.0,1.0,0.0,56.95,11.11,0.21,0.09,390.59,0.25,6.0,0.08,61.0,36.0,16.0,49.0,20.0,30.0,Y
9.0,2.0,0.0,4.0,2.0,0.5,4.0,1.0,33.12,8.0,0.09,0.13,117.77,1.0,4.0,0.17,30.0,18.0,12.0,24.0,14.29,14.0,N
8.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,28.66,6.23,0.06,0.16,61.85,0.5,2.0,0.1,21.0,15.0,11.0,20.0,18.18,11.0,N
22.0,8.0,1.0,2.5,5.0,0.71,4.0,0.5,73.73,12.57,0.31,0.08,646.74,0.57,11.0,0.11,87.0,46.0,17.0,63.0,22.5,39.0,N
22.0,10.0,0.0,2.2,6.0,0.86,4.0,0.5,71.6,13.86,0.33,0.07,763.94,0.57,11.0,0.11,91.0,46.0,17.0,66.0,23.26,43.0,Y
20.0,4.0,11.0,2.33,4.0,0.8,3.0,0.5,52.95,8.87,0.16,0.11,231.28,0.6,7.0,0.09,48.0,30.0,14.0,56.0,42.86,24.0,Y
20.0,6.0,10.0,2.33,4.0,0.8,3.0,0.5,82.63,16.32,0.45,0.06,1223.59,0.6,7.0,0.07,124.0,49.0,16.0,72.0,31.37,41.0,N
12.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,40.12,6.05,0.08,0.17,81.59,0.5,2.0,0.06,27.0,20.0,11.0,32.0,31.58,15.0,N
24.0,6.0,7.0,2.2,3.0,0.43,3.0,0.33,46.55,19.92,0.31,0.05,1026.46,0.43,11.0,0.11,83.0,39.0,21.0,62.0,35.14,30.0,N
10.0,0.0,0.0,2.67,4.0,0.67,3.0,0.4,33.68,10.74,0.12,0.09,215.72,0.5,8.0,0.3,39.0,19.0,12.0,20.0,0.0,9.0,Y
3.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,24.09,5.6,0.04,0.18,41.96,0.33,4.0,0.33,17.0,10.0,7.0,9.0,0.0,5.0,N
13.0,3.0,6.0,2.0,3.0,0.75,1.0,0.0,56.43,12.83,0.24,0.08,516.34,0.25,6.0,0.1,75.0,27.0,11.0,41.0,33.33,21.0,N
11.0,2.0,12.0,3.5,2.0,0.33,6.0,1.0,42.25,11.54,0.16,0.09,312.52,1.0,9.0,0.15,51.0,26.0,15.0,40.0,50.0,16.0,Y
26.0,3.0,35.0,2.43,6.0,0.67,3.0,0.25,67.59,11.15,0.25,0.09,467.15,0.33,17.0,0.1,73.0,39.0,15.0,92.0,58.46,30.0,Y
12.0,1.0,11.0,2.0,3.0,1.0,1.0,0.0,46.1,8.61,0.13,0.12,189.78,0.33,4.0,0.07,42.0,23.0,11.0,43.0,40.0,19.0,N
16.0,6.0,13.0,2.0,6.0,0.86,1.0,0.0,48.73,13.64,0.22,0.07,503.36,0.14,8.0,0.11,71.0,33.0,20.0,65.0,39.58,35.0,N
12.0,2.0,18.0,2.0,2.0,1.0,1.0,0.0,61.47,4.05,0.08,0.25,56.09,0.5,2.0,0.04,31.0,19.0,7.0,46.0,60.61,15.0,Y
10.0,3.0,8.0,2.25,1.0,0.17,4.0,0.6,21.92,17.73,0.13,0.06,382.88,0.67,9.0,0.18,42.0,15.0,14.0,34.0,47.83,15.0,N
4.0,2.0,0.0,2.0,2.0,0.67,1.0,0.0,31.7,10.47,0.11,0.1,193.11,0.33,4.0,0.14,38.0,18.0,13.0,21.0,12.5,16.0,N
5.0,2.0,0.0,2.0,2.0,0.67,1.0,0.0,40.79,8.29,0.11,0.12,155.58,0.33,4.0,0.14,38.0,21.0,12.0,22.0,12.5,16.0,N
7.0,2.0,0.0,2.33,2.0,0.4,4.0,0.75,13.09,18.67,0.08,0.05,253.32,0.8,7.0,0.29,30.0,9.0,14.0,17.0,22.22,9.0,N
1.0,0.0,0.0,2.0,3.0,0.6,1.0,0.0,16.12,14.3,0.08,0.07,183.28,0.2,8.0,0.38,29.0,10.0,13.0,13.0,0.0,11.0,N
1.0,2.0,1.0,2.0,10.0,0.77,8.0,0.58,41.66,36.87,0.51,0.03,3146.36,0.62,16.0,0.27,167.0,35.0,29.0,48.0,6.52,45.0,N
3.0,5.0,0.0,2.0,7.0,1.0,6.0,0.83,36.01,13.42,0.16,0.07,360.36,0.86,12.0,0.23,61.0,19.0,15.0,31.0,18.52,27.0,N
20.0,0.0,14.0,2.0,5.0,0.63,1.0,0.0,48.97,21.05,0.34,0.05,1205.85,0.13,14.0,0.11,96.0,38.0,20.0,72.0,27.45,37.0,Y
24.0,3.0,2.0,4.0,12.0,0.71,4.0,0.19,55.44,24.38,0.45,0.04,1829.97,0.24,4.0,0.17,137.0,48.0,30.0,98.0,6.85,71.0,N
7.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,29.33,4.5,0.04,0.22,33.0,0.5,2.0,0.08,18.0,10.0,6.0,24.0,25.0,13.0,N
11.0,0.0,1.0,2.33,1.0,0.2,4.0,0.75,18.5,21.54,0.13,0.05,476.66,0.8,7.0,0.15,47.0,13.0,16.0,34.0,4.55,21.0,N
13.0,0.0,5.0,2.0,1.0,0.2,5.0,1.0,28.71,23.33,0.22,0.04,868.52,1.0,8.0,0.12,74.0,18.0,14.0,42.0,17.86,23.0,N
10.0,0.0,3.0,2.14,5.0,0.56,7.0,0.75,44.42,9.42,0.14,0.11,219.23,0.78,15.0,0.2,54.0,20.0,13.0,44.0,9.09,30.0,N
9.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,64.0,8.03,0.17,0.12,229.6,0.5,2.0,0.03,53.0,28.0,10.0,67.0,5.26,18.0,N
19.0,0.0,14.0,2.0,4.0,0.67,1.0,0.0,51.05,19.74,0.34,0.05,1104.79,0.17,10.0,0.09,97.0,38.0,20.0,68.0,29.17,34.0,Y
14.0,0.0,4.0,2.0,4.0,0.67,1.0,0.0,51.1,12.22,0.21,0.08,424.05,0.17,10.0,0.15,59.0,27.0,11.0,39.0,16.67,20.0,Y
15.0,0.0,5.0,2.0,2.0,1.0,1.0,0.0,39.6,9.45,0.12,0.11,196.67,0.5,2.0,0.05,41.0,22.0,13.0,42.0,19.23,21.0,Y
4.0,0.0,0.0,2.0,2.0,0.67,1.0,0.0,22.64,5.73,0.04,0.17,41.25,0.33,4.0,0.19,16.0,11.0,9.0,16.0,0.0,11.0,N
27.0,0.0,10.0,2.56,9.0,0.6,14.0,0.93,104.45,30.05,1.05,0.03,5241.04,0.93,23.0,0.12,275.0,84.0,27.0,128.0,10.99,81.0,Y
10.0,0.0,4.0,2.0,4.0,1.0,1.0,0.0,24.52,16.53,0.14,0.06,372.07,0.25,6.0,0.11,44.0,18.0,17.0,38.0,14.81,23.0,Y
14.0,0.0,10.0,2.0,2.0,0.4,1.0,0.0,41.8,17.61,0.25,0.06,719.85,0.2,8.0,0.09,76.0,28.0,17.0,53.0,26.32,28.0,N
7.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,27.68,4.38,0.04,0.23,29.44,0.33,2.0,0.11,21.0,8.0,7.0,28.0,0.0,13.0,N
1.0,5.0,1.0,2.0,4.0,0.44,4.0,0.38,32.72,37.94,0.41,0.03,2617.94,0.44,10.0,0.25,121.0,34.0,30.0,36.0,17.65,33.0,N
12.0,3.0,2.0,2.22,6.0,0.4,10.0,0.64,42.04,61.97,0.87,0.02,8970.46,0.67,20.0,0.26,271.0,38.0,30.0,57.0,11.36,42.0,N
19.0,3.0,12.0,2.0,8.0,0.42,5.0,0.22,43.01,71.26,1.02,0.01,12134.55,0.26,24.0,0.17,263.0,54.0,37.0,110.0,16.67,78.0,N
1.0,0.0,0.0,2.0,3.0,0.75,1.0,0.0,11.9,21.72,0.09,0.05,311.98,0.25,6.0,0.33,32.0,9.0,17.0,12.0,0.0,10.0,N
0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,11.82,8.8,0.03,0.11,50.84,0.5,2.0,0.4,18.0,5.0,11.0,5.0,0.0,4.0,N
1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,47.51,25.6,0.41,0.04,1729.66,0.5,2.0,0.09,147.0,25.0,16.0,22.0,0.0,20.0,N
0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,15.88,10.11,0.05,0.1,90.18,0.33,4.0,0.5,22.0,9.0,13.0,6.0,0.0,5.0,N
2.0,0.0,1.0,2.33,2.0,0.18,11.0,1.0,20.28,39.0,0.26,0.03,1713.46,1.0,14.0,0.39,87.0,19.0,26.0,28.0,4.0,24.0,N
6.0,3.0,0.0,2.0,2.0,0.22,5.0,0.5,32.25,23.09,0.25,0.04,955.16,0.56,16.0,0.26,80.0,23.0,18.0,34.0,11.11,27.0,N
26.0,4.0,16.0,2.17,2.0,0.18,1.0,0.0,33.74,23.2,0.26,0.04,1008.77,0.09,13.0,0.13,78.0,30.0,24.0,85.0,34.48,42.0,N
27.0,4.0,13.0,2.17,2.0,0.18,1.0,0.0,33.74,23.2,0.26,0.04,1008.77,0.09,13.0,0.13,78.0,30.0,24.0,83.0,30.91,42.0,N
