@relation SelectedFeatures
@attribute CALL_PAIRS numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,5.99,84.22,4.68,0.5,0.5,5.0,50.0,2.0,N
3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,10.03,3014.58,167.48,0.33,0.43,16.0,80.0,5.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,16.65,362.64,20.15,0.5,0.2,7.0,75.0,8.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,19.99,319.82,17.77,0.5,0.18,7.0,77.78,9.0,N
3.0,1.0,6.0,2.0,0.75,1.0,2.0,1.0,11.84,8245.95,458.11,0.25,0.22,19.0,87.5,15.0,N
8.0,5.0,10.0,2.0,0.83,1.0,4.0,1.0,20.14,9834.5,546.36,0.17,0.19,17.0,86.21,24.0,N
2.0,1.0,2.0,2.0,0.5,1.0,3.0,2.0,11.06,1372.69,76.26,0.5,0.17,12.0,70.0,9.0,N
4.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,13.21,3863.67,214.65,0.33,0.2,18.0,75.0,11.0,N
5.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,14.42,4256.92,236.5,0.33,0.2,18.0,75.0,11.0,N
4.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,13.36,4301.69,238.98,0.33,0.2,17.0,76.92,12.0,N
2.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,15.9,532.29,29.57,1.0,0.38,9.0,80.0,5.0,N
2.0,0.0,2.0,3.0,1.0,3.0,2.0,2.0,16.59,555.43,30.86,1.0,0.3,9.0,71.43,7.0,N
4.0,1.0,8.0,2.0,0.8,1.0,2.0,1.0,13.97,16494.55,916.36,0.2,0.24,21.0,89.47,18.0,N
4.0,1.0,6.0,2.0,1.0,1.0,3.0,4.0,18.47,5338.7,296.59,0.25,0.25,17.0,76.92,12.0,N
4.0,1.0,12.0,2.0,1.0,1.0,2.0,6.0,20.11,20434.13,1135.23,0.14,0.32,20.0,88.89,17.0,N
4.0,1.0,6.0,2.0,1.0,1.0,3.0,5.0,18.18,5255.28,291.96,0.25,0.24,17.0,76.92,12.0,N
5.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,14.36,8656.64,480.92,0.25,0.25,17.0,78.57,13.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,5.99,84.22,4.68,0.5,0.5,5.0,50.0,2.0,N
4.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0,12.38,4951.76,275.1,0.25,0.44,15.0,85.71,7.0,N
4.0,0.0,6.0,2.0,1.0,1.0,2.0,0.0,14.11,3246.47,180.36,0.25,0.33,13.0,80.0,10.0,N
2.0,0.0,4.0,2.0,0.67,3.0,1.0,1.0,9.79,902.51,50.14,1.0,0.5,12.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,13.66,240.91,13.38,0.5,0.29,7.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,13.66,240.91,13.38,0.5,0.29,7.0,80.0,5.0,N
3.0,1.0,6.0,2.0,0.75,1.0,2.0,1.0,11.91,8971.59,498.42,0.25,0.21,19.0,88.24,16.0,N
3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,13.75,3521.25,195.63,0.33,0.33,16.0,85.71,7.0,N
2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,13.02,732.54,40.7,0.5,0.22,9.0,71.43,7.0,N
7.0,5.0,10.0,2.0,0.83,1.0,4.0,1.0,17.24,10090.27,560.57,0.17,0.19,17.0,86.21,24.0,N
3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,8.83,4728.77,262.71,0.33,0.21,18.0,75.0,11.0,N
3.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,10.22,4353.75,241.87,0.33,0.2,17.0,76.92,12.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,5.05,126.33,7.02,0.5,0.5,5.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,5.05,126.33,7.02,0.5,0.5,5.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,3.95,980.75,54.49,0.5,0.5,9.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.2,6.0,50.0,2.0,N
17.0,26.0,26.0,2.0,0.57,1.0,11.0,0.0,149.83,99941.02,5552.28,0.07,0.11,17.0,91.54,104.0,N
17.0,12.0,10.0,2.0,1.0,6.0,7.0,1.0,82.49,20495.0,1138.61,1.0,0.09,13.0,89.71,56.0,N
16.0,26.0,2.0,2.0,1.0,1.0,4.0,4.0,515.37,194889.1,10827.17,0.25,0.02,16.0,97.56,138.0,N
4.0,9.0,14.0,2.0,0.38,1.0,3.0,0.0,115.8,48481.62,2693.42,0.13,0.12,14.0,95.31,55.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.55,58.95,3.28,1.0,0.25,6.0,50.0,2.0,N
9.0,2.0,6.0,2.0,0.88,5.0,2.0,1.0,27.79,3570.0,198.33,0.63,0.33,17.0,90.91,20.0,N
2.0,0.0,4.0,2.0,0.67,1.0,4.0,3.0,17.43,2287.31,127.07,0.33,0.15,14.0,75.0,16.0,N
2.0,0.0,4.0,2.0,0.67,1.0,4.0,3.0,17.43,2287.31,127.07,0.33,0.15,14.0,75.0,16.0,N
2.0,0.0,4.0,2.0,0.67,1.0,4.0,3.0,17.43,2287.31,127.07,0.33,0.15,14.0,75.0,16.0,N
2.0,0.0,4.0,2.0,1.0,1.0,3.0,3.0,15.05,685.66,38.09,0.5,0.14,9.0,70.0,10.0,N
2.0,0.0,4.0,2.0,1.0,1.0,3.0,3.0,15.05,685.66,38.09,0.5,0.14,9.0,70.0,10.0,N
2.0,0.0,4.0,2.0,1.0,1.0,3.0,3.0,15.05,685.66,38.09,0.5,0.14,9.0,70.0,10.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,11.24,179.89,9.99,1.0,0.25,8.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,5.05,126.33,7.02,0.5,0.5,5.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,6.18,154.4,8.58,0.5,0.29,5.0,80.0,5.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,6.18,154.4,8.58,0.5,0.29,5.0,80.0,5.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,5.05,126.33,7.02,0.5,0.5,5.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,3.95,980.75,54.49,0.5,0.5,9.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.2,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,11.24,179.89,9.99,1.0,0.13,8.0,83.33,2.0,N
0.0,0.0,2.0,3.0,0.5,1.0,1.0,2.0,7.0,252.0,14.0,0.5,0.5,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
2.0,0.0,6.0,2.0,0.75,1.0,3.0,2.0,10.48,7748.01,430.45,0.25,0.24,15.0,80.0,15.0,N
3.0,0.0,6.0,2.0,0.75,1.0,3.0,2.0,13.08,8043.39,446.86,0.25,0.24,16.0,80.0,15.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,15.9,532.29,29.57,1.0,0.43,9.0,80.0,5.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,3.0,17.44,551.81,30.66,1.0,0.38,9.0,80.0,5.0,N
4.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,13.46,1172.67,65.15,0.33,0.5,8.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.55,58.95,3.28,1.0,0.25,6.0,50.0,2.0,N
9.0,2.0,6.0,2.0,0.88,5.0,2.0,1.0,27.79,3570.0,198.33,0.63,0.33,17.0,90.91,20.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,5.99,84.22,4.68,0.5,0.5,5.0,50.0,2.0,N
3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,10.03,3014.58,167.48,0.33,0.43,16.0,80.0,5.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,16.65,362.64,20.15,0.5,0.2,7.0,75.0,8.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,19.99,319.82,17.77,0.5,0.18,7.0,77.78,9.0,N
3.0,1.0,6.0,2.0,0.75,1.0,2.0,1.0,11.84,8245.95,458.11,0.25,0.22,19.0,87.5,15.0,N
8.0,5.0,10.0,2.0,0.83,1.0,4.0,1.0,20.14,9834.5,546.36,0.17,0.19,17.0,86.21,24.0,N
2.0,1.0,2.0,2.0,0.5,1.0,3.0,2.0,11.06,1372.69,76.26,0.5,0.17,12.0,70.0,9.0,N
4.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,13.21,3863.67,214.65,0.33,0.2,18.0,75.0,11.0,N
5.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,14.42,4256.92,236.5,0.33,0.2,18.0,75.0,11.0,N
4.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,13.36,4301.69,238.98,0.33,0.2,17.0,76.92,12.0,N
2.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,15.9,532.29,29.57,1.0,0.38,9.0,80.0,5.0,N
2.0,0.0,2.0,3.0,1.0,3.0,2.0,2.0,16.59,555.43,30.86,1.0,0.3,9.0,71.43,7.0,N
4.0,1.0,8.0,2.0,0.8,1.0,2.0,1.0,13.97,16494.55,916.36,0.2,0.24,21.0,89.47,18.0,N
4.0,1.0,6.0,2.0,1.0,1.0,3.0,4.0,18.47,5338.7,296.59,0.25,0.25,17.0,76.92,12.0,N
4.0,1.0,12.0,2.0,1.0,1.0,2.0,6.0,20.11,20434.13,1135.23,0.14,0.32,20.0,88.89,17.0,N
4.0,1.0,6.0,2.0,1.0,1.0,3.0,5.0,18.18,5255.28,291.96,0.25,0.24,17.0,76.92,12.0,N
5.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,14.36,8656.64,480.92,0.25,0.25,17.0,78.57,13.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,5.99,84.22,4.68,0.5,0.5,5.0,50.0,2.0,N
4.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0,12.38,4951.76,275.1,0.25,0.44,15.0,85.71,7.0,N
4.0,0.0,6.0,2.0,1.0,1.0,2.0,0.0,14.11,3246.47,180.36,0.25,0.33,13.0,80.0,10.0,N
2.0,0.0,4.0,2.0,0.67,3.0,1.0,1.0,9.79,902.51,50.14,1.0,0.5,12.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,13.66,240.91,13.38,0.5,0.29,7.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,13.66,240.91,13.38,0.5,0.29,7.0,80.0,5.0,N
3.0,1.0,6.0,2.0,0.75,1.0,2.0,1.0,11.91,8971.59,498.42,0.25,0.21,19.0,88.24,16.0,N
3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,13.75,3521.25,195.63,0.33,0.33,16.0,85.71,7.0,N
2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,13.02,732.54,40.7,0.5,0.22,9.0,71.43,7.0,N
7.0,5.0,10.0,2.0,0.83,1.0,4.0,1.0,17.24,10090.27,560.57,0.17,0.19,17.0,86.21,24.0,N
3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,8.83,4728.77,262.71,0.33,0.21,18.0,75.0,11.0,N
3.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,10.22,4353.75,241.87,0.33,0.2,17.0,76.92,12.0,N
1.0,0.0,6.0,2.0,0.75,1.0,2.0,2.0,9.5,4719.55,262.2,0.25,0.31,13.0,81.82,11.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,3.0,11.42,507.65,28.2,0.5,0.5,8.0,50.0,2.0,N
1.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,26.21,766.89,42.6,0.5,0.25,7.0,83.33,4.0,N
0.0,0.0,6.0,2.0,0.25,1.0,2.0,2.0,13.75,1980.7,110.04,0.25,0.36,16.0,77.78,9.0,N
2.0,0.0,4.0,2.0,1.0,1.0,3.0,1.0,21.31,2305.21,128.07,0.33,0.19,13.0,78.57,14.0,N
2.0,5.0,2.0,2.0,1.0,1.0,2.0,5.0,39.59,10880.48,604.47,0.5,0.07,15.0,92.31,21.0,N
4.0,3.0,8.0,2.0,0.6,1.0,3.0,4.0,35.31,11158.55,619.92,0.2,0.2,20.0,86.96,20.0,N
6.0,3.0,6.0,2.33,0.8,4.0,4.0,2.0,39.05,12010.76,667.26,0.8,0.17,16.0,85.71,25.0,N
2.0,1.0,2.0,3.0,0.67,3.0,2.0,3.0,40.35,13562.05,753.45,1.0,0.14,16.0,90.0,19.0,N
6.0,3.0,6.0,2.33,0.8,5.0,4.0,2.0,36.51,11854.69,658.59,1.0,0.17,17.0,85.19,24.0,N
2.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,29.63,5006.9,278.16,0.5,0.09,13.0,89.47,15.0,N
4.0,3.0,6.0,2.0,0.5,1.0,2.0,3.0,33.75,3604.18,200.23,0.25,0.22,14.0,85.71,11.0,N
5.0,2.0,2.0,3.0,0.67,3.0,2.0,1.0,28.53,4669.85,259.44,1.0,0.17,15.0,86.67,13.0,N
2.0,1.0,2.0,4.0,0.5,4.0,2.0,4.0,40.2,14007.31,778.18,1.0,0.17,16.0,90.0,19.0,N
1.0,0.0,4.0,2.0,0.33,1.0,1.0,2.0,17.86,492.27,27.35,0.33,0.5,7.0,75.0,4.0,N
2.0,1.0,8.0,2.5,0.14,7.0,1.0,2.0,17.4,5901.18,327.84,1.0,0.54,13.0,90.91,10.0,N
12.0,18.0,38.0,2.63,0.74,26.0,19.0,3.0,72.43,238951.09,13275.06,0.74,0.24,35.0,86.71,125.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,6.18,154.4,8.58,0.5,0.29,5.0,80.0,5.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,6.18,154.4,8.58,0.5,0.29,5.0,80.0,5.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,5.05,126.33,7.02,0.5,0.5,5.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,5.05,126.33,7.02,0.5,0.5,5.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,3.95,980.75,54.49,0.5,0.5,9.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.2,6.0,50.0,2.0,N
3.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,10.79,559.51,31.08,0.5,0.29,8.0,80.0,5.0,N
5.0,1.0,2.0,2.0,0.75,1.0,4.0,2.0,15.54,2626.61,145.92,0.25,0.17,13.0,80.95,20.0,N
2.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,9.0,81.0,4.5,0.5,0.2,6.0,87.5,3.0,N
2.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,8.98,56.15,3.12,0.5,0.2,5.0,75.0,4.0,N
0.0,4.0,2.0,2.0,0.5,1.0,1.0,0.0,6.97,174.35,9.69,0.5,0.25,6.0,83.33,2.0,N
1.0,3.0,2.0,2.0,0.5,1.0,2.0,4.0,19.63,1980.5,110.03,0.5,0.12,13.0,83.33,9.0,N
74.0,111.0,284.0,2.0,0.8,124.0,105.0,0.0,310.31,882628.66,49034.93,0.86,0.19,31.0,86.43,663.0,N
3.0,1.0,4.0,2.0,1.0,3.0,1.0,0.0,7.67,1450.43,80.58,1.0,0.3,11.0,87.5,7.0,N
2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,14.52,486.0,27.0,0.5,0.29,9.0,80.0,4.0,N
6.0,1.0,20.0,2.5,0.75,15.0,6.0,3.0,31.2,29601.09,1644.5,0.94,0.37,20.0,85.37,40.0,N
6.0,1.0,20.0,2.4,0.73,14.0,6.0,3.0,33.28,23481.15,1304.51,0.93,0.35,17.0,85.37,40.0,N
6.0,1.0,20.0,2.5,0.75,15.0,6.0,3.0,31.2,29601.09,1644.5,0.94,0.37,20.0,85.37,40.0,N
13.0,5.0,12.0,2.0,0.57,1.0,4.0,4.0,44.14,8962.72,497.93,0.14,0.15,13.0,90.7,38.0,N
15.0,3.0,16.0,2.13,0.73,5.0,4.0,0.0,35.37,12477.97,693.22,0.45,0.28,18.0,89.47,35.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,15.9,532.29,29.57,1.0,0.43,9.0,80.0,5.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,3.0,17.44,551.81,30.66,1.0,0.38,9.0,80.0,5.0,N
4.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,13.46,1172.67,65.15,0.33,0.5,8.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
1.0,0.0,2.0,2.0,0.33,1.0,4.0,0.0,8.31,698.02,38.78,0.33,0.25,11.0,60.0,10.0,N
1.0,0.0,4.0,2.0,0.67,1.0,2.0,1.0,8.54,290.67,16.14,0.33,0.38,7.0,66.67,6.0,N
1.0,0.0,2.0,2.0,0.5,1.0,2.0,3.0,12.14,345.2,19.18,0.5,0.29,8.0,60.0,5.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,13.88,319.72,17.76,0.5,0.33,8.0,75.0,4.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,13.88,319.72,17.76,0.5,0.33,8.0,75.0,4.0,N
0.0,0.0,2.0,3.0,0.5,1.0,1.0,1.0,9.34,415.13,23.06,0.5,0.4,8.0,66.67,3.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,13.88,319.72,17.76,0.5,0.33,8.0,75.0,4.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,13.88,319.72,17.76,0.5,0.33,8.0,75.0,4.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,13.88,319.72,17.76,0.5,0.33,8.0,75.0,4.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,13.88,319.72,17.76,0.5,0.33,8.0,75.0,4.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,11.41,71.32,3.96,0.5,0.5,5.0,50.0,2.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,9.51,85.59,4.75,0.5,0.5,6.0,50.0,2.0,N
2.0,0.0,2.0,3.0,0.67,1.0,2.0,2.0,18.2,550.43,30.58,0.33,0.43,9.0,60.0,5.0,N
1.0,0.0,2.0,2.0,0.5,1.0,2.0,3.0,20.31,231.3,12.85,0.5,0.29,6.0,60.0,5.0,N
2.0,0.0,2.0,2.0,0.5,1.0,3.0,1.0,24.31,444.89,24.72,0.5,0.2,7.0,62.5,8.0,N
1.0,0.0,2.0,3.0,0.5,1.0,1.0,1.0,11.07,211.89,11.77,0.5,0.5,7.0,50.0,2.0,N
1.0,0.0,2.0,3.0,0.5,1.0,1.0,1.0,11.07,211.89,11.77,0.5,0.5,7.0,50.0,2.0,N
1.0,0.0,2.0,3.0,0.5,1.0,1.0,1.0,11.07,211.89,11.77,0.5,0.5,7.0,50.0,2.0,N
1.0,0.0,2.0,3.0,0.5,1.0,1.0,1.0,11.07,211.89,11.77,0.5,0.5,7.0,50.0,2.0,N
1.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,8.0,72.0,4.0,0.5,0.22,6.0,85.71,3.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,9.51,85.59,4.75,0.5,0.4,6.0,66.67,3.0,N
2.0,4.0,4.0,2.0,0.67,1.0,1.0,1.0,11.72,421.94,23.44,0.33,0.27,9.0,88.89,5.0,N
0.0,0.0,2.0,3.0,0.5,1.0,1.0,0.0,10.3,164.84,9.16,0.5,0.5,6.0,50.0,2.0,N
3.0,0.0,4.0,2.0,1.0,1.0,3.0,2.0,23.36,643.78,35.77,0.33,0.25,7.0,70.0,10.0,N
3.0,0.0,4.0,2.0,1.0,1.0,3.0,3.0,26.21,679.32,37.74,0.33,0.25,7.0,70.0,10.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,9.49,116.27,6.46,0.5,0.4,7.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,9.49,116.27,6.46,0.5,0.4,7.0,66.67,3.0,N
1.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,7.4,251.91,14.0,0.5,0.2,7.0,87.5,4.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.55,58.95,3.28,1.0,0.25,6.0,50.0,2.0,N
9.0,2.0,6.0,2.0,0.88,5.0,2.0,1.0,27.79,3570.0,198.33,0.63,0.33,17.0,90.91,20.0,N
8.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,16.58,2621.1,145.62,0.33,0.15,11.0,83.33,15.0,N
