@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1.0,4.0,4.0,0.18,2.0,2.0,7.0,0.07,48.0,207.45,0.5,1.0,2.0,0.11,20.0,28.0,11.0,18.0,36.36,11.0,N
0.0,0.0,0.0,0.1,0.0,0.0,10.0,0.19,163.0,563.89,1.0,0.0,0.0,0.07,81.0,82.0,6.0,14.0,0.0,10.0,N
1.0,0.0,4.0,0.5,2.0,2.0,4.0,0.03,21.0,77.71,0.5,1.0,2.0,0.2,11.0,10.0,6.0,10.0,0.0,4.0,N
0.0,0.0,0.0,0.2,0.0,0.0,5.0,0.06,45.0,171.33,1.0,0.0,0.0,0.11,22.0,23.0,8.0,9.0,0.0,5.0,N
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,38.0,0.0,0.0,N
17.0,19.0,12.0,0.15,6.0,2.0,35.0,0.77,442.0,2319.58,0.13,3.0,6.0,0.1,199.0,243.0,17.0,80.0,40.68,54.0,N
1.0,0.0,0.0,0.13,0.0,0.0,8.0,0.11,86.0,327.43,1.0,0.0,0.0,0.08,43.0,43.0,8.0,13.0,0.0,8.0,N
18.0,19.0,12.0,0.15,6.0,2.0,35.0,0.75,433.0,2238.58,0.13,3.0,6.0,0.1,199.0,234.0,16.0,81.0,40.68,54.0,N
0.0,2.0,4.0,0.29,2.0,2.0,5.0,0.04,28.0,112.0,0.5,1.0,2.0,0.18,14.0,14.0,7.0,11.0,28.57,7.0,N
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,N
3.0,2.0,10.0,0.33,4.0,2.5,10.0,0.1,67.0,314.93,1.0,3.0,5.0,0.18,30.0,37.0,13.0,22.0,33.33,12.0,N
6.0,6.0,18.0,0.18,6.0,3.0,33.0,0.59,360.0,1783.51,1.0,6.0,9.0,0.13,174.0,186.0,19.0,52.0,21.43,39.0,N
5.0,7.0,20.0,0.21,6.0,3.33,31.0,0.49,292.0,1460.0,1.0,7.0,10.0,0.16,138.0,154.0,18.0,50.0,24.39,38.0,N
8.0,0.0,0.0,0.45,0.0,0.0,62.0,0.69,328.0,2061.61,0.79,0.0,0.0,0.34,143.0,185.0,48.0,82.0,15.07,62.0,N
1.0,0.0,0.0,0.33,0.0,0.0,12.0,0.08,50.0,232.19,0.75,0.0,0.0,0.29,22.0,28.0,12.0,14.0,0.0,12.0,N
0.0,0.0,8.0,0.18,4.0,2.0,17.0,0.06,46.0,191.82,0.33,2.0,4.0,0.14,18.0,28.0,8.0,21.0,0.0,17.0,Y
2.0,0.0,4.0,0.29,2.0,2.0,7.0,0.04,30.0,122.62,0.5,1.0,2.0,0.17,15.0,15.0,7.0,12.0,0.0,7.0,N
0.0,0.0,4.0,0.4,2.0,2.0,5.0,0.01,11.0,30.88,0.5,1.0,2.0,0.25,4.0,7.0,2.0,8.0,0.0,5.0,N
2.0,6.0,40.0,0.27,18.0,2.22,39.0,0.36,205.0,1091.0,0.5,11.0,20.0,0.22,95.0,110.0,23.0,55.0,13.33,45.0,N
1.0,0.0,0.0,0.05,0.0,0.0,20.0,0.62,489.0,1861.8,1.0,0.0,0.0,0.04,245.0,244.0,8.0,27.0,4.76,20.0,N
1.0,0.0,8.0,0.3,4.0,2.0,10.0,0.06,42.0,175.14,0.33,2.0,4.0,0.18,22.0,20.0,10.0,17.0,9.09,10.0,N
1.0,0.0,8.0,0.3,4.0,2.0,10.0,0.06,42.0,175.14,0.33,2.0,4.0,0.18,22.0,20.0,10.0,17.0,9.09,10.0,N
2.0,0.0,24.0,0.41,12.0,2.0,17.0,0.15,102.0,440.84,0.14,6.0,12.0,0.28,57.0,45.0,12.0,25.0,5.56,17.0,N
1.0,0.0,0.0,0.13,0.0,0.0,8.0,0.16,128.0,487.34,1.0,0.0,0.0,0.07,64.0,64.0,8.0,15.0,11.11,8.0,N
4.0,12.0,20.0,0.18,10.0,2.0,22.0,0.18,108.0,529.94,0.5,5.0,10.0,0.14,51.0,57.0,14.0,42.0,35.29,34.0,Y
0.0,2.0,4.0,0.29,2.0,2.0,5.0,0.04,28.0,112.0,0.5,1.0,2.0,0.18,14.0,14.0,7.0,11.0,28.57,7.0,N
0.0,0.0,4.0,0.4,2.0,2.0,5.0,0.03,26.0,93.21,0.5,1.0,2.0,0.22,13.0,13.0,5.0,9.0,0.0,5.0,N
0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.02,13.0,46.6,1.0,0.0,0.0,0.25,4.0,9.0,4.0,4.0,0.0,2.0,N
2.0,0.0,0.0,0.05,0.0,0.0,21.0,0.32,223.0,963.79,1.0,0.0,0.0,0.04,107.0,116.0,12.0,28.0,8.7,21.0,N
1.0,0.0,10.0,0.36,4.0,2.5,11.0,0.11,68.0,319.63,1.0,3.0,5.0,0.21,29.0,39.0,13.0,19.0,21.43,11.0,N
9.0,3.0,16.0,0.29,6.0,2.67,18.0,0.49,293.0,1478.01,1.0,5.0,8.0,0.14,126.0,167.0,15.0,44.0,41.94,21.0,N
11.0,5.0,36.0,0.36,14.0,2.57,28.0,0.55,325.0,1653.43,1.0,11.0,18.0,0.22,141.0,184.0,15.0,54.0,28.21,33.0,N
1.0,0.0,4.0,0.25,2.0,2.0,8.0,0.23,164.0,696.66,0.5,1.0,2.0,0.15,82.0,82.0,10.0,13.0,0.0,8.0,N
1.0,0.0,12.0,0.31,6.0,2.0,13.0,0.14,84.0,408.07,0.25,3.0,6.0,0.21,44.0,40.0,15.0,19.0,0.0,13.0,N
5.0,2.0,8.0,0.15,4.0,2.0,18.0,0.45,279.0,1355.38,0.33,2.0,4.0,0.1,128.0,151.0,17.0,31.0,14.29,20.0,N
6.0,0.0,0.0,0.13,0.0,0.0,8.0,0.07,51.0,224.01,1.0,0.0,0.0,0.06,19.0,32.0,11.0,18.0,20.0,8.0,N
19.0,2.0,16.0,0.11,8.0,2.0,44.0,0.47,254.0,1402.98,0.2,4.0,8.0,0.07,94.0,160.0,27.0,72.0,13.73,46.0,N
20.0,8.0,28.0,0.18,14.0,2.0,36.0,0.28,161.0,850.95,0.13,7.0,14.0,0.1,54.0,107.0,20.0,77.0,34.55,44.0,N
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,N
2.0,0.0,4.0,0.29,2.0,2.0,7.0,0.03,21.0,77.71,0.5,1.0,2.0,0.18,9.0,12.0,5.0,11.0,0.0,7.0,N
13.0,0.0,8.0,0.09,4.0,2.0,35.0,0.24,156.0,733.27,0.33,2.0,4.0,0.05,55.0,101.0,14.0,62.0,25.53,35.0,N
3.0,0.0,4.0,0.33,2.0,2.0,6.0,0.02,16.0,53.15,0.5,1.0,2.0,0.18,8.0,8.0,4.0,11.0,0.0,6.0,N
9.0,1.0,8.0,0.21,4.0,2.0,13.0,0.09,62.0,276.48,0.33,2.0,4.0,0.1,25.0,37.0,10.0,29.0,27.78,14.0,N
8.0,0.0,4.0,0.07,2.0,2.0,28.0,0.35,206.0,1048.02,0.5,1.0,2.0,0.05,74.0,132.0,21.0,40.0,6.67,28.0,N
8.0,0.0,4.0,0.13,2.0,2.0,15.0,0.12,100.0,358.5,0.5,1.0,2.0,0.08,41.0,59.0,5.0,25.0,0.0,15.0,N
6.0,0.0,4.0,0.18,2.0,2.0,11.0,0.08,70.0,250.95,0.5,1.0,2.0,0.11,29.0,41.0,5.0,19.0,0.0,11.0,N
6.0,0.0,4.0,0.18,2.0,2.0,11.0,0.06,49.0,175.66,0.5,1.0,2.0,0.1,20.0,29.0,5.0,20.0,8.33,11.0,N
6.0,1.0,8.0,0.15,4.0,2.0,19.0,0.15,118.0,461.01,0.33,2.0,4.0,0.1,48.0,70.0,7.0,30.0,13.64,20.0,N
22.0,3.0,16.0,0.11,8.0,2.0,33.0,0.24,129.0,716.54,0.25,4.0,8.0,0.05,47.0,82.0,32.0,75.0,35.29,36.0,N
29.0,2.0,0.0,0.29,0.0,0.0,74.0,0.44,209.0,1321.28,0.05,0.0,0.0,0.21,62.0,147.0,47.0,107.0,2.63,76.0,N
25.0,2.0,50.0,0.23,22.0,2.27,63.0,0.72,402.0,2167.71,0.53,14.0,25.0,0.15,158.0,244.0,23.0,103.0,17.11,65.0,N
21.0,6.0,32.0,0.2,14.0,2.29,44.0,0.38,211.0,1137.78,0.3,9.0,16.0,0.12,85.0,126.0,20.0,83.0,26.67,50.0,N
32.0,6.0,58.0,0.21,22.0,2.64,84.0,0.84,422.0,2532.0,0.68,18.0,29.0,0.13,156.0,266.0,39.0,145.0,24.32,90.0,N
10.0,1.0,0.0,0.16,0.0,0.0,18.0,0.1,63.0,299.56,0.33,0.0,0.0,0.09,21.0,42.0,12.0,33.0,14.29,19.0,N
15.0,1.0,4.0,0.22,2.0,2.0,8.0,0.03,25.0,95.18,0.5,1.0,2.0,0.07,9.0,16.0,7.0,28.0,27.27,9.0,N
3.0,0.0,0.0,0.25,0.0,0.0,4.0,0.01,14.0,42.0,1.0,0.0,0.0,0.11,6.0,8.0,4.0,9.0,0.0,4.0,N
13.0,0.0,4.0,0.06,2.0,2.0,32.0,0.24,148.0,718.98,0.5,1.0,2.0,0.03,52.0,96.0,17.0,58.0,25.58,32.0,N
12.0,2.0,14.0,0.35,4.0,3.5,18.0,0.12,74.0,373.29,1.0,5.0,7.0,0.11,27.0,47.0,18.0,64.0,21.74,20.0,N
13.0,4.0,20.0,0.21,10.0,2.0,25.0,0.28,181.0,829.88,0.17,5.0,10.0,0.12,63.0,118.0,11.0,52.0,32.43,29.0,N
16.0,6.0,20.0,0.25,8.0,2.5,22.0,0.23,132.0,677.07,0.86,6.0,10.0,0.12,51.0,81.0,14.0,57.0,43.59,28.0,N
16.0,0.0,24.0,0.18,12.0,2.0,40.0,0.33,194.0,995.08,0.14,6.0,12.0,0.1,72.0,122.0,18.0,68.0,20.0,40.0,N
33.0,6.0,58.0,0.24,26.0,2.23,64.0,0.75,395.0,2262.53,0.29,16.0,29.0,0.13,142.0,253.0,29.0,128.0,31.18,70.0,N
33.0,9.0,52.0,0.25,24.0,2.17,51.0,0.52,272.0,1565.33,0.2,14.0,26.0,0.13,104.0,168.0,29.0,115.0,36.25,60.0,N
24.0,2.0,32.0,0.16,14.0,2.29,59.0,0.62,341.0,1861.67,0.6,9.0,16.0,0.09,115.0,226.0,24.0,107.0,27.16,61.0,N
13.0,4.0,24.0,0.23,12.0,2.0,27.0,0.32,198.0,961.88,0.14,6.0,12.0,0.13,75.0,123.0,14.0,54.0,30.77,31.0,N
18.0,3.0,30.0,0.32,12.0,2.5,28.0,0.24,146.0,723.31,0.7,9.0,15.0,0.17,52.0,94.0,14.0,60.0,30.0,31.0,N
9.0,1.0,14.0,0.24,6.0,2.33,20.0,0.17,103.0,510.28,0.6,4.0,7.0,0.14,37.0,66.0,15.0,36.0,20.0,21.0,N
34.0,10.0,60.0,0.27,22.0,2.73,63.0,1.06,596.0,3193.1,0.9,19.0,30.0,0.15,223.0,373.0,19.0,136.0,37.0,73.0,N
15.0,2.0,22.0,0.32,8.0,2.75,23.0,0.21,123.0,620.46,0.63,7.0,11.0,0.15,44.0,79.0,13.0,54.0,37.84,25.0,N
7.0,2.0,10.0,0.33,4.0,2.5,10.0,0.09,60.0,263.54,0.25,3.0,5.0,0.17,24.0,36.0,7.0,24.0,33.33,12.0,N
7.0,2.0,8.0,0.27,4.0,2.0,9.0,0.07,51.0,208.46,0.33,2.0,4.0,0.14,21.0,30.0,6.0,22.0,30.77,11.0,N
13.0,1.0,24.0,0.21,10.0,2.4,37.0,0.37,206.0,1096.32,0.63,7.0,12.0,0.14,71.0,135.0,21.0,58.0,13.95,38.0,N
11.0,2.0,14.0,0.19,6.0,2.33,24.0,0.19,118.0,579.01,0.8,4.0,7.0,0.11,44.0,74.0,13.0,45.0,25.0,26.0,N
4.0,1.0,4.0,0.33,2.0,2.0,5.0,0.02,16.0,55.35,0.5,1.0,2.0,0.15,5.0,11.0,3.0,13.0,28.57,6.0,N
17.0,5.0,22.0,0.23,10.0,2.2,25.0,0.29,170.0,878.89,0.86,6.0,11.0,0.12,64.0,106.0,15.0,57.0,34.21,30.0,N
10.0,1.0,12.0,0.28,4.0,3.0,17.0,0.15,91.0,442.08,1.0,4.0,6.0,0.14,33.0,58.0,13.0,36.0,29.17,18.0,N
18.0,2.0,26.0,0.17,12.0,2.17,44.0,0.43,238.0,1291.45,0.38,7.0,13.0,0.11,85.0,153.0,23.0,72.0,15.38,46.0,N
18.0,6.0,32.0,0.24,16.0,2.0,32.0,0.41,245.0,1225.0,0.11,8.0,16.0,0.13,91.0,154.0,16.0,69.0,34.69,38.0,N
9.0,3.0,12.0,0.33,6.0,2.0,9.0,0.05,37.0,148.0,0.25,3.0,6.0,0.14,12.0,25.0,6.0,29.0,50.0,12.0,N
6.0,1.0,4.0,0.07,2.0,2.0,13.0,0.14,100.0,416.99,1.0,1.0,2.0,0.04,42.0,58.0,9.0,23.0,13.33,14.0,N
24.0,7.0,26.0,0.13,12.0,2.17,53.0,0.42,237.0,1252.64,0.5,7.0,13.0,0.08,89.0,148.0,21.0,100.0,28.38,60.0,N
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,N
2.0,1.0,4.0,0.29,2.0,2.0,6.0,0.02,18.0,62.27,0.5,1.0,2.0,0.14,5.0,13.0,3.0,14.0,40.0,7.0,N
14.0,6.0,20.0,0.25,10.0,2.0,18.0,0.17,104.0,505.23,0.17,5.0,10.0,0.12,40.0,64.0,15.0,52.0,50.0,24.0,N
14.0,2.0,6.0,0.24,2.0,3.0,27.0,0.15,86.0,454.54,0.43,2.0,3.0,0.15,27.0,59.0,18.0,48.0,15.63,29.0,N
14.0,2.0,20.0,0.24,10.0,2.0,23.0,0.25,150.0,743.13,0.17,5.0,10.0,0.12,52.0,98.0,12.0,52.0,36.11,25.0,N
6.0,0.0,6.0,0.27,2.0,3.0,11.0,0.06,41.0,190.4,1.0,2.0,3.0,0.15,15.0,26.0,11.0,20.0,8.33,11.0,N
9.0,0.0,10.0,0.25,4.0,2.5,16.0,0.13,78.0,386.43,0.75,3.0,5.0,0.13,27.0,51.0,14.0,30.0,15.79,16.0,N
4.0,0.0,0.0,0.17,0.0,0.0,6.0,0.05,34.0,144.43,1.0,0.0,0.0,0.07,10.0,24.0,7.0,14.0,25.0,6.0,N
10.0,3.0,24.0,0.32,10.0,2.4,22.0,0.22,142.0,651.06,0.13,7.0,12.0,0.17,50.0,92.0,9.0,46.0,35.29,25.0,N
9.0,4.0,0.0,0.05,0.0,0.0,15.0,0.22,155.0,669.9,1.0,0.0,0.0,0.03,51.0,104.0,12.0,34.0,34.78,19.0,N
7.0,3.0,16.0,0.19,8.0,2.0,23.0,0.14,89.0,418.34,0.2,4.0,8.0,0.13,32.0,57.0,10.0,39.0,23.33,26.0,N
4.0,0.0,12.0,0.27,6.0,2.0,15.0,0.09,57.0,276.9,0.25,3.0,6.0,0.18,21.0,36.0,14.0,22.0,6.25,15.0,N
19.0,3.0,40.0,0.44,14.0,2.86,29.0,0.27,160.0,813.99,0.43,13.0,20.0,0.2,59.0,101.0,16.0,70.0,40.82,32.0,N
9.0,2.0,8.0,0.21,4.0,2.0,12.0,0.1,63.0,302.86,1.0,2.0,4.0,0.1,23.0,40.0,12.0,31.0,40.0,14.0,N
3.0,0.0,4.0,0.29,2.0,2.0,7.0,0.05,42.0,155.42,0.5,1.0,2.0,0.17,16.0,26.0,6.0,12.0,0.0,7.0,N
5.0,0.0,0.0,0.17,0.0,0.0,6.0,0.03,27.0,102.8,1.0,0.0,0.0,0.07,9.0,18.0,6.0,14.0,14.29,6.0,N
6.0,0.0,4.0,0.18,2.0,2.0,11.0,0.06,43.0,172.0,0.5,1.0,2.0,0.1,14.0,29.0,6.0,21.0,15.38,11.0,N
6.0,0.0,4.0,0.22,2.0,2.0,9.0,0.05,35.0,143.06,0.5,1.0,2.0,0.1,10.0,25.0,6.0,21.0,30.77,9.0,N
6.0,0.0,4.0,0.22,2.0,2.0,9.0,0.05,34.0,141.78,0.5,1.0,2.0,0.1,10.0,24.0,6.0,20.0,25.0,9.0,N
1.0,4.0,4.0,0.18,2.0,2.0,7.0,0.07,48.0,210.83,0.5,1.0,2.0,0.11,20.0,28.0,11.0,18.0,36.36,11.0,N
0.0,0.0,0.0,0.1,0.0,0.0,10.0,0.19,163.0,563.89,1.0,0.0,0.0,0.07,81.0,82.0,6.0,15.0,0.0,10.0,N
1.0,0.0,4.0,0.5,2.0,2.0,4.0,0.03,21.0,77.71,0.5,1.0,2.0,0.18,11.0,10.0,6.0,11.0,0.0,4.0,N
4.0,0.0,4.0,0.29,2.0,2.0,7.0,0.02,19.0,65.73,0.5,1.0,2.0,0.13,5.0,14.0,3.0,15.0,22.22,7.0,N
4.0,0.0,4.0,0.33,2.0,2.0,6.0,0.04,31.0,121.11,0.5,1.0,2.0,0.17,14.0,17.0,6.0,12.0,0.0,6.0,N
5.0,0.0,0.0,0.13,0.0,0.0,8.0,0.03,31.0,98.27,1.0,0.0,0.0,0.07,9.0,22.0,3.0,15.0,0.0,8.0,N
6.0,0.0,4.0,0.22,2.0,2.0,9.0,0.04,28.0,109.39,0.5,1.0,2.0,0.1,8.0,20.0,5.0,21.0,30.77,9.0,N
1.0,0.0,28.0,0.36,14.0,2.0,22.0,0.19,120.0,576.88,0.38,7.0,14.0,0.29,57.0,63.0,14.0,28.0,0.0,22.0,N
2.0,0.0,0.0,0.07,0.0,0.0,14.0,0.13,121.0,401.95,1.0,0.0,0.0,0.05,60.0,61.0,6.0,20.0,6.67,14.0,N
3.0,0.0,0.0,0.1,0.0,0.0,10.0,0.04,32.0,130.8,1.0,0.0,0.0,0.07,14.0,18.0,11.0,14.0,0.0,10.0,N
6.0,0.0,0.0,0.39,0.0,0.0,18.0,0.14,91.0,427.74,0.14,0.0,0.0,0.27,42.0,49.0,16.0,26.0,0.0,18.0,N
5.0,1.0,0.0,0.28,0.0,0.0,17.0,0.08,51.0,245.18,0.2,0.0,0.0,0.11,24.0,27.0,13.0,45.0,55.26,18.0,N
0.0,0.0,0.0,0.5,0.0,0.0,4.0,0.01,9.0,28.53,0.5,0.0,0.0,0.4,3.0,6.0,3.0,5.0,0.0,4.0,N
4.0,0.0,18.0,0.5,8.0,2.25,12.0,0.11,70.0,329.03,1.0,5.0,9.0,0.27,23.0,47.0,10.0,22.0,0.0,12.0,N
5.0,0.0,20.0,0.37,10.0,2.0,19.0,0.14,90.0,427.94,0.86,5.0,10.0,0.23,24.0,66.0,10.0,30.0,0.0,19.0,N
6.0,0.0,20.0,0.34,10.0,2.0,29.0,0.21,115.0,624.02,1.0,5.0,10.0,0.24,33.0,82.0,19.0,42.0,3.33,29.0,N
4.0,0.0,14.0,0.5,6.0,2.33,10.0,0.08,52.0,235.23,1.0,4.0,7.0,0.25,17.0,35.0,8.0,20.0,0.0,10.0,N
4.0,0.0,16.0,0.5,8.0,2.0,10.0,0.09,63.0,267.62,0.2,4.0,8.0,0.25,17.0,46.0,8.0,20.0,0.0,10.0,N
5.0,0.0,20.0,0.46,10.0,2.0,13.0,0.13,89.0,396.89,0.17,5.0,10.0,0.25,24.0,65.0,10.0,24.0,0.0,13.0,N
2.0,0.0,8.0,0.5,4.0,2.0,6.0,0.05,35.0,143.06,0.33,2.0,4.0,0.21,9.0,26.0,6.0,14.0,0.0,6.0,N
2.0,0.0,4.0,0.33,2.0,2.0,9.0,0.02,20.0,71.7,0.33,1.0,2.0,0.23,8.0,12.0,5.0,13.0,0.0,9.0,N
0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,4.0,8.0,1.0,0.0,0.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.02,16.0,59.21,1.0,0.0,0.0,0.25,5.0,11.0,5.0,4.0,0.0,2.0,N
0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.02,15.0,53.77,1.0,0.0,0.0,0.25,5.0,10.0,5.0,4.0,0.0,2.0,N
4.0,0.0,4.0,0.17,2.0,2.0,12.0,0.11,66.0,326.98,0.5,1.0,2.0,0.1,27.0,39.0,20.0,21.0,20.0,12.0,N
2.0,0.0,4.0,0.18,2.0,2.0,17.0,0.09,63.0,280.94,0.33,1.0,2.0,0.14,29.0,34.0,14.0,21.0,0.0,17.0,N
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17,0.0,0.0,0.0,6.0,0.0,0.0,N
1.0,0.0,0.0,0.33,0.0,0.0,6.0,0.02,17.0,58.81,0.5,0.0,0.0,0.22,7.0,10.0,4.0,9.0,0.0,6.0,N
1.0,0.0,0.0,0.3,0.0,0.0,10.0,0.05,35.0,140.0,0.33,0.0,0.0,0.25,17.0,18.0,7.0,12.0,0.0,10.0,N
5.0,0.0,0.0,0.13,0.0,0.0,15.0,0.16,88.0,468.33,0.5,0.0,0.0,0.08,36.0,52.0,28.0,26.0,21.05,15.0,N
0.0,0.0,0.0,0.33,0.0,0.0,3.0,0.01,9.0,27.0,1.0,0.0,0.0,0.2,3.0,6.0,3.0,5.0,0.0,3.0,N
2.0,0.0,0.0,0.18,0.0,0.0,17.0,0.09,63.0,280.94,0.33,0.0,0.0,0.14,29.0,34.0,14.0,21.0,0.0,17.0,N
0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,4.0,8.0,1.0,0.0,0.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
9.0,0.0,0.0,0.22,0.0,0.0,60.0,0.7,372.0,2099.51,0.08,0.0,0.0,0.18,158.0,214.0,36.0,74.0,4.76,60.0,N
1.0,0.0,0.0,0.33,0.0,0.0,12.0,0.06,41.0,174.17,0.25,0.0,0.0,0.25,17.0,24.0,8.0,16.0,0.0,12.0,N
2.0,0.0,0.0,0.13,0.0,0.0,8.0,0.04,30.0,111.01,1.0,0.0,0.0,0.08,13.0,17.0,3.0,12.0,0.0,8.0,N
1.0,0.0,0.0,0.5,0.0,0.0,2.0,0.01,11.0,34.87,1.0,0.0,0.0,0.2,5.0,6.0,5.0,5.0,0.0,2.0,N
1.0,0.0,0.0,0.1,0.0,0.0,10.0,0.03,21.0,79.95,1.0,0.0,0.0,0.08,8.0,13.0,6.0,12.0,0.0,10.0,N
1.0,1.0,0.0,0.3,0.0,0.0,19.0,0.12,77.0,353.04,1.0,0.0,0.0,0.26,29.0,48.0,7.0,23.0,9.52,20.0,N
1.0,0.0,0.0,0.13,0.0,0.0,8.0,0.03,20.0,80.0,1.0,0.0,0.0,0.1,8.0,12.0,6.0,10.0,0.0,8.0,N
1.0,0.0,0.0,0.42,0.0,0.0,19.0,0.14,82.0,410.0,1.0,0.0,0.0,0.36,36.0,46.0,16.0,22.0,5.0,19.0,N
1.0,0.0,0.0,0.5,0.0,0.0,6.0,0.03,24.0,98.1,1.0,0.0,0.0,0.3,9.0,15.0,8.0,10.0,0.0,6.0,N
1.0,0.0,0.0,0.38,0.0,0.0,8.0,0.05,34.0,138.97,0.33,0.0,0.0,0.25,14.0,20.0,5.0,12.0,0.0,8.0,N
1.0,0.0,0.0,0.36,0.0,0.0,14.0,0.09,55.0,267.19,0.6,0.0,0.0,0.29,26.0,29.0,16.0,17.0,6.67,14.0,N
1.0,0.0,0.0,0.3,0.0,0.0,10.0,0.05,34.0,141.78,0.33,0.0,0.0,0.23,14.0,20.0,6.0,13.0,9.09,10.0,N
1.0,0.0,0.0,0.23,0.0,0.0,13.0,0.06,43.0,188.87,0.33,0.0,0.0,0.19,19.0,24.0,10.0,16.0,7.14,13.0,N
1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.05,35.0,143.06,0.5,0.0,0.0,0.4,8.0,27.0,3.0,5.0,0.0,2.0,N
2.0,0.0,0.0,0.44,0.0,0.0,9.0,0.08,50.0,226.18,0.25,0.0,0.0,0.31,22.0,28.0,10.0,13.0,0.0,9.0,N
0.0,0.0,0.0,0.33,0.0,0.0,6.0,0.03,27.0,102.8,0.5,0.0,0.0,0.29,13.0,14.0,6.0,7.0,0.0,6.0,N
1.0,0.0,0.0,0.33,0.0,0.0,18.0,0.13,81.0,401.29,1.0,0.0,0.0,0.3,34.0,47.0,14.0,20.0,0.0,18.0,N
2.0,0.0,0.0,0.31,0.0,0.0,26.0,0.2,113.0,601.38,0.13,0.0,0.0,0.18,47.0,66.0,20.0,45.0,3.7,26.0,N
4.0,0.0,0.0,0.5,0.0,0.0,6.0,0.04,29.0,113.3,0.33,0.0,0.0,0.25,13.0,16.0,6.0,12.0,0.0,6.0,N
0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.01,7.0,18.09,1.0,0.0,0.0,0.25,3.0,4.0,3.0,4.0,0.0,2.0,N
1.0,0.0,0.0,0.25,0.0,0.0,12.0,0.06,43.0,194.51,1.0,0.0,0.0,0.2,16.0,27.0,10.0,15.0,7.69,12.0,N
3.0,0.0,0.0,0.4,0.0,0.0,20.0,0.24,133.0,730.42,0.63,0.0,0.0,0.15,60.0,73.0,29.0,55.0,0.0,20.0,N
13.0,4.0,0.0,0.41,0.0,0.0,83.0,0.95,451.0,2843.01,0.42,0.0,0.0,0.29,199.0,252.0,58.0,124.0,5.68,87.0,N
5.0,1.0,0.0,0.25,0.0,0.0,47.0,0.44,225.0,1323.59,0.83,0.0,0.0,0.21,99.0,126.0,39.0,58.0,9.62,48.0,N
1.0,0.0,0.0,0.27,0.0,0.0,11.0,0.05,34.0,146.95,1.0,0.0,0.0,0.2,13.0,21.0,11.0,15.0,8.33,11.0,N
1.0,0.0,0.0,0.17,0.0,0.0,6.0,0.05,33.0,140.18,1.0,0.0,0.0,0.11,13.0,20.0,9.0,9.0,0.0,6.0,N
1.0,0.0,0.0,0.37,0.0,0.0,19.0,0.16,90.0,468.85,1.0,0.0,0.0,0.33,38.0,52.0,19.0,21.0,0.0,19.0,N
0.0,0.0,0.0,0.17,0.0,0.0,6.0,0.02,18.0,64.53,1.0,0.0,0.0,0.14,8.0,10.0,7.0,7.0,0.0,6.0,N
6.0,0.0,0.0,0.31,0.0,0.0,59.0,0.55,283.0,1643.48,0.67,0.0,0.0,0.16,122.0,161.0,34.0,113.0,6.35,59.0,N
1.0,1.0,0.0,0.48,0.0,0.0,20.0,0.19,109.0,559.09,0.7,0.0,0.0,0.43,47.0,62.0,20.0,23.0,4.76,21.0,N
1.0,0.0,0.0,0.4,0.0,0.0,5.0,0.03,21.0,84.0,0.5,0.0,0.0,0.25,8.0,13.0,8.0,8.0,0.0,5.0,N
