@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DECISION_COUNT numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute EDGE_COUNT numeric
@attribute LOC_EXECUTABLE numeric
@attribute GLOBAL_DATA_COMPLEXITY numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,12.0,11.0,N
1.0,9.0,4.0,4.0,0.0,16.0,5.0,8.0,5.0,19.0,31.0,5.0,17.87,0.2,4.0,8.0,16.0,13.0,39.0,35.0,Y
0.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,18.0,16.0,N
1.0,5.0,2.0,1.0,0.0,8.0,3.0,4.0,3.0,9.0,16.0,3.0,14.0,0.33,2.0,4.0,8.0,11.0,20.0,17.0,N
1.0,5.0,2.0,1.0,0.0,8.0,3.0,4.0,3.0,9.0,16.0,3.0,14.0,0.33,2.0,4.0,8.0,11.0,20.0,17.0,N
1.0,5.0,2.0,1.0,0.0,8.0,3.0,4.0,3.0,9.0,16.0,3.0,14.0,0.33,2.0,4.0,8.0,11.0,20.0,17.0,N
1.0,5.0,2.0,1.0,0.0,8.0,3.0,4.0,3.0,9.0,16.0,3.0,14.0,0.33,2.0,4.0,8.0,11.0,20.0,17.0,N
1.0,5.0,4.0,1.0,0.0,8.0,3.0,4.0,3.0,12.0,19.0,3.0,19.09,0.33,2.0,4.0,11.0,12.0,23.0,20.0,N
8.0,15.0,5.0,18.0,3.0,28.0,8.0,14.0,6.0,34.0,33.0,8.0,9.93,0.13,7.0,14.0,28.0,13.0,64.0,51.0,Y
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,2.4,1.0,0.0,0.0,2.0,4.0,6.0,4.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.75,1.0,0.0,0.0,2.0,1.0,6.0,5.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,2.5,1.0,0.0,0.0,3.0,5.0,5.0,3.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.5,1.0,0.0,0.0,3.0,5.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.5,1.0,0.0,0.0,2.0,1.0,5.0,4.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,12.0,11.0,Y
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,4.0,2.0,N
0.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,18.0,16.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,5.5,1.0,0.0,0.0,2.0,7.0,12.0,3.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,5.5,1.0,0.0,0.0,2.0,7.0,12.0,3.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,5.5,1.0,0.0,0.0,2.0,7.0,12.0,3.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,5.5,1.0,0.0,0.0,2.0,7.0,12.0,3.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,5.5,1.0,0.0,0.0,2.0,7.0,12.0,3.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,5.5,1.0,0.0,0.0,2.0,7.0,12.0,3.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,2.4,1.0,0.0,0.0,2.0,4.0,6.0,4.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.75,1.0,0.0,0.0,2.0,1.0,6.0,5.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,2.5,1.0,0.0,0.0,3.0,5.0,5.0,3.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.5,1.0,0.0,0.0,3.0,5.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.5,1.0,0.0,0.0,2.0,1.0,5.0,4.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
7.0,11.0,5.0,5.0,5.0,20.0,6.0,10.0,5.0,26.0,23.0,6.0,13.0,0.17,5.0,10.0,22.0,7.0,42.0,28.0,Y
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,2.0,N
0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,5.0,3.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,12.0,11.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,18.0,16.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,2.4,1.0,0.0,0.0,2.0,4.0,6.0,4.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.75,1.0,0.0,0.0,2.0,1.0,6.0,5.0,N
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,6.0,2.0,N
11.0,34.0,7.0,33.0,3.0,52.0,21.0,22.0,7.0,77.0,103.0,15.0,58.71,0.05,15.0,26.0,58.0,25.0,154.0,136.0,Y
9.0,25.0,6.0,33.0,3.0,20.0,18.0,10.0,6.0,56.0,57.0,17.0,39.71,0.06,5.0,10.0,40.0,25.0,106.0,90.0,Y
7.0,15.0,6.0,19.0,1.0,16.0,10.0,8.0,5.0,35.0,32.0,10.0,22.5,0.1,4.0,8.0,27.0,18.0,63.0,51.0,N
0.0,5.0,2.0,0.0,1.0,8.0,3.0,4.0,3.0,10.0,14.0,3.0,9.67,0.33,2.0,4.0,9.0,8.0,18.0,14.0,N
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.5,1.0,0.0,0.0,3.0,5.0,7.0,2.0,N
2.0,5.0,1.0,16.0,0.0,14.0,3.0,4.0,2.0,10.0,9.0,3.0,11.0,0.33,5.0,7.0,9.0,11.0,34.0,25.0,N
2.0,5.0,1.0,16.0,0.0,14.0,3.0,4.0,2.0,10.0,9.0,3.0,11.0,0.33,5.0,7.0,9.0,11.0,35.0,25.0,N
2.0,5.0,1.0,16.0,0.0,14.0,3.0,4.0,2.0,10.0,9.0,3.0,11.0,0.33,5.0,7.0,9.0,11.0,33.0,25.0,N
2.0,5.0,1.0,16.0,0.0,14.0,3.0,4.0,2.0,10.0,9.0,3.0,11.0,0.33,5.0,7.0,9.0,11.0,33.0,25.0,N
