@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute EDGE_COUNT numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,7.0,0.0,3.0,4.0,3.0,19.0,16.0,21.01,0.09,59.0,283.63,0.2,27.0,32.0,14.0,14.0,20.0,15.79,16.0,N
2.0,15.0,0.0,0.0,8.0,2.0,27.0,24.0,10.04,0.15,95.0,451.71,0.3,45.0,50.0,9.0,18.0,27.0,0.0,24.0,N
1.0,11.0,0.0,0.0,6.0,3.0,20.0,17.0,15.38,0.12,74.0,359.49,0.32,33.0,41.0,12.0,17.0,19.0,0.0,17.0,N
1.0,9.0,0.0,0.0,5.0,1.0,19.0,16.0,25.24,0.12,79.0,366.86,0.28,37.0,42.0,14.0,11.0,18.0,0.0,16.0,N
2.0,13.0,0.0,0.0,7.0,2.0,30.0,29.0,28.86,0.2,122.0,604.41,0.22,58.0,64.0,18.0,13.0,32.0,0.0,29.0,N
16.0,115.0,0.0,0.0,58.0,2.0,262.0,199.0,129.4,2.39,1079.0,7184.21,0.27,512.0,567.0,83.0,18.0,216.0,0.0,199.0,N
1.0,7.0,0.0,0.0,4.0,1.0,15.0,16.0,13.27,0.09,60.0,278.63,0.22,28.0,32.0,10.0,15.0,18.0,0.0,16.0,N
2.0,3.0,0.0,0.0,2.0,2.0,7.0,6.0,16.5,0.01,11.0,33.0,0.22,4.0,7.0,4.0,4.0,9.0,0.0,6.0,N
5.0,49.0,0.0,0.0,25.0,1.0,65.0,52.0,31.64,0.41,249.0,1221.82,0.43,101.0,148.0,17.0,13.0,58.0,0.0,52.0,N
0.0,3.0,0.0,0.0,2.0,1.0,6.0,4.0,7.91,0.02,14.0,48.43,0.4,7.0,7.0,4.0,7.0,5.0,0.0,4.0,N
1.0,7.0,0.0,0.0,4.0,1.0,14.0,21.0,16.21,0.06,42.0,178.41,0.17,16.0,26.0,8.0,11.0,23.0,0.0,21.0,N
0.0,3.0,0.0,0.0,2.0,2.0,7.0,4.0,6.17,0.01,13.0,43.19,0.4,6.0,7.0,3.0,7.0,5.0,0.0,4.0,N
0.0,17.0,0.0,0.0,9.0,2.0,30.0,31.0,27.36,0.27,154.0,802.26,0.28,69.0,85.0,20.0,17.0,32.0,0.0,31.0,N
0.0,5.0,3.0,0.0,1.0,1.0,12.0,13.0,11.89,0.14,91.0,422.59,0.06,40.0,51.0,9.0,16.0,17.0,18.75,16.0,N
3.0,3.0,0.0,1.0,2.0,1.0,5.0,12.0,15.37,0.07,49.0,215.22,0.12,21.0,28.0,9.0,12.0,17.0,7.69,12.0,N
7.0,13.0,5.0,5.0,7.0,3.0,30.0,21.0,19.28,0.2,120.0,610.5,0.18,50.0,70.0,15.0,19.0,39.0,32.25,26.0,N
34.0,37.0,21.0,62.0,19.0,3.0,90.0,107.0,65.2,1.1,494.0,3310.02,0.08,209.0,285.0,70.0,34.0,225.0,43.68,128.0,Y
23.0,5.0,11.0,27.0,3.0,2.0,25.0,37.0,43.78,0.49,248.0,1470.82,0.03,111.0,137.0,38.0,23.0,99.0,50.67,48.0,Y
9.0,9.0,2.0,7.0,5.0,1.0,20.0,19.0,19.63,0.15,89.0,463.64,0.13,36.0,53.0,16.0,21.0,38.0,32.14,21.0,N
31.0,17.0,11.0,44.0,9.0,2.0,44.0,80.0,75.47,0.7,318.0,2089.21,0.05,126.0,192.0,66.0,29.0,167.0,40.74,91.0,Y
3.0,7.0,0.0,0.0,4.0,3.0,14.0,13.0,16.66,0.15,88.0,454.95,0.24,39.0,49.0,15.0,21.0,17.0,0.0,13.0,N
1.0,5.0,0.0,0.0,3.0,2.0,13.0,12.0,14.42,0.06,42.0,178.41,0.21,18.0,24.0,8.0,11.0,14.0,0.0,12.0,N
4.0,25.0,0.0,0.0,13.0,13.0,71.0,30.0,63.69,0.4,213.0,1195.93,0.37,104.0,109.0,36.0,13.0,35.0,0.0,30.0,N
5.0,29.0,0.0,0.0,15.0,15.0,66.0,37.0,99.56,0.57,268.0,1722.24,0.23,122.0,146.0,67.0,19.0,65.0,0.0,37.0,N
1.0,3.0,0.0,0.0,2.0,2.0,7.0,8.0,15.92,0.03,24.0,100.08,0.2,8.0,16.0,7.0,11.0,10.0,0.0,8.0,N
1.0,17.0,0.0,0.0,9.0,4.0,36.0,19.0,26.08,0.22,125.0,674.04,0.43,47.0,78.0,20.0,22.0,21.0,0.0,19.0,N
2.0,3.0,1.0,3.0,2.0,2.0,5.0,5.0,13.87,0.02,17.0,64.73,0.29,7.0,10.0,6.0,8.0,7.0,44.44,6.0,N
1.0,3.0,1.0,0.0,2.0,2.0,5.0,4.0,13.87,0.02,17.0,64.73,0.29,7.0,10.0,6.0,8.0,7.0,20.0,5.0,N
16.0,110.0,6.0,3.0,57.0,43.0,247.0,135.0,116.17,2.31,951.0,6928.42,0.35,428.0,523.0,122.0,34.0,161.0,6.25,141.0,N
1.0,5.0,0.0,0.0,3.0,2.0,10.0,8.0,11.85,0.04,28.0,121.01,0.3,11.0,17.0,7.0,13.0,10.0,0.0,8.0,N
2.0,9.0,0.0,0.0,5.0,1.0,18.0,11.0,7.24,0.05,38.0,152.0,0.36,14.0,24.0,4.0,12.0,14.0,0.0,11.0,N
3.0,5.0,0.0,4.0,3.0,1.0,8.0,12.0,19.66,0.05,36.0,152.93,0.15,14.0,22.0,9.0,10.0,20.0,25.0,12.0,N
14.0,9.0,2.0,5.0,5.0,5.0,22.0,17.0,27.48,0.11,66.0,320.63,0.13,25.0,41.0,15.0,14.0,39.0,29.17,19.0,N
5.0,3.0,1.0,2.0,2.0,2.0,9.0,16.0,38.94,0.19,107.0,573.26,0.08,46.0,61.0,25.0,16.0,25.0,15.79,17.0,N
4.0,7.0,0.0,1.0,4.0,4.0,13.0,9.0,19.64,0.04,27.0,108.0,0.27,11.0,16.0,8.0,8.0,15.0,10.0,9.0,N
7.0,7.0,1.0,5.0,4.0,2.0,13.0,14.0,31.08,0.15,86.0,457.69,0.06,36.0,50.0,22.0,18.0,69.0,30.0,15.0,Y
19.0,13.0,0.0,8.0,7.0,3.0,24.0,32.0,37.91,0.21,120.0,642.91,0.12,53.0,67.0,25.0,16.0,60.0,20.0,32.0,N
31.0,18.0,9.0,8.0,11.0,7.0,48.0,60.0,79.38,0.6,270.0,1785.97,0.1,102.0,168.0,68.0,30.0,109.0,22.08,69.0,N
8.0,7.0,1.0,6.0,4.0,2.0,13.0,14.0,31.08,0.15,86.0,457.69,0.07,36.0,50.0,22.0,18.0,54.0,33.33,15.0,Y
9.0,9.0,2.0,8.0,5.0,3.0,18.0,21.0,32.1,0.22,113.0,650.3,0.07,47.0,66.0,29.0,25.0,74.0,32.25,23.0,Y
0.0,3.0,1.0,0.0,2.0,1.0,7.0,6.0,15.09,0.03,22.0,88.0,0.25,7.0,15.0,6.0,10.0,8.0,14.29,7.0,N
4.0,3.0,1.0,1.0,2.0,2.0,8.0,11.0,26.92,0.07,42.0,201.91,0.11,20.0,22.0,16.0,12.0,18.0,15.38,12.0,N
4.0,3.0,0.0,0.0,2.0,2.0,7.0,5.0,10.92,0.03,21.0,85.84,0.2,11.0,10.0,7.0,10.0,10.0,0.0,5.0,N
2.0,3.0,0.0,0.0,2.0,2.0,7.0,5.0,10.81,0.03,24.0,101.95,0.25,11.0,13.0,7.0,12.0,8.0,0.0,5.0,N
10.0,12.0,3.0,1.0,9.0,8.0,28.0,46.0,54.76,0.39,191.0,1166.73,0.15,75.0,116.0,44.0,25.0,61.0,8.0,49.0,Y
13.0,11.0,1.0,5.0,6.0,4.0,25.0,22.0,44.98,0.15,85.0,446.07,0.14,34.0,51.0,24.0,14.0,42.0,21.43,23.0,N
2.0,3.0,0.0,0.0,2.0,2.0,5.0,5.0,14.06,0.04,26.0,114.2,0.25,10.0,16.0,8.0,13.0,8.0,0.0,5.0,N
11.0,11.0,2.0,6.0,6.0,5.0,27.0,30.0,36.33,0.37,186.0,1116.0,0.12,79.0,107.0,36.0,28.0,50.0,21.05,32.0,Y
5.0,3.0,0.0,2.0,2.0,2.0,9.0,13.0,28.35,0.11,69.0,331.71,0.1,27.0,42.0,15.0,13.0,21.0,13.33,13.0,N
6.0,5.0,0.0,0.0,3.0,3.0,15.0,21.0,39.65,0.22,126.0,651.41,0.11,46.0,80.0,21.0,15.0,28.0,0.0,21.0,N
1.0,3.0,0.0,0.0,2.0,1.0,7.0,8.0,13.4,0.02,18.0,70.32,0.2,7.0,11.0,6.0,9.0,10.0,0.0,8.0,N
3.0,7.0,0.0,0.0,4.0,1.0,12.0,10.0,10.84,0.05,35.0,148.68,0.29,16.0,19.0,7.0,12.0,14.0,0.0,10.0,N
9.0,13.0,3.0,1.0,7.0,4.0,30.0,28.0,42.78,0.2,108.0,603.18,0.17,47.0,61.0,30.0,18.0,42.0,12.5,31.0,Y
32.0,24.0,1.0,8.0,19.0,18.0,58.0,80.0,41.45,0.63,304.0,1881.71,0.16,123.0,181.0,42.0,31.0,122.0,10.11,81.0,N
3.0,3.0,0.0,0.0,2.0,2.0,8.0,12.0,19.16,0.04,29.0,118.54,0.13,11.0,18.0,8.0,9.0,16.0,0.0,12.0,N
5.0,5.0,1.0,1.0,3.0,3.0,14.0,14.0,15.83,0.06,41.0,174.17,0.14,16.0,25.0,8.0,11.0,22.0,12.5,15.0,N
10.0,5.0,0.0,5.0,3.0,1.0,11.0,22.0,48.47,0.2,123.0,591.3,0.08,61.0,62.0,20.0,8.0,38.0,18.52,22.0,N
8.0,11.0,0.0,4.0,6.0,4.0,23.0,33.0,66.7,0.2,108.0,609.54,0.13,47.0,61.0,36.0,14.0,46.0,10.81,33.0,N
8.0,13.0,2.0,9.0,7.0,2.0,28.0,26.0,22.75,0.32,177.0,948.29,0.15,72.0,105.0,19.0,22.0,46.0,29.73,28.0,N
1.0,7.0,0.0,0.0,4.0,1.0,12.0,8.0,8.8,0.04,31.0,126.71,0.4,12.0,19.0,5.0,12.0,10.0,0.0,8.0,N
23.0,13.0,2.0,25.0,7.0,6.0,31.0,33.0,34.18,0.32,167.0,956.56,0.08,73.0,94.0,30.0,23.0,84.0,45.0,35.0,N
2.0,5.0,0.0,0.0,3.0,1.0,13.0,13.0,22.29,0.14,84.0,416.15,0.19,35.0,49.0,15.0,16.0,16.0,0.0,13.0,N
10.0,13.0,2.0,5.0,7.0,3.0,22.0,16.0,40.19,0.22,124.0,650.74,0.21,40.0,84.0,21.0,17.0,34.0,30.43,18.0,N
7.0,3.0,0.0,1.0,2.0,1.0,8.0,14.0,22.43,0.08,50.0,226.18,0.09,22.0,28.0,12.0,11.0,23.0,6.67,14.0,N
24.0,7.0,2.0,12.0,4.0,4.0,22.0,31.0,30.45,0.29,158.0,882.42,0.06,63.0,95.0,25.0,23.0,70.0,31.11,33.0,N
5.0,7.0,0.0,0.0,4.0,1.0,12.0,13.0,17.83,0.06,41.0,185.47,0.21,16.0,25.0,10.0,13.0,19.0,0.0,13.0,N
13.0,11.0,3.0,5.0,6.0,3.0,25.0,27.0,43.0,0.23,129.0,691.12,0.12,62.0,67.0,27.0,14.0,49.0,22.86,30.0,N
3.0,5.0,0.0,0.0,3.0,3.0,13.0,19.0,67.09,0.24,134.0,727.12,0.13,56.0,78.0,31.0,12.0,23.0,0.0,19.0,N
26.0,25.0,1.0,34.0,13.0,8.0,60.0,68.0,90.99,0.81,378.0,2441.67,0.1,161.0,217.0,66.0,22.0,130.0,33.98,69.0,N
9.0,15.0,0.0,8.0,8.0,4.0,29.0,51.0,54.24,0.26,136.0,775.26,0.12,54.0,82.0,34.0,18.0,69.0,13.56,51.0,N
3.0,3.0,2.0,3.0,2.0,2.0,10.0,11.0,34.58,0.16,97.0,485.0,0.1,41.0,56.0,19.0,13.0,20.0,31.25,13.0,N
1.0,3.0,0.0,0.0,2.0,1.0,6.0,8.0,12.48,0.03,26.0,104.0,0.2,10.0,16.0,6.0,10.0,10.0,0.0,8.0,N
3.0,3.0,1.0,2.0,2.0,1.0,6.0,11.0,25.04,0.06,47.0,183.62,0.11,22.0,25.0,9.0,6.0,18.0,21.43,12.0,N
3.0,5.0,1.0,1.0,3.0,3.0,12.0,22.0,34.03,0.19,107.0,557.41,0.11,43.0,64.0,21.0,16.0,28.0,8.33,23.0,N
4.0,5.0,0.0,1.0,3.0,3.0,12.0,27.0,45.16,0.18,110.0,554.88,0.09,43.0,67.0,21.0,12.0,33.0,3.57,27.0,N
15.0,25.0,2.0,21.0,13.0,8.0,61.0,81.0,105.63,0.96,443.0,2889.94,0.11,185.0,258.0,71.0,21.0,120.0,22.12,83.0,N
35.0,15.0,2.0,18.0,8.0,7.0,41.0,52.0,63.17,0.52,257.0,1558.98,0.07,116.0,141.0,47.0,20.0,108.0,27.78,54.0,N
4.0,7.0,0.0,0.0,4.0,2.0,14.0,21.0,25.84,0.09,57.0,276.9,0.15,20.0,37.0,14.0,15.0,26.0,0.0,21.0,N
10.0,9.0,2.0,0.0,5.0,3.0,17.0,19.0,21.11,0.14,90.0,432.66,0.16,41.0,49.0,14.0,14.0,32.0,9.52,21.0,N
3.0,9.0,0.0,0.0,5.0,2.0,20.0,18.0,32.36,0.15,92.0,455.79,0.23,39.0,53.0,18.0,13.0,22.0,0.0,18.0,N
5.0,7.0,0.0,1.0,4.0,2.0,13.0,12.0,23.58,0.12,73.0,371.38,0.21,28.0,45.0,16.0,18.0,19.0,7.69,12.0,N
7.0,7.0,0.0,0.0,4.0,2.0,16.0,14.0,21.63,0.12,75.0,360.55,0.18,25.0,50.0,12.0,16.0,22.0,0.0,14.0,N
25.0,13.0,0.0,19.0,9.0,9.0,38.0,57.0,59.57,0.44,211.0,1330.1,0.09,86.0,125.0,52.0,27.0,102.0,25.0,57.0,N
1.0,3.0,0.0,0.0,2.0,1.0,6.0,11.0,13.47,0.02,17.0,53.89,0.15,4.0,13.0,3.0,6.0,13.0,0.0,11.0,N
2.0,5.0,1.0,3.0,3.0,1.0,12.0,13.0,17.5,0.07,46.0,218.72,0.15,20.0,26.0,12.0,15.0,20.0,23.53,14.0,Y
5.0,3.0,2.0,7.0,2.0,2.0,13.0,13.0,39.87,0.09,60.0,275.1,0.07,23.0,37.0,15.0,9.0,28.0,40.91,15.0,N
24.0,7.0,11.0,29.0,4.0,1.0,28.0,41.0,66.5,0.44,224.0,1312.19,0.04,81.0,143.0,39.0,19.0,106.0,49.38,52.0,N
49.0,21.0,14.0,71.0,11.0,8.0,63.0,60.0,66.66,0.64,294.0,1917.93,0.06,125.0,169.0,63.0,29.0,195.0,58.62,74.0,Y
2.0,15.0,3.0,0.0,9.0,7.0,33.0,18.0,19.75,0.16,94.0,470.0,0.2,42.0,52.0,15.0,17.0,44.0,14.29,21.0,N
9.0,5.0,0.0,1.0,3.0,2.0,14.0,14.0,34.4,0.11,69.0,338.58,0.12,34.0,35.0,19.0,11.0,25.0,6.67,14.0,N
2.0,7.0,0.0,0.0,4.0,2.0,14.0,9.0,10.4,0.07,45.0,197.65,0.33,19.0,26.0,7.0,14.0,12.0,0.0,9.0,N
3.0,13.0,0.0,0.0,7.0,6.0,32.0,17.0,27.29,0.19,112.0,574.48,0.33,50.0,62.0,19.0,16.0,21.0,0.0,17.0,N
1.0,7.0,0.0,0.0,4.0,4.0,16.0,11.0,28.49,0.13,83.0,375.46,0.31,41.0,42.0,14.0,9.0,13.0,0.0,11.0,N
3.0,9.0,0.0,0.0,5.0,4.0,21.0,11.0,15.17,0.12,77.0,361.93,0.33,35.0,42.0,11.0,15.0,15.0,0.0,11.0,N
3.0,11.0,0.0,0.0,6.0,1.0,24.0,16.0,19.33,0.11,74.0,325.03,0.3,37.0,37.0,11.0,10.0,20.0,0.0,16.0,N
2.0,11.0,1.0,0.0,6.0,4.0,19.0,23.0,31.58,0.14,84.0,416.15,0.22,32.0,52.0,17.0,14.0,27.0,4.17,24.0,N
2.0,3.0,0.0,0.0,2.0,1.0,5.0,16.0,25.68,0.11,70.0,320.95,0.11,25.0,45.0,12.0,12.0,19.0,0.0,16.0,N
2.0,3.0,0.0,0.0,2.0,1.0,5.0,18.0,30.71,0.13,84.0,394.84,0.1,30.0,54.0,14.0,12.0,21.0,0.0,18.0,N
2.0,5.0,0.0,0.0,3.0,3.0,10.0,12.0,18.35,0.05,36.0,152.93,0.2,15.0,21.0,9.0,10.0,15.0,0.0,12.0,N
2.0,5.0,0.0,0.0,3.0,3.0,10.0,11.0,18.35,0.05,36.0,152.93,0.21,15.0,21.0,9.0,10.0,14.0,0.0,11.0,N
1.0,11.0,0.0,0.0,6.0,1.0,23.0,23.0,23.89,0.2,116.0,604.3,0.24,43.0,73.0,17.0,20.0,25.0,0.0,23.0,N
4.0,11.0,0.0,0.0,6.0,2.0,21.0,37.0,38.89,0.18,97.0,541.74,0.14,39.0,58.0,28.0,20.0,42.0,0.0,37.0,N
7.0,7.0,0.0,3.0,5.0,5.0,14.0,34.0,41.62,0.18,100.0,542.63,0.11,44.0,56.0,27.0,16.0,45.0,8.1,34.0,N
7.0,7.0,0.0,3.0,5.0,5.0,16.0,36.0,44.89,0.21,115.0,631.56,0.11,51.0,64.0,29.0,16.0,47.0,7.69,36.0,N
2.0,3.0,0.0,0.0,2.0,2.0,7.0,20.0,32.95,0.08,51.0,245.18,0.09,23.0,28.0,17.0,11.0,23.0,0.0,20.0,N
2.0,3.0,0.0,0.0,2.0,2.0,7.0,20.0,32.81,0.08,53.0,254.79,0.09,24.0,29.0,17.0,11.0,23.0,0.0,20.0,N
3.0,5.0,0.0,0.0,3.0,2.0,8.0,14.0,20.9,0.06,39.0,181.11,0.17,16.0,23.0,12.0,13.0,18.0,0.0,14.0,N
30.0,36.0,1.0,6.0,27.0,27.0,78.0,122.0,63.2,0.9,388.0,2707.18,0.17,149.0,239.0,80.0,46.0,160.0,5.43,123.0,N
10.0,3.0,2.0,0.0,2.0,2.0,9.0,26.0,65.33,0.32,175.0,955.4,0.05,78.0,97.0,32.0,12.0,39.0,7.14,28.0,N
14.0,17.0,8.0,6.0,9.0,5.0,33.0,28.0,51.55,0.21,112.0,618.64,0.16,45.0,67.0,30.0,16.0,57.0,33.33,36.0,N
8.0,3.0,0.0,3.0,2.0,2.0,7.0,21.0,35.63,0.17,99.0,515.74,0.06,38.0,61.0,21.0,16.0,33.0,12.5,21.0,N
11.0,11.0,1.0,27.0,6.0,3.0,22.0,43.0,47.47,0.35,182.0,1052.21,0.07,84.0,98.0,36.0,19.0,83.0,39.44,44.0,N
19.0,15.0,2.0,38.0,8.0,2.0,36.0,62.0,42.11,0.52,260.0,1565.82,0.07,119.0,141.0,40.0,25.0,122.0,39.22,64.0,N
12.0,12.0,2.0,12.0,7.0,6.0,26.0,52.0,43.19,0.3,154.0,894.33,0.09,64.0,90.0,34.0,22.0,79.0,21.21,54.0,N
6.0,7.0,1.0,12.0,4.0,4.0,17.0,31.0,41.14,0.19,102.0,556.86,0.08,43.0,59.0,27.0,17.0,51.0,29.55,32.0,N
27.0,39.0,2.0,35.0,20.0,10.0,66.0,87.0,92.24,0.73,337.0,2198.44,0.13,143.0,194.0,69.0,23.0,152.0,29.84,89.0,N
13.0,21.0,3.0,33.0,11.0,4.0,39.0,64.0,62.91,0.59,284.0,1774.41,0.1,130.0,154.0,53.0,23.0,114.0,36.0,67.0,N
19.0,15.0,2.0,35.0,8.0,2.0,36.0,62.0,41.25,0.55,275.0,1662.21,0.07,124.0,151.0,40.0,26.0,119.0,37.37,64.0,N
16.0,9.0,5.0,22.0,5.0,5.0,22.0,37.0,61.13,0.29,146.0,858.87,0.06,64.0,82.0,41.0,18.0,81.0,42.19,42.0,N
32.0,61.0,4.0,60.0,31.0,13.0,108.0,126.0,88.43,1.26,560.0,3775.22,0.14,253.0,307.0,80.0,27.0,223.0,33.68,130.0,N
3.0,3.0,0.0,0.0,2.0,1.0,6.0,10.0,8.79,0.04,27.0,105.49,0.14,12.0,15.0,5.0,10.0,14.0,0.0,10.0,N
39.0,41.0,2.0,62.0,21.0,5.0,98.0,150.0,85.6,0.95,430.0,2850.62,0.08,187.0,243.0,73.0,26.0,254.0,29.91,152.0,Y
2.0,3.0,0.0,3.0,2.0,2.0,6.0,12.0,23.5,0.03,23.0,94.01,0.11,9.0,14.0,9.0,8.0,18.0,20.0,12.0,N
2.0,9.0,1.0,3.0,5.0,2.0,23.0,9.0,13.72,0.11,66.0,320.63,0.31,33.0,33.0,12.0,17.0,16.0,30.77,10.0,N
0.0,5.0,0.0,0.0,3.0,3.0,15.0,8.0,17.84,0.07,48.0,214.05,0.33,24.0,24.0,11.0,11.0,9.0,0.0,8.0,N
0.0,7.0,0.0,0.0,4.0,1.0,13.0,14.0,13.04,0.08,57.0,242.13,0.27,27.0,30.0,8.0,11.0,15.0,0.0,14.0,N
0.0,7.0,0.0,0.0,4.0,2.0,15.0,12.0,15.35,0.11,66.0,317.29,0.31,31.0,35.0,12.0,16.0,13.0,0.0,12.0,N
4.0,11.0,0.0,0.0,6.0,2.0,21.0,19.0,17.53,0.14,87.0,408.94,0.25,40.0,47.0,12.0,14.0,24.0,0.0,19.0,N
0.0,13.0,0.0,1.0,7.0,3.0,25.0,11.0,11.3,0.1,69.0,303.07,0.54,33.0,36.0,8.0,13.0,13.0,8.33,11.0,N
1.0,7.0,0.0,1.0,4.0,1.0,14.0,13.0,14.3,0.11,70.0,332.84,0.25,32.0,38.0,11.0,16.0,16.0,7.14,13.0,N
1.0,13.0,0.0,0.0,7.0,2.0,24.0,14.0,29.59,0.14,82.0,430.33,0.44,40.0,42.0,22.0,16.0,16.0,0.0,14.0,N
7.0,7.0,1.0,0.0,4.0,3.0,16.0,30.0,29.83,0.4,222.0,1197.09,0.1,107.0,115.0,24.0,18.0,39.0,3.23,31.0,N
7.0,11.0,1.0,0.0,6.0,1.0,23.0,34.0,32.18,0.48,278.0,1448.23,0.14,132.0,146.0,22.0,15.0,43.0,2.86,35.0,N
0.0,7.0,0.0,0.0,4.0,1.0,12.0,6.0,14.12,0.05,32.0,135.93,0.57,14.0,18.0,8.0,11.0,7.0,0.0,6.0,N
0.0,3.0,0.0,0.0,2.0,2.0,8.0,6.0,11.42,0.03,20.0,76.15,0.29,10.0,10.0,6.0,8.0,7.0,0.0,6.0,N
0.0,7.0,0.0,0.0,4.0,2.0,15.0,12.0,15.35,0.11,66.0,317.29,0.31,31.0,35.0,12.0,16.0,13.0,0.0,12.0,N
0.0,3.0,0.0,0.0,2.0,1.0,6.0,6.0,7.57,0.02,19.0,68.11,0.29,9.0,10.0,4.0,8.0,7.0,0.0,6.0,N
0.0,5.0,0.0,0.0,3.0,3.0,12.0,7.0,13.51,0.06,41.0,180.09,0.38,20.0,21.0,9.0,12.0,8.0,0.0,7.0,N
0.0,3.0,0.0,1.0,2.0,1.0,6.0,6.0,16.82,0.05,33.0,140.18,0.25,15.0,18.0,9.0,10.0,8.0,14.29,6.0,N
0.0,9.0,0.0,1.0,5.0,5.0,17.0,8.0,13.02,0.08,59.0,250.63,0.5,28.0,31.0,8.0,11.0,10.0,11.11,8.0,N
0.0,5.0,0.0,0.0,3.0,3.0,15.0,8.0,17.66,0.07,47.0,203.13,0.33,23.0,24.0,10.0,10.0,9.0,0.0,8.0,N
3.0,3.0,0.0,2.0,2.0,2.0,53.0,42.0,100.54,0.96,471.0,2867.19,0.04,220.0,251.0,54.0,14.0,48.0,4.55,42.0,N
0.0,3.0,0.0,0.0,2.0,1.0,6.0,6.0,6.5,0.01,13.0,39.0,0.29,4.0,9.0,2.0,6.0,7.0,0.0,6.0,N
0.0,5.0,0.0,0.0,3.0,3.0,15.0,7.0,17.66,0.07,47.0,203.13,0.38,23.0,24.0,10.0,10.0,8.0,0.0,7.0,N
2.0,5.0,1.0,1.0,3.0,3.0,15.0,14.0,33.76,0.13,79.0,395.0,0.16,39.0,40.0,20.0,12.0,19.0,12.5,15.0,N
0.0,5.0,1.0,0.0,3.0,3.0,12.0,8.0,22.64,0.04,30.0,129.66,0.3,14.0,16.0,11.0,9.0,10.0,11.11,9.0,N
0.0,5.0,1.0,0.0,3.0,3.0,13.0,12.0,9.76,0.09,60.0,263.54,0.21,27.0,33.0,7.0,14.0,14.0,7.69,13.0,N
0.0,9.0,0.0,0.0,5.0,1.0,17.0,11.0,16.86,0.1,63.0,288.85,0.42,29.0,34.0,11.0,13.0,12.0,0.0,11.0,N
2.0,3.0,0.0,0.0,2.0,2.0,9.0,14.0,18.15,0.09,63.0,272.28,0.12,30.0,33.0,10.0,10.0,17.0,0.0,14.0,N
0.0,7.0,0.0,0.0,4.0,3.0,13.0,17.0,25.55,0.09,63.0,284.98,0.22,29.0,34.0,13.0,10.0,18.0,0.0,17.0,N
0.0,3.0,0.0,0.0,2.0,2.0,7.0,4.0,8.57,0.01,13.0,44.97,0.4,6.0,7.0,4.0,7.0,5.0,0.0,4.0,N
0.0,5.0,0.0,0.0,3.0,2.0,9.0,6.0,19.25,0.04,30.0,125.1,0.43,13.0,17.0,9.0,9.0,7.0,0.0,6.0,N
1.0,13.0,0.0,1.0,7.0,3.0,25.0,17.0,12.97,0.17,111.0,515.47,0.35,53.0,58.0,10.0,15.0,20.0,5.56,17.0,N
0.0,5.0,0.0,0.0,3.0,1.0,9.0,6.0,18.88,0.06,40.0,169.92,0.43,20.0,20.0,10.0,9.0,7.0,0.0,6.0,N
0.0,5.0,0.0,0.0,3.0,3.0,12.0,7.0,15.57,0.07,44.0,196.21,0.38,21.0,23.0,10.0,12.0,8.0,0.0,7.0,N
0.0,3.0,0.0,1.0,2.0,1.0,6.0,7.0,16.82,0.05,33.0,140.18,0.22,15.0,18.0,9.0,10.0,9.0,12.5,7.0,N
0.0,7.0,0.0,0.0,4.0,2.0,15.0,12.0,15.35,0.11,66.0,317.29,0.31,31.0,35.0,12.0,16.0,13.0,0.0,12.0,N
0.0,3.0,0.0,0.0,2.0,2.0,9.0,12.0,16.73,0.06,46.0,184.0,0.15,22.0,24.0,8.0,8.0,13.0,0.0,12.0,N
0.0,5.0,1.0,0.0,3.0,2.0,14.0,11.0,25.67,0.09,58.0,284.6,0.23,29.0,29.0,17.0,13.0,13.0,8.33,12.0,N
0.0,5.0,0.0,0.0,3.0,3.0,14.0,8.0,24.59,0.09,57.0,279.69,0.33,26.0,31.0,16.0,14.0,9.0,0.0,8.0,N
0.0,11.0,0.0,0.0,6.0,4.0,20.0,14.0,16.89,0.1,63.0,309.13,0.4,28.0,35.0,13.0,17.0,15.0,0.0,14.0,N
0.0,15.0,0.0,0.0,8.0,2.0,24.0,24.0,15.29,0.22,136.0,660.69,0.32,61.0,75.0,12.0,17.0,25.0,0.0,24.0,N
3.0,15.0,0.0,0.0,8.0,5.0,31.0,18.0,25.26,0.23,131.0,697.17,0.36,61.0,70.0,21.0,19.0,22.0,0.0,18.0,N
1.0,16.0,0.0,0.0,10.0,9.0,42.0,23.0,19.57,0.2,119.0,605.41,0.4,55.0,64.0,16.0,18.0,25.0,0.0,23.0,N
