@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
2.0,6.0,2.0,0.0,0.47,2.23,30.56,0.38,196.0,0.03,1133.15,53.0,0.44,89.0,107.0,30.0,25.0,39.0,5.56,36.0,N
3.0,7.0,4.0,0.0,0.38,2.0,48.52,0.59,294.0,0.03,1757.32,71.0,0.35,135.0,159.0,41.0,22.0,54.0,8.0,50.0,N
4.0,24.0,5.0,10.0,0.27,2.2,93.54,0.4,198.0,0.08,1196.79,61.0,0.21,87.0,111.0,51.0,15.0,63.0,25.86,48.0,N
1.0,0.0,0.0,0.0,0.33,2.0,10.4,0.04,28.0,0.09,114.45,9.0,0.27,12.0,16.0,6.0,11.0,11.0,0.0,9.0,N
2.0,3.0,0.0,0.0,0.37,2.0,36.63,0.21,124.0,0.06,641.07,25.0,0.32,55.0,69.0,22.0,14.0,22.0,0.0,19.0,N
4.0,5.0,0.0,0.0,0.33,2.25,34.93,0.15,86.0,0.08,444.61,22.0,0.13,40.0,46.0,22.0,14.0,45.0,0.0,18.0,N
4.0,3.0,1.0,3.0,0.3,3.0,30.24,0.13,79.0,0.08,398.51,15.0,0.14,28.0,51.0,17.0,16.0,64.0,12.12,30.0,N
1.0,0.0,0.0,0.0,0.42,2.75,7.74,0.26,161.0,0.01,782.13,19.0,0.38,77.0,84.0,8.0,21.0,21.0,0.0,19.0,N
1.0,1.0,5.0,0.0,0.22,2.0,16.21,0.25,146.0,0.02,760.58,20.0,0.21,64.0,82.0,15.0,22.0,29.0,18.52,27.0,N
1.0,2.0,0.0,0.0,0.13,2.0,16.95,0.09,57.0,0.06,279.69,7.0,0.12,22.0,35.0,12.0,18.0,17.0,0.0,15.0,N
11.0,3.0,9.0,9.0,0.23,2.0,49.25,0.25,135.0,0.07,749.87,20.0,0.13,59.0,76.0,31.0,16.0,52.0,45.0,31.0,Y
6.0,1.0,1.0,16.0,0.29,2.0,18.2,0.04,30.0,0.15,125.1,6.0,0.07,11.0,19.0,8.0,10.0,30.0,73.91,7.0,N
6.0,4.0,2.0,5.0,0.08,2.0,53.06,0.24,140.0,0.07,734.71,14.0,0.06,60.0,80.0,26.0,12.0,36.0,24.14,24.0,N
13.0,5.0,5.0,5.0,0.14,2.0,50.97,0.18,99.0,0.09,540.48,15.0,0.08,41.0,58.0,29.0,15.0,48.0,29.41,29.0,Y
5.0,2.0,1.0,3.0,0.29,2.5,28.06,0.1,61.0,0.09,296.34,9.0,0.17,26.0,35.0,16.0,13.0,23.0,23.53,14.0,N
7.0,2.0,2.0,3.0,0.2,2.0,25.26,0.11,64.0,0.08,325.6,12.0,0.13,29.0,35.0,18.0,16.0,31.0,21.74,20.0,Y
7.0,2.0,3.0,6.0,0.23,2.17,41.68,0.23,125.0,0.06,701.84,22.0,0.16,58.0,67.0,31.0,18.0,45.0,24.32,31.0,Y
3.0,0.0,0.0,0.0,0.6,2.0,14.2,0.06,43.0,0.08,175.76,10.0,0.33,22.0,21.0,8.0,9.0,9.0,0.0,5.0,N
3.0,0.0,0.0,0.0,0.6,2.0,13.29,0.05,35.0,0.1,136.74,10.0,0.33,18.0,17.0,7.0,8.0,9.0,0.0,5.0,N
4.0,1.0,0.0,0.0,0.4,2.0,11.6,0.15,95.0,0.03,446.54,15.0,0.27,66.0,29.0,12.0,14.0,15.0,0.0,10.0,N
4.0,1.0,0.0,0.0,0.43,2.0,13.09,0.08,52.0,0.05,241.48,11.0,0.25,29.0,23.0,11.0,14.0,12.0,0.0,7.0,N
3.0,0.0,0.0,0.0,0.6,2.0,14.2,0.06,43.0,0.08,175.76,10.0,0.33,22.0,21.0,8.0,9.0,9.0,0.0,5.0,N
4.0,1.0,0.0,0.0,0.43,2.0,13.18,0.06,42.0,0.07,184.48,11.0,0.25,21.0,21.0,9.0,12.0,12.0,0.0,7.0,N
1.0,1.0,3.0,1.0,0.29,2.0,12.24,0.12,80.0,0.03,361.88,13.0,0.25,38.0,42.0,9.0,14.0,20.0,22.22,17.0,N
1.0,1.0,3.0,1.0,0.29,2.0,12.24,0.12,80.0,0.03,361.88,13.0,0.25,38.0,42.0,9.0,14.0,20.0,22.22,17.0,N
50.0,3.0,7.0,6.0,0.17,2.5,48.32,0.8,391.0,0.02,2388.43,33.0,0.1,174.0,217.0,44.0,25.0,143.0,14.13,86.0,N
50.0,3.0,7.0,6.0,0.17,2.5,48.32,0.8,391.0,0.02,2388.43,33.0,0.1,174.0,217.0,44.0,25.0,143.0,14.13,86.0,N
25.0,1.0,0.0,10.0,0.1,2.0,46.11,0.22,124.0,0.07,668.65,8.0,0.04,58.0,66.0,28.0,14.0,57.0,32.25,21.0,N
25.0,1.0,0.0,10.0,0.1,2.0,46.11,0.22,124.0,0.07,668.65,8.0,0.04,58.0,66.0,28.0,14.0,57.0,32.25,21.0,N
26.0,4.0,0.0,4.0,0.07,2.0,46.77,0.48,243.0,0.03,1435.37,14.0,0.04,114.0,129.0,39.0,21.0,72.0,8.89,41.0,Y
26.0,4.0,0.0,4.0,0.07,2.0,46.77,0.48,243.0,0.03,1435.37,14.0,0.04,114.0,129.0,39.0,21.0,72.0,8.89,41.0,Y
28.0,3.0,4.0,14.0,0.2,2.5,40.48,0.15,85.0,0.09,455.39,12.0,0.05,39.0,46.0,26.0,15.0,78.0,52.94,20.0,Y
28.0,3.0,4.0,14.0,0.2,2.5,40.48,0.15,85.0,0.09,455.39,12.0,0.05,39.0,46.0,26.0,15.0,78.0,52.94,20.0,Y
16.0,7.0,9.0,14.0,0.19,2.25,62.32,0.39,192.0,0.05,1184.63,37.0,0.13,81.0,111.0,49.0,23.0,105.0,26.14,74.0,N
16.0,7.0,9.0,14.0,0.19,2.25,62.32,0.39,192.0,0.05,1184.63,37.0,0.13,81.0,111.0,49.0,23.0,105.0,26.14,74.0,N
2.0,1.0,0.0,0.0,0.27,2.0,21.05,0.05,33.0,0.14,149.28,8.0,0.21,13.0,20.0,11.0,12.0,14.0,0.0,11.0,Y
2.0,1.0,0.0,0.0,0.27,2.0,21.05,0.05,33.0,0.14,149.28,8.0,0.21,13.0,20.0,11.0,12.0,14.0,0.0,11.0,Y
2.0,1.0,0.0,0.0,0.27,2.0,21.05,0.05,33.0,0.14,149.28,8.0,0.21,13.0,20.0,11.0,12.0,14.0,0.0,11.0,N
2.0,1.0,0.0,0.0,0.27,2.0,21.05,0.05,33.0,0.14,149.28,8.0,0.21,13.0,20.0,11.0,12.0,14.0,0.0,11.0,N
1.0,0.0,0.0,0.0,0.4,2.0,10.75,0.02,15.0,0.2,53.77,6.0,0.29,5.0,10.0,4.0,8.0,7.0,0.0,5.0,N
1.0,0.0,0.0,0.0,0.29,2.0,8.26,0.03,25.0,0.08,100.0,6.0,0.22,11.0,14.0,5.0,11.0,9.0,0.0,7.0,N
4.0,2.0,0.0,3.0,0.19,2.0,33.06,0.28,161.0,0.04,850.95,32.0,0.16,74.0,87.0,23.0,16.0,44.0,7.69,36.0,N
13.0,4.0,1.0,1.0,0.3,2.0,30.87,0.44,221.0,0.02,1315.88,47.0,0.23,97.0,124.0,33.0,29.0,61.0,4.26,46.0,N
14.0,4.0,4.0,0.0,0.17,2.0,52.67,0.11,65.0,0.16,336.05,11.0,0.09,29.0,36.0,25.0,11.0,33.0,22.22,18.0,Y
13.0,2.0,4.0,0.0,0.21,2.0,32.11,0.1,61.0,0.1,307.71,11.0,0.11,26.0,35.0,19.0,14.0,28.0,28.57,14.0,N
15.0,5.0,4.0,6.0,0.18,2.0,45.88,0.14,77.0,0.11,417.82,14.0,0.09,34.0,43.0,28.0,15.0,44.0,35.71,22.0,N
8.0,2.0,2.0,0.0,0.18,2.0,34.56,0.05,31.0,0.25,138.24,8.0,0.1,14.0,17.0,14.0,8.0,20.0,18.18,11.0,N
36.0,6.0,12.0,6.0,0.22,3.0,117.25,0.68,316.0,0.06,2035.97,34.0,0.13,143.0,173.0,70.0,17.0,102.0,27.69,59.0,Y
13.0,2.0,4.0,0.0,0.22,2.5,31.36,0.11,64.0,0.1,317.07,11.0,0.13,28.0,36.0,18.0,13.0,32.0,22.22,18.0,N
19.0,4.0,8.0,4.0,0.29,3.5,78.46,0.33,165.0,0.08,982.44,25.0,0.18,72.0,93.0,46.0,16.0,62.0,28.57,38.0,Y
4.0,0.0,1.0,0.0,0.29,2.0,21.76,0.04,30.0,0.19,114.22,5.0,0.17,14.0,16.0,8.0,6.0,12.0,14.29,7.0,N
29.0,6.0,11.0,5.0,0.22,2.25,76.18,0.37,186.0,0.07,1116.0,33.0,0.13,81.0,105.0,47.0,17.0,84.0,29.63,49.0,Y
18.0,4.0,6.0,7.0,0.21,2.25,43.34,0.21,115.0,0.07,635.21,19.0,0.11,50.0,65.0,29.0,17.0,55.0,36.11,29.0,Y
18.0,5.0,6.0,0.0,0.13,2.0,56.95,0.21,111.0,0.09,632.75,15.0,0.08,50.0,61.0,36.0,16.0,49.0,20.0,30.0,Y
9.0,3.0,2.0,0.0,0.29,4.0,33.12,0.09,54.0,0.13,264.97,10.0,0.17,24.0,30.0,18.0,12.0,24.0,14.29,14.0,N
8.0,2.0,2.0,0.0,0.18,2.0,28.66,0.06,38.0,0.16,178.62,7.0,0.1,17.0,21.0,15.0,11.0,20.0,18.18,11.0,N
22.0,7.0,8.0,1.0,0.18,2.5,73.73,0.31,155.0,0.08,926.48,22.0,0.11,68.0,87.0,46.0,17.0,63.0,22.5,39.0,N
22.0,7.0,10.0,0.0,0.16,2.2,71.6,0.33,166.0,0.07,992.23,23.0,0.11,75.0,91.0,46.0,17.0,66.0,23.26,43.0,Y
20.0,6.0,4.0,11.0,0.21,2.33,52.95,0.16,86.0,0.11,469.51,16.0,0.09,38.0,48.0,30.0,14.0,56.0,42.86,24.0,Y
20.0,8.0,6.0,10.0,0.12,2.33,82.63,0.45,224.0,0.06,1349.01,20.0,0.07,100.0,124.0,49.0,16.0,72.0,31.37,41.0,N
12.0,4.0,2.0,4.0,0.13,2.0,40.12,0.08,49.0,0.17,242.76,9.0,0.06,22.0,27.0,20.0,11.0,32.0,31.58,15.0,N
24.0,2.0,6.0,7.0,0.23,2.2,46.55,0.31,157.0,0.05,927.38,24.0,0.11,74.0,83.0,39.0,21.0,62.0,35.14,30.0,N
10.0,1.0,0.0,0.0,0.67,2.67,33.68,0.12,73.0,0.09,361.66,13.0,0.3,34.0,39.0,19.0,12.0,20.0,0.0,9.0,Y
3.0,1.0,0.0,0.0,0.6,2.0,24.09,0.04,33.0,0.18,134.89,8.0,0.33,16.0,17.0,10.0,7.0,9.0,0.0,5.0,N
13.0,3.0,3.0,6.0,0.19,2.0,56.43,0.24,138.0,0.08,724.21,13.0,0.1,63.0,75.0,27.0,11.0,41.0,33.33,21.0,N
11.0,1.0,2.0,12.0,0.38,3.5,42.25,0.16,91.0,0.09,487.54,12.0,0.15,40.0,51.0,26.0,15.0,40.0,50.0,16.0,Y
26.0,10.0,3.0,35.0,0.3,2.43,67.59,0.25,131.0,0.09,753.89,31.0,0.1,58.0,73.0,39.0,15.0,92.0,58.46,30.0,Y
12.0,11.0,1.0,11.0,0.16,2.0,46.1,0.13,78.0,0.12,396.82,18.0,0.07,36.0,42.0,23.0,11.0,43.0,40.0,19.0,N
16.0,6.0,6.0,13.0,0.2,2.0,48.73,0.22,116.0,0.07,664.44,22.0,0.11,45.0,71.0,33.0,20.0,65.0,39.58,35.0,N
12.0,9.0,2.0,18.0,0.13,2.0,61.47,0.08,53.0,0.25,249.12,14.0,0.04,22.0,31.0,19.0,7.0,46.0,60.61,15.0,Y
10.0,0.0,3.0,8.0,0.4,2.25,21.92,0.13,80.0,0.06,388.64,16.0,0.18,38.0,42.0,15.0,14.0,34.0,47.83,15.0,N
4.0,2.0,2.0,0.0,0.19,2.0,31.7,0.11,67.0,0.1,331.93,10.0,0.14,29.0,38.0,18.0,13.0,21.0,12.5,16.0,N
5.0,2.0,2.0,0.0,0.19,2.0,40.79,0.11,67.0,0.12,337.97,10.0,0.14,29.0,38.0,21.0,12.0,22.0,12.5,16.0,N
7.0,1.0,2.0,0.0,0.56,2.33,13.09,0.08,54.0,0.05,244.27,11.0,0.29,24.0,30.0,9.0,14.0,17.0,22.22,9.0,N
1.0,1.0,0.0,0.0,0.45,2.0,16.12,0.08,51.0,0.07,230.7,15.0,0.38,22.0,29.0,10.0,13.0,13.0,0.0,11.0,N
1.0,5.0,2.0,1.0,0.29,2.0,41.66,0.51,256.0,0.03,1536.0,43.0,0.27,89.0,167.0,35.0,29.0,48.0,6.52,45.0,N
3.0,4.0,5.0,0.0,0.26,2.0,36.01,0.16,95.0,0.07,483.31,22.0,0.23,34.0,61.0,19.0,15.0,31.0,18.52,27.0,N
20.0,1.0,0.0,14.0,0.22,2.0,48.97,0.34,176.0,0.05,1031.0,25.0,0.11,80.0,96.0,38.0,20.0,72.0,27.45,37.0,Y
24.0,9.0,3.0,2.0,0.24,4.0,55.44,0.45,215.0,0.04,1351.36,33.0,0.17,78.0,137.0,48.0,30.0,98.0,6.85,71.0,N
7.0,4.0,1.0,3.0,0.15,2.0,29.33,0.04,33.0,0.22,132.0,10.0,0.08,15.0,18.0,10.0,6.0,24.0,25.0,13.0,N
11.0,0.0,0.0,1.0,0.24,2.33,18.5,0.13,82.0,0.05,398.35,13.0,0.15,35.0,47.0,13.0,16.0,34.0,4.55,21.0,N
13.0,0.0,0.0,5.0,0.22,2.0,28.71,0.22,134.0,0.04,670.0,15.0,0.12,60.0,74.0,18.0,14.0,42.0,17.86,23.0,N
10.0,1.0,0.0,3.0,0.3,2.14,44.42,0.14,83.0,0.11,418.68,24.0,0.2,29.0,54.0,20.0,13.0,44.0,9.09,30.0,N
9.0,3.0,0.0,1.0,0.11,2.0,64.0,0.17,98.0,0.12,514.29,8.0,0.03,45.0,53.0,28.0,10.0,67.0,5.26,18.0,N
19.0,7.0,0.0,14.0,0.18,2.0,51.05,0.34,172.0,0.05,1007.57,22.0,0.09,75.0,97.0,38.0,20.0,68.0,29.17,34.0,Y
14.0,1.0,0.0,4.0,0.3,2.0,51.1,0.21,119.0,0.08,624.5,23.0,0.15,60.0,59.0,27.0,11.0,39.0,16.67,20.0,Y
15.0,8.0,0.0,5.0,0.1,2.0,39.6,0.12,73.0,0.11,374.44,14.0,0.05,32.0,41.0,22.0,13.0,42.0,19.23,21.0,Y
4.0,1.0,0.0,0.0,0.27,2.0,22.64,0.04,30.0,0.17,129.66,10.0,0.19,14.0,16.0,11.0,9.0,16.0,0.0,11.0,N
27.0,4.0,0.0,10.0,0.19,2.56,104.45,1.05,462.0,0.03,3139.02,45.0,0.12,187.0,275.0,84.0,27.0,128.0,10.99,81.0,Y
10.0,4.0,0.0,4.0,0.17,2.0,24.52,0.14,79.0,0.06,405.21,14.0,0.11,35.0,44.0,18.0,17.0,38.0,14.81,23.0,Y
14.0,4.0,0.0,10.0,0.18,2.0,41.8,0.25,134.0,0.06,735.91,18.0,0.09,58.0,76.0,28.0,17.0,53.0,26.32,28.0,N
7.0,5.0,0.0,0.0,0.23,2.0,27.68,0.04,31.0,0.23,121.11,14.0,0.11,10.0,21.0,8.0,7.0,28.0,0.0,13.0,N
1.0,1.0,5.0,1.0,0.27,2.0,32.72,0.41,207.0,0.03,1242.0,28.0,0.25,86.0,121.0,34.0,30.0,36.0,17.65,33.0,N
12.0,1.0,3.0,2.0,0.36,2.22,42.04,0.87,428.0,0.02,2605.43,46.0,0.26,157.0,271.0,38.0,30.0,57.0,11.36,42.0,N
19.0,8.0,3.0,12.0,0.24,2.0,43.01,1.02,471.0,0.01,3065.17,57.0,0.17,208.0,263.0,54.0,37.0,110.0,16.67,78.0,N
1.0,1.0,0.0,0.0,0.4,2.0,11.9,0.09,55.0,0.05,258.51,14.0,0.33,23.0,32.0,9.0,17.0,12.0,0.0,10.0,N
0.0,0.0,0.0,0.0,0.5,2.0,11.82,0.03,26.0,0.11,104.0,5.0,0.4,8.0,18.0,5.0,11.0,5.0,0.0,4.0,N
1.0,0.0,0.0,0.0,0.1,2.0,47.51,0.41,227.0,0.04,1216.16,5.0,0.09,80.0,147.0,25.0,16.0,22.0,0.0,20.0,N
0.0,2.0,0.0,0.0,0.6,2.0,15.88,0.05,36.0,0.1,160.54,9.0,0.5,14.0,22.0,9.0,13.0,6.0,0.0,5.0,N
2.0,1.0,0.0,1.0,0.46,2.33,20.28,0.26,144.0,0.03,790.83,29.0,0.39,57.0,87.0,19.0,26.0,28.0,4.0,24.0,N
6.0,2.0,3.0,0.0,0.33,2.0,32.25,0.25,139.0,0.04,744.7,29.0,0.26,59.0,80.0,23.0,18.0,34.0,11.11,27.0,N
26.0,1.0,4.0,16.0,0.26,2.17,33.74,0.26,136.0,0.04,782.66,25.0,0.13,58.0,78.0,30.0,24.0,85.0,34.48,42.0,N
27.0,1.0,4.0,13.0,0.26,2.17,33.74,0.26,136.0,0.04,782.66,25.0,0.13,58.0,78.0,30.0,24.0,83.0,30.91,42.0,N
13.0,7.0,1.0,42.0,0.1,2.0,106.51,0.71,325.0,0.05,2130.24,30.0,0.05,148.0,177.0,74.0,20.0,107.0,46.24,51.0,Y
12.0,6.0,0.0,27.0,0.1,2.0,87.22,0.51,252.0,0.06,1517.64,21.0,0.04,116.0,136.0,50.0,15.0,71.0,46.55,31.0,N
11.0,6.0,0.0,27.0,0.1,2.0,87.22,0.51,252.0,0.06,1517.64,21.0,0.04,116.0,136.0,50.0,15.0,70.0,46.55,31.0,N
6.0,4.0,0.0,13.0,0.23,3.0,20.6,0.08,49.0,0.09,232.99,10.0,0.09,21.0,28.0,13.0,14.0,33.0,50.0,13.0,N
8.0,5.0,0.0,19.0,0.2,3.0,28.04,0.1,59.0,0.1,289.51,12.0,0.07,27.0,32.0,17.0,13.0,43.0,55.88,15.0,N
7.0,0.0,1.0,3.0,0.2,2.0,19.14,0.09,57.0,0.07,267.93,11.0,0.13,24.0,33.0,12.0,14.0,31.0,17.39,20.0,N
8.0,1.0,3.0,5.0,0.17,2.0,20.71,0.19,116.0,0.04,580.0,13.0,0.11,56.0,60.0,16.0,16.0,37.0,28.57,23.0,N
7.0,3.0,0.0,14.0,0.18,2.0,28.85,0.09,56.0,0.1,280.0,14.0,0.09,22.0,34.0,17.0,15.0,44.0,38.89,22.0,N
2.0,0.0,0.0,0.0,0.3,2.0,13.12,0.05,31.0,0.09,142.13,8.0,0.23,13.0,18.0,9.0,15.0,13.0,0.0,10.0,N
5.0,5.0,0.0,14.0,0.18,2.0,24.39,0.04,31.0,0.19,131.69,9.0,0.06,12.0,19.0,10.0,9.0,31.0,56.0,11.0,N
4.0,4.0,0.0,14.0,0.2,2.0,20.51,0.03,24.0,0.22,93.77,8.0,0.07,8.0,16.0,7.0,8.0,29.0,58.33,10.0,N
57.0,5.0,2.0,10.0,0.17,2.0,38.44,0.51,256.0,0.02,1541.73,39.0,0.09,106.0,150.0,37.0,28.0,152.0,12.77,84.0,N
14.0,12.0,0.0,50.0,0.1,2.0,182.36,0.33,159.0,0.19,984.18,30.0,0.04,68.0,91.0,63.0,10.0,142.0,46.3,58.0,N
8.0,4.0,0.0,17.0,0.17,2.0,24.49,0.05,34.0,0.17,146.95,9.0,0.05,12.0,22.0,10.0,10.0,38.0,58.62,12.0,N
18.0,5.0,4.0,9.0,0.17,2.0,86.98,0.33,165.0,0.09,978.57,28.0,0.11,69.0,96.0,46.0,15.0,88.0,18.84,60.0,N
2.0,1.0,0.0,0.0,0.17,2.0,20.64,0.04,27.0,0.18,114.69,7.0,0.13,10.0,17.0,9.0,10.0,15.0,0.0,12.0,N
4.0,1.0,0.0,4.0,0.25,2.0,18.86,0.05,32.0,0.14,138.3,8.0,0.14,12.0,20.0,9.0,11.0,21.0,25.0,12.0,N
14.0,3.0,1.0,47.0,0.18,2.2,39.49,0.33,173.0,0.04,981.33,22.0,0.07,71.0,102.0,30.0,21.0,101.0,55.81,39.0,N
6.0,2.0,2.0,9.0,0.26,2.0,41.54,0.09,54.0,0.16,262.33,17.0,0.14,24.0,30.0,19.0,10.0,35.0,39.29,19.0,N
2.0,0.0,0.0,7.0,0.29,2.5,15.93,0.04,31.0,0.14,114.71,9.0,0.17,9.0,22.0,5.0,8.0,24.0,33.33,14.0,Y
4.0,1.0,0.0,0.0,0.38,2.0,35.36,0.21,129.0,0.06,626.68,28.0,0.31,58.0,71.0,18.0,11.0,29.0,0.0,24.0,Y
4.0,1.0,0.0,0.0,0.38,2.0,35.36,0.21,129.0,0.06,626.68,28.0,0.31,58.0,71.0,18.0,11.0,29.0,0.0,24.0,Y
6.0,1.0,0.0,0.0,0.21,2.0,20.84,0.08,50.0,0.09,229.25,9.0,0.14,22.0,28.0,12.0,12.0,21.0,0.0,14.0,N
6.0,1.0,0.0,0.0,0.21,2.0,19.1,0.08,49.0,0.08,227.55,9.0,0.14,22.0,27.0,12.0,13.0,21.0,0.0,14.0,N
4.0,1.0,0.0,0.0,0.36,4.0,25.88,0.09,59.0,0.09,277.33,10.0,0.25,25.0,34.0,14.0,12.0,16.0,0.0,11.0,Y
4.0,1.0,0.0,0.0,0.3,3.0,18.38,0.07,45.0,0.09,206.32,8.0,0.2,19.0,26.0,11.0,13.0,15.0,0.0,10.0,N
4.0,1.0,0.0,0.0,0.3,3.0,18.38,0.07,45.0,0.09,206.32,8.0,0.2,19.0,26.0,11.0,13.0,15.0,0.0,10.0,Y
4.0,1.0,0.0,0.0,0.4,4.0,22.22,0.08,52.0,0.09,244.42,9.0,0.27,22.0,30.0,13.0,13.0,15.0,0.0,10.0,Y
4.0,1.0,0.0,0.0,0.25,3.0,21.13,0.08,53.0,0.09,243.0,9.0,0.18,23.0,30.0,12.0,12.0,17.0,0.0,12.0,N
4.0,1.0,0.0,0.0,0.25,3.0,21.13,0.08,53.0,0.09,243.0,9.0,0.18,23.0,30.0,12.0,12.0,17.0,0.0,12.0,N
4.0,1.0,0.0,0.0,0.44,4.0,17.28,0.07,45.0,0.08,208.97,8.0,0.29,19.0,26.0,11.0,14.0,14.0,0.0,9.0,N
4.0,1.0,0.0,0.0,0.4,4.0,23.78,0.08,52.0,0.1,241.48,9.0,0.27,22.0,30.0,13.0,12.0,15.0,0.0,10.0,N
4.0,1.0,0.0,0.0,0.4,4.0,22.22,0.08,52.0,0.09,244.42,9.0,0.27,22.0,30.0,13.0,13.0,15.0,0.0,10.0,Y
15.0,1.0,0.0,0.0,0.28,2.0,38.61,0.19,119.0,0.07,578.1,26.0,0.17,49.0,70.0,18.0,11.0,41.0,0.0,25.0,Y
1.0,2.0,1.0,0.0,0.42,2.0,35.67,0.78,384.0,0.02,2345.67,58.0,0.4,171.0,213.0,39.0,30.0,52.0,2.0,50.0,N
0.0,1.0,0.0,0.0,0.25,2.0,16.53,0.04,31.0,0.13,124.0,8.0,0.22,15.0,16.0,8.0,8.0,9.0,0.0,8.0,N
1.0,1.0,0.0,0.0,0.25,2.0,13.56,0.02,19.0,0.19,72.34,7.0,0.2,8.0,11.0,6.0,8.0,10.0,0.0,8.0,N
3.0,1.0,1.0,3.0,0.27,2.0,12.86,0.06,42.0,0.07,189.99,10.0,0.17,19.0,23.0,9.0,14.0,18.0,28.57,11.0,N
4.0,3.0,1.0,1.0,0.2,2.0,20.81,0.05,35.0,0.13,156.08,7.0,0.13,15.0,20.0,11.0,11.0,16.0,18.18,10.0,N
37.0,0.0,1.0,48.0,0.23,2.0,111.77,1.06,485.0,0.04,3178.98,68.0,0.13,157.0,328.0,69.0,25.0,203.0,29.7,117.0,N
1.0,0.0,5.0,0.0,0.26,2.0,29.35,0.33,178.0,0.03,983.19,24.0,0.25,67.0,111.0,23.0,23.0,48.0,10.87,46.0,N
1.0,0.0,0.0,0.0,0.57,2.0,14.12,0.05,32.0,0.1,135.93,10.0,0.44,14.0,18.0,8.0,11.0,9.0,0.0,7.0,N
1.0,3.0,3.0,0.0,0.45,2.0,47.04,1.81,1007.0,0.01,5430.06,192.0,0.44,515.0,492.0,29.0,13.0,108.0,2.83,106.0,N
0.0,0.0,1.0,0.0,0.45,2.0,16.86,0.1,63.0,0.06,288.85,14.0,0.42,29.0,34.0,11.0,13.0,12.0,9.09,11.0,N
1.0,0.0,0.0,0.0,0.43,2.0,18.88,0.06,40.0,0.11,169.92,8.0,0.33,20.0,20.0,10.0,9.0,9.0,0.0,7.0,N
1.0,4.0,1.0,0.0,0.32,2.25,21.36,0.11,69.0,0.06,341.84,16.0,0.29,30.0,39.0,15.0,16.0,21.0,5.26,19.0,N
16.0,6.0,0.0,28.0,0.12,2.0,287.86,4.05,1565.0,0.02,12167.54,188.0,0.1,757.0,808.0,197.0,22.0,394.0,7.43,349.0,N
18.0,7.0,0.0,32.0,0.19,2.52,362.37,10.06,3680.0,0.01,30174.79,391.0,0.17,1792.0,1888.0,269.0,25.0,678.0,4.86,627.0,N
0.0,3.0,0.0,3.0,0.25,2.0,21.01,0.09,59.0,0.07,283.63,17.0,0.2,27.0,32.0,14.0,14.0,20.0,15.79,16.0,N
2.0,1.0,0.0,0.0,0.33,2.4,10.04,0.15,95.0,0.02,451.71,21.0,0.3,45.0,50.0,9.0,18.0,27.0,0.0,24.0,N
20.0,1.0,9.0,22.0,0.19,2.0,16.23,0.8,447.0,0.01,2394.83,22.0,0.1,209.0,238.0,17.0,24.0,90.0,44.93,47.0,N
6.0,1.0,0.0,1.0,0.08,2.0,14.23,0.45,287.0,0.01,1349.03,6.0,0.06,139.0,148.0,11.0,15.0,33.0,3.85,25.0,N
5.0,1.0,0.0,0.0,0.18,2.0,22.02,0.2,115.0,0.04,594.54,12.0,0.13,54.0,61.0,18.0,18.0,23.0,0.0,17.0,N
1.0,2.0,0.0,0.0,0.35,2.67,15.38,0.12,74.0,0.04,359.49,16.0,0.32,33.0,41.0,12.0,17.0,19.0,0.0,17.0,N
1.0,0.0,0.0,0.0,0.31,2.0,25.24,0.12,79.0,0.07,366.86,16.0,0.28,37.0,42.0,14.0,11.0,18.0,0.0,16.0,N
2.0,4.0,0.0,0.0,0.24,2.0,28.86,0.2,122.0,0.05,604.41,25.0,0.22,58.0,64.0,18.0,13.0,32.0,0.0,29.0,N
16.0,5.0,0.0,0.0,0.29,2.16,129.4,2.39,1079.0,0.02,7184.21,206.0,0.27,512.0,567.0,83.0,18.0,216.0,0.0,199.0,N
1.0,1.0,0.0,0.0,0.25,2.0,13.27,0.09,60.0,0.05,278.63,13.0,0.22,28.0,32.0,10.0,15.0,18.0,0.0,16.0,N
2.0,2.0,0.0,0.0,0.33,2.0,16.5,0.01,11.0,0.5,33.0,7.0,0.22,4.0,7.0,4.0,4.0,9.0,0.0,6.0,N
5.0,0.0,0.0,0.0,0.48,3.5,31.64,0.41,249.0,0.03,1221.82,42.0,0.43,101.0,148.0,17.0,13.0,58.0,0.0,52.0,N
0.0,0.0,0.0,0.0,0.5,2.0,7.91,0.02,14.0,0.16,48.43,6.0,0.4,7.0,7.0,4.0,7.0,5.0,0.0,4.0,N
