@relation SelectedFeatures
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
6.0,3.0,0.01,1.0,77.0,54.45,21.29,24686.12,0.39,215.0,1371.45,1159.35,35.0,0.01,95.0,120.0,29.0,92.0,6.1,80.0,Y
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,0.25,0.0,4.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,11.61,2.0,0.2,0.0,5.0,0.0,5.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.14,7.0,10.0,7.0,7.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.17,7.0,10.0,7.0,6.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,27.35,3.0,246.13,0.03,21.0,13.67,82.04,3.0,0.17,9.0,12.0,9.0,6.0,0.0,2.0,N
1.0,0.0,0.33,1.0,3.0,30.67,3.0,276.0,0.03,23.0,15.33,92.0,3.0,0.14,10.0,13.0,10.0,7.0,0.0,3.0,N
1.0,0.0,0.33,1.0,3.0,30.67,3.0,276.0,0.03,23.0,15.33,92.0,3.0,0.14,10.0,13.0,10.0,7.0,0.0,3.0,N
1.0,0.0,0.33,1.0,3.0,30.67,3.0,276.0,0.03,23.0,15.33,92.0,3.0,0.13,10.0,13.0,10.0,8.0,0.0,3.0,N
1.0,0.0,0.5,1.0,2.0,27.35,3.0,246.13,0.03,21.0,13.67,82.04,3.0,0.17,9.0,12.0,9.0,6.0,0.0,2.0,N
1.0,0.0,0.33,1.0,3.0,27.35,3.0,246.13,0.03,21.0,13.67,82.04,3.0,0.13,9.0,12.0,9.0,8.0,0.0,3.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.2,7.0,10.0,7.0,5.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.2,7.0,10.0,7.0,5.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.17,7.0,10.0,7.0,6.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,17.92,3.0,161.32,0.02,15.0,8.96,53.77,3.0,0.17,6.0,9.0,6.0,6.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,17.92,3.0,161.32,0.02,15.0,8.96,53.77,3.0,0.13,6.0,9.0,6.0,8.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,14.99,3.0,134.92,0.01,13.0,7.5,44.97,3.0,0.25,5.0,8.0,5.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,14.99,3.0,134.92,0.01,13.0,7.5,44.97,3.0,0.2,5.0,8.0,5.0,5.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,14.99,3.0,134.92,0.01,13.0,7.5,44.97,3.0,0.25,5.0,8.0,5.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,14.99,3.0,134.92,0.01,13.0,7.5,44.97,3.0,0.25,5.0,8.0,5.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,14.99,3.0,134.92,0.01,13.0,7.5,44.97,3.0,0.14,5.0,8.0,5.0,7.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,17.92,3.0,161.32,0.02,15.0,8.96,53.77,3.0,0.2,6.0,9.0,6.0,5.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,17.92,3.0,161.32,0.02,15.0,8.96,53.77,3.0,0.2,6.0,9.0,6.0,5.0,0.0,2.0,N
0.0,2.0,0.33,1.0,1.0,16.84,1.5,37.9,0.01,9.0,2.11,25.27,2.0,0.2,4.0,5.0,4.0,5.0,66.67,3.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.13,7.0,10.0,7.0,8.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.13,7.0,10.0,7.0,8.0,0.0,2.0,N
4.0,2.0,0.12,6.0,47.0,43.8,17.37,13214.9,0.25,142.0,734.16,760.77,20.0,0.1,67.0,75.0,27.0,58.0,4.08,49.0,Y
4.0,0.0,0.12,4.0,43.0,32.06,21.12,14294.47,0.23,124.0,794.14,676.97,20.0,0.1,61.0,63.0,26.0,52.0,0.0,43.0,Y
4.0,8.0,0.14,13.0,86.0,64.05,27.63,48905.89,0.59,309.0,2716.99,1769.93,43.0,0.12,140.0,169.0,38.0,112.0,8.51,94.0,Y
4.0,1.0,0.11,5.0,45.0,36.2,18.57,12476.19,0.22,129.0,693.12,672.02,17.0,0.09,61.0,68.0,23.0,55.0,2.17,46.0,Y
5.0,4.0,0.12,6.0,45.0,32.46,23.4,17776.44,0.25,140.0,987.58,759.68,20.0,0.1,65.0,75.0,25.0,61.0,13.46,49.0,Y
4.0,1.0,0.11,5.0,44.0,35.3,20.6,14975.86,0.24,134.0,831.99,727.12,17.0,0.09,63.0,71.0,26.0,56.0,6.38,45.0,Y
2.0,0.0,0.15,2.0,13.0,17.41,7.0,852.85,0.04,32.0,47.38,121.84,6.0,0.11,14.0,18.0,7.0,18.0,7.14,13.0,Y
4.0,1.0,0.11,5.0,44.0,36.2,18.57,12476.19,0.22,129.0,693.12,672.02,17.0,0.09,61.0,68.0,23.0,54.0,2.22,45.0,Y
4.0,1.0,0.11,5.0,44.0,37.76,17.79,11951.28,0.22,128.0,663.96,671.73,17.0,0.09,61.0,67.0,24.0,55.0,2.22,45.0,Y
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,9.0,0.09,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.08,9.0,0.0,1.0,12.0,81.82,11.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,0.25,0.0,4.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,11.61,2.0,0.2,0.0,5.0,0.0,5.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,14.0,0.06,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06,0.0,0.0,0.0,18.0,87.5,16.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,0.25,0.0,4.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,11.61,2.0,0.2,0.0,5.0,0.0,5.0,0.0,2.0,N
4.0,1.0,0.11,5.0,44.0,36.2,18.57,12476.19,0.22,129.0,693.12,672.02,17.0,0.09,61.0,68.0,23.0,55.0,2.22,45.0,Y
4.0,1.0,0.11,5.0,45.0,36.2,18.57,12476.19,0.22,129.0,693.12,672.02,17.0,0.09,61.0,68.0,23.0,56.0,2.17,46.0,Y
5.0,1.0,0.11,6.0,56.0,43.81,19.44,16563.75,0.28,159.0,920.21,851.85,21.0,0.09,75.0,84.0,27.0,70.0,1.75,57.0,Y
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
3.0,180.0,0.0,2.0,240.0,239.57,61.05,892966.69,4.88,2276.0,49609.26,14626.18,240.0,0.0,928.0,1348.0,76.0,576.0,51.71,420.0,Y
2.0,0.0,0.15,2.0,13.0,17.41,7.0,852.85,0.04,32.0,47.38,121.84,6.0,0.11,14.0,18.0,7.0,18.0,7.14,13.0,Y
4.0,1.0,0.11,5.0,43.0,38.45,16.67,10689.16,0.21,124.0,593.84,641.07,17.0,0.09,59.0,65.0,23.0,54.0,2.27,44.0,Y
2.0,0.0,0.15,2.0,13.0,17.41,7.0,852.85,0.04,32.0,47.38,121.84,6.0,0.12,14.0,18.0,7.0,17.0,7.14,13.0,Y
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
2.0,0.0,0.15,2.0,13.0,17.41,7.0,852.85,0.04,32.0,47.38,121.84,6.0,0.11,14.0,18.0,7.0,18.0,7.14,13.0,Y
4.0,3.0,0.13,7.0,50.0,48.04,17.62,14915.87,0.28,156.0,828.66,846.5,23.0,0.11,73.0,83.0,29.0,62.0,5.66,53.0,Y
4.0,1.0,0.11,5.0,43.0,41.32,15.39,9789.35,0.21,124.0,543.85,636.03,17.0,0.1,59.0,65.0,23.0,52.0,2.27,44.0,Y
3.0,0.0,0.13,3.0,24.0,27.38,11.08,3358.98,0.1,68.0,186.61,303.24,10.0,0.1,32.0,36.0,13.0,29.0,0.0,24.0,Y
4.0,2.0,0.12,6.0,47.0,43.8,17.37,13214.9,0.25,142.0,734.16,760.77,20.0,0.1,67.0,75.0,27.0,58.0,4.08,49.0,Y
2.0,0.0,0.15,2.0,13.0,17.41,7.0,852.85,0.04,32.0,47.38,121.84,6.0,0.11,14.0,18.0,7.0,18.0,7.14,13.0,Y
4.0,1.0,0.11,5.0,44.0,36.2,18.57,12476.19,0.22,129.0,693.12,672.02,17.0,0.09,61.0,68.0,23.0,55.0,2.22,45.0,Y
4.0,1.0,0.11,5.0,44.0,36.2,18.57,12476.19,0.22,129.0,693.12,672.02,17.0,0.09,61.0,68.0,23.0,55.0,2.22,45.0,Y
2.0,0.0,0.15,2.0,13.0,17.41,7.0,852.85,0.04,32.0,47.38,121.84,6.0,0.11,14.0,18.0,7.0,18.0,7.14,13.0,Y
3.0,0.0,0.13,3.0,24.0,27.38,11.08,3358.98,0.1,68.0,186.61,303.24,10.0,0.1,32.0,36.0,13.0,29.0,0.0,24.0,Y
2.0,1.0,0.15,2.0,12.0,17.41,7.0,852.85,0.04,32.0,47.38,121.84,6.0,0.12,14.0,18.0,7.0,17.0,14.29,13.0,Y
5.0,3.0,0.11,5.0,43.0,40.64,16.79,11459.28,0.23,131.0,636.63,682.44,18.0,0.09,62.0,69.0,24.0,56.0,6.52,46.0,Y
4.0,3.0,0.11,5.0,41.0,40.43,15.98,10322.1,0.22,124.0,573.45,645.97,17.0,0.1,59.0,65.0,24.0,52.0,6.82,44.0,Y
4.0,1.0,0.11,5.0,44.0,33.73,21.42,15477.46,0.24,134.0,859.86,722.57,17.0,0.09,63.0,71.0,25.0,54.0,2.22,45.0,Y
3.0,0.0,0.13,3.0,24.0,24.99,11.25,3162.47,0.09,64.0,175.69,281.11,10.0,0.1,30.0,34.0,12.0,29.0,0.0,24.0,Y
4.0,2.0,0.11,5.0,44.0,39.61,17.08,11555.16,0.23,128.0,641.95,676.53,17.0,0.09,61.0,67.0,25.0,58.0,4.35,46.0,Y
4.0,1.0,0.11,5.0,43.0,41.32,15.39,9789.35,0.21,124.0,543.85,636.03,17.0,0.1,59.0,65.0,23.0,52.0,2.27,44.0,Y
4.0,2.0,0.1,5.0,47.0,38.12,17.21,11288.51,0.22,125.0,627.14,655.99,17.0,0.09,59.0,66.0,24.0,58.0,6.0,49.0,Y
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.25,1.0,4.0,18.49,2.4,106.51,0.01,14.0,5.92,44.38,2.0,0.17,6.0,8.0,5.0,6.0,0.0,4.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.2,1.0,5.0,8.45,0.75,4.75,0.0,4.0,0.26,6.34,2.0,0.17,3.0,1.0,2.0,6.0,0.0,5.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
1.0,0.0,0.33,1.0,3.0,10.8,2.5,67.5,0.01,9.0,3.75,27.0,3.0,0.2,3.0,6.0,3.0,5.0,0.0,3.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,6.2,2.5,38.77,0.01,6.0,2.15,15.51,3.0,0.25,1.0,5.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.25,1.0,4.0,9.51,0.5,2.38,0.0,3.0,0.13,4.75,2.0,0.2,2.0,1.0,2.0,5.0,0.0,4.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,0.25,0.0,4.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,11.61,2.0,0.2,0.0,5.0,0.0,5.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
5.0,11.0,0.21,5.0,17.0,20.21,13.0,3415.2,0.09,69.0,189.73,262.71,22.0,0.17,26.0,43.0,7.0,36.0,39.29,28.0,Y
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,9.0,0.09,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.08,9.0,0.0,1.0,12.0,81.82,11.0,N
7.0,8.0,0.1,4.0,33.0,32.53,24.37,19317.04,0.26,147.0,1073.17,792.67,17.0,0.09,59.0,88.0,23.0,47.0,21.43,41.0,Y
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,15.0,0.06,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.05,0.0,0.0,0.0,19.0,88.24,17.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.25,1.0,4.0,18.49,2.4,106.51,0.01,14.0,5.92,44.38,2.0,0.17,6.0,8.0,5.0,6.0,0.0,4.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.2,1.0,5.0,8.45,0.75,4.75,0.0,4.0,0.26,6.34,2.0,0.17,3.0,1.0,2.0,6.0,0.0,5.0,N
