@relation SelectedFeatures
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
9.0,17.0,2.0,2.0,15.85,10.0,1584.57,0.05,38.0,88.03,158.46,12.0,0.13,16.0,22.0,8.0,10.0,30.0,92.86,11.0,N
6.0,17.0,2.33,3.0,10.89,19.5,4141.72,0.07,50.0,230.1,212.4,11.0,0.18,18.0,32.0,6.0,13.0,28.0,88.46,9.0,N
6.0,3.0,2.0,1.0,14.27,4.67,310.84,0.02,18.0,17.27,66.61,6.0,0.17,8.0,10.0,6.0,7.0,12.0,90.0,7.0,N
14.0,34.0,2.0,4.0,37.53,5.79,1256.26,0.07,48.0,69.79,217.13,16.0,0.07,18.0,30.0,14.0,9.0,54.0,92.31,18.0,N
5.0,4.0,2.0,2.0,14.76,4.5,298.97,0.02,20.0,16.61,66.44,6.0,0.15,6.0,14.0,4.0,6.0,13.0,81.82,7.0,N
5.0,4.0,2.0,2.0,18.26,3.6,236.63,0.02,19.0,13.15,65.73,7.0,0.15,6.0,13.0,5.0,6.0,13.0,81.82,7.0,N
26.0,45.0,3.0,4.0,31.56,14.5,6636.44,0.15,86.0,368.69,457.69,18.0,0.09,29.0,57.0,20.0,20.0,77.0,94.67,30.0,N
26.0,100.0,2.0,3.0,119.94,3.62,1572.37,0.14,84.0,87.35,434.27,28.0,0.02,30.0,54.0,29.0,7.0,131.0,97.67,29.0,N
25.0,47.0,2.0,3.0,33.63,18.0,10897.35,0.2,119.0,605.41,605.41,17.0,0.04,36.0,83.0,17.0,17.0,77.0,96.0,28.0,N
35.0,67.0,2.0,3.0,54.07,19.38,20319.16,0.35,192.0,1128.84,1048.21,25.0,0.03,56.0,136.0,26.0,18.0,107.0,97.14,38.0,N
47.0,73.0,2.0,3.0,75.17,22.63,38501.99,0.57,297.0,2139.0,1701.19,28.0,0.02,81.0,216.0,34.0,19.0,125.0,97.56,50.0,N
54.0,100.0,2.0,3.0,85.35,18.7,29847.5,0.53,280.0,1658.19,1596.12,34.0,0.02,77.0,203.0,35.0,17.0,159.0,98.09,57.0,N
61.0,67.0,2.0,4.0,95.01,22.3,47232.5,0.71,348.0,2624.03,2118.44,41.0,0.03,115.0,233.0,49.0,19.0,134.0,96.97,65.0,N
31.0,66.0,2.0,6.0,24.77,35.05,30423.07,0.29,159.0,1690.17,868.05,20.0,0.08,64.0,95.0,21.0,23.0,105.0,94.17,37.0,N
11.0,67.0,2.0,4.0,27.63,6.87,1306.18,0.06,42.0,72.57,189.99,11.0,0.04,15.0,27.0,12.0,11.0,84.0,95.12,15.0,N
8.0,0.0,2.0,2.0,16.23,9.56,1485.28,0.05,38.0,82.52,155.32,8.0,0.14,17.0,21.0,8.0,9.0,14.0,80.0,10.0,N
4.0,0.0,2.0,1.0,15.33,11.67,2086.15,0.06,39.0,115.9,178.81,8.0,0.22,14.0,25.0,9.0,15.0,9.0,80.0,5.0,N
17.0,2.0,2.0,1.0,12.26,65.83,53124.43,0.27,176.0,2951.36,806.95,45.0,0.33,79.0,97.0,9.0,15.0,24.0,95.0,18.0,N
33.0,4.0,2.0,6.0,33.05,17.59,10229.12,0.19,102.0,568.28,581.44,20.0,0.13,38.0,64.0,27.0,25.0,45.0,86.05,39.0,N
5.0,0.0,2.0,2.0,9.6,6.13,360.21,0.02,17.0,20.01,58.81,6.0,0.22,7.0,10.0,4.0,7.0,9.0,71.43,7.0,N
32.0,6.0,2.0,2.0,84.08,18.38,28389.73,0.52,283.0,1577.21,1545.02,18.0,0.1,98.0,185.0,32.0,12.0,42.0,95.0,34.0,N
11.0,4.0,2.0,1.0,25.96,8.17,1731.33,0.07,53.0,96.19,212.0,14.0,0.17,21.0,32.0,9.0,7.0,18.0,93.75,12.0,N
68.0,32.0,2.14,9.0,107.72,20.13,43626.97,0.72,327.0,2423.72,2167.8,69.0,0.16,133.0,194.0,76.0,23.0,111.0,91.74,77.0,N
40.0,12.0,2.0,6.0,36.22,21.25,16357.82,0.26,141.0,908.77,769.78,34.0,0.17,51.0,90.0,24.0,20.0,60.0,89.66,46.0,N
10.0,0.0,2.0,4.0,18.12,4.2,319.65,0.03,22.0,17.76,76.11,11.0,0.19,7.0,15.0,5.0,6.0,16.0,71.43,14.0,N
24.0,5.0,2.0,5.0,36.74,12.66,5885.92,0.16,93.0,327.0,465.0,21.0,0.14,37.0,56.0,19.0,13.0,36.0,85.29,29.0,N
85.0,16.0,2.25,5.0,72.85,37.97,105022.95,0.92,422.0,5834.61,2766.04,61.0,0.15,162.0,260.0,64.0,30.0,108.0,95.28,90.0,N
2.0,0.0,2.0,1.0,18.49,3.5,226.54,0.02,17.0,12.59,64.73,7.0,0.33,7.0,10.0,7.0,7.0,6.0,66.67,3.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,3.0,1.0,7.0,6.0,252.0,0.01,14.0,14.0,42.0,5.0,0.5,4.0,10.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
6.0,0.0,2.0,2.0,21.69,6.13,813.61,0.04,34.0,45.2,132.83,14.0,0.36,14.0,20.0,8.0,7.0,11.0,75.0,8.0,N
1.0,0.0,2.0,1.0,11.24,4.0,179.89,0.01,13.0,9.99,44.97,3.0,0.25,3.0,10.0,3.0,8.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,5.05,5.0,126.33,0.01,9.0,7.02,25.27,6.0,0.5,4.0,5.0,2.0,5.0,4.0,50.0,2.0,N
4.0,0.0,2.0,1.0,6.18,5.0,154.4,0.01,11.0,8.58,30.88,6.0,0.29,4.0,7.0,2.0,5.0,7.0,80.0,5.0,N
1.0,0.0,2.0,1.0,5.05,5.0,126.33,0.01,9.0,7.02,25.27,6.0,0.5,4.0,5.0,2.0,5.0,4.0,50.0,2.0,N
4.0,0.0,2.0,1.0,6.18,5.0,154.4,0.01,11.0,8.58,30.88,6.0,0.29,4.0,7.0,2.0,5.0,7.0,80.0,5.0,N
1.0,0.0,2.0,1.0,3.95,15.75,980.75,0.02,18.0,54.49,62.27,6.0,0.5,7.0,11.0,2.0,9.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.2,2.0,6.0,2.0,6.0,5.0,50.0,2.0,N
1.0,4.0,2.0,1.0,11.24,4.0,179.89,0.01,13.0,9.99,44.97,3.0,0.13,3.0,10.0,3.0,8.0,8.0,83.33,2.0,N
12.0,0.0,2.0,3.0,10.48,27.19,7748.01,0.09,63.0,430.45,284.98,13.0,0.24,29.0,34.0,8.0,15.0,17.0,80.0,15.0,N
12.0,0.0,2.0,3.0,13.08,24.8,8043.39,0.11,69.0,446.86,324.33,14.0,0.24,31.0,38.0,10.0,16.0,17.0,80.0,15.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,3.0,1.0,15.9,5.79,532.29,0.03,23.0,29.57,92.0,9.0,0.43,9.0,14.0,7.0,9.0,7.0,80.0,5.0,N
4.0,0.0,3.0,1.0,17.44,5.63,551.81,0.03,24.0,30.66,98.1,9.0,0.38,10.0,14.0,8.0,9.0,8.0,80.0,5.0,N
3.0,0.0,2.0,1.0,13.46,9.33,1172.67,0.04,33.0,65.15,125.64,15.0,0.5,14.0,19.0,6.0,8.0,6.0,75.0,4.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
1.0,0.0,2.0,1.0,6.55,3.0,58.95,0.01,7.0,3.28,19.65,3.0,0.25,1.0,6.0,1.0,6.0,4.0,50.0,2.0,N
18.0,2.0,2.0,2.0,27.79,11.33,3570.0,0.11,63.0,198.33,315.0,22.0,0.33,20.0,43.0,15.0,17.0,24.0,90.91,20.0,N
1.0,0.0,2.0,1.0,5.99,3.75,84.22,0.01,8.0,4.68,22.46,5.0,0.5,3.0,5.0,2.0,5.0,4.0,50.0,2.0,N
4.0,0.0,2.0,1.0,10.03,17.33,3014.58,0.06,39.0,167.48,173.92,14.0,0.43,13.0,26.0,6.0,16.0,7.0,80.0,5.0,N
6.0,0.0,2.0,2.0,16.65,4.67,362.64,0.03,21.0,20.15,77.71,7.0,0.2,8.0,13.0,6.0,7.0,10.0,75.0,8.0,N
7.0,0.0,2.0,2.0,19.99,4.0,319.82,0.03,21.0,17.77,79.95,8.0,0.18,8.0,13.0,7.0,7.0,11.0,77.78,9.0,N
13.0,1.0,2.0,2.0,11.84,26.39,8245.95,0.1,65.0,458.11,312.48,18.0,0.22,25.0,40.0,9.0,19.0,18.0,87.5,15.0,N
20.0,5.0,2.0,4.0,20.14,22.1,9834.5,0.15,89.0,546.36,445.0,30.0,0.19,39.0,50.0,15.0,17.0,31.0,86.21,24.0,N
6.0,1.0,2.0,3.0,11.06,11.14,1372.69,0.04,29.0,76.26,123.19,7.0,0.17,13.0,16.0,7.0,12.0,12.0,70.0,9.0,N
8.0,1.0,2.0,3.0,13.21,17.1,3863.67,0.08,47.0,214.65,225.95,13.0,0.2,19.0,28.0,10.0,18.0,15.0,75.0,11.0,N
8.0,1.0,2.0,3.0,14.42,17.18,4256.92,0.08,51.0,236.5,247.76,14.0,0.2,21.0,30.0,11.0,18.0,15.0,75.0,11.0,N
9.0,1.0,2.0,3.0,13.36,17.94,4301.69,0.08,51.0,238.98,239.72,15.0,0.2,19.0,32.0,9.0,17.0,15.0,76.92,12.0,N
4.0,0.0,3.0,1.0,15.9,5.79,532.29,0.03,23.0,29.57,92.0,9.0,0.38,9.0,14.0,7.0,9.0,8.0,80.0,5.0,N
5.0,0.0,3.0,2.0,16.59,5.79,555.43,0.03,24.0,30.86,96.0,9.0,0.3,9.0,15.0,7.0,9.0,10.0,71.43,7.0,N
16.0,1.0,2.0,2.0,13.97,34.36,16494.55,0.16,96.0,916.36,480.0,26.0,0.24,36.0,60.0,11.0,21.0,21.0,89.47,18.0,N
9.0,1.0,2.0,3.0,18.47,17.0,5338.7,0.1,64.0,296.59,314.04,18.0,0.25,26.0,38.0,13.0,17.0,16.0,76.92,12.0,N
15.0,1.0,2.0,2.0,20.11,31.88,20434.13,0.21,124.0,1135.23,641.07,32.0,0.32,51.0,73.0,16.0,20.0,22.0,88.89,17.0,N
9.0,1.0,2.0,3.0,18.18,17.0,5255.28,0.1,63.0,291.96,309.13,18.0,0.24,26.0,37.0,13.0,17.0,17.0,76.92,12.0,N
10.0,1.0,2.0,3.0,14.36,24.56,8656.64,0.12,75.0,480.92,352.53,23.0,0.25,26.0,49.0,9.0,17.0,16.0,78.57,13.0,N
1.0,0.0,2.0,1.0,5.99,3.75,84.22,0.01,8.0,4.68,22.46,5.0,0.5,3.0,5.0,2.0,5.0,4.0,50.0,2.0,N
6.0,0.0,2.0,1.0,12.38,20.0,4951.76,0.08,54.0,275.1,247.59,20.0,0.44,24.0,30.0,9.0,15.0,9.0,85.71,7.0,N
8.0,0.0,2.0,2.0,14.11,15.17,3246.47,0.07,48.0,180.36,214.05,16.0,0.33,21.0,27.0,9.0,13.0,12.0,80.0,10.0,N
3.0,0.0,2.0,1.0,9.79,9.6,902.51,0.03,23.0,50.14,94.01,10.0,0.5,8.0,15.0,5.0,12.0,6.0,75.0,4.0,N
4.0,0.0,2.0,1.0,13.66,4.2,240.91,0.02,16.0,13.38,57.36,7.0,0.29,6.0,10.0,5.0,7.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.66,4.2,240.91,0.02,16.0,13.38,57.36,7.0,0.29,6.0,10.0,5.0,7.0,7.0,80.0,5.0,N
14.0,1.0,2.0,2.0,11.91,27.44,8971.59,0.11,68.0,498.42,326.9,19.0,0.21,26.0,42.0,9.0,19.0,19.0,88.24,16.0,N
6.0,0.0,2.0,1.0,13.75,16.0,3521.25,0.07,48.0,195.63,220.08,14.0,0.33,16.0,32.0,8.0,16.0,9.0,85.71,7.0,N
5.0,0.0,2.0,2.0,13.02,7.5,732.54,0.03,25.0,40.7,97.67,7.0,0.22,10.0,15.0,6.0,9.0,9.0,71.43,7.0,N
20.0,5.0,2.0,4.0,17.24,24.19,10090.27,0.14,85.0,560.57,417.09,29.0,0.19,37.0,48.0,13.0,17.0,31.0,86.21,24.0,N
8.0,1.0,2.0,3.0,8.83,23.14,4728.77,0.07,44.0,262.71,204.33,12.0,0.21,18.0,26.0,7.0,18.0,14.0,75.0,11.0,N
9.0,1.0,2.0,3.0,10.22,20.64,4353.75,0.07,46.0,241.87,210.91,14.0,0.2,17.0,29.0,7.0,17.0,15.0,76.92,12.0,N
1.0,0.0,2.0,1.0,11.24,4.0,179.89,0.01,13.0,9.99,44.97,3.0,0.25,3.0,10.0,3.0,8.0,4.0,50.0,2.0,N
4.0,0.0,2.0,1.0,6.18,5.0,154.4,0.01,11.0,8.58,30.88,6.0,0.29,4.0,7.0,2.0,5.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,6.18,5.0,154.4,0.01,11.0,8.58,30.88,6.0,0.29,4.0,7.0,2.0,5.0,7.0,80.0,5.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,4.0,2.0,1.0,11.24,4.0,179.89,0.01,13.0,9.99,44.97,3.0,0.13,3.0,10.0,3.0,8.0,8.0,83.33,2.0,N
1.0,0.0,3.0,1.0,7.0,6.0,252.0,0.01,14.0,14.0,42.0,5.0,0.5,4.0,10.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
12.0,0.0,2.0,3.0,10.48,27.19,7748.01,0.09,63.0,430.45,284.98,13.0,0.24,29.0,34.0,8.0,15.0,17.0,80.0,15.0,N
12.0,0.0,2.0,3.0,13.08,24.8,8043.39,0.11,69.0,446.86,324.33,14.0,0.24,31.0,38.0,10.0,16.0,17.0,80.0,15.0,N
42.0,17.0,2.38,5.0,77.13,21.16,34532.43,0.54,272.0,1918.47,1632.0,51.0,0.18,117.0,155.0,47.0,17.0,66.0,92.19,47.0,N
32.0,16.0,2.0,2.0,68.15,17.14,20027.63,0.39,207.0,1112.65,1168.28,21.0,0.08,80.0,127.0,35.0,15.0,52.0,96.0,34.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,3.0,1.0,15.9,5.79,532.29,0.03,23.0,29.57,92.0,9.0,0.43,9.0,14.0,7.0,9.0,7.0,80.0,5.0,N
4.0,0.0,3.0,1.0,17.44,5.63,551.81,0.03,24.0,30.66,98.1,9.0,0.38,10.0,14.0,8.0,9.0,8.0,80.0,5.0,N
3.0,0.0,2.0,1.0,13.46,9.33,1172.67,0.04,33.0,65.15,125.64,15.0,0.5,14.0,19.0,6.0,8.0,6.0,75.0,4.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
1.0,0.0,2.0,1.0,5.99,3.75,84.22,0.01,8.0,4.68,22.46,5.0,0.5,3.0,5.0,2.0,5.0,4.0,50.0,2.0,N
4.0,0.0,2.0,1.0,10.03,17.33,3014.58,0.06,39.0,167.48,173.92,14.0,0.43,13.0,26.0,6.0,16.0,7.0,80.0,5.0,N
6.0,0.0,2.0,2.0,16.65,4.67,362.64,0.03,21.0,20.15,77.71,7.0,0.2,8.0,13.0,6.0,7.0,10.0,75.0,8.0,N
7.0,0.0,2.0,2.0,19.99,4.0,319.82,0.03,21.0,17.77,79.95,8.0,0.18,8.0,13.0,7.0,7.0,11.0,77.78,9.0,N
13.0,1.0,2.0,2.0,11.84,26.39,8245.95,0.1,65.0,458.11,312.48,18.0,0.22,25.0,40.0,9.0,19.0,18.0,87.5,15.0,N
20.0,5.0,2.0,4.0,20.14,22.1,9834.5,0.15,89.0,546.36,445.0,30.0,0.19,39.0,50.0,15.0,17.0,31.0,86.21,24.0,N
6.0,1.0,2.0,3.0,11.06,11.14,1372.69,0.04,29.0,76.26,123.19,7.0,0.17,13.0,16.0,7.0,12.0,12.0,70.0,9.0,N
8.0,1.0,2.0,3.0,13.21,17.1,3863.67,0.08,47.0,214.65,225.95,13.0,0.2,19.0,28.0,10.0,18.0,15.0,75.0,11.0,N
8.0,1.0,2.0,3.0,14.42,17.18,4256.92,0.08,51.0,236.5,247.76,14.0,0.2,21.0,30.0,11.0,18.0,15.0,75.0,11.0,N
9.0,1.0,2.0,3.0,13.36,17.94,4301.69,0.08,51.0,238.98,239.72,15.0,0.2,19.0,32.0,9.0,17.0,15.0,76.92,12.0,N
4.0,0.0,3.0,1.0,15.9,5.79,532.29,0.03,23.0,29.57,92.0,9.0,0.38,9.0,14.0,7.0,9.0,8.0,80.0,5.0,N
5.0,0.0,3.0,2.0,16.59,5.79,555.43,0.03,24.0,30.86,96.0,9.0,0.3,9.0,15.0,7.0,9.0,10.0,71.43,7.0,N
16.0,1.0,2.0,2.0,13.97,34.36,16494.55,0.16,96.0,916.36,480.0,26.0,0.24,36.0,60.0,11.0,21.0,21.0,89.47,18.0,N
9.0,1.0,2.0,3.0,18.47,17.0,5338.7,0.1,64.0,296.59,314.04,18.0,0.25,26.0,38.0,13.0,17.0,16.0,76.92,12.0,N
15.0,1.0,2.0,2.0,20.11,31.88,20434.13,0.21,124.0,1135.23,641.07,32.0,0.32,51.0,73.0,16.0,20.0,22.0,88.89,17.0,N
9.0,1.0,2.0,3.0,18.18,17.0,5255.28,0.1,63.0,291.96,309.13,18.0,0.24,26.0,37.0,13.0,17.0,17.0,76.92,12.0,N
10.0,1.0,2.0,3.0,14.36,24.56,8656.64,0.12,75.0,480.92,352.53,23.0,0.25,26.0,49.0,9.0,17.0,16.0,78.57,13.0,N
1.0,0.0,2.0,1.0,5.99,3.75,84.22,0.01,8.0,4.68,22.46,5.0,0.5,3.0,5.0,2.0,5.0,4.0,50.0,2.0,N
6.0,0.0,2.0,1.0,12.38,20.0,4951.76,0.08,54.0,275.1,247.59,20.0,0.44,24.0,30.0,9.0,15.0,9.0,85.71,7.0,N
8.0,0.0,2.0,2.0,14.11,15.17,3246.47,0.07,48.0,180.36,214.05,16.0,0.33,21.0,27.0,9.0,13.0,12.0,80.0,10.0,N
3.0,0.0,2.0,1.0,9.79,9.6,902.51,0.03,23.0,50.14,94.01,10.0,0.5,8.0,15.0,5.0,12.0,6.0,75.0,4.0,N
4.0,0.0,2.0,1.0,13.66,4.2,240.91,0.02,16.0,13.38,57.36,7.0,0.29,6.0,10.0,5.0,7.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.66,4.2,240.91,0.02,16.0,13.38,57.36,7.0,0.29,6.0,10.0,5.0,7.0,7.0,80.0,5.0,N
14.0,1.0,2.0,2.0,11.91,27.44,8971.59,0.11,68.0,498.42,326.9,19.0,0.21,26.0,42.0,9.0,19.0,19.0,88.24,16.0,N
6.0,0.0,2.0,1.0,13.75,16.0,3521.25,0.07,48.0,195.63,220.08,14.0,0.33,16.0,32.0,8.0,16.0,9.0,85.71,7.0,N
5.0,0.0,2.0,2.0,13.02,7.5,732.54,0.03,25.0,40.7,97.67,7.0,0.22,10.0,15.0,6.0,9.0,9.0,71.43,7.0,N
20.0,5.0,2.0,4.0,17.24,24.19,10090.27,0.14,85.0,560.57,417.09,29.0,0.19,37.0,48.0,13.0,17.0,31.0,86.21,24.0,N
8.0,1.0,2.0,3.0,8.83,23.14,4728.77,0.07,44.0,262.71,204.33,12.0,0.21,18.0,26.0,7.0,18.0,14.0,75.0,11.0,N
9.0,1.0,2.0,3.0,10.22,20.64,4353.75,0.07,46.0,241.87,210.91,14.0,0.2,17.0,29.0,7.0,17.0,15.0,76.92,12.0,N
1.0,0.0,2.0,1.0,5.05,5.0,126.33,0.01,9.0,7.02,25.27,6.0,0.5,4.0,5.0,2.0,5.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,5.05,5.0,126.33,0.01,9.0,7.02,25.27,6.0,0.5,4.0,5.0,2.0,5.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,3.95,15.75,980.75,0.02,18.0,54.49,62.27,6.0,0.5,7.0,11.0,2.0,9.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.2,2.0,6.0,2.0,6.0,5.0,50.0,2.0,N
93.0,26.0,2.0,11.0,149.83,25.83,99941.02,1.29,589.0,5552.28,3869.64,76.0,0.11,237.0,352.0,78.0,17.0,132.0,91.54,104.0,N
49.0,12.0,2.0,7.0,82.49,15.76,20495.0,0.43,227.0,1138.61,1300.24,50.0,0.09,97.0,130.0,40.0,13.0,70.0,89.71,56.0,N
