@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
5.0,0.0,3.0,0.0,0.21,42.0,39.0,35.89,25.54,23410.95,170.0,1300.61,916.69,0.0,0.17,83.0,87.0,48.0,7.14,39.0,N
3.0,0.0,0.0,30.0,0.29,53.0,35.0,58.13,14.41,12073.37,150.0,670.74,837.74,15.0,0.25,70.0,80.0,40.0,0.0,35.0,N
1.0,0.0,0.0,0.0,0.3,51.0,43.0,49.68,20.72,21334.26,175.0,1185.24,1029.46,0.0,0.29,75.0,100.0,45.0,0.0,43.0,N
2.0,0.0,0.0,8.0,0.5,11.0,6.0,17.34,8.25,1180.25,35.0,65.57,143.06,4.0,0.21,9.0,26.0,14.0,0.0,6.0,N
12.0,0.0,0.0,48.0,0.04,62.0,28.0,25.46,32.5,26888.89,174.0,1493.83,827.35,24.0,0.02,52.0,122.0,46.0,0.0,28.0,N
3.0,0.0,0.0,12.0,0.5,16.0,8.0,17.72,10.83,2080.0,48.0,115.56,192.0,6.0,0.24,13.0,35.0,17.0,0.0,8.0,N
1.0,4.0,0.0,4.0,0.18,6.0,7.0,25.36,8.18,1697.34,48.0,94.3,207.45,2.0,0.11,20.0,28.0,18.0,36.36,11.0,N
0.0,0.0,0.0,0.0,0.1,1.0,10.0,16.71,33.75,19031.2,163.0,1057.29,563.89,0.0,0.07,81.0,82.0,14.0,0.0,10.0,N
1.0,0.0,0.0,4.0,0.5,6.0,4.0,12.11,6.42,498.63,21.0,27.7,77.71,2.0,0.2,11.0,10.0,10.0,0.0,4.0,N
0.0,0.0,0.0,0.0,0.2,5.0,5.0,20.77,8.25,1413.48,45.0,78.53,171.33,0.0,0.11,22.0,23.0,9.0,0.0,5.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,38.0,0.0,0.0,N
17.0,19.0,5.0,12.0,0.15,24.0,35.0,18.87,122.91,285104.16,442.0,15839.12,2319.58,6.0,0.1,199.0,243.0,80.0,40.68,54.0,N
1.0,0.0,0.0,0.0,0.13,1.0,8.0,20.31,16.12,5279.85,86.0,293.32,327.43,0.0,0.08,43.0,43.0,13.0,0.0,8.0,N
18.0,19.0,5.0,12.0,0.15,24.0,35.0,18.0,124.37,278423.08,433.0,15467.95,2238.58,6.0,0.1,199.0,234.0,81.0,40.68,54.0,N
0.0,2.0,0.0,4.0,0.29,6.0,5.0,12.44,9.0,1008.0,28.0,56.0,112.0,2.0,0.18,14.0,14.0,11.0,28.57,7.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,N
3.0,2.0,3.0,10.0,0.33,12.0,10.0,21.0,15.0,4723.94,67.0,262.44,314.93,5.0,0.18,30.0,37.0,22.0,33.33,12.0,N
6.0,6.0,3.0,18.0,0.18,28.0,33.0,32.46,54.95,97999.22,360.0,5444.4,1783.51,9.0,0.13,174.0,186.0,52.0,21.43,39.0,N
5.0,7.0,3.0,20.0,0.21,29.0,31.0,27.2,53.67,78353.33,292.0,4352.96,1460.0,10.0,0.16,138.0,154.0,50.0,24.39,38.0,N
8.0,0.0,11.0,0.0,0.45,108.0,62.0,46.13,44.69,92128.28,328.0,5118.24,2061.61,0.0,0.34,143.0,185.0,82.0,15.07,62.0,N
1.0,0.0,0.0,0.0,0.33,20.0,12.0,19.48,11.92,2766.96,50.0,153.72,232.19,0.0,0.29,22.0,28.0,14.0,0.0,12.0,N
0.0,0.0,0.0,8.0,0.18,9.0,17.0,17.05,11.25,2157.94,46.0,119.89,191.82,4.0,0.14,18.0,28.0,21.0,0.0,17.0,Y
2.0,0.0,0.0,4.0,0.29,7.0,7.0,11.44,10.71,1313.83,30.0,72.99,122.62,2.0,0.17,15.0,15.0,12.0,0.0,7.0,N
0.0,0.0,0.0,4.0,0.4,6.0,5.0,6.18,5.0,154.4,11.0,8.58,30.88,2.0,0.25,4.0,7.0,8.0,0.0,5.0,N
2.0,6.0,0.0,40.0,0.27,48.0,39.0,31.07,35.11,38303.42,205.0,2127.97,1091.0,20.0,0.22,95.0,110.0,55.0,13.33,45.0,N
1.0,0.0,1.0,0.0,0.05,1.0,20.0,20.26,91.87,171052.56,489.0,9502.92,1861.8,0.0,0.04,245.0,244.0,27.0,4.76,20.0,N
1.0,0.0,1.0,8.0,0.3,12.0,10.0,19.9,8.8,1541.2,42.0,85.62,175.14,4.0,0.18,22.0,20.0,17.0,9.09,10.0,N
1.0,0.0,1.0,8.0,0.3,12.0,10.0,19.9,8.8,1541.2,42.0,85.62,175.14,4.0,0.18,22.0,20.0,17.0,9.09,10.0,N
2.0,0.0,1.0,24.0,0.41,31.0,17.0,23.2,19.0,8375.9,102.0,465.33,440.84,12.0,0.28,57.0,45.0,25.0,5.56,17.0,N
1.0,0.0,1.0,0.0,0.13,1.0,8.0,20.31,24.0,11696.19,128.0,649.79,487.34,0.0,0.07,64.0,64.0,15.0,11.11,8.0,N
4.0,12.0,0.0,20.0,0.18,27.0,22.0,18.18,29.14,15444.09,108.0,858.0,529.94,10.0,0.14,51.0,57.0,42.0,35.29,34.0,Y
0.0,2.0,0.0,4.0,0.29,6.0,5.0,12.44,9.0,1008.0,28.0,56.0,112.0,2.0,0.18,14.0,14.0,11.0,28.57,7.0,N
0.0,0.0,0.0,4.0,0.4,6.0,5.0,10.24,9.1,848.2,26.0,47.12,93.21,2.0,0.22,13.0,13.0,9.0,0.0,5.0,N
0.0,0.0,0.0,0.0,0.5,2.0,2.0,11.65,4.0,186.42,13.0,10.36,46.6,0.0,0.25,4.0,9.0,4.0,0.0,2.0,N
2.0,0.0,2.0,0.0,0.05,1.0,21.0,27.02,35.67,34375.18,223.0,1909.73,963.79,0.0,0.04,107.0,116.0,28.0,8.7,21.0,N
1.0,0.0,3.0,10.0,0.36,11.0,11.0,22.04,14.5,4634.63,68.0,257.48,319.63,5.0,0.21,29.0,39.0,19.0,21.43,11.0,N
9.0,3.0,10.0,16.0,0.29,24.0,18.0,19.55,75.6,111737.37,293.0,6207.63,1478.01,8.0,0.14,126.0,167.0,44.0,41.94,21.0,N
11.0,5.0,6.0,36.0,0.36,48.0,28.0,18.52,89.3,147650.89,325.0,8202.83,1653.43,18.0,0.22,141.0,184.0,54.0,28.21,33.0,N
1.0,0.0,0.0,4.0,0.25,6.0,8.0,18.88,36.9,25706.76,164.0,1428.15,696.66,2.0,0.15,82.0,82.0,13.0,0.0,8.0,N
1.0,0.0,0.0,12.0,0.31,17.0,13.0,19.87,20.53,8379.04,84.0,465.5,408.07,6.0,0.21,44.0,40.0,19.0,0.0,13.0,N
5.0,2.0,1.0,8.0,0.15,13.0,18.0,30.0,45.18,61231.14,279.0,3401.73,1355.38,4.0,0.1,128.0,151.0,31.0,14.29,20.0,N
6.0,0.0,2.0,0.0,0.13,2.0,8.0,25.94,8.64,1934.62,51.0,107.48,224.01,0.0,0.06,19.0,32.0,18.0,20.0,8.0,N
19.0,2.0,5.0,16.0,0.11,23.0,44.0,42.42,33.07,46402.42,254.0,2577.91,1402.98,8.0,0.07,94.0,160.0,72.0,13.73,46.0,N
20.0,8.0,11.0,28.0,0.18,32.0,36.0,33.18,25.65,21826.86,161.0,1212.6,850.95,14.0,0.1,54.0,107.0,77.0,34.55,44.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
2.0,0.0,0.0,4.0,0.29,6.0,7.0,10.79,7.2,559.51,21.0,31.08,77.71,2.0,0.18,9.0,12.0,11.0,0.0,7.0,N
13.0,0.0,12.0,8.0,0.09,19.0,35.0,31.11,23.57,17284.19,156.0,960.23,733.27,4.0,0.05,55.0,101.0,62.0,25.53,35.0,N
3.0,0.0,0.0,4.0,0.33,6.0,6.0,8.86,6.0,318.91,16.0,17.72,53.15,2.0,0.18,8.0,8.0,11.0,0.0,6.0,N
9.0,1.0,4.0,8.0,0.21,11.0,13.0,18.43,15.0,4147.27,62.0,230.4,276.48,4.0,0.1,25.0,37.0,29.0,27.78,14.0,N
8.0,0.0,2.0,4.0,0.07,6.0,28.0,45.76,22.9,24004.59,206.0,1333.59,1048.02,2.0,0.05,74.0,132.0,40.0,6.67,28.0,N
8.0,0.0,0.0,4.0,0.13,7.0,15.0,12.49,28.7,10288.84,100.0,571.6,358.5,2.0,0.08,41.0,59.0,25.0,0.0,15.0,N
6.0,0.0,0.0,4.0,0.18,7.0,11.0,12.36,20.3,5094.23,70.0,283.01,250.95,2.0,0.11,29.0,41.0,19.0,0.0,11.0,N
6.0,0.0,1.0,4.0,0.18,7.0,11.0,12.55,14.0,2459.28,49.0,136.63,175.66,2.0,0.1,20.0,29.0,20.0,8.33,11.0,N
6.0,1.0,2.0,8.0,0.15,13.0,19.0,16.81,27.43,12644.93,118.0,702.5,461.01,4.0,0.1,48.0,70.0,30.0,13.64,20.0,N
22.0,3.0,15.0,16.0,0.11,30.0,33.0,65.05,11.02,7893.16,129.0,438.51,716.54,8.0,0.05,47.0,82.0,75.0,35.29,36.0,N
29.0,2.0,0.0,0.0,0.29,49.0,74.0,60.7,21.77,28758.99,209.0,1597.72,1321.28,0.0,0.21,62.0,147.0,107.0,2.63,76.0,N
25.0,2.0,11.0,50.0,0.23,64.0,63.0,33.22,65.26,141466.74,402.0,7859.26,2167.71,25.0,0.15,158.0,244.0,103.0,17.11,65.0,N
21.0,6.0,10.0,32.0,0.2,39.0,44.0,24.34,46.75,53191.17,211.0,2955.06,1137.78,16.0,0.12,85.0,126.0,83.0,26.67,50.0,N
32.0,6.0,21.0,58.0,0.21,79.0,84.0,50.64,50.0,126600.0,422.0,7033.33,2532.0,29.0,0.13,156.0,266.0,145.0,24.32,90.0,N
10.0,1.0,2.0,0.0,0.16,10.0,18.0,22.82,13.13,3931.7,63.0,218.43,299.56,0.0,0.09,21.0,42.0,33.0,14.29,19.0,N
15.0,1.0,2.0,4.0,0.22,8.0,8.0,21.15,4.5,428.33,25.0,23.8,95.18,2.0,0.07,9.0,16.0,28.0,27.27,9.0,N
3.0,0.0,0.0,0.0,0.25,1.0,4.0,14.0,3.0,126.0,14.0,7.0,42.0,0.0,0.11,6.0,8.0,9.0,0.0,4.0,N
13.0,0.0,11.0,4.0,0.06,15.0,32.0,39.18,18.35,13195.42,148.0,733.08,718.98,2.0,0.03,52.0,96.0,58.0,25.58,32.0,N
12.0,2.0,3.0,14.0,0.35,22.0,18.0,33.18,11.25,4199.46,74.0,233.3,373.29,7.0,0.11,27.0,47.0,64.0,21.74,20.0,N
13.0,4.0,8.0,20.0,0.21,23.0,25.0,22.29,37.23,30894.1,181.0,1716.34,829.88,10.0,0.12,63.0,118.0,52.0,32.43,29.0,N
16.0,6.0,11.0,20.0,0.25,22.0,22.0,17.7,38.25,25897.75,132.0,1438.76,677.07,10.0,0.12,51.0,81.0,57.0,43.59,28.0,N
16.0,0.0,10.0,24.0,0.18,29.0,40.0,29.27,34.0,33832.75,194.0,1879.6,995.08,12.0,0.1,72.0,122.0,68.0,20.0,40.0,N
33.0,6.0,23.0,58.0,0.24,76.0,64.0,38.51,58.76,132943.06,395.0,7385.73,2262.53,29.0,0.13,142.0,253.0,128.0,31.18,70.0,N
33.0,9.0,20.0,52.0,0.25,67.0,51.0,34.92,44.83,70169.94,272.0,3898.33,1565.33,26.0,0.13,104.0,168.0,115.0,36.25,60.0,N
24.0,2.0,20.0,32.0,0.16,39.0,59.0,38.85,47.92,89204.84,341.0,4955.82,1861.67,16.0,0.09,115.0,226.0,107.0,27.16,61.0,N
13.0,4.0,8.0,24.0,0.23,27.0,27.0,23.94,40.18,38646.97,198.0,2147.05,961.88,12.0,0.13,75.0,123.0,54.0,30.77,31.0,N
18.0,3.0,9.0,30.0,0.32,32.0,28.0,22.91,31.57,22836.01,146.0,1268.67,723.31,15.0,0.17,52.0,94.0,60.0,30.0,31.0,N
9.0,1.0,4.0,14.0,0.24,20.0,20.0,25.86,19.73,10069.57,103.0,559.42,510.28,7.0,0.14,37.0,66.0,36.0,20.0,21.0,N
34.0,10.0,27.0,60.0,0.27,70.0,63.0,24.73,129.11,412246.14,596.0,22902.56,3193.1,30.0,0.15,223.0,373.0,136.0,37.0,73.0,N
15.0,2.0,12.0,22.0,0.32,24.0,23.0,18.33,33.85,21000.2,123.0,1166.68,620.46,11.0,0.15,44.0,79.0,54.0,37.84,25.0,N
7.0,2.0,3.0,10.0,0.33,11.0,10.0,10.98,24.0,6324.94,60.0,351.39,263.54,5.0,0.17,24.0,36.0,24.0,33.33,12.0,N
7.0,2.0,2.0,8.0,0.27,9.0,9.0,10.83,19.25,4012.87,51.0,222.94,208.46,4.0,0.14,21.0,30.0,22.0,30.77,11.0,N
13.0,1.0,5.0,24.0,0.21,34.0,37.0,34.13,32.11,35212.66,206.0,1956.26,1096.32,12.0,0.14,71.0,135.0,58.0,13.95,38.0,N
11.0,2.0,6.0,14.0,0.19,20.0,24.0,20.13,28.77,16657.75,118.0,925.43,579.01,7.0,0.11,44.0,74.0,45.0,25.0,26.0,N
4.0,1.0,1.0,4.0,0.33,5.0,5.0,8.3,6.67,369.01,16.0,20.5,55.35,2.0,0.15,5.0,11.0,13.0,28.57,6.0,N
17.0,5.0,8.0,22.0,0.23,26.0,25.0,19.62,44.8,39374.15,170.0,2187.45,878.89,11.0,0.12,64.0,106.0,57.0,34.21,30.0,N
10.0,1.0,6.0,12.0,0.28,17.0,17.0,21.77,20.31,8977.55,91.0,498.75,442.08,6.0,0.14,33.0,58.0,36.0,29.17,18.0,N
18.0,2.0,6.0,26.0,0.17,37.0,44.0,34.95,36.96,47727.54,238.0,2651.53,1291.45,13.0,0.11,85.0,153.0,72.0,15.38,46.0,N
18.0,6.0,11.0,32.0,0.24,35.0,32.0,26.92,45.5,55737.5,245.0,3096.53,1225.0,16.0,0.13,91.0,154.0,69.0,34.69,38.0,N
9.0,3.0,6.0,12.0,0.33,14.0,9.0,14.8,10.0,1480.0,37.0,82.22,148.0,6.0,0.14,12.0,25.0,29.0,50.0,12.0,N
6.0,1.0,1.0,4.0,0.07,12.0,13.0,19.86,21.0,8756.84,100.0,486.49,416.99,2.0,0.04,42.0,58.0,23.0,13.33,14.0,N
24.0,7.0,14.0,26.0,0.13,37.0,53.0,32.84,38.14,47779.28,237.0,2654.4,1252.64,13.0,0.08,89.0,148.0,100.0,28.38,60.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
2.0,1.0,3.0,4.0,0.29,6.0,6.0,9.34,6.67,415.13,18.0,23.06,62.27,2.0,0.14,5.0,13.0,14.0,40.0,7.0,N
14.0,6.0,12.0,20.0,0.25,22.0,18.0,27.07,18.67,9430.96,104.0,523.94,505.23,10.0,0.12,40.0,64.0,52.0,50.0,24.0,N
14.0,2.0,3.0,6.0,0.24,20.0,27.0,28.86,15.75,7159.08,86.0,397.73,454.54,3.0,0.15,27.0,59.0,48.0,15.63,29.0,N
14.0,2.0,11.0,20.0,0.24,22.0,23.0,18.05,41.17,30592.16,150.0,1699.56,743.13,10.0,0.12,52.0,98.0,52.0,36.11,25.0,N
6.0,0.0,1.0,6.0,0.27,9.0,11.0,19.95,9.55,1817.44,41.0,100.97,190.4,3.0,0.15,15.0,26.0,20.0,8.33,11.0,N
9.0,0.0,3.0,10.0,0.25,13.0,16.0,23.57,16.39,6334.65,78.0,351.92,386.43,5.0,0.13,27.0,51.0,30.0,15.79,16.0,N
4.0,0.0,2.0,0.0,0.17,1.0,6.0,16.85,8.57,1237.97,34.0,68.78,144.43,0.0,0.07,10.0,24.0,14.0,25.0,6.0,N
10.0,3.0,9.0,24.0,0.32,26.0,22.0,15.63,41.67,27127.69,142.0,1507.09,651.06,12.0,0.17,50.0,92.0,46.0,35.29,25.0,N
9.0,4.0,4.0,0.0,0.05,1.0,15.0,39.41,17.0,11388.28,155.0,632.68,669.9,0.0,0.03,51.0,104.0,34.0,34.78,19.0,N
7.0,3.0,4.0,16.0,0.19,20.0,23.0,16.34,25.6,10709.48,89.0,594.97,418.34,8.0,0.13,32.0,57.0,39.0,23.33,26.0,N
4.0,0.0,1.0,12.0,0.27,14.0,15.0,24.61,11.25,3115.18,57.0,173.07,276.9,6.0,0.18,21.0,36.0,22.0,6.25,15.0,N
19.0,3.0,17.0,40.0,0.44,40.0,29.0,24.53,33.19,27014.43,160.0,1500.8,813.99,20.0,0.2,59.0,101.0,70.0,40.82,32.0,N
9.0,2.0,6.0,8.0,0.21,10.0,12.0,19.75,15.33,4643.9,63.0,257.99,302.86,4.0,0.1,23.0,40.0,31.0,40.0,14.0,N
3.0,0.0,0.0,4.0,0.29,6.0,7.0,16.65,9.33,1450.57,42.0,80.59,155.42,2.0,0.17,16.0,26.0,12.0,0.0,7.0,N
5.0,0.0,1.0,0.0,0.17,1.0,6.0,17.13,6.0,616.79,27.0,34.27,102.8,0.0,0.07,9.0,18.0,14.0,14.29,6.0,N
6.0,0.0,2.0,4.0,0.18,6.0,11.0,14.74,11.67,2006.67,43.0,111.48,172.0,2.0,0.1,14.0,29.0,21.0,15.38,11.0,N
6.0,0.0,4.0,4.0,0.22,6.0,9.0,15.61,9.17,1311.39,35.0,72.86,143.06,2.0,0.1,10.0,25.0,21.0,30.77,9.0,N
6.0,0.0,3.0,4.0,0.22,6.0,9.0,14.18,10.0,1417.77,34.0,78.77,141.78,2.0,0.1,10.0,24.0,20.0,25.0,9.0,N
1.0,4.0,0.0,4.0,0.18,6.0,7.0,23.19,9.09,1916.65,48.0,106.48,210.83,2.0,0.11,20.0,28.0,18.0,36.36,11.0,N
0.0,0.0,0.0,0.0,0.1,1.0,10.0,16.71,33.75,19031.2,163.0,1057.29,563.89,0.0,0.07,81.0,82.0,15.0,0.0,10.0,N
1.0,0.0,0.0,4.0,0.5,6.0,4.0,12.11,6.42,498.63,21.0,27.7,77.71,2.0,0.18,11.0,10.0,11.0,0.0,4.0,N
4.0,0.0,2.0,4.0,0.29,6.0,7.0,9.86,6.67,438.19,19.0,24.34,65.73,2.0,0.13,5.0,14.0,15.0,22.22,7.0,N
4.0,0.0,0.0,4.0,0.33,7.0,6.0,11.53,10.5,1271.69,31.0,70.65,121.11,2.0,0.17,14.0,17.0,12.0,0.0,6.0,N
5.0,0.0,0.0,0.0,0.13,1.0,8.0,10.92,9.0,884.41,31.0,49.13,98.27,0.0,0.07,9.0,22.0,15.0,0.0,8.0,N
6.0,0.0,4.0,4.0,0.22,6.0,9.0,13.67,8.0,875.14,28.0,48.62,109.39,2.0,0.1,8.0,20.0,21.0,30.77,9.0,N
1.0,0.0,0.0,28.0,0.36,34.0,22.0,20.24,28.5,16441.15,120.0,913.4,576.88,14.0,0.29,57.0,63.0,28.0,0.0,22.0,N
2.0,0.0,1.0,0.0,0.07,1.0,14.0,20.1,20.0,8039.07,121.0,446.61,401.95,0.0,0.05,60.0,61.0,20.0,6.67,14.0,N
3.0,0.0,0.0,0.0,0.1,6.0,10.0,34.26,3.82,499.41,32.0,27.75,130.8,0.0,0.07,14.0,18.0,14.0,0.0,10.0,N
6.0,0.0,0.0,0.0,0.39,32.0,18.0,32.59,13.12,5614.09,91.0,311.89,427.74,0.0,0.27,42.0,49.0,26.0,0.0,18.0,N
5.0,1.0,20.0,0.0,0.28,17.0,17.0,17.71,13.85,3394.73,51.0,188.6,245.18,0.0,0.11,24.0,27.0,45.0,55.26,18.0,N
0.0,0.0,0.0,0.0,0.5,6.0,4.0,9.51,3.0,85.59,9.0,4.75,28.53,0.0,0.4,3.0,6.0,5.0,0.0,4.0,N
4.0,0.0,0.0,18.0,0.5,22.0,12.0,17.88,18.4,6054.17,70.0,336.34,329.03,9.0,0.27,23.0,47.0,22.0,0.0,12.0,N
5.0,0.0,0.0,20.0,0.37,29.0,19.0,20.98,20.4,8729.97,90.0,485.0,427.94,10.0,0.23,24.0,66.0,30.0,0.0,19.0,N
6.0,0.0,1.0,20.0,0.34,33.0,29.0,29.94,20.84,13005.9,115.0,722.55,624.02,10.0,0.24,33.0,82.0,42.0,3.33,29.0,N
4.0,0.0,0.0,14.0,0.5,17.0,10.0,14.76,15.94,3748.9,52.0,208.27,235.23,7.0,0.25,17.0,35.0,20.0,0.0,10.0,N
4.0,0.0,0.0,16.0,0.5,21.0,10.0,22.9,11.69,3127.8,63.0,173.77,267.62,8.0,0.25,17.0,46.0,20.0,0.0,10.0,N
5.0,0.0,0.0,20.0,0.46,26.0,13.0,27.56,14.4,5715.21,89.0,317.51,396.89,10.0,0.25,24.0,65.0,24.0,0.0,13.0,N
2.0,0.0,0.0,8.0,0.5,11.0,6.0,17.34,8.25,1180.25,35.0,65.57,143.06,4.0,0.21,9.0,26.0,14.0,0.0,6.0,N
2.0,0.0,0.0,4.0,0.33,10.0,9.0,12.8,5.6,401.52,20.0,22.31,71.7,2.0,0.23,8.0,12.0,13.0,0.0,9.0,N
0.0,0.0,0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,4.0,0.67,8.0,0.0,0.25,1.0,3.0,4.0,0.0,2.0,N
0.0,0.0,0.0,0.0,0.5,1.0,2.0,14.8,4.0,236.83,16.0,13.16,59.21,0.0,0.25,5.0,11.0,4.0,0.0,2.0,N
0.0,0.0,0.0,0.0,0.5,1.0,2.0,15.36,3.5,188.21,15.0,10.46,53.77,0.0,0.25,5.0,10.0,4.0,0.0,2.0,N
4.0,0.0,3.0,4.0,0.17,7.0,12.0,44.04,7.43,2427.8,66.0,134.88,326.98,2.0,0.1,27.0,39.0,21.0,20.0,12.0,N
2.0,0.0,0.0,4.0,0.18,13.0,17.0,33.91,8.29,2327.82,63.0,129.32,280.94,2.0,0.14,29.0,34.0,21.0,0.0,17.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,6.0,0.0,0.0,N
1.0,0.0,0.0,0.0,0.33,5.0,6.0,9.6,6.13,360.21,17.0,20.01,58.81,0.0,0.22,7.0,10.0,9.0,0.0,6.0,N
1.0,0.0,0.0,0.0,0.3,12.0,10.0,12.81,10.93,1530.0,35.0,85.0,140.0,0.0,0.25,17.0,18.0,12.0,0.0,10.0,N
5.0,0.0,4.0,0.0,0.13,8.0,15.0,60.71,7.71,3612.83,88.0,200.71,468.33,0.0,0.08,36.0,52.0,26.0,21.05,15.0,N
0.0,0.0,0.0,0.0,0.33,1.0,3.0,10.8,2.5,67.5,9.0,3.75,27.0,0.0,0.2,3.0,6.0,5.0,0.0,3.0,N
2.0,0.0,0.0,0.0,0.18,13.0,17.0,33.91,8.29,2327.82,63.0,129.32,280.94,0.0,0.14,29.0,34.0,21.0,0.0,17.0,N
0.0,0.0,0.0,0.0,0.5,2.0,2.0,5.33,1.5,12.0,4.0,0.67,8.0,0.0,0.25,1.0,3.0,4.0,0.0,2.0,N
9.0,0.0,3.0,0.0,0.22,84.0,60.0,68.34,30.72,64501.75,372.0,3583.43,2099.51,0.0,0.18,158.0,214.0,74.0,4.76,60.0,N
1.0,0.0,0.0,0.0,0.33,15.0,12.0,14.9,11.69,2035.55,41.0,113.09,174.17,0.0,0.25,17.0,24.0,16.0,0.0,12.0,N
2.0,0.0,0.0,0.0,0.13,1.0,8.0,5.12,21.67,2405.29,30.0,133.63,111.01,0.0,0.08,13.0,17.0,12.0,0.0,8.0,N
1.0,0.0,0.0,0.0,0.5,3.0,2.0,17.43,2.0,69.74,11.0,3.87,34.87,0.0,0.2,5.0,6.0,5.0,0.0,2.0,N
1.0,0.0,0.0,0.0,0.1,2.0,10.0,14.99,5.33,426.42,21.0,23.69,79.95,0.0,0.08,8.0,13.0,12.0,0.0,10.0,N
1.0,1.0,1.0,0.0,0.3,17.0,19.0,10.03,35.21,12432.13,77.0,690.67,353.04,0.0,0.26,29.0,48.0,23.0,9.52,20.0,N
1.0,0.0,0.0,0.0,0.13,2.0,8.0,12.0,6.67,533.33,20.0,29.63,80.0,0.0,0.1,8.0,12.0,10.0,0.0,8.0,N
1.0,0.0,1.0,0.0,0.42,27.0,19.0,22.78,18.0,7380.0,82.0,410.0,410.0,0.0,0.36,36.0,46.0,22.0,5.0,19.0,N
1.0,0.0,0.0,0.0,0.5,8.0,6.0,19.38,5.06,496.63,24.0,27.59,98.1,0.0,0.3,9.0,15.0,10.0,0.0,6.0,N
1.0,0.0,0.0,0.0,0.38,9.0,8.0,8.27,16.8,2334.76,34.0,129.71,138.97,0.0,0.25,14.0,20.0,12.0,0.0,8.0,N
1.0,0.0,1.0,0.0,0.36,18.0,14.0,25.3,10.56,2822.18,55.0,156.79,267.19,0.0,0.29,26.0,29.0,17.0,6.67,14.0,N
1.0,0.0,1.0,0.0,0.3,9.0,10.0,10.13,14.0,1984.88,34.0,110.27,141.78,0.0,0.23,14.0,20.0,13.0,9.09,10.0,N
1.0,0.0,1.0,0.0,0.23,11.0,13.0,18.07,10.45,1973.69,43.0,109.65,188.87,0.0,0.19,19.0,24.0,16.0,7.14,13.0,N
1.0,0.0,0.0,0.0,1.0,6.0,2.0,7.66,18.67,2670.48,35.0,148.36,143.06,0.0,0.4,8.0,27.0,5.0,0.0,2.0,N
2.0,0.0,0.0,0.0,0.44,13.0,9.0,15.82,14.3,3234.35,50.0,179.69,226.18,0.0,0.31,22.0,28.0,13.0,0.0,9.0,N
0.0,0.0,0.0,0.0,0.33,6.0,6.0,11.86,8.67,890.92,27.0,49.5,102.8,0.0,0.29,13.0,14.0,7.0,0.0,6.0,N
1.0,0.0,0.0,0.0,0.33,21.0,18.0,19.44,20.64,8283.77,81.0,460.21,401.29,0.0,0.3,34.0,47.0,20.0,0.0,18.0,N
2.0,0.0,1.0,0.0,0.31,35.0,26.0,25.59,23.5,14132.38,113.0,785.13,601.38,0.0,0.18,47.0,66.0,45.0,3.7,26.0,N
4.0,0.0,0.0,0.0,0.5,10.0,6.0,11.62,9.75,1104.67,29.0,61.37,113.3,0.0,0.25,13.0,16.0,12.0,0.0,6.0,N
0.0,0.0,0.0,0.0,0.5,1.0,2.0,12.06,1.5,27.14,7.0,1.51,18.09,0.0,0.25,3.0,4.0,4.0,0.0,2.0,N
1.0,0.0,1.0,0.0,0.25,10.0,12.0,18.7,10.4,2022.94,43.0,112.39,194.51,0.0,0.2,16.0,27.0,15.0,7.69,12.0,N
3.0,0.0,0.0,0.0,0.4,36.0,20.0,44.13,16.55,12089.65,133.0,671.65,730.42,0.0,0.15,60.0,73.0,55.0,0.0,20.0,N
13.0,4.0,1.0,0.0,0.41,150.0,83.0,78.92,36.03,102421.71,451.0,5690.1,2843.01,0.0,0.29,199.0,252.0,124.0,5.68,87.0,N
