@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute Defective {Y,N}

@data
12.0,0.0,0.36,2.0,0.82,154.0,59.49,281.13,4701624.47,2242.0,261201.38,16724.05,0.02,0.32,893.0,1349.0,108.0,68.0,174.0,0.0,N
1.0,0.0,0.33,2.0,0.5,6.0,10.58,7.2,548.26,20.0,30.46,76.15,0.5,0.25,8.0,12.0,5.0,9.0,8.0,0.0,N
1.0,0.0,0.3,3.0,0.67,10.0,22.75,11.0,2752.77,51.0,152.93,250.25,1.0,0.25,22.0,29.0,15.0,15.0,12.0,0.0,N
1.0,0.0,0.4,2.5,0.75,10.0,18.06,11.85,2534.72,45.0,140.82,213.97,0.75,0.33,22.0,23.0,13.0,14.0,12.0,0.0,N
1.0,0.0,0.36,2.5,0.5,11.0,24.61,12.71,3973.8,62.0,220.77,312.75,0.75,0.31,27.0,35.0,17.0,16.0,13.0,0.0,N
2.0,0.0,0.5,2.33,0.25,16.0,18.37,20.67,7844.38,74.0,435.8,379.57,0.38,0.42,31.0,43.0,15.0,20.0,19.0,0.0,N
57.0,8.0,0.19,3.0,0.38,42.0,60.44,19.68,23416.59,191.0,1300.92,1189.7,0.63,0.04,89.0,102.0,52.0,23.0,211.0,16.0,N
2.0,0.0,0.47,2.23,0.41,34.0,30.56,37.08,42020.85,196.0,2334.49,1133.15,0.82,0.44,89.0,107.0,30.0,25.0,39.0,5.56,N
3.0,0.0,0.38,2.0,0.63,46.0,48.52,36.22,63649.28,294.0,3536.07,1757.32,0.58,0.35,135.0,159.0,41.0,22.0,54.0,8.0,N
4.0,10.0,0.27,2.2,1.0,43.0,93.54,12.79,15311.87,198.0,850.66,1196.79,0.85,0.21,87.0,111.0,51.0,15.0,63.0,25.86,N
1.0,0.0,0.33,2.0,0.33,9.0,10.4,11.0,1258.94,28.0,69.94,114.45,0.33,0.27,12.0,16.0,6.0,11.0,11.0,0.0,N
2.0,0.0,0.37,2.0,0.57,19.0,36.63,17.5,11218.74,124.0,623.26,641.07,1.0,0.32,55.0,69.0,22.0,14.0,22.0,0.0,N
4.0,0.0,0.33,2.25,0.67,18.0,34.93,12.73,5658.72,86.0,314.37,444.61,0.67,0.13,40.0,46.0,22.0,14.0,45.0,0.0,N
4.0,3.0,0.3,3.0,0.44,29.0,30.24,13.18,5250.92,79.0,291.72,398.51,0.33,0.14,28.0,51.0,17.0,16.0,64.0,12.12,N
1.0,0.0,0.42,2.75,0.13,19.0,7.74,101.06,79044.51,161.0,4391.36,782.13,0.75,0.38,77.0,84.0,8.0,21.0,21.0,0.0,N
1.0,0.0,0.22,2.0,0.33,22.0,16.21,46.93,35696.56,146.0,1983.14,760.58,0.67,0.21,64.0,82.0,15.0,22.0,29.0,18.52,N
1.0,0.0,0.13,2.0,1.0,15.0,16.95,16.5,4614.93,57.0,256.39,279.69,0.5,0.12,22.0,35.0,12.0,18.0,17.0,0.0,N
11.0,9.0,0.23,2.0,0.57,22.0,49.25,15.23,11417.37,135.0,634.3,749.87,0.14,0.13,59.0,76.0,31.0,16.0,52.0,45.0,Y
6.0,16.0,0.29,2.0,1.0,6.0,18.2,6.87,860.05,30.0,47.78,125.1,0.5,0.07,11.0,19.0,8.0,10.0,30.0,73.91,N
6.0,5.0,0.08,2.0,1.0,22.0,53.06,13.85,10172.91,140.0,565.16,734.71,0.5,0.06,60.0,80.0,26.0,12.0,36.0,24.14,N
13.0,5.0,0.14,2.0,1.0,24.0,50.97,10.6,5730.99,99.0,318.39,540.48,0.25,0.08,41.0,58.0,29.0,15.0,48.0,29.41,Y
5.0,3.0,0.29,2.5,0.75,13.0,28.06,10.56,3130.06,61.0,173.89,296.34,1.0,0.17,26.0,35.0,16.0,13.0,23.0,23.53,N
7.0,3.0,0.2,2.0,0.75,18.0,25.26,12.89,4196.59,64.0,233.14,325.6,0.25,0.13,29.0,35.0,18.0,16.0,31.0,21.74,Y
7.0,6.0,0.23,2.17,0.57,28.0,41.68,16.84,11818.06,125.0,656.56,701.84,0.14,0.16,58.0,67.0,31.0,18.0,45.0,24.32,Y
3.0,0.0,0.6,2.0,0.33,5.0,14.2,12.38,2175.04,43.0,120.84,175.76,0.33,0.33,22.0,21.0,8.0,9.0,9.0,0.0,N
3.0,0.0,0.6,2.0,0.33,5.0,13.29,10.29,1406.48,35.0,78.14,136.74,0.33,0.33,18.0,17.0,7.0,8.0,9.0,0.0,N
4.0,0.0,0.4,2.0,0.25,10.0,11.6,38.5,17191.86,95.0,955.1,446.54,0.25,0.27,66.0,29.0,12.0,14.0,15.0,0.0,N
4.0,0.0,0.43,2.0,0.33,7.0,13.09,18.45,4456.41,52.0,247.58,241.48,0.33,0.25,29.0,23.0,11.0,14.0,12.0,0.0,N
3.0,0.0,0.6,2.0,0.33,5.0,14.2,12.38,2175.04,43.0,120.84,175.76,0.33,0.33,22.0,21.0,8.0,9.0,9.0,0.0,N
4.0,0.0,0.43,2.0,0.33,7.0,13.18,14.0,2582.68,42.0,143.48,184.48,0.33,0.25,21.0,21.0,9.0,12.0,12.0,0.0,N
1.0,1.0,0.29,2.0,0.4,14.0,12.24,29.56,10695.71,80.0,594.21,361.88,0.2,0.25,38.0,42.0,9.0,14.0,20.0,22.22,N
1.0,1.0,0.29,2.0,0.4,14.0,12.24,29.56,10695.71,80.0,594.21,361.88,0.2,0.25,38.0,42.0,9.0,14.0,20.0,22.22,N
50.0,6.0,0.17,2.5,0.53,79.0,48.32,49.43,118064.59,391.0,6559.14,2388.43,0.47,0.1,174.0,217.0,44.0,25.0,143.0,14.13,N
50.0,6.0,0.17,2.5,0.53,79.0,48.32,49.43,118064.59,391.0,6559.14,2388.43,0.47,0.1,174.0,217.0,44.0,25.0,143.0,14.13,N
25.0,10.0,0.1,2.0,0.5,21.0,46.11,14.5,9695.39,124.0,538.63,668.65,0.5,0.04,58.0,66.0,28.0,14.0,57.0,32.25,N
25.0,10.0,0.1,2.0,0.5,21.0,46.11,14.5,9695.39,124.0,538.63,668.65,0.5,0.04,58.0,66.0,28.0,14.0,57.0,32.25,N
26.0,4.0,0.07,2.0,1.0,41.0,46.77,30.69,44054.95,243.0,2447.5,1435.37,0.33,0.04,114.0,129.0,39.0,21.0,72.0,8.89,Y
26.0,4.0,0.07,2.0,1.0,41.0,46.77,30.69,44054.95,243.0,2447.5,1435.37,0.33,0.04,114.0,129.0,39.0,21.0,72.0,8.89,Y
28.0,14.0,0.2,2.5,0.5,16.0,40.48,11.25,5123.16,85.0,284.62,455.39,0.75,0.05,39.0,46.0,26.0,15.0,78.0,52.94,Y
28.0,14.0,0.2,2.5,0.5,16.0,40.48,11.25,5123.16,85.0,284.62,455.39,0.75,0.05,39.0,46.0,26.0,15.0,78.0,52.94,Y
16.0,14.0,0.19,2.25,0.5,65.0,62.32,19.01,22519.97,192.0,1251.11,1184.63,0.36,0.13,81.0,111.0,49.0,23.0,105.0,26.14,N
16.0,14.0,0.19,2.25,0.5,65.0,62.32,19.01,22519.97,192.0,1251.11,1184.63,0.36,0.13,81.0,111.0,49.0,23.0,105.0,26.14,N
2.0,0.0,0.27,2.0,0.67,11.0,21.05,7.09,1058.51,33.0,58.81,149.28,0.33,0.21,13.0,20.0,11.0,12.0,14.0,0.0,Y
2.0,0.0,0.27,2.0,0.67,11.0,21.05,7.09,1058.51,33.0,58.81,149.28,0.33,0.21,13.0,20.0,11.0,12.0,14.0,0.0,Y
2.0,0.0,0.27,2.0,0.67,11.0,21.05,7.09,1058.51,33.0,58.81,149.28,0.33,0.21,13.0,20.0,11.0,12.0,14.0,0.0,N
2.0,0.0,0.27,2.0,0.67,11.0,21.05,7.09,1058.51,33.0,58.81,149.28,0.33,0.21,13.0,20.0,11.0,12.0,14.0,0.0,N
1.0,0.0,0.4,2.0,0.5,5.0,10.75,5.0,268.87,15.0,14.94,53.77,0.5,0.29,5.0,10.0,4.0,8.0,7.0,0.0,N
1.0,0.0,0.29,2.0,0.5,7.0,8.26,12.1,1210.0,25.0,67.22,100.0,0.5,0.22,11.0,14.0,5.0,11.0,9.0,0.0,N
4.0,3.0,0.19,2.0,1.0,36.0,33.06,25.74,21902.71,161.0,1216.82,850.95,0.14,0.16,74.0,87.0,23.0,16.0,44.0,7.69,N
13.0,1.0,0.3,2.0,0.79,45.0,30.87,42.62,56084.29,221.0,3115.79,1315.88,0.5,0.23,97.0,124.0,33.0,29.0,61.0,4.26,N
14.0,0.0,0.17,2.0,1.0,14.0,52.67,6.38,2143.97,65.0,119.11,336.05,0.33,0.09,29.0,36.0,25.0,11.0,33.0,22.22,Y
13.0,0.0,0.21,2.0,0.33,10.0,32.11,9.58,2947.52,61.0,163.75,307.71,0.33,0.11,26.0,35.0,19.0,14.0,28.0,28.57,N
15.0,6.0,0.18,2.0,1.0,18.0,45.88,9.11,3805.17,77.0,211.4,417.82,0.25,0.09,34.0,43.0,28.0,15.0,44.0,35.71,N
8.0,0.0,0.18,2.0,1.0,9.0,34.56,4.0,552.97,31.0,30.72,138.24,0.5,0.1,14.0,17.0,14.0,8.0,20.0,18.18,N
36.0,6.0,0.22,3.0,0.54,47.0,117.25,17.36,35353.17,316.0,1964.06,2035.97,0.77,0.13,143.0,173.0,70.0,17.0,102.0,27.69,Y
13.0,0.0,0.22,2.5,0.75,14.0,31.36,10.11,3205.92,64.0,178.11,317.07,0.75,0.13,28.0,36.0,18.0,13.0,32.0,22.22,N
19.0,4.0,0.29,3.5,0.45,30.0,78.46,12.52,12301.89,165.0,683.44,982.44,0.91,0.18,72.0,93.0,46.0,16.0,62.0,28.57,Y
4.0,0.0,0.29,2.0,0.5,6.0,21.76,5.25,599.66,30.0,33.31,114.22,0.5,0.17,14.0,16.0,8.0,6.0,12.0,14.29,N
29.0,5.0,0.22,2.25,0.82,38.0,76.18,14.65,16348.21,186.0,908.23,1116.0,0.64,0.13,81.0,105.0,47.0,17.0,84.0,29.63,Y
18.0,7.0,0.21,2.25,0.83,23.0,43.34,14.66,9309.11,115.0,517.16,635.21,0.67,0.11,50.0,65.0,29.0,17.0,55.0,36.11,Y
18.0,0.0,0.13,2.0,1.0,24.0,56.95,11.11,7030.54,111.0,390.59,632.75,0.25,0.08,50.0,61.0,36.0,16.0,49.0,20.0,Y
9.0,0.0,0.29,4.0,0.5,12.0,33.12,8.0,2119.78,54.0,117.77,264.97,1.0,0.17,24.0,30.0,18.0,12.0,24.0,14.29,N
8.0,0.0,0.18,2.0,1.0,9.0,28.66,6.23,1113.38,38.0,61.85,178.62,0.5,0.1,17.0,21.0,15.0,11.0,20.0,18.18,N
22.0,1.0,0.18,2.5,0.71,31.0,73.73,12.57,11641.4,155.0,646.74,926.48,0.57,0.11,68.0,87.0,46.0,17.0,63.0,22.5,N
22.0,0.0,0.16,2.2,0.86,33.0,71.6,13.86,13750.99,166.0,763.94,992.23,0.57,0.11,75.0,91.0,46.0,17.0,66.0,23.26,Y
20.0,11.0,0.21,2.33,0.8,20.0,52.95,8.87,4163.0,86.0,231.28,469.51,0.6,0.09,38.0,48.0,30.0,14.0,56.0,42.86,Y
20.0,10.0,0.12,2.33,0.8,35.0,82.63,16.32,22024.66,224.0,1223.59,1349.01,0.6,0.07,100.0,124.0,49.0,16.0,72.0,31.37,N
12.0,4.0,0.13,2.0,1.0,13.0,40.12,6.05,1468.67,49.0,81.59,242.76,0.5,0.06,22.0,27.0,20.0,11.0,32.0,31.58,N
24.0,7.0,0.23,2.2,0.43,24.0,46.55,19.92,18476.3,157.0,1026.46,927.38,0.43,0.11,74.0,83.0,39.0,21.0,62.0,35.14,N
10.0,0.0,0.67,2.67,0.67,9.0,33.68,10.74,3883.05,73.0,215.72,361.66,0.5,0.3,34.0,39.0,19.0,12.0,20.0,0.0,Y
3.0,0.0,0.6,2.0,1.0,5.0,24.09,5.6,755.36,33.0,41.96,134.89,0.33,0.33,16.0,17.0,10.0,7.0,9.0,0.0,N
13.0,6.0,0.19,2.0,0.75,18.0,56.43,12.83,9294.08,138.0,516.34,724.21,0.25,0.1,63.0,75.0,27.0,11.0,41.0,33.33,N
11.0,12.0,0.38,3.5,0.33,14.0,42.25,11.54,5625.43,91.0,312.52,487.54,1.0,0.15,40.0,51.0,26.0,15.0,40.0,50.0,Y
26.0,35.0,0.3,2.43,0.67,27.0,67.59,11.15,8408.78,131.0,467.15,753.89,0.33,0.1,58.0,73.0,39.0,15.0,92.0,58.46,Y
12.0,11.0,0.16,2.0,1.0,18.0,46.1,8.61,3416.12,78.0,189.78,396.82,0.33,0.07,36.0,42.0,23.0,11.0,43.0,40.0,N
16.0,13.0,0.2,2.0,0.86,29.0,48.73,13.64,9060.53,116.0,503.36,664.44,0.14,0.11,45.0,71.0,33.0,20.0,65.0,39.58,N
12.0,18.0,0.13,2.0,1.0,13.0,61.47,4.05,1009.6,53.0,56.09,249.12,0.5,0.04,22.0,31.0,19.0,7.0,46.0,60.61,Y
10.0,8.0,0.4,2.25,0.17,12.0,21.92,17.73,6891.86,80.0,382.88,388.64,0.67,0.18,38.0,42.0,15.0,14.0,34.0,47.83,N
4.0,0.0,0.19,2.0,0.67,14.0,31.7,10.47,3476.06,67.0,193.11,331.93,0.33,0.14,29.0,38.0,18.0,13.0,21.0,12.5,N
5.0,0.0,0.19,2.0,0.67,14.0,40.79,8.29,2800.36,67.0,155.58,337.97,0.33,0.14,29.0,38.0,21.0,12.0,22.0,12.5,N
7.0,0.0,0.56,2.33,0.4,7.0,13.09,18.67,4559.75,54.0,253.32,244.27,0.8,0.29,24.0,30.0,9.0,14.0,17.0,22.22,N
1.0,0.0,0.45,2.0,0.6,11.0,16.12,14.3,3299.03,51.0,183.28,230.7,0.2,0.38,22.0,29.0,10.0,13.0,13.0,0.0,N
1.0,1.0,0.29,2.0,0.77,43.0,41.66,36.87,56634.51,256.0,3146.36,1536.0,0.62,0.27,89.0,167.0,35.0,29.0,48.0,6.52,N
3.0,0.0,0.26,2.0,1.0,22.0,36.01,13.42,6486.52,95.0,360.36,483.31,0.86,0.23,34.0,61.0,19.0,15.0,31.0,18.52,N
20.0,14.0,0.22,2.0,0.63,37.0,48.97,21.05,21705.36,176.0,1205.85,1031.0,0.13,0.11,80.0,96.0,38.0,20.0,72.0,27.45,Y
24.0,2.0,0.24,4.0,0.71,68.0,55.44,24.38,32939.44,215.0,1829.97,1351.36,0.24,0.17,78.0,137.0,48.0,30.0,98.0,6.85,N
7.0,3.0,0.15,2.0,1.0,12.0,29.33,4.5,594.0,33.0,33.0,132.0,0.5,0.08,15.0,18.0,10.0,6.0,24.0,25.0,N
11.0,1.0,0.24,2.33,0.2,21.0,18.5,21.54,8579.94,82.0,476.66,398.35,0.8,0.15,35.0,47.0,13.0,16.0,34.0,4.55,N
13.0,5.0,0.22,2.0,0.2,23.0,28.71,23.33,15633.33,134.0,868.52,670.0,1.0,0.12,60.0,74.0,18.0,14.0,42.0,17.86,N
10.0,3.0,0.3,2.14,0.56,30.0,44.42,9.42,3946.1,83.0,219.23,418.68,0.78,0.2,29.0,54.0,20.0,13.0,44.0,9.09,N
9.0,1.0,0.11,2.0,1.0,18.0,64.0,8.03,4132.74,98.0,229.6,514.29,0.5,0.03,45.0,53.0,28.0,10.0,67.0,5.26,N
19.0,14.0,0.18,2.0,0.67,34.0,51.05,19.74,19886.3,172.0,1104.79,1007.57,0.17,0.09,75.0,97.0,38.0,20.0,68.0,29.17,Y
14.0,4.0,0.3,2.0,0.67,20.0,51.1,12.22,7632.82,119.0,424.05,624.5,0.17,0.15,60.0,59.0,27.0,11.0,39.0,16.67,Y
15.0,5.0,0.1,2.0,1.0,21.0,39.6,9.45,3540.14,73.0,196.67,374.44,0.5,0.05,32.0,41.0,22.0,13.0,42.0,19.23,Y
4.0,0.0,0.27,2.0,0.67,11.0,22.64,5.73,742.59,30.0,41.25,129.66,0.33,0.19,14.0,16.0,11.0,9.0,16.0,0.0,N
27.0,10.0,0.19,2.56,0.6,81.0,104.45,30.05,94338.77,462.0,5241.04,3139.02,0.93,0.12,187.0,275.0,84.0,27.0,128.0,10.99,Y
10.0,4.0,0.17,2.0,1.0,23.0,24.52,16.53,6697.28,79.0,372.07,405.21,0.25,0.11,35.0,44.0,18.0,17.0,38.0,14.81,Y
14.0,10.0,0.18,2.0,0.4,28.0,41.8,17.61,12957.24,134.0,719.85,735.91,0.2,0.09,58.0,76.0,28.0,17.0,53.0,26.32,N
7.0,0.0,0.23,2.0,1.0,13.0,27.68,4.38,529.87,31.0,29.44,121.11,0.33,0.11,10.0,21.0,8.0,7.0,28.0,0.0,N
1.0,1.0,0.27,2.0,0.44,28.0,32.72,37.94,47122.94,207.0,2617.94,1242.0,0.44,0.25,86.0,121.0,34.0,30.0,36.0,17.65,N
12.0,2.0,0.36,2.22,0.4,39.0,42.04,61.97,161468.35,428.0,8970.46,2605.43,0.67,0.26,157.0,271.0,38.0,30.0,57.0,11.36,N
19.0,12.0,0.24,2.0,0.42,75.0,43.01,71.26,218421.83,471.0,12134.55,3065.17,0.26,0.17,208.0,263.0,54.0,37.0,110.0,16.67,N
1.0,0.0,0.4,2.0,0.75,10.0,11.9,21.72,5615.72,55.0,311.98,258.51,0.25,0.33,23.0,32.0,9.0,17.0,12.0,0.0,N
0.0,0.0,0.5,2.0,0.5,4.0,11.82,8.8,915.2,26.0,50.84,104.0,0.5,0.4,8.0,18.0,5.0,11.0,5.0,0.0,N
1.0,0.0,0.1,2.0,0.5,20.0,47.51,25.6,31133.81,227.0,1729.66,1216.16,0.5,0.09,80.0,147.0,25.0,16.0,22.0,0.0,N
0.0,0.0,0.6,2.0,1.0,5.0,15.88,10.11,1623.23,36.0,90.18,160.54,0.33,0.5,14.0,22.0,9.0,13.0,6.0,0.0,N
2.0,1.0,0.46,2.33,0.18,24.0,20.28,39.0,30842.25,144.0,1713.46,790.83,1.0,0.39,57.0,87.0,19.0,26.0,28.0,4.0,N
6.0,0.0,0.33,2.0,0.22,24.0,32.25,23.09,17192.85,139.0,955.16,744.7,0.56,0.26,59.0,80.0,23.0,18.0,34.0,11.11,N
26.0,16.0,0.26,2.17,0.18,38.0,33.74,23.2,18157.82,136.0,1008.77,782.66,0.09,0.13,58.0,78.0,30.0,24.0,85.0,34.48,N
27.0,13.0,0.26,2.17,0.18,38.0,33.74,23.2,18157.82,136.0,1008.77,782.66,0.09,0.13,58.0,78.0,30.0,24.0,83.0,30.91,N
13.0,42.0,0.1,2.0,0.6,50.0,106.51,20.0,42604.83,325.0,2366.93,2130.24,0.2,0.05,148.0,177.0,74.0,20.0,107.0,46.24,Y
12.0,27.0,0.1,2.0,0.33,31.0,87.22,17.4,26406.88,252.0,1467.05,1517.64,0.33,0.04,116.0,136.0,50.0,15.0,71.0,46.55,N
11.0,27.0,0.1,2.0,0.33,31.0,87.22,17.4,26406.88,252.0,1467.05,1517.64,0.33,0.04,116.0,136.0,50.0,15.0,70.0,46.55,N
6.0,13.0,0.23,3.0,0.33,13.0,20.6,11.31,2634.57,49.0,146.37,232.99,0.33,0.09,21.0,28.0,13.0,14.0,33.0,50.0,N
8.0,19.0,0.2,3.0,0.33,15.0,28.04,10.32,2988.73,59.0,166.04,289.51,0.33,0.07,27.0,32.0,17.0,13.0,43.0,55.88,N
7.0,3.0,0.2,2.0,0.25,19.0,19.14,14.0,3750.95,57.0,208.39,267.93,0.75,0.13,24.0,33.0,12.0,14.0,31.0,17.39,N
8.0,5.0,0.17,2.0,0.75,20.0,20.71,28.0,16240.0,116.0,902.22,580.0,0.25,0.11,56.0,60.0,16.0,16.0,37.0,28.57,N
7.0,14.0,0.18,2.0,0.75,22.0,28.85,9.71,2717.65,56.0,150.98,280.0,0.25,0.09,22.0,34.0,17.0,15.0,44.0,38.89,N
2.0,0.0,0.3,2.0,0.33,10.0,13.12,10.83,1539.78,31.0,85.54,142.13,0.33,0.23,13.0,18.0,9.0,15.0,13.0,0.0,N
5.0,14.0,0.18,2.0,1.0,11.0,24.39,5.4,711.1,31.0,39.51,131.69,0.5,0.06,12.0,19.0,10.0,9.0,31.0,56.0,N
4.0,14.0,0.2,2.0,1.0,10.0,20.51,4.57,428.64,24.0,23.81,93.77,0.5,0.07,8.0,16.0,7.0,8.0,29.0,58.33,N
57.0,10.0,0.17,2.0,0.43,82.0,38.44,40.11,61835.72,256.0,3435.32,1541.73,0.07,0.09,106.0,150.0,37.0,28.0,152.0,12.77,N
14.0,50.0,0.1,2.0,0.67,58.0,182.36,5.4,5311.46,159.0,295.08,984.18,0.17,0.04,68.0,91.0,63.0,10.0,142.0,46.3,N
8.0,17.0,0.17,2.0,1.0,12.0,24.49,6.0,881.67,34.0,48.98,146.95,0.5,0.05,12.0,22.0,10.0,10.0,38.0,58.62,N
18.0,9.0,0.17,2.0,1.0,56.0,86.98,11.25,11008.93,165.0,611.61,978.57,0.1,0.11,69.0,96.0,46.0,15.0,88.0,18.84,N
2.0,0.0,0.17,2.0,0.5,12.0,20.64,5.56,637.19,27.0,35.4,114.69,0.5,0.13,10.0,17.0,9.0,10.0,15.0,0.0,N
4.0,4.0,0.25,2.0,0.33,12.0,18.86,7.33,1014.21,32.0,56.35,138.3,1.0,0.14,12.0,20.0,9.0,11.0,21.0,25.0,N
14.0,47.0,0.18,2.2,0.43,38.0,39.49,24.85,24386.04,173.0,1354.78,981.33,0.43,0.07,71.0,102.0,30.0,21.0,101.0,55.81,N
6.0,9.0,0.26,2.0,0.8,17.0,41.54,6.32,1656.83,54.0,92.05,262.33,0.2,0.14,24.0,30.0,19.0,10.0,35.0,39.29,N
2.0,7.0,0.29,2.5,0.25,14.0,15.93,7.2,825.94,31.0,45.89,114.71,1.0,0.17,9.0,22.0,5.0,8.0,24.0,33.33,Y
4.0,0.0,0.38,2.0,0.11,24.0,35.36,17.72,11106.15,129.0,617.01,626.68,0.11,0.31,58.0,71.0,18.0,11.0,29.0,0.0,Y
4.0,0.0,0.38,2.0,0.11,24.0,35.36,17.72,11106.15,129.0,617.01,626.68,0.11,0.31,58.0,71.0,18.0,11.0,29.0,0.0,Y
6.0,0.0,0.21,2.0,0.33,14.0,20.84,11.0,2521.73,50.0,140.1,229.25,0.33,0.14,22.0,28.0,12.0,12.0,21.0,0.0,N
6.0,0.0,0.21,2.0,0.33,14.0,19.1,11.92,2711.63,49.0,150.65,227.55,0.33,0.14,22.0,27.0,12.0,13.0,21.0,0.0,N
4.0,0.0,0.36,4.0,0.25,11.0,25.88,10.71,2971.35,59.0,165.07,277.33,0.25,0.25,25.0,34.0,14.0,12.0,16.0,0.0,Y
4.0,0.0,0.3,3.0,0.33,10.0,18.38,11.23,2316.45,45.0,128.69,206.32,0.33,0.2,19.0,26.0,11.0,13.0,15.0,0.0,N
4.0,0.0,0.3,3.0,0.33,10.0,18.38,11.23,2316.45,45.0,128.69,206.32,0.33,0.2,19.0,26.0,11.0,13.0,15.0,0.0,Y
4.0,0.0,0.4,4.0,0.25,10.0,22.22,11.0,2688.65,52.0,149.37,244.42,0.25,0.27,22.0,30.0,13.0,13.0,15.0,0.0,Y
4.0,0.0,0.25,3.0,0.33,12.0,21.13,11.5,2794.53,53.0,155.25,243.0,1.0,0.18,23.0,30.0,12.0,12.0,17.0,0.0,N
4.0,0.0,0.25,3.0,0.33,12.0,21.13,11.5,2794.53,53.0,155.25,243.0,1.0,0.18,23.0,30.0,12.0,12.0,17.0,0.0,N
4.0,0.0,0.44,4.0,0.25,9.0,17.28,12.09,2526.68,45.0,140.37,208.97,0.25,0.29,19.0,26.0,11.0,14.0,14.0,0.0,N
4.0,0.0,0.4,4.0,0.25,10.0,23.78,10.15,2451.96,52.0,136.22,241.48,0.25,0.27,22.0,30.0,13.0,12.0,15.0,0.0,N
4.0,0.0,0.4,4.0,0.25,10.0,22.22,11.0,2688.65,52.0,149.37,244.42,0.25,0.27,22.0,30.0,13.0,13.0,15.0,0.0,Y
15.0,0.0,0.28,2.0,0.86,25.0,38.61,14.97,8655.44,119.0,480.86,578.1,0.14,0.17,49.0,70.0,18.0,11.0,41.0,0.0,Y
1.0,0.0,0.42,2.0,0.29,49.0,35.67,65.77,154273.13,384.0,8570.73,2345.67,0.43,0.4,171.0,213.0,39.0,30.0,52.0,2.0,N
0.0,0.0,0.25,2.0,0.5,8.0,16.53,7.5,930.0,31.0,51.67,124.0,0.5,0.22,15.0,16.0,8.0,8.0,9.0,0.0,N
1.0,0.0,0.25,2.0,0.5,8.0,13.56,5.33,385.81,19.0,21.43,72.34,0.5,0.2,8.0,11.0,6.0,8.0,10.0,0.0,N
3.0,3.0,0.27,2.0,0.33,10.0,12.86,14.78,2807.62,42.0,155.98,189.99,0.33,0.17,19.0,23.0,9.0,14.0,18.0,28.57,N
4.0,1.0,0.2,2.0,1.0,9.0,20.81,7.5,1170.6,35.0,65.03,156.08,0.5,0.13,15.0,20.0,11.0,11.0,16.0,18.18,N
37.0,48.0,0.23,2.0,0.04,116.0,111.77,28.44,90416.52,485.0,5023.14,3178.98,0.48,0.13,157.0,328.0,69.0,25.0,203.0,29.7,N
1.0,0.0,0.26,2.0,0.08,41.0,29.35,33.5,32937.0,178.0,1829.83,983.19,0.5,0.25,67.0,111.0,23.0,23.0,48.0,10.87,N
1.0,0.0,0.57,2.0,0.25,7.0,14.12,9.63,1308.36,32.0,72.69,135.93,1.0,0.44,14.0,18.0,8.0,11.0,9.0,0.0,N
1.0,0.0,0.45,2.0,0.04,103.0,47.04,115.43,626797.86,1007.0,34822.1,5430.06,0.02,0.44,515.0,492.0,29.0,13.0,108.0,2.83,N
0.0,0.0,0.45,2.0,0.2,10.0,16.86,17.14,4949.88,63.0,274.99,288.85,0.6,0.42,29.0,34.0,11.0,13.0,12.0,9.09,N
1.0,0.0,0.43,2.0,0.33,7.0,18.88,9.0,1529.25,40.0,84.96,169.92,0.33,0.33,20.0,20.0,10.0,9.0,9.0,0.0,N
1.0,0.0,0.32,2.25,0.67,18.0,21.36,16.0,5469.43,69.0,303.86,341.84,1.0,0.29,30.0,39.0,15.0,16.0,21.0,5.26,N
16.0,28.0,0.12,2.0,0.41,349.0,287.86,42.27,514310.25,1565.0,28572.79,12167.54,0.02,0.1,757.0,808.0,197.0,22.0,394.0,7.43,N
18.0,32.0,0.19,2.52,0.36,627.0,362.37,83.27,2512696.67,3680.0,139594.26,30174.79,0.23,0.17,1792.0,1888.0,269.0,25.0,678.0,4.86,N
0.0,3.0,0.25,2.0,0.75,16.0,21.01,13.5,3829.06,59.0,212.73,283.63,0.25,0.2,27.0,32.0,14.0,14.0,20.0,15.79,N
2.0,0.0,0.33,2.4,0.25,24.0,10.04,45.0,20327.14,95.0,1129.29,451.71,0.88,0.3,45.0,50.0,9.0,18.0,27.0,0.0,N
20.0,22.0,0.19,2.0,0.22,38.0,16.23,147.53,353307.23,447.0,19628.18,2394.83,0.11,0.1,209.0,238.0,17.0,24.0,90.0,44.93,N
